Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Светловская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467					
		0.42%	0.0%	0.55%	0.0%	0.47%	0.90%	0.43%	0.63%	0.24%	0.36%	0.14%	0.20%	0.54%	1.33%	0.53%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	18	3	1	1	1	1	4	1	0	0	0	3	1	0	1	1					
		0.16%	0.36%	0.11%	0.11%	0.11%	0.11%	0.58%	0.21%	0.0%	0.0%	0.0%	0.31%	0.13%	0.0%	0.17%	0.54%					
24	"7. ""Новый курс - Автомобильная Россия"""	120	15	8	10	4	15	8	2	7	9	9	11	10	4	5	3					
		1.10%	1.81%	0.88%	1.13%	0.47%	1.69%	1.16%	0.42%	0.87%	1.09%	1.34%	1.15%	1.35%	0.66%	0.88%	1.62%					
25	"8. ""Народно-республиканская партия России"""	6	1	0	0	2	0	0	0	0	1	2	0	0	0	0	0					
		0.05%	0.12%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.12%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	32	4	2	3	2	3	3	0	3	1	0	4	1	4	2	0					
		0.29%	0.48%	0.22%	0.34%	0.23%	0.33%	0.43%	0.0%	0.37%	0.12%	0.0%	0.41%	0.13%	0.66%	0.35%	0.0%					
27	"10. ""Аграрная партия России"""	169	9	18	17	14	6	12	6	13	7	15	14	10	4	21	3					
		1.56%	1.08%	1.99%	1.93%	1.66%	0.67%	1.74%	1.27%	1.61%	0.85%	2.24%	1.46%	1.35%	0.66%	3.73%	1.62%					
28	"11. ""Истинные патриоты России"""	12	1	2	0	0	1	1	1	0	1	0	1	0	0	3	1					
		0.11%	0.12%	0.22%	0.0%	0.0%	0.11%	0.14%	0.21%	0.0%	0.12%	0.0%	0.10%	0.0%	0.0%	0.53%	0.54%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	134	13	4	11	11	15	13	2	19	9	10	6	10	6	5	0					
		1.23%	1.57%	0.44%	1.25%	1.30%	1.69%	1.89%	0.42%	2.36%	1.09%	1.49%	0.62%	1.35%	1.00%	0.88%	0.0%					
30	"13. ""Демократическая партия России"""	92	8	6	9	7	7	5	9	10	6	3	8	7	3	4	0					
		0.84%	0.96%	0.66%	1.02%	0.83%	0.79%	0.72%	1.91%	1.24%	0.73%	0.44%	0.83%	0.94%	0.50%	0.71%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	19	2	4	0	0	1	3	0	1	1	1	0	2	2	2	0					
		0.17%	0.24%	0.44%	0.0%	0.0%	0.11%	0.43%	0.0%	0.12%	0.12%	0.14%	0.0%	0.27%	0.33%	0.35%	0.0%					
32	"15. ""Партия СЛОН"""	12	1	2	0	1	1	0	0	0	2	1	1	1	2	0	0					
		0.11%	0.12%	0.22%	0.0%	0.11%	0.11%	0.0%	0.0%	0.0%	0.24%	0.14%	0.10%	0.13%	0.33%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1162	91	86	91	109	98	89	51	92	100	91	87	61	52	57	7					
		10.73%	10.99%	9.51%	10.36%	12.96%	11.06%	12.97%	10.87%	11.45%	12.19%	13.60%	9.10%	8.26%	8.68%	10.12%	3.78%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	20	0	0	3	2	1	2	1	1	0	1	1	3	4	0	1					
		0.18%	0.0%	0.0%	0.34%	0.23%	0.11%	0.29%	0.21%	0.12%	0.0%	0.14%	0.10%	0.40%	0.66%	0.0%	0.54%					
35	"18. ""ЛДПР"""	1700	132	124	117	105	142	106	65	144	121	89	168	113	117	128	29					
		15.70%	15.94%	13.71%	13.32%	12.48%	16.02%	15.45%	13.85%	17.93%	14.75%	13.30%	17.59%	15.31%	19.53%	22.73%	15.67%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	230	18	22	23	20	19	5	22	23	15	7	11	22	14	8	1					
		2.12%	2.17%	2.43%	2.61%	2.37%	2.14%	0.72%	4.69%	2.86%	1.82%	1.04%	1.15%	2.98%	2.33%	1.42%	0.54%					
37	"20. ""Политическая партия ""Единая Россия"""	3475	258	310	258	240	242	185	161	207	246	195	350	312	199	214	98					
		32.10%	31.15%	34.29%	29.38%	28.53%	27.31%	26.96%	34.32%	25.77%	30.00%	29.14%	36.64%	42.27%	33.22%	38.01%	52.97%					
38	"21. ""Российская Конституционно-демократическая партия"""	23	2	1	3	1	4	2	3	0	0	3	0	0	3	0	1					
		0.21%	0.24%	0.11%	0.34%	0.11%	0.45%	0.29%	0.63%	0.0%	0.0%	0.44%	0.0%	0.0%	0.50%	0.0%	0.54%					
39	"22. ""Развитие предпринимательства"""	47	3	2	8	6	5	0	3	4	4	4	3	1	1	2	1					
		0.43%	0.36%	0.22%	0.91%	0.71%	0.56%	0.0%	0.63%	0.49%	0.48%	0.59%	0.31%	0.13%	0.16%	0.35%	0.54%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1035	67	100	82	96	61	66	64	93	86	77	91	59	56	34	3					
		9.56%	8.09%	11.06%	9.33%	11.41%	6.88%	9.62%	13.64%	11.58%	10.48%	11.50%	9.52%	7.99%	9.34%	6.03%	1.62%					
																						
41	Против всех	692	50	60	60	71	63	50	21	25	48	47	74	46	33	28	16					
		6.39%	6.03%	6.63%	6.83%	8.44%	7.11%	7.28%	4.47%	3.11%	5.85%	7.02%	7.74%	6.23%	5.50%	4.97%	8.64%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
