16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																																													
18	Богданов Андрей Владимирович	1900	10	12	17	23	24	15	14	24	6	15	21	25	7	5	16	22	14	19	25	13	20	19	13	17	11	26	27	25	16	19	19	16	18	27	16	19	16	20	17	19	18	18	19	13	13	14	15	34	18	31	13	29	24	23	28	18	25	21	13	19	15	24	16	8	14	23	18	14	28	21	22	23	26	15	25	19	13	14	11	18	17	18	26	21	25	32	27	40	19	11	22	24	18	19	43	7	14	2	9	10	7	9					
		1.46%	0.95%	1.50%	1.50%	1.79%	1.80%	1.19%	1.34%	2.14%	0.61%	1.41%	1.55%	2.53%	0.83%	2.14%	1.16%	1.79%	1.11%	1.58%	1.57%	1.44%	1.46%	1.35%	1.25%	1.08%	0.81%	1.97%	2.17%	2.21%	1.61%	1.23%	1.27%	0.95%	1.41%	1.72%	1.12%	1.25%	1.14%	2.77%	1.56%	1.53%	1.34%	1.35%	1.51%	1.20%	1.15%	1.59%	1.49%	1.83%	1.20%	1.67%	0.89%	1.78%	1.69%	1.36%	1.99%	1.25%	1.82%	1.56%	1.08%	1.31%	1.10%	1.85%	1.17%	0.63%	1.15%	1.88%	1.41%	1.17%	2.11%	1.54%	1.58%	1.61%	2.20%	1.08%	1.68%	1.58%	1.06%	1.38%	1.03%	1.33%	1.31%	1.35%	1.80%	1.49%	1.92%	1.96%	1.68%	2.40%	1.26%	0.78%	1.83%	2.09%	1.49%	1.60%	2.45%	0.69%	0.69%	0.72%	1.65%	0.80%	0.56%	0.78%					
19	Жириновский Владимир Вольфович	15185	172	92	123	153	113	131	138	136	100	95	123	113	69	37	132	145	164	95	144	96	140	126	132	161	129	136	101	130	104	177	170	176	124	170	150	152	204	83	171	125	152	153	121	107	100	107	119	222	137	204	162	193	162	175	146	171	146	168	161	157	134	141	172	155	174	154	135	153	187	156	174	182	135	173	195	141	141	127	135	200	162	172	220	172	159	231	194	229	203	159	146	143	172	168	210	124	404	28	42	128	151	109					
		11.64%	16.27%	11.47%	10.82%	11.93%	8.46%	10.41%	13.22%	12.10%	10.18%	8.93%	9.10%	11.45%	8.20%	15.81%	9.58%	11.80%	13.05%	7.91%	9.02%	10.64%	10.20%	8.94%	12.67%	10.24%	9.46%	10.33%	8.11%	11.48%	10.44%	11.45%	11.36%	10.42%	9.71%	10.82%	10.53%	10.03%	14.59%	11.48%	15.69%	10.06%	11.33%	11.50%	9.60%	9.89%	8.83%	12.19%	11.79%	11.92%	9.15%	10.99%	11.04%	11.83%	11.42%	10.39%	10.41%	11.88%	10.65%	12.45%	13.36%	10.85%	9.80%	10.88%	12.59%	12.13%	14.25%	12.59%	10.54%	12.84%	14.11%	11.41%	12.48%	12.75%	11.42%	12.46%	13.11%	11.75%	11.48%	12.56%	12.66%	14.83%	12.45%	12.93%	15.24%	12.21%	12.24%	14.16%	12.06%	13.74%	13.47%	11.22%	12.17%	12.46%	14.21%	14.19%	11.98%	12.16%	19.92%	10.14%	7.71%	10.29%	12.19%	9.50%					
20	Зюганов Геннадий Андреевич	30259	214	189	289	306	340	332	231	227	270	302	338	199	238	35	373	295	260	335	391	249	359	376	218	397	384	388	377	271	285	396	389	429	317	404	412	371	296	151	190	287	344	327	325	280	296	229	231	383	421	502	390	353	359	444	320	345	309	328	270	374	354	343	283	300	211	271	293	230	281	315	302	310	270	270	329	264	274	182	213	295	293	258	277	293	263	349	330	319	314	284	234	244	209	264	344	180	152	73	136	326	309	278					
		23.20%	20.25%	23.57%	25.42%	23.87%	25.45%	26.39%	22.13%	20.20%	27.49%	28.38%	25.02%	20.16%	28.30%	14.96%	27.07%	24.00%	20.68%	27.89%	24.50%	27.61%	26.17%	26.67%	20.92%	25.24%	28.15%	29.46%	30.26%	23.94%	28.61%	25.61%	25.99%	25.40%	24.82%	25.72%	28.93%	24.47%	21.17%	20.89%	17.43%	23.09%	25.63%	24.59%	25.79%	25.88%	26.15%	26.08%	22.89%	20.57%	28.10%	27.05%	26.57%	21.64%	25.32%	26.35%	22.82%	23.96%	22.54%	24.31%	22.41%	25.85%	25.90%	26.47%	20.72%	23.47%	17.28%	22.16%	22.87%	19.30%	21.21%	23.04%	21.66%	21.71%	22.84%	19.44%	22.13%	22.00%	22.31%	18.00%	19.98%	21.87%	22.52%	19.40%	19.18%	20.79%	20.25%	21.40%	20.52%	19.14%	20.84%	20.04%	19.50%	21.25%	17.27%	22.30%	19.62%	17.65%	7.50%	26.45%	24.95%	26.21%	24.94%	24.24%					
21	Медведев Дмитрий Анатольевич	81666	644	508	691	790	845	770	655	726	591	643	844	641	521	157	840	754	807	738	1006	529	836	870	664	985	829	755	725	694	583	932	908	1045	806	949	828	953	870	462	702	800	816	812	780	675	699	514	634	1199	908	1098	890	1045	862	1021	889	899	879	816	753	882	855	779	881	804	812	762	822	784	817	851	877	907	740	917	923	762	785	677	697	813	816	864	906	902	826	1002	1040	1070	952	943	778	724	806	727	1135	693	1446	173	358	769	761	743					
		62.62%	60.93%	63.34%	60.77%	61.62%	63.25%	61.21%	62.74%	64.59%	60.18%	60.43%	62.47%	64.94%	61.95%	67.09%	60.96%	61.35%	64.20%	61.45%	63.03%	58.65%	60.93%	61.70%	63.72%	62.62%	60.78%	57.33%	58.19%	61.31%	58.53%	60.28%	60.65%	61.87%	63.12%	60.41%	58.15%	62.86%	62.23%	63.90%	64.40%	64.36%	60.80%	61.05%	61.90%	62.38%	61.75%	58.54%	62.83%	64.39%	60.61%	59.16%	60.63%	64.07%	60.79%	60.59%	63.41%	62.43%	64.11%	60.49%	62.49%	60.95%	62.55%	60.11%	64.49%	62.91%	66.50%	62.31%	64.17%	65.77%	61.66%	62.25%	62.91%	63.52%	62.61%	66.02%	62.07%	63.50%	63.93%	66.96%	65.38%	60.27%	62.72%	64.96%	62.74%	64.02%	63.59%	61.43%	64.68%	64.19%	63.17%	66.55%	64.83%	63.07%	66.61%	61.40%	64.75%	67.94%	71.30%	62.68%	65.69%	61.82%	61.42%	64.78%					
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
																																																																																																													
