9	Число недействительных избирательных бюллетеней	1357	23	60	10	21	9	6	8	24	33	19	12	8	4	9	11	22	3	0	7	18	3	25	0	11	2	0	40	10	9	13	0	13	15	193	13	20	11	11	0	76	10	3	0	34	0	0	0	197	22	14	24	16	25	17	10	11	5	5	3	10	26	0	25	4	3	3	2	0	10	67	11	13	10	5					
10	Число действительных избирательных бюллетеней	110409	1512	1197	1477	1287	1823	1213	1157	1882	1191	1881	1474	1714	1733	465	962	1696	1685	2060	1654	1895	1398	2434	1724	1592	1695	1692	1948	1666	2175	1753	2208	1710	1475	1494	2090	1152	1864	2103	1847	2163	2152	2090	2147	2116	1570	1691	1882	1336	1652	1306	1527	1928	1475	1940	1009	2095	1450	1463	1468	1030	1424	442	1388	525	1073	395	124	1464	357	316	1205	893	840	495					
11	Число полученных открепительных  удостоверений	1479	10	10	5	15	35	19	25	23	21	20	30	30	15	5	13	15	35	15	15	15	10	40	30	12	16	12	39	15	25	15	23	10	5	20	18	30	30	30	20	30	25	20	20	20	30	20	30	30	18	16	15	13	25	25	10	40	55	32	30	40	20	15	44	17	13	13	3	15	3	5	10	6	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1470	10	10	5	15	26	19	25	23	21	20	30	30	15	5	13	15	35	15	15	15	10	40	30	12	16	12	39	15	25	15	23	10	5	20	18	30	30	30	20	30	25	20	20	20	30	20	30	30	18	16	15	13	25	25	10	40	55	32	30	40	20	15	44	17	13	13	3	15	3	5	10	6	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1474	12	4	18	21	24	39	26	44	24	20	11	17	23	2	16	15	9	3	20	28	13	14	3	14	14	9	14	13	20	10	18	24	6	14	11	15	13	24	8	16	23	13	13	15	4	7	20	8	19	17	10	21	10	20	0	16	26	10	10	10	5	14	25	7	2	2	1	5	5	7	4	15	450	11					
14	Число неиспользованных открепительных удостоверений	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	170	2	1	2	3	3	2	3	5	8	4	2	3	8	0	2	3	1	3	1	0	0	2	0	2	3	1	4	2	4	2	3	4	2	8	1	1	2	1	0	2	4	6	3	4	4	2	1	3	1	0	2	2	1	1	1	3	4	4	1	0	1	0	2	1	3	1	0	3	1	3	7	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																	
18	Богданов Андрей Владимирович	747	13	17	7	23	17	6	11	11	12	6	21	4	9	8	6	22	3	12	5	9	15	25	1	6	3	0	28	14	6	3	5	3	4	8	36	9	3	3	7	2	25	2	1	33	3	21	29	5	9	6	11	8	19	9	14	26	9	9	11	11	9	3	15	9	3	1	2	0	11	1	0	2	25	2					
		0.67%	0.85%	1.35%	0.47%	1.76%	0.93%	0.49%	0.94%	0.58%	0.98%	0.32%	1.41%	0.23%	0.52%	1.69%	0.62%	1.28%	0.18%	0.58%	0.30%	0.47%	1.07%	1.02%	0.06%	0.37%	0.18%	0.00%	1.41%	0.84%	0.27%	0.17%	0.23%	0.17%	0.27%	0.47%	1.71%	0.77%	0.16%	0.14%	0.38%	0.09%	1.16%	0.10%	0.05%	1.53%	0.19%	1.24%	1.54%	0.33%	0.54%	0.45%	0.71%	0.41%	1.27%	0.46%	1.37%	1.23%	0.62%	0.61%	0.75%	1.06%	0.62%	0.68%	1.06%	1.70%	0.28%	0.25%	1.59%	0.00%	2.99%	0.26%	0.00%	0.22%	2.94%	0.40%					
19	Жириновский Владимир Вольфович	5959	43	17	176	139	68	95	20	117	45	34	56	130	78	49	88	18	91	123	108	21	123	14	49	82	162	81	100	62	41	82	16	87	13	14	163	70	16	19	67	243	104	138	164	225	82	58	112	40	81	87	98	44	115	36	30	131	11	106	71	65	59	14	215	77	101	65	12	96	31	15	35	27	343	51					
		5.33%	2.80%	1.35%	11.84%	10.63%	3.71%	7.79%	1.72%	6.14%	3.68%	1.79%	3.77%	7.55%	4.49%	10.34%	9.04%	1.05%	5.39%	5.97%	6.50%	1.10%	8.78%	0.57%	2.84%	5.12%	9.55%	4.79%	5.03%	3.70%	1.88%	4.64%	0.72%	5.05%	0.87%	0.83%	7.75%	5.97%	0.85%	0.90%	3.63%	10.85%	4.81%	6.59%	7.64%	10.47%	5.22%	3.43%	5.95%	2.61%	4.84%	6.59%	6.32%	2.26%	7.67%	1.84%	2.94%	6.22%	0.76%	7.22%	4.83%	6.25%	4.07%	3.17%	15.22%	14.56%	9.39%	16.33%	9.52%	6.56%	8.45%	3.92%	2.88%	2.98%	40.35%	10.20%					
20	Зюганов Геннадий Андреевич	9691	228	144	106	254	180	125	30	191	115	36	208	118	169	89	204	77	23	171	135	62	150	46	201	149	87	166	120	148	156	64	61	155	22	33	210	62	49	24	204	564	186	129	325	386	150	175	143	52	136	103	131	222	251	99	91	253	13	104	134	90	123	44	143	91	76	72	40	124	87	33	157	76	14	102					
		8.67%	14.85%	11.46%	7.13%	19.42%	9.83%	10.25%	2.58%	10.02%	9.40%	1.89%	13.99%	6.85%	9.73%	18.78%	20.97%	4.48%	1.36%	8.30%	8.13%	3.24%	10.71%	1.87%	11.66%	9.30%	5.13%	9.81%	6.04%	8.83%	7.14%	3.62%	2.76%	8.99%	1.48%	1.96%	9.99%	5.29%	2.61%	1.14%	11.04%	25.19%	8.60%	6.16%	15.14%	17.95%	9.55%	10.35%	7.60%	3.39%	8.12%	7.80%	8.45%	11.42%	16.73%	5.06%	8.93%	12.01%	0.89%	7.08%	9.11%	8.65%	8.48%	9.95%	10.12%	17.20%	7.06%	18.09%	31.75%	8.47%	23.71%	8.62%	12.91%	8.39%	1.65%	20.40%					
21	Медведев Дмитрий Анатольевич	94012	1228	1019	1188	871	1558	987	1096	1563	1019	1805	1189	1462	1477	319	664	1579	1568	1754	1406	1803	1110	2349	1473	1355	1443	1445	1700	1442	1972	1604	2126	1465	1436	1439	1681	1011	1796	2057	1569	1354	1837	1821	1657	1472	1335	1437	1598	1239	1426	1110	1287	1654	1090	1796	874	1685	1417	1244	1252	864	1233	381	1015	348	893	257	70	1244	228	267	1013	788	458	340					
		84.12%	80.00%	81.07%	79.89%	66.59%	85.04%	80.97%	94.08%	82.00%	83.25%	95.00%	80.01%	84.90%	85.03%	67.30%	68.24%	91.91%	92.89%	85.15%	84.65%	94.25%	79.23%	95.53%	85.44%	84.53%	85.03%	85.40%	85.51%	86.04%	90.29%	90.83%	96.29%	85.03%	96.38%	85.30%	79.93%	86.26%	95.79%	97.30%	84.95%	60.47%	84.97%	87.00%	77.18%	68.47%	85.03%	84.98%	84.91%	80.82%	85.19%	84.09%	82.98%	85.08%	72.67%	91.77%	85.77%	80.01%	97.39%	84.74%	85.11%	83.08%	85.03%	86.20%	71.83%	65.78%	82.99%	64.57%	55.56%	84.97%	62.13%	69.71%	83.31%	86.98%	53.88%	68.00%					
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
