Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																																							
Дата голосования: 04.12.2011																																																																																							
																																																																																							
Наименование Избирательной комиссии:    Нижнекамская городская																																																																																							
																																																																																							
Сводная таблица результатов выборов																																																																																							
																																																																																							
		Сумма	УИК №2191	УИК №2192	УИК №2193	УИК №2194	УИК №2195	УИК №2196	УИК №2197	УИК №2198	УИК №2199	УИК №2200	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237	УИК №2238	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2245	УИК №2246	УИК №2247	УИК №2248	УИК №2249	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256	УИК №2257	УИК №2258	УИК №2259	УИК №2260	УИК №2261	УИК №2262	УИК №2263	УИК №2264	УИК №2265	УИК №2266	УИК №2267	УИК №2268	УИК №2269	УИК №2270					
		1.24%	1.72%	0.85%	1.48%	1.78%	1.12%	0.56%	0.64%	0.40%	0.77%	1.60%	0.49%	0.70%	0.00%	1.97%	0.74%	1.06%	1.30%	2.07%	2.00%	5.64%	1.96%	2.25%	0.63%	1.62%	1.62%	1.49%	1.34%	0.97%	1.89%	0.90%	0.88%	1.53%	0.67%	0.38%	0.06%	0.34%	2.98%	1.95%	0.41%	0.92%	1.97%	2.14%	1.61%	0.10%	2.02%	0.36%	2.06%	1.16%	0.38%	0.26%	0.00%	1.19%	2.92%	1.03%	1.35%	0.32%	0.32%	1.31%	0.00%	0.26%	0.37%	1.12%	1.41%	3.40%	2.81%	0.42%	1.33%	3.20%	0.05%	0.56%	1.33%	0.47%	0.55%	2.04%	0.18%	2.47%	1.09%	3.80%	0.27%	0.74%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	81498	956	897	722	793	645	1041	1094	1197	1034	787	949	386	404	803	1145	1081	1105	616	1021	700	1089	731	1316	886	1098	1042	1481	1433	955	1146	1196	1204	1039	770	1239	1225	813	1328	1174	1101	1384	779	1064	1419	579	1357	1164	934	967	816	139	598	543	1405	1351	1422	1432	1486	1642	1339	1121	986	1134	439	991	1546	1153	480	1231	1012	969	1326	950	844	726	1486	829	473	1181	1159					
		62.70%	48.43%	54.73%	44.60%	56.44%	48.21%	73.31%	69.50%	69.07%	72.06%	48.31%	77.34%	67.48%	70.14%	60.79%	70.90%	63.63%	62.36%	36.43%	62.03%	45.90%	66.69%	43.31%	63.73%	53.21%	74.34%	70.36%	76.14%	69.80%	54.67%	68.83%	70.31%	71.03%	69.50%	58.20%	70.00%	70.28%	49.36%	70.04%	68.06%	63.49%	73.70%	44.95%	68.65%	69.94%	35.41%	69.66%	61.46%	67.58%	73.37%	69.86%	83.73%	44.53%	41.77%	68.97%	64.98%	65.14%	65.87%	66.88%	69.99%	68.99%	69.84%	69.24%	61.50%	46.60%	47.99%	65.59%	56.66%	37.44%	62.68%	71.12%	64.39%	69.75%	58.57%	63.84%	65.94%	73.46%	64.72%	36.67%	79.53%	71.59%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	634	0	2	6	7	4	7	3	8	3	8	1	0	0	11	6	9	4	11	9	44	11	19	9	6	8	4	7	10	19	11	7	22	5	4	2	8	10	19	3	6	8	9	0	1	15	0	17	6	7	3	0	4	12	17	14	5	6	14	0	1	16	9	10	7	12	14	9	9	2	0	9	4	5	4	2	16	10	12	2	10					
		0.49%	0.00%	0.12%	0.37%	0.50%	0.30%	0.49%	0.19%	0.46%	0.21%	0.49%	0.08%	0.00%	0.00%	0.83%	0.37%	0.53%	0.23%	0.65%	0.55%	2.89%	0.67%	1.13%	0.44%	0.36%	0.54%	0.27%	0.36%	0.49%	1.09%	0.66%	0.41%	1.30%	0.33%	0.30%	0.11%	0.46%	0.61%	1.00%	0.17%	0.35%	0.43%	0.52%	0.00%	0.05%	0.92%	0.00%	0.90%	0.43%	0.53%	0.26%	0.00%	0.30%	0.92%	0.83%	0.67%	0.23%	0.28%	0.63%	0.00%	0.05%	0.99%	0.63%	0.54%	0.74%	0.58%	0.59%	0.44%	0.70%	0.10%	0.00%	0.60%	0.21%	0.31%	0.30%	0.18%	0.79%	0.78%	0.93%	0.13%	0.62%					
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
