Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																
Дата голосования: 02.12.2007																																																																
																																																																
Наименование Избирательной комиссии:    Новосергиевская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	199	20	15	15	10	10	10	2	1	1	3	1	3	1	1	1	3	3	1	5	1	1	5	1	1	5	2	5	3	5	5	1	1	1	3	1	1	1	1	3	1	1	3	5	1	2	2	3	5	1	1	5	2	1	2	5	1	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	84	19	10	7	5	4	4	1	0	0	0	0	1	0	0	1	2	3	0	3	1	0	0	0	0	0	0	1	3	3	5	0	0	0	1	0	0	0	0	3	0	0	0	1	0	1	0	0	1	0	0	3	0	0	0	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	119	6	7	2	1	3	2	0	1	1	1	1	9	0	1	1	0	2	1	1	0	0	2	1	1	3	1	1	0	1	2	0	1	1	0	0	0	1	3	1	0	0	0	1	1	0	1	2	2	1	1	33	15	1	1	0	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	115	1	5	8	5	6	6	1	1	1	3	1	2	1	1	0	1	0	1	2	0	1	5	1	1	5	2	4	0	2	0	1	1	1	2	1	1	1	1	0	1	1	3	4	1	1	2	3	4	1	1	2	2	1	2	5	0	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	1.Политическая партия «Аграрная партия России»	578	40	44	19	25	23	17	11	1	1	18	1	34	1	1	7	10	29	3	13	13	0	25	3	0	15	1	13	8	11	8	2	0	2	10	3	1	2	1	21	2	3	17	26	3	10	7	8	13	0	2	24	5	1	4	9	1	6					
		2.77%	2.34%	3.53%	2.35%	2.91%	2.35%	2.03%	3.14%	2.44%	1.54%	3.72%	1.14%	6.26%	0.93%	1.32%	3.52%	3.55%	4.20%	2.86%	1.94%	8.39%	0.00%	4.06%	9.68%	0.00%	2.19%	0.42%	2.28%	1.64%	2.14%	1.16%	1.33%	0.00%	1.10%	2.62%	1.53%	1.79%	4.35%	0.98%	4.35%	2.02%	3.57%	4.75%	3.43%	5.77%	7.87%	3.74%	3.15%	2.09%	0.00%	1.18%	4.72%	2.21%	2.04%	1.01%	2.37%	0.50%	1.50%					
19	2.Всероссийская политическая партия «Гражданская Сила»	52	4	7	2	4	2	1	0	0	0	1	1	1	0	1	0	0	0	0	2	1	0	0	0	0	0	1	1	2	1	4	0	0	0	4	0	0	0	0	1	0	0	0	1	0	1	0	1	2	0	0	1	2	2	0	0	0	1					
		0.25%	0.23%	0.56%	0.25%	0.47%	0.20%	0.12%	0.00%	0.00%	0.00%	0.21%	1.14%	0.18%	0.00%	1.32%	0.00%	0.00%	0.00%	0.00%	0.30%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.18%	0.41%	0.19%	0.58%	0.00%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.13%	0.00%	0.79%	0.00%	0.39%	0.32%	0.00%	0.00%	0.20%	0.88%	4.08%	0.00%	0.00%	0.00%	0.25%					
20	3.Политическая партия «Демократическая партия России»	20	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	2					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.20%	0.12%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.15%	0.00%	0.88%	0.41%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.26%	0.00%	0.50%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2751	214	208	123	128	173	111	28	3	2	98	1	54	7	7	25	27	37	9	75	18	16	91	1	5	54	27	64	54	106	99	11	18	23	41	29	7	8	15	50	9	7	66	140	3	10	14	34	111	7	8	104	38	11	46	21	21	34					
		13.17%	12.51%	16.68%	15.24%	14.88%	17.71%	13.23%	8.00%	7.32%	3.08%	20.25%	1.14%	9.94%	6.54%	9.21%	12.56%	9.57%	5.36%	8.57%	11.19%	11.61%	15.24%	14.77%	3.23%	16.13%	7.88%	11.44%	11.21%	11.09%	20.62%	14.35%	7.33%	26.09%	12.71%	10.76%	14.80%	12.50%	17.39%	14.71%	10.35%	9.09%	8.33%	18.44%	18.45%	5.77%	7.87%	7.49%	13.39%	17.85%	8.05%	4.71%	20.43%	16.81%	22.45%	11.59%	5.53%	10.45%	8.48%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	43	5	5	4	1	2	2	0	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	2	2	2	0	0	0	1	4	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1					
		0.21%	0.29%	0.40%	0.50%	0.12%	0.20%	0.24%	0.00%	0.00%	0.00%	0.41%	0.00%	0.18%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.41%	0.39%	0.29%	0.00%	0.00%	0.00%	0.26%	2.04%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.53%	0.00%	0.16%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.25%					
23	6.Политическая партия «Партия социальной справедливости»	19	0	2	1	0	2	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	1	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0					
		0.09%	0.00%	0.16%	0.12%	0.00%	0.20%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.19%	0.14%	0.00%	2.90%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1727	167	112	72	110	97	95	29	2	2	37	16	44	3	7	3	51	41	4	42	11	13	52	2	1	31	34	48	34	50	76	17	10	13	50	3	2	3	6	29	5	1	7	68	0	6	8	13	30	4	8	38	19	7	33	23	10	28					
		8.27%	9.76%	8.98%	8.92%	12.79%	9.93%	11.32%	8.29%	4.88%	3.08%	7.64%	18.18%	8.10%	2.80%	9.21%	1.51%	18.09%	5.94%	3.81%	6.27%	7.10%	12.38%	8.44%	6.45%	3.23%	4.53%	14.41%	8.41%	6.98%	9.73%	11.01%	11.33%	14.49%	7.18%	13.12%	1.53%	3.57%	6.52%	5.88%	6.00%	5.05%	1.19%	1.96%	8.96%	0.00%	4.72%	4.28%	5.12%	4.82%	4.60%	4.71%	7.47%	8.41%	14.29%	8.31%	6.05%	4.98%	6.98%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1067	84	63	50	57	43	49	15	2	3	27	3	17	14	0	4	18	29	4	37	6	2	31	1	0	27	4	27	21	31	46	4	3	4	33	14	2	0	3	24	11	7	22	38	2	3	11	9	36	3	4	20	8	11	19	25	2	34					
		5.11%	4.91%	5.05%	6.20%	6.63%	4.40%	5.84%	4.29%	4.88%	4.62%	5.58%	3.41%	3.13%	13.08%	0.00%	2.01%	6.38%	4.20%	3.81%	5.52%	3.87%	1.90%	5.03%	3.23%	0.00%	3.94%	1.69%	4.73%	4.31%	6.03%	6.67%	2.67%	4.35%	2.21%	8.66%	7.14%	3.57%	0.00%	2.94%	4.97%	11.11%	8.33%	6.15%	5.01%	3.85%	2.36%	5.88%	3.54%	5.79%	3.45%	2.35%	3.93%	3.54%	22.45%	4.79%	6.58%	0.99%	8.48%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	123	2	7	9	7	3	12	2	2	1	1	0	1	0	1	0	1	0	1	1	0	1	9	1	0	5	1	1	5	3	3	0	0	0	4	3	0	0	2	4	0	1	1	3	0	1	2	0	3	0	0	3	1	0	7	5	1	2					
		0.59%	0.12%	0.56%	1.12%	0.81%	0.31%	1.43%	0.57%	4.88%	1.54%	0.21%	0.00%	0.18%	0.00%	1.32%	0.00%	0.35%	0.00%	0.95%	0.15%	0.00%	0.95%	1.46%	3.23%	0.00%	0.73%	0.42%	0.18%	1.03%	0.58%	0.43%	0.00%	0.00%	0.00%	1.05%	1.53%	0.00%	0.00%	1.96%	0.83%	0.00%	1.19%	0.28%	0.40%	0.00%	0.79%	1.07%	0.00%	0.48%	0.00%	0.00%	0.59%	0.44%	0.00%	1.76%	1.32%	0.50%	0.50%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	14311	1190	778	519	522	620	540	260	31	56	293	65	384	81	59	158	172	542	84	495	99	73	405	23	25	546	168	398	358	305	442	115	35	137	232	139	43	33	72	350	72	65	226	478	41	96	144	186	425	69	145	318	147	17	288	292	164	291					
		68.51%	69.55%	62.39%	64.31%	60.70%	63.46%	64.36%	74.29%	75.61%	86.15%	60.54%	73.86%	70.72%	75.70%	77.63%	79.40%	60.99%	78.55%	80.00%	73.88%	63.87%	69.52%	65.75%	74.19%	80.65%	79.71%	71.19%	69.70%	73.51%	59.34%	64.06%	76.67%	50.72%	75.69%	60.89%	70.92%	76.79%	71.74%	70.59%	72.46%	72.73%	77.38%	63.13%	62.98%	78.85%	75.59%	77.01%	73.23%	68.33%	79.31%	85.29%	62.48%	65.04%	34.69%	72.54%	76.84%	81.59%	72.57%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	58	5	7	5	3	8	4	0	0	0	1	0	0	0	0	1	1	2	0	2	0	0	1	0	0	3	0	3	0	0	2	0	1	0	1	0	0	0	0	2	0	0	2	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0					
		0.28%	0.29%	0.56%	0.62%	0.35%	0.82%	0.48%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.50%	0.35%	0.29%	0.00%	0.30%	0.00%	0.00%	0.16%	0.00%	0.00%	0.44%	0.00%	0.53%	0.00%	0.00%	0.29%	0.00%	1.45%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	1.18%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
