Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Новосергиевская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	298	21	15	15	10	10	15	4	2	2	10	2	6	3	2	3	5	6	3	7	2	2	7	2	2	6	3	7	5	6	8	3	2	3	6	3	2	2	3	6	7	2	5	10	3	3	5	6	2	3	6	3	2	5	6	3	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	165	21	15	15	10	6	10	1	0	0	8	0	3	0	0	2	2	0	2	1	1	0	0	0	0	3	0	3	4	6	5	0	2	2	1	1	0	0	0	1	7	1	2	10	2	0	0	6	0	0	3	2	2	1	0	1	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	123	8	2	6	0	6	3	4	0	0	3	2	1	1	0	1	0	1	0	1	0	0	11	1	2	4	1	3	2	1	0	5	1	1	1	1	1	2	1	7	0	0	1	2	1	3	1	2	0	0	18	7	1	0	0	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	133	0	0	0	0	4	5	3	2	2	2	2	3	3	2	1	3	6	1	6	1	2	7	2	2	3	3	4	1	0	3	3	0	1	5	2	2	2	3	5	0	1	3	0	1	3	5	0	2	3	3	1	0	4	6	2	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1686	148	92	140	93	111	88	17	2	1	35	9	33	5	1	4	29	45	5	54	4	4	25	0	0	43	11	51	26	34	92	7	0	11	30	23	4	3	8	36	2	5	30	43	10	21	19	41	1	7	32	13	3	21	36	18	60					
		9.10%	10.95%	10.48%	11.81%	10.92%	12.32%	10.49%	5.76%	4.35%	2.00%	8.35%	11.54%	6.82%	5.56%	1.25%	2.35%	10.90%	7.81%	6.10%	9.39%	2.99%	3.67%	5.12%	0.00%	0.00%	7.86%	5.85%	9.64%	6.44%	7.42%	13.47%	5.60%	0.00%	7.80%	10.14%	13.14%	6.90%	7.89%	8.42%	9.21%	1.90%	7.58%	9.97%	7.13%	7.81%	11.11%	9.05%	7.41%	1.16%	5.65%	8.18%	7.47%	7.32%	6.82%	8.98%	8.11%	14.29%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3026	249	138	185	181	181	158	54	7	5	61	11	61	9	14	7	61	108	28	117	32	26	121	11	0	124	35	95	85	76	164	22	15	16	43	17	6	1	9	42	16	3	16	49	5	18	16	52	6	7	56	33	6	44	43	19	62					
		16.34%	18.42%	15.72%	15.61%	21.24%	20.09%	18.83%	18.31%	15.22%	10.00%	14.56%	14.10%	12.60%	10.00%	17.50%	4.12%	22.93%	18.75%	34.15%	20.35%	23.88%	23.85%	24.80%	42.31%	0.00%	22.67%	18.62%	17.96%	21.04%	16.59%	24.01%	17.60%	22.39%	11.35%	14.53%	9.71%	10.34%	2.63%	9.47%	10.74%	15.24%	4.55%	5.32%	8.13%	3.91%	9.52%	7.62%	9.40%	6.98%	5.65%	14.32%	18.97%	14.63%	14.29%	10.72%	8.56%	14.76%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	176	10	6	19	17	10	8	2	0	0	2	0	0	2	0	0	3	1	1	2	6	2	8	0	0	8	0	2	4	2	5	2	2	2	4	4	1	0	1	4	1	1	3	4	0	0	0	0	0	0	12	3	2	2	5	2	1					
		0.95%	0.74%	0.68%	1.60%	1.99%	1.11%	0.95%	0.68%	0.00%	0.00%	0.48%	0.00%	0.00%	2.22%	0.00%	0.00%	1.13%	0.17%	1.22%	0.35%	4.48%	1.83%	1.64%	0.00%	0.00%	1.46%	0.00%	0.38%	0.99%	0.44%	0.73%	1.60%	2.99%	1.42%	1.35%	2.29%	1.72%	0.00%	1.05%	1.02%	0.95%	1.52%	0.99%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.07%	1.72%	4.88%	0.65%	1.25%	0.90%	0.24%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5439	406	259	364	251	230	226	74	10	23	185	4	135	28	4	81	50	182	12	164	32	33	144	1	12	150	32	122	102	183	151	22	29	67	114	42	14	9	23	135	35	20	114	209	21	44	87	203	11	59	138	77	10	110	104	68	24					
		29.37%	30.03%	29.50%	30.72%	29.46%	25.53%	26.94%	25.08%	21.74%	46.00%	44.15%	5.13%	27.89%	31.11%	5.00%	47.65%	18.80%	31.60%	14.63%	28.52%	23.88%	30.28%	29.51%	3.85%	42.86%	27.42%	17.02%	23.06%	25.25%	39.96%	22.11%	17.60%	43.28%	47.52%	38.51%	24.00%	24.14%	23.68%	24.21%	34.53%	33.33%	30.30%	37.87%	34.66%	16.41%	23.28%	41.43%	36.71%	12.79%	47.58%	35.29%	44.25%	24.39%	35.71%	25.94%	30.63%	5.71%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	211	25	11	22	13	11	9	0	0	0	3	0	4	2	0	9	1	7	0	10	0	0	2	0	0	1	0	13	4	7	11	2	0	1	6	0	0	0	0	6	1	1	7	4	0	2	0	2	0	2	1	1	0	6	1	0	3					
		1.14%	1.85%	1.25%	1.86%	1.53%	1.22%	1.07%	0.00%	0.00%	0.00%	0.72%	0.00%	0.83%	2.22%	0.00%	5.29%	0.38%	1.22%	0.00%	1.74%	0.00%	0.00%	0.41%	0.00%	0.00%	0.18%	0.00%	2.46%	0.99%	1.53%	1.61%	1.60%	0.00%	0.71%	2.03%	0.00%	0.00%	0.00%	0.00%	1.53%	0.95%	1.52%	2.33%	0.66%	0.00%	1.06%	0.00%	0.36%	0.00%	1.61%	0.26%	0.57%	0.00%	1.95%	0.25%	0.00%	0.71%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7731	488	358	443	277	340	338	143	27	21	124	54	249	41	61	68	120	228	36	219	59	43	186	14	16	210	108	237	175	151	254	67	20	36	94	88	33	24	52	165	49	35	130	281	89	104	85	254	67	46	145	47	19	123	208	112	270					
		41.74%	36.09%	40.77%	37.38%	32.51%	37.74%	40.29%	48.47%	58.70%	42.00%	29.59%	69.23%	51.45%	45.56%	76.25%	40.00%	45.11%	39.58%	43.90%	38.09%	44.03%	39.45%	38.11%	53.85%	57.14%	38.39%	57.45%	44.80%	43.32%	32.97%	37.19%	53.60%	29.85%	25.53%	31.76%	50.29%	56.90%	63.16%	54.74%	42.20%	46.67%	53.03%	43.19%	46.60%	69.53%	55.03%	40.48%	45.93%	77.91%	37.10%	37.08%	27.01%	46.34%	39.94%	51.87%	50.45%	64.29%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	65	4	5	7	6	10	4	1	0	0	2	0	1	0	0	0	0	2	0	2	0	0	0	0	0	1	0	1	3	2	1	0	0	0	0	0	0	1	0	1	1	0	1	5	0	0	0	0	0	0	3	0	1	0	0	0	0					
		0.35%	0.30%	0.57%	0.59%	0.70%	1.11%	0.48%	0.34%	0.00%	0.00%	0.48%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.19%	0.74%	0.44%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.63%	0.00%	0.26%	0.95%	0.00%	0.33%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	2.44%	0.00%	0.00%	0.00%	0.00%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
