Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Корочанская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	519	32	25	35	15	31	5	10	5	13	5	5	15	15	5	10	3	3	15	10	5	10	3	25	23	10	15	5	13	8	20	23	15	3	8	10	10	5	15	11	5	15	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	478	32	21	35	15	31	5	7	3	13	5	5	15	15	4	8	2	1	12	10	0	7	0	25	23	10	15	3	13	8	20	23	13	3	8	7	10	3	14	10	5	14	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	194	17	4	9	14	8	2	5	4	2	2	3	3	1	3	1	0	3	2	15	9	4	3	6	0	4	1	2	5	8	4	16	2	5	2	2	6	3	2	1	5	3	3									
14	Число погашенных неиспользованных открепительных удостоверений	41	0	4	0	0	0	0	3	2	0	0	0	0	0	1	2	1	2	3	0	5	3	3	0	0	0	0	2	0	0	0	0	2	0	0	3	0	2	1	1	0	1	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	31	2	4	4	2	2	0	0	0	0	0	0	2	1	0	0	0	1	2	1	3	0	0	0	1	0	0	0	0	0	3	0	2	0	0	0	0	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	228	16	7	9	4	16	1	5	1	11	1	1	18	7	5	8	2	1	2	3	5	3	0	0	4	4	7	2	1	9	9	11	11	3	3	0	6	6	3	1	1	8	13									
		1.03%	1.75%	0.90%	0.80%	0.60%	1.42%	0.41%	0.85%	0.40%	2.56%	0.54%	0.43%	1.76%	0.73%	1.33%	1.46%	0.79%	0.37%	0.46%	0.76%	1.48%	0.51%	0.00%	0.00%	0.37%	0.58%	1.37%	1.17%	0.39%	1.99%	1.20%	1.42%	1.29%	1.17%	0.66%	0.00%	1.56%	3.09%	0.65%	0.50%	0.50%	0.77%	7.14%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	515	24	16	38	19	34	6	12	4	14	4	5	28	38	6	15	10	3	10	7	8	16	7	0	24	11	17	4	1	7	19	15	18	7	10	9	8	3	13	3	2	17	3									
		2.33%	2.63%	2.06%	3.38%	2.84%	3.03%	2.49%	2.05%	1.60%	3.26%	2.15%	2.13%	2.75%	3.94%	1.60%	2.74%	3.95%	1.12%	2.29%	1.77%	2.37%	2.74%	3.13%	0.00%	2.23%	1.59%	3.33%	2.34%	0.39%	1.55%	2.53%	1.94%	2.12%	2.73%	2.20%	4.62%	2.08%	1.55%	2.80%	1.50%	1.00%	1.64%	1.65%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	343	28	13	30	19	19	7	7	4	7	2	1	13	0	6	11	2	3	9	2	6	7	2	3	12	10	14	2	1	4	11	16	17	5	6	0	7	3	5	1	1	27	0									
		1.55%	3.07%	1.67%	2.67%	2.84%	1.69%	2.90%	1.19%	1.60%	1.63%	1.08%	0.43%	1.27%	0.00%	1.60%	2.01%	0.79%	1.12%	2.06%	0.51%	1.78%	1.20%	0.89%	0.29%	1.12%	1.44%	2.75%	1.17%	0.39%	0.89%	1.47%	2.06%	1.99%	1.95%	1.32%	0.00%	1.82%	1.55%	1.08%	0.50%	0.50%	2.60%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13310	401	356	520	346	600	126	378	188	263	115	150	538	533	272	348	92	175	243	284	192	384	154	850	702	504	338	116	197	326	347	367	517	168	274	122	271	98	306	144	155	736	114									
		60.27%	43.97%	45.82%	46.22%	51.80%	53.43%	52.28%	64.51%	75.20%	61.31%	61.83%	63.83%	52.75%	55.23%	72.34%	63.50%	36.36%	65.30%	55.61%	71.90%	56.97%	65.87%	68.75%	81.34%	65.24%	72.62%	66.27%	67.84%	77.25%	72.28%	46.27%	47.35%	60.75%	65.63%	60.22%	62.56%	70.39%	50.52%	65.95%	72.00%	77.50%	70.97%	62.64%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	91	11	1	7	6	7	0	1	0	0	1	0	7	6	3	2	0	0	2	0	1	2	1	0	0	2	0	0	1	1	3	9	6	3	1	0	2	1	3	0	0	0	1									
		0.41%	1.21%	0.13%	0.62%	0.90%	0.62%	0.00%	0.17%	0.00%	0.00%	0.54%	0.00%	0.69%	0.62%	0.80%	0.36%	0.00%	0.00%	0.46%	0.00%	0.30%	0.34%	0.45%	0.00%	0.00%	0.29%	0.00%	0.00%	0.39%	0.22%	0.40%	1.16%	0.71%	1.17%	0.22%	0.00%	0.52%	0.52%	0.65%	0.00%	0.00%	0.00%	0.55%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	4	1	3	0	0	0	0	0	2	0	0	2	1	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	1	0									
		0.11%	0.44%	0.13%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.20%	0.10%	0.00%	0.18%	0.40%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.65%	0.00%	0.00%	0.10%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2922	147	159	188	105	179	33	71	27	56	29	36	175	185	46	55	38	37	65	41	46	78	23	73	118	60	54	12	20	43	136	140	124	31	69	31	37	25	43	6	19	47	15									
		13.23%	16.12%	20.46%	16.71%	15.72%	15.94%	13.69%	12.12%	10.80%	13.05%	15.59%	15.32%	17.16%	19.17%	12.23%	10.04%	15.02%	13.81%	14.87%	10.38%	13.65%	13.38%	10.27%	6.99%	10.97%	8.65%	10.59%	7.02%	7.84%	9.53%	18.13%	18.06%	14.57%	12.11%	15.16%	15.90%	9.61%	12.89%	9.27%	3.00%	9.50%	4.53%	8.24%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	71	6	4	1	4	5	0	0	0	3	0	0	7	3	1	1	0	0	0	2	1	1	0	2	8	3	0	0	0	1	5	6	1	2	0	0	0	0	0	0	3	1	0									
		0.32%	0.66%	0.51%	0.09%	0.60%	0.45%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.69%	0.31%	0.27%	0.18%	0.00%	0.00%	0.00%	0.51%	0.30%	0.17%	0.00%	0.19%	0.74%	0.43%	0.00%	0.00%	0.00%	0.22%	0.67%	0.77%	0.12%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.50%	0.10%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	98	7	7	10	12	3	0	1	0	0	1	0	9	9	0	0	7	2	1	0	2	0	1	0	6	3	1	0	2	0	3	2	2	0	0	0	0	0	1	0	0	6	0									
		0.44%	0.77%	0.90%	0.89%	1.80%	0.27%	0.00%	0.17%	0.00%	0.00%	0.54%	0.00%	0.88%	0.93%	0.00%	0.00%	2.77%	0.75%	0.23%	0.00%	0.59%	0.00%	0.45%	0.00%	0.56%	0.43%	0.20%	0.00%	0.78%	0.00%	0.40%	0.26%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.58%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	30	1	1	2	1	1	0	1	0	0	0	0	2	0	1	0	1	0	0	1	1	2	2	0	0	0	0	0	1	1	2	4	1	0	1	0	0	0	0	0	0	2	1									
		0.14%	0.11%	0.13%	0.18%	0.15%	0.09%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.27%	0.00%	0.40%	0.00%	0.00%	0.25%	0.30%	0.34%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.22%	0.27%	0.52%	0.12%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.55%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	103	5	3	12	5	0	0	1	1	1	1	1	1	5	0	2	1	0	0	2	6	4	0	2	13	1	2	2	0	0	6	4	3	2	0	0	1	3	0	1	1	11	0									
		0.47%	0.55%	0.39%	1.07%	0.75%	0.00%	0.00%	0.17%	0.40%	0.23%	0.54%	0.43%	0.10%	0.52%	0.00%	0.36%	0.40%	0.00%	0.00%	0.51%	1.78%	0.69%	0.00%	0.19%	1.21%	0.14%	0.39%	1.17%	0.00%	0.00%	0.80%	0.52%	0.35%	0.78%	0.00%	0.00%	0.26%	1.55%	0.00%	0.50%	0.50%	1.06%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3232	201	167	219	106	188	50	79	23	44	22	32	171	142	27	81	81	34	65	40	51	66	28	94	110	61	59	27	22	41	157	150	114	30	63	22	37	44	61	37	12	144	30									
		14.64%	22.04%	21.49%	19.47%	15.87%	16.74%	20.75%	13.48%	9.20%	10.26%	11.83%	13.62%	16.76%	14.72%	7.18%	14.78%	32.02%	12.69%	14.87%	10.13%	15.13%	11.32%	12.50%	8.99%	10.22%	8.79%	11.57%	15.79%	8.63%	9.09%	20.93%	19.35%	13.40%	11.72%	13.85%	11.28%	9.61%	22.68%	13.15%	18.50%	6.00%	13.89%	16.48%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	67	4	1	1	2	5	5	1	0	4	2	0	2	3	1	1	1	0	2	0	3	2	0	2	4	3	1	0	3	1	0	2	2	0	2	0	2	0	3	0	1	0	1									
		0.30%	0.44%	0.13%	0.09%	0.30%	0.45%	2.07%	0.17%	0.00%	0.93%	1.08%	0.00%	0.20%	0.31%	0.27%	0.18%	0.40%	0.00%	0.46%	0.00%	0.89%	0.34%	0.00%	0.19%	0.37%	0.43%	0.20%	0.00%	1.18%	0.22%	0.00%	0.26%	0.24%	0.00%	0.44%	0.00%	0.52%	0.00%	0.65%	0.00%	0.50%	0.00%	0.55%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	690	38	29	55	25	39	8	23	1	20	4	5	28	25	4	12	11	12	28	13	5	14	4	12	61	16	7	2	1	11	29	24	28	4	20	5	11	7	13	7	4	24	1									
		3.12%	4.17%	3.73%	4.89%	3.74%	3.47%	3.32%	3.92%	0.40%	4.66%	2.15%	2.13%	2.75%	2.59%	1.06%	2.19%	4.35%	4.48%	6.41%	3.29%	1.48%	2.40%	1.79%	1.15%	5.67%	2.31%	1.37%	1.17%	0.39%	2.44%	3.87%	3.10%	3.29%	1.56%	4.40%	2.56%	2.86%	3.61%	2.80%	3.50%	2.00%	2.31%	0.55%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
