Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																
Дата голосования: 07.12.2003 0:00:00																																																																
																																																																
Наименование Избирательной комиссии:    Братская																																																																
																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																
																																																																
		Сумма	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196					
		1.96%	1.08%	1.14%	0.0%	0.58%	1.08%	0.85%	2.20%	1.25%	5.0%	3.57%	0.82%	1.28%	2.43%	2.16%	0.60%	1.96%	0.56%	0.88%	0.86%	2.00%	1.58%	1.93%	0.0%	1.29%	1.39%	1.02%	1.93%	2.77%	2.28%	0.46%	2.07%	2.48%	1.83%	1.0%	1.86%	0.0%	0.60%	1.78%	2.73%	0.68%	5.0%	0.34%	0.78%	0.0%	2.41%	0.0%	2.34%	1.51%	1.47%	3.03%	2.75%	5.83%	2.75%	3.10%	2.22%	2.96%	3.77%					
22	"5. ""За Русь Святую"""	124	1	3	2	1	0	4	5	0	0	2	8	0	0	4	3	2	0	0	1	0	0	2	0	0	3	1	2	4	1	0	5	1	0	0	3	0	0	0	1	1	0	1	12	0	1	0	5	0	4	1	5	1	5	7	8	11	3					
		0.57%	0.27%	1.72%	4.44%	0.58%	0.0%	1.14%	0.55%	0.0%	0.0%	0.42%	0.82%	0.0%	0.0%	1.73%	0.91%	0.23%	0.0%	0.0%	0.43%	0.0%	0.0%	0.29%	0.0%	0.0%	0.83%	0.25%	0.96%	0.52%	0.45%	0.0%	0.79%	0.35%	0.0%	0.0%	2.80%	0.0%	0.0%	0.0%	0.34%	0.34%	0.0%	0.34%	3.14%	0.0%	0.40%	0.0%	0.73%	0.0%	0.65%	0.21%	0.59%	0.72%	0.55%	0.60%	1.18%	1.02%	0.45%					
23	"6. ""Объединенная Российская партия ""Русь"""	49	1	0	0	2	0	0	0	0	1	1	0	1	1	0	1	2	0	1	1	1	0	0	3	2	1	2	1	3	1	0	4	0	0	0	1	0	0	0	0	2	0	0	0	1	3	0	1	0	2	1	2	0	2	0	1	1	2					
		0.22%	0.27%	0.0%	0.0%	1.16%	0.0%	0.0%	0.0%	0.0%	2.5%	0.21%	0.0%	0.64%	0.81%	0.0%	0.30%	0.23%	0.0%	0.44%	0.43%	0.20%	0.0%	0.0%	0.76%	0.51%	0.27%	0.51%	0.48%	0.39%	0.45%	0.0%	0.63%	0.0%	0.0%	0.0%	0.93%	0.0%	0.0%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	0.54%	1.20%	0.0%	0.14%	0.0%	0.32%	0.21%	0.23%	0.0%	0.22%	0.0%	0.14%	0.09%	0.30%					
24	"7. ""Новый курс - Автомобильная Россия"""	110	1	0	0	1	1	0	3	0	0	1	9	0	0	0	0	2	0	0	0	3	0	3	0	2	0	3	2	7	2	0	8	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	7	5	8	3	5	6	6	12	3					
		0.51%	0.27%	0.0%	0.0%	0.58%	1.08%	0.0%	0.33%	0.0%	0.0%	0.21%	0.92%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.60%	0.0%	0.44%	0.0%	0.51%	0.0%	0.76%	0.96%	0.92%	0.91%	0.0%	1.27%	0.0%	0.91%	0.25%	0.0%	0.0%	0.30%	0.0%	0.0%	0.34%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.14%	0.50%	1.14%	1.08%	0.95%	2.18%	0.55%	0.51%	0.88%	1.11%	0.45%					
25	"8. ""Народно-республиканская партия России"""	16	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0					
		0.07%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.30%	0.11%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.51%	0.48%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.16%	0.0%	0.0%	0.0%	0.11%	0.08%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	40	1	0	0	0	0	1	2	0	0	2	1	0	0	0	1	0	0	0	1	1	0	2	0	0	1	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	3	0	1	4	3	1	4					
		0.18%	0.27%	0.0%	0.0%	0.0%	0.0%	0.28%	0.22%	0.0%	0.0%	0.42%	0.10%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.43%	0.20%	0.0%	0.29%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.93%	0.0%	0.35%	0.0%	0.0%	1.86%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.65%	0.35%	0.0%	0.11%	0.34%	0.44%	0.09%	0.60%					
27	"10. ""Аграрная партия России"""	799	33	5	2	13	6	51	24	3	4	24	44	10	7	23	43	19	2	12	32	44	9	57	38	48	12	2	7	16	5	3	9	2	1	23	3	22	2	0	1	2	0	6	5	6	6	2	16	0	6	9	14	4	16	13	11	12	10					
		3.70%	8.96%	2.87%	4.44%	7.60%	6.52%	14.61%	2.64%	3.75%	10.0%	5.05%	4.53%	6.41%	5.69%	9.95%	13.06%	2.20%	1.13%	5.28%	13.85%	8.81%	4.76%	8.48%	9.71%	12.40%	3.34%	0.51%	3.38%	2.11%	2.28%	1.40%	1.43%	0.70%	0.91%	5.75%	2.80%	14.76%	0.60%	0.0%	0.34%	0.68%	0.0%	2.05%	1.31%	3.27%	2.41%	2.89%	2.34%	0.0%	0.98%	1.95%	1.67%	2.91%	1.76%	1.12%	1.62%	1.11%	1.51%					
28	"11. ""Истинные патриоты России"""	21	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	1	0	1	1	0	1	1	0	1	0	1					
		0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.11%	0.56%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.25%	0.0%	1.02%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.91%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.68%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.16%	0.21%	0.0%	0.72%	0.11%	0.0%	0.14%	0.0%	0.15%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	180	5	0	0	2	2	1	11	0	0	3	1	1	2	6	1	7	2	6	6	2	0	11	0	1	3	8	4	7	3	0	5	1	2	1	0	0	7	0	3	1	0	2	2	0	1	1	1	1	2	6	10	5	8	8	7	7	4					
		0.83%	1.35%	0.0%	0.0%	1.16%	2.17%	0.28%	1.21%	0.0%	0.0%	0.63%	0.10%	0.64%	1.62%	2.59%	0.30%	0.81%	1.13%	2.64%	2.59%	0.40%	0.0%	1.63%	0.0%	0.25%	0.83%	2.04%	1.93%	0.92%	1.36%	0.0%	0.79%	0.35%	1.83%	0.25%	0.0%	0.0%	2.12%	0.0%	1.02%	0.34%	0.0%	0.68%	0.52%	0.0%	0.40%	1.44%	0.14%	0.50%	0.32%	1.30%	1.19%	3.64%	0.88%	0.69%	1.03%	0.64%	0.60%					
30	"13. ""Демократическая партия России"""	58	1	0	0	2	0	1	2	0	0	0	7	0	1	1	1	3	0	0	2	0	1	1	0	2	1	0	1	2	1	0	3	0	0	0	0	0	1	0	1	2	0	2	1	0	1	0	1	0	1	1	2	0	2	3	4	1	2					
		0.26%	0.27%	0.0%	0.0%	1.16%	0.0%	0.28%	0.22%	0.0%	0.0%	0.0%	0.72%	0.0%	0.81%	0.43%	0.30%	0.34%	0.0%	0.0%	0.86%	0.0%	0.52%	0.14%	0.0%	0.51%	0.27%	0.0%	0.48%	0.26%	0.45%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.34%	0.68%	0.0%	0.68%	0.26%	0.0%	0.40%	0.0%	0.14%	0.0%	0.16%	0.21%	0.23%	0.0%	0.22%	0.25%	0.59%	0.09%	0.30%					
31	"14. ""Великая Россия - Евразийский Союз"""	32	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	3	1	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	3	0	1	1	1	1	3					
		0.14%	0.27%	0.0%	0.0%	0.0%	1.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.27%	0.0%	0.0%	0.39%	0.45%	0.0%	0.15%	0.0%	1.83%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.5%	0.0%	0.0%	0.0%	1.20%	0.0%	0.14%	0.0%	0.0%	0.0%	0.35%	0.0%	0.11%	0.08%	0.14%	0.09%	0.45%					
32	"15. ""Партия СЛОН"""	24	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	3	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	1	1					
		0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.11%	0.0%	0.0%	0.0%	0.10%	0.0%	0.81%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.25%	0.0%	0.25%	0.0%	0.13%	0.45%	0.0%	0.47%	0.0%	0.91%	0.25%	0.93%	0.0%	0.30%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.09%	0.15%					
33	"16. ""Родина"" (народно-патриотический союз)"""	867	25	8	0	1	0	5	50	0	1	38	35	2	6	8	2	38	10	18	8	17	2	28	14	13	11	10	7	34	12	6	15	10	1	18	3	5	15	0	20	6	0	3	16	5	19	1	20	7	20	20	36	2	40	56	29	48	43					
		4.02%	6.79%	4.59%	0.0%	0.58%	0.0%	1.43%	5.50%	0.0%	2.5%	8.0%	3.60%	1.28%	4.87%	3.46%	0.60%	4.40%	5.68%	7.92%	3.46%	3.40%	1.05%	4.16%	3.58%	3.35%	3.06%	2.55%	3.38%	4.49%	5.47%	2.80%	2.38%	3.54%	0.91%	4.5%	2.80%	3.35%	4.55%	0.0%	6.82%	2.04%	0.0%	1.02%	4.19%	2.73%	7.66%	1.44%	2.93%	3.53%	3.27%	4.33%	4.31%	1.45%	4.41%	4.83%	4.29%	4.45%	6.49%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	64	4	2	1	1	0	0	2	0	0	1	3	0	0	0	0	3	3	1	0	1	1	2	0	2	3	2	0	3	3	0	0	0	2	1	0	0	1	0	0	2	0	1	0	0	0	0	3	1	0	1	6	0	1	5	0	1	1					
		0.29%	1.08%	1.14%	2.22%	0.58%	0.0%	0.0%	0.22%	0.0%	0.0%	0.21%	0.30%	0.0%	0.0%	0.0%	0.0%	0.34%	1.70%	0.44%	0.0%	0.20%	0.52%	0.29%	0.0%	0.51%	0.83%	0.51%	0.0%	0.39%	1.36%	0.0%	0.0%	0.0%	1.83%	0.25%	0.0%	0.0%	0.30%	0.0%	0.0%	0.68%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.44%	0.50%	0.0%	0.21%	0.71%	0.0%	0.11%	0.43%	0.0%	0.09%	0.15%					
35	"18. ""ЛДПР"""	3472	40	10	5	42	5	41	128	16	7	66	116	56	9	32	53	114	30	36	19	72	38	82	58	44	79	56	23	156	33	54	144	28	23	62	16	23	47	11	23	32	6	58	79	26	54	12	100	29	106	93	139	38	156	206	149	198	94					
		16.10%	10.86%	5.74%	11.11%	24.56%	5.43%	11.74%	14.08%	20.0%	17.5%	13.89%	11.94%	35.89%	7.31%	13.85%	16.10%	13.20%	17.04%	15.85%	8.22%	14.42%	20.10%	12.20%	14.83%	11.36%	22.00%	14.28%	11.11%	20.60%	15.06%	25.23%	22.92%	9.92%	21.10%	15.5%	14.95%	15.43%	14.28%	19.64%	7.84%	10.92%	15.0%	19.86%	20.73%	14.20%	21.77%	17.39%	14.68%	14.64%	17.37%	20.17%	16.64%	27.73%	17.21%	17.77%	22.07%	18.36%	14.19%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	456	22	0	1	1	1	2	31	2	0	16	17	6	1	3	11	20	5	5	1	13	7	7	6	11	6	8	6	14	6	2	18	3	0	7	2	1	10	0	4	4	2	4	8	5	6	4	12	11	10	10	14	0	24	23	9	21	13					
		2.11%	5.97%	0.0%	2.22%	0.58%	1.08%	0.57%	3.41%	2.5%	0.0%	3.36%	1.75%	3.84%	0.81%	1.29%	3.34%	2.31%	2.84%	2.20%	0.43%	2.60%	3.70%	1.04%	1.53%	2.84%	1.67%	2.04%	2.89%	1.84%	2.73%	0.93%	2.86%	1.06%	0.0%	1.75%	1.86%	0.67%	3.03%	0.0%	1.36%	1.36%	5.0%	1.36%	2.09%	2.73%	2.41%	5.79%	1.76%	5.55%	1.63%	2.16%	1.67%	0.0%	2.64%	1.98%	1.33%	1.94%	1.96%					
37	"20. ""Политическая партия ""Единая Россия"""	8420	118	52	20	70	44	150	369	37	14	209	422	65	40	81	97	340	59	102	86	169	47	281	188	129	153	124	69	277	85	105	219	129	36	167	43	34	147	26	166	189	14	162	187	91	107	46	346	107	225	164	292	33	321	370	205	354	238					
		39.05%	32.06%	29.88%	44.44%	40.93%	47.82%	42.97%	40.59%	46.25%	35.0%	44.0%	43.46%	41.66%	32.52%	35.06%	29.48%	39.39%	33.52%	44.93%	37.22%	33.86%	24.86%	41.81%	48.08%	33.33%	42.61%	31.63%	33.33%	36.59%	38.81%	49.06%	34.87%	45.74%	33.02%	41.75%	40.18%	22.81%	44.68%	46.42%	56.65%	64.50%	35.0%	55.47%	49.08%	49.72%	43.14%	66.66%	50.80%	54.04%	36.88%	35.57%	34.97%	24.08%	35.43%	31.92%	30.37%	32.83%	35.95%					
38	"21. ""Российская Конституционно-демократическая партия"""	53	1	0	0	0	0	0	1	0	0	1	1	0	1	0	2	0	1	0	0	0	0	3	0	0	2	3	0	3	0	0	2	1	2	0	0	0	3	0	0	6	0	0	2	0	1	1	0	2	4	1	1	0	4	1	0	3	0					
		0.24%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.21%	0.10%	0.0%	0.81%	0.0%	0.60%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.55%	0.76%	0.0%	0.39%	0.0%	0.0%	0.31%	0.35%	1.83%	0.0%	0.0%	0.0%	0.91%	0.0%	0.0%	2.04%	0.0%	0.0%	0.52%	0.0%	0.40%	1.44%	0.0%	1.01%	0.65%	0.21%	0.11%	0.0%	0.44%	0.08%	0.0%	0.27%	0.0%					
39	"22. ""Развитие предпринимательства"""	44	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	3	1	1	0	4	0	2	0	0	1	0	0	3	0	0	1	2	0	1	0	0	2	0	1	1	0	1	2	0	0	0	0	0	1	0	1	0	1	1	5	2	2					
		0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.34%	0.56%	0.44%	0.0%	0.80%	0.0%	0.29%	0.0%	0.0%	0.27%	0.0%	0.0%	0.39%	0.0%	0.0%	0.15%	0.70%	0.0%	0.25%	0.0%	0.0%	0.60%	0.0%	0.34%	0.34%	0.0%	0.34%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.11%	0.0%	0.11%	0.08%	0.74%	0.18%	0.30%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4374	83	78	14	19	22	65	191	12	9	51	228	9	41	55	96	217	45	27	55	131	60	134	54	74	41	142	53	148	48	25	105	76	14	84	21	57	55	8	48	20	5	32	30	28	24	0	107	21	128	79	171	20	190	277	151	250	146					
		20.29%	22.55%	44.82%	31.11%	11.11%	23.91%	18.62%	21.01%	15.0%	22.5%	10.73%	23.48%	5.76%	33.33%	23.80%	29.17%	25.14%	25.56%	11.89%	23.80%	26.25%	31.74%	19.94%	13.81%	19.12%	11.42%	36.22%	25.60%	19.55%	21.91%	11.68%	16.71%	26.95%	12.84%	21.0%	19.62%	38.25%	16.71%	14.28%	16.38%	6.82%	12.5%	10.95%	7.87%	15.30%	9.67%	0.0%	15.71%	10.60%	20.98%	17.13%	20.47%	14.59%	20.97%	23.89%	22.37%	23.19%	22.05%					
																																																																
41	Против всех	638	5	2	0	1	0	8	20	2	0	6	13	3	2	3	3	24	7	8	9	9	9	26	3	11	6	8	11	15	4	4	24	9	7	7	5	5	12	2	5	6	0	5	9	5	10	1	17	2	51	25	36	12	22	46	18	50	25					
		2.95%	1.35%	1.14%	0.0%	0.58%	0.0%	2.29%	2.20%	2.5%	0.0%	1.26%	1.33%	1.92%	1.62%	1.29%	0.91%	2.78%	3.97%	3.52%	3.89%	1.80%	4.76%	3.86%	0.76%	2.84%	1.67%	2.04%	5.31%	1.98%	1.82%	1.86%	3.82%	3.19%	6.42%	1.75%	4.67%	3.35%	3.64%	3.57%	1.70%	2.04%	0.0%	1.71%	2.36%	2.73%	4.03%	1.44%	2.49%	1.01%	8.36%	5.42%	4.31%	8.75%	2.42%	3.96%	2.66%	4.63%	3.77%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
