Выборы Президента Российской Федерации																																																																		
																																																																		
Наименование Избирательной комиссии:    Усть-Лабинская																																																																		
																																																																		
Итоги голосования 																																																																		
																																																																		
		Сумма	УИК №5601	УИК №5602	УИК №5603	УИК №5604	УИК №5605	УИК №5606	УИК №5607	УИК №5608	УИК №5609	УИК №5610	УИК №5611	УИК №5612	УИК №5613	УИК №5614	УИК №5615	УИК №5616	УИК №5617	УИК №5618	УИК №5619	УИК №5620	УИК №5621	УИК №5622	УИК №5623	УИК №5624	УИК №5625	УИК №5626	УИК №5627	УИК №5628	УИК №5629	УИК №5630	УИК №5631	УИК №5632	УИК №5633	УИК №5634	УИК №5635	УИК №5636	УИК №5637	УИК №5638	УИК №5639	УИК №5640	УИК №5641	УИК №5642	УИК №5643	УИК №5644	УИК №5645	УИК №5646	УИК №5647	УИК №5648	УИК №5649	УИК №5650	УИК №5651	УИК №5652	УИК №5653	УИК №5654	УИК №5655	УИК №5656	УИК №5657	УИК №5658	УИК №5659					
11	Число полученных открепительных  удостоверений	1093	23	30	30	25	25	20	20	25	20	20	30	20	15	25	15	30	20	25	25	0	20	25	10	10	10	20	10	10	10	15	10	15	15	15	10	25	25	25	15	10	10	25	25	25	25	20	25	20	10	15	20	10	10	15	15	10	15	25	25					
12	Число выданных открепительных удостоверений	193	3	8	2	6	2	3	2	3	2	3	11	8	4	6	6	3	1	14	5	0	4	8	1	3	0	5	1	0	1	1	4	7	6	3	1	7	1	0	3	0	3	2	2	4	1	2	2	2	0	5	6	1	0	1	0	0	3	10	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	172	0	6	5	8	3	3	3	7	5	5	10	3	3	2	4	4	0	5	3	0	6	6	0	8	2	5	1	1	0	1	0	1	1	3	3	1	1	5	3	1	0	0	4	1	8	4	0	3	0	0	5	0	1	0	1	1	11	3	2					
14	Число неиспользованных открепительных удостоверений	900	20	22	28	19	23	17	18	22	18	17	19	12	11	19	9	27	19	11	20	0	16	17	9	7	10	15	9	10	9	14	6	8	9	12	9	18	24	25	12	10	7	23	23	21	24	18	23	18	10	10	14	9	10	14	15	10	12	15	24					
15	"Число открепительных удостоверений, выданных в ТИК"	7	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																		
18	. Глазьев Сергей Юрьевич	1858	27	64	56	55	78	20	16	61	44	16	58	38	31	48	22	54	32	52	46	1	23	33	5	6	6	21	20	1	2	25	9	25	18	22	9	41	41	40	21	13	5	62	15	71	81	36	38	47	15	45	48	6	16	26	34	9	24	43	37					
		3.65%	4.17%	4.65%	4.56%	4.49%	8.12%	2.95%	2.37%	6.44%	6.44%	2.19%	5.43%	4.60%	5.21%	3.79%	3.79%	4.23%	4.25%	4.49%	4.70%	0.27%	3.99%	2.57%	2.03%	1.30%	2.83%	2.68%	6.85%	0.29%	0.67%	3.27%	1.78%	3.24%	1.89%	2.54%	1.73%	3.49%	3.26%	3.50%	2.32%	6.77%	1.61%	4.26%	1.31%	4.00%	5.26%	3.49%	2.96%	4.09%	1.78%	4.97%	3.58%	2.68%	4.21%	2.19%	3.71%	3.96%	1.91%	3.23%	3.62%					
19	. Малышкин Олег Александрович	953	13	27	24	27	14	8	13	10	7	10	24	15	6	16	11	35	20	26	27	2	12	18	8	19	6	18	11	4	13	22	14	22	6	23	16	15	26	17	11	4	5	20	8	31	33	17	21	18	8	8	20	8	15	23	14	1	41	20	22					
		1.87%	2.01%	1.96%	1.96%	2.20%	1.46%	1.18%	1.92%	1.06%	1.02%	1.37%	2.25%	1.82%	1.01%	1.26%	1.90%	2.74%	2.66%	2.25%	2.76%	0.55%	2.08%	1.40%	3.25%	4.11%	2.83%	2.29%	3.77%	1.14%	4.33%	2.88%	2.77%	2.85%	0.63%	2.66%	3.07%	1.28%	2.07%	1.49%	1.22%	2.08%	1.61%	1.37%	0.70%	1.75%	2.14%	1.65%	1.64%	1.57%	0.95%	0.88%	1.49%	3.57%	3.95%	1.94%	1.53%	0.44%	3.27%	1.50%	2.15%					
20	. Миронов Сергей Михайлович	278	6	1	5	7	8	5	5	2	2	4	6	3	6	7	4	12	5	8	10	2	2	7	1	2	1	2	1	1	2	6	0	1	4	4	5	6	6	6	2	1	1	5	7	21	12	4	5	9	5	1	7	1	0	2	3	5	9	10	3					
		0.55%	0.93%	0.07%	0.41%	0.57%	0.83%	0.74%	0.74%	0.21%	0.29%	0.55%	0.56%	0.36%	1.01%	0.55%	0.69%	0.94%	0.66%	0.69%	1.02%	0.55%	0.35%	0.55%	0.41%	0.43%	0.47%	0.25%	0.34%	0.29%	0.67%	0.79%	0.00%	0.13%	0.42%	0.46%	0.96%	0.51%	0.48%	0.53%	0.22%	0.52%	0.32%	0.34%	0.61%	1.18%	0.78%	0.39%	0.39%	0.78%	0.59%	0.11%	0.52%	0.45%	0.00%	0.17%	0.33%	2.20%	0.72%	0.75%	0.29%					
21	. Путин Владимир Владимирович	32975	427	879	807	751	572	467	445	598	474	491	704	562	358	781	381	831	506	723	641	333	356	969	130	307	153	466	142	228	164	384	361	498	605	548	355	689	753	756	617	108	194	735	675	1146	1064	709	885	716	602	591	854	179	241	906	654	156	866	766	716					
		64.79%	66.00%	63.88%	65.77%	61.31%	59.58%	68.98%	65.83%	63.15%	69.40%	67.17%	65.86%	68.04%	60.17%	61.69%	65.69%	65.07%	67.20%	62.49%	65.47%	90.98%	61.70%	75.59%	52.85%	66.45%	72.17%	59.36%	48.63%	65.14%	54.67%	50.26%	71.34%	64.59%	63.42%	63.28%	68.14%	58.69%	59.95%	66.20%	68.18%	56.25%	62.38%	50.52%	58.90%	64.56%	69.05%	68.77%	68.98%	62.32%	71.24%	65.30%	63.64%	79.91%	63.42%	76.26%	71.40%	68.72%	69.00%	57.59%	70.13%					
22	. Хакамада Ирина Муцуовна	944	16	25	24	31	17	18	12	22	13	14	22	21	9	24	10	28	17	31	27	1	17	14	8	5	5	7	17	2	6	20	3	8	12	25	5	18	19	25	18	4	7	26	12	32	14	21	33	28	6	16	18	2	3	12	14	2	21	31	26					
		1.85%	2.47%	1.82%	1.96%	2.53%	1.77%	2.66%	1.78%	2.32%	1.90%	1.92%	2.06%	2.54%	1.51%	1.90%	1.72%	2.19%	2.26%	2.68%	2.76%	0.27%	2.95%	1.09%	3.25%	1.08%	2.36%	0.89%	5.82%	0.57%	2.00%	2.62%	0.59%	1.04%	1.26%	2.89%	0.96%	1.53%	1.51%	2.19%	1.99%	2.08%	2.25%	1.79%	1.05%	1.80%	0.91%	2.04%	2.57%	2.44%	0.71%	1.77%	1.34%	0.89%	0.79%	1.01%	1.53%	0.88%	1.67%	2.33%	2.55%					
23	. Харитонов Николай Михайлович	12209	137	332	281	301	237	138	164	231	123	170	211	157	164	340	127	274	153	276	192	20	143	219	89	107	35	249	99	110	108	285	110	204	293	215	114	370	382	270	201	49	90	566	383	302	288	221	276	297	134	222	343	26	97	204	177	49	248	426	180					
		23.99%	21.17%	24.13%	22.90%	24.57%	24.69%	20.38%	24.26%	24.39%	18.01%	23.26%	19.74%	19.01%	27.56%	26.86%	21.90%	21.46%	20.32%	23.85%	19.61%	5.46%	24.78%	17.08%	36.18%	23.16%	16.51%	31.72%	33.90%	31.43%	36.00%	37.30%	21.74%	26.46%	30.71%	24.83%	21.88%	31.52%	30.41%	23.64%	22.21%	25.52%	28.94%	38.90%	33.42%	17.01%	18.69%	21.44%	21.51%	25.85%	15.86%	24.53%	25.56%	11.61%	25.53%	17.17%	19.32%	21.59%	19.76%	32.03%	17.63%					
																																																																		
24	Против всех	1247	15	37	24	46	29	16	15	16	13	20	38	26	17	39	23	35	18	34	35	7	16	18	3	16	6	20	2	4	3	19	8	10	11	21	10	22	27	25	5	13	7	27	32	163	42	14	20	19	0	11	40	1	7	11	15	5	29	16	26					
		2.45%	2.32%	2.69%	1.96%	3.76%	3.02%	2.36%	2.22%	1.69%	1.90%	2.74%	3.55%	3.15%	2.86%	3.08%	3.97%	2.74%	2.39%	2.94%	3.58%	1.91%	2.77%	1.40%	1.22%	3.46%	2.83%	2.55%	0.68%	1.14%	1.00%	2.49%	1.58%	1.30%	1.15%	2.42%	1.92%	1.87%	2.15%	2.19%	0.55%	6.77%	2.25%	1.86%	2.79%	9.18%	2.73%	1.36%	1.56%	1.65%	0.00%	1.22%	2.98%	0.45%	1.84%	0.93%	1.64%	2.20%	2.31%	1.20%	2.55%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
