Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    район Кузьминки																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382									
		0.33%	0.35%	0.34%	0.23%	0.61%	0.14%	0.44%	0.00%	0.49%	0.26%	0.47%	0.13%	0.19%	0.27%	0.57%	0.22%	0.50%	0.14%	0.49%	0.13%	0.00%	0.34%	0.26%	0.63%	0.32%	0.49%	0.43%	0.24%	0.73%	0.00%	0.42%	0.90%	0.35%	0.62%	0.47%	0.15%	0.00%	0.15%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3437	81	119	79	95	100	75	57	70	90	65	90	57	110	73	125	122	107	108	115	110	111	99	104	74	69	99	81	107	80	59	108	101	79	60	106	82	77	93									
		13.04%	9.55%	13.49%	18.24%	14.39%	13.81%	10.89%	11.83%	11.51%	11.81%	10.08%	12.06%	11.11%	15.05%	13.98%	13.87%	15.14%	14.72%	13.19%	15.01%	13.24%	12.49%	12.98%	13.03%	11.73%	11.20%	14.16%	9.74%	15.69%	15.09%	12.37%	12.19%	11.69%	12.15%	14.02%	16.31%	15.50%	11.79%	13.38%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	601	18	17	9	14	13	20	6	10	14	19	29	11	19	13	19	21	16	19	15	17	24	11	22	10	7	8	24	12	14	14	27	25	20	6	18	10	13	17									
		2.28%	2.12%	1.93%	2.08%	2.12%	1.80%	2.90%	1.24%	1.64%	1.84%	2.95%	3.89%	2.14%	2.60%	2.49%	2.11%	2.61%	2.20%	2.32%	1.96%	2.05%	2.70%	1.44%	2.76%	1.58%	1.14%	1.14%	2.88%	1.76%	2.64%	2.94%	3.05%	2.89%	3.08%	1.40%	2.77%	1.89%	1.99%	2.45%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	846	33	24	10	15	23	42	15	16	25	27	20	21	17	16	19	26	20	23	17	21	20	15	25	35	16	30	32	23	19	22	37	34	14	16	20	13	17	28									
		3.21%	3.89%	2.72%	2.31%	2.27%	3.18%	6.10%	3.11%	2.63%	3.28%	4.19%	2.68%	4.09%	2.33%	3.07%	2.11%	3.23%	2.75%	2.81%	2.22%	2.53%	2.25%	1.97%	3.13%	5.55%	2.60%	4.29%	3.85%	3.37%	3.58%	4.61%	4.18%	3.94%	2.15%	3.74%	3.08%	2.46%	2.60%	4.03%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	55	2	2	0	2	1	0	1	0	2	1	3	2	1	0	3	2	3	2	2	3	1	0	2	3	0	3	1	3	1	0	1	4	1	1	0	0	0	2									
		0.21%	0.24%	0.23%	0.00%	0.30%	0.14%	0.00%	0.21%	0.00%	0.26%	0.16%	0.40%	0.39%	0.14%	0.00%	0.33%	0.25%	0.41%	0.24%	0.26%	0.36%	0.11%	0.00%	0.25%	0.48%	0.00%	0.43%	0.12%	0.44%	0.19%	0.00%	0.11%	0.46%	0.15%	0.23%	0.00%	0.00%	0.00%	0.29%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2280	88	90	30	42	74	83	45	49	65	78	86	65	41	35	80	53	58	76	53	68	100	50	49	78	49	43	70	54	30	51	102	75	40	43	52	35	48	52									
		8.65%	10.38%	10.20%	6.93%	6.36%	10.22%	12.05%	9.34%	8.06%	8.53%	12.09%	11.53%	12.67%	5.61%	6.70%	8.88%	6.58%	7.98%	9.28%	6.92%	8.18%	11.25%	6.55%	6.14%	12.36%	7.95%	6.15%	8.41%	7.92%	5.66%	10.69%	11.51%	8.68%	6.15%	10.05%	8.00%	6.62%	7.35%	7.48%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4187	145	131	73	98	124	116	86	90	118	112	107	79	112	96	189	126	113	139	112	147	130	143	127	86	97	116	148	87	60	93	126	107	123	67	91	94	99	80									
		15.88%	17.10%	14.85%	16.86%	14.85%	17.13%	16.84%	17.84%	14.80%	15.49%	17.36%	14.34%	15.40%	15.32%	18.39%	20.98%	15.63%	15.54%	16.97%	14.62%	17.69%	14.62%	18.74%	15.91%	13.63%	15.75%	16.60%	17.79%	12.76%	11.32%	19.50%	14.22%	12.38%	18.92%	15.65%	14.00%	17.77%	15.16%	11.51%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	169	11	13	3	3	0	6	3	2	5	1	3	3	4	1	5	1	6	7	5	4	2	3	8	9	5	5	10	3	2	2	9	2	7	0	4	1	3	8									
		0.64%	1.30%	1.47%	0.69%	0.45%	0.00%	0.87%	0.62%	0.33%	0.66%	0.16%	0.40%	0.58%	0.55%	0.19%	0.55%	0.12%	0.83%	0.85%	0.65%	0.48%	0.22%	0.39%	1.00%	1.43%	0.81%	0.72%	1.20%	0.44%	0.38%	0.42%	1.02%	0.23%	1.08%	0.00%	0.62%	0.19%	0.46%	1.15%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1549	70	45	29	35	47	44	27	33	51	38	38	26	36	28	52	71	32	45	39	34	54	38	37	47	31	40	52	50	37	25	67	56	35	20	47	19	30	44									
		5.87%	8.25%	5.10%	6.70%	5.30%	6.49%	6.39%	5.60%	5.43%	6.69%	5.89%	5.09%	5.07%	4.92%	5.36%	5.77%	8.81%	4.40%	5.49%	5.09%	4.09%	6.07%	4.98%	4.64%	7.45%	5.03%	5.72%	6.25%	7.33%	6.98%	5.24%	7.56%	6.48%	5.38%	4.67%	7.23%	3.59%	4.59%	6.33%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
