Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Закаменская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	140	17	2	5	3	5	8	0	8	0	10	6	0	4	0	4	7	3	5	4	3	5	0	8	3	6	9	3	5	3	0	2	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	20	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	3	0	1	0	1	1	2	1	0	1	5	0	0	0	0									
		0.19%	0.00%	0.28%	0.00%	0.00%	0.00%	0.66%	0.00%	0.29%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.66%	0.00%	0.28%	0.00%	0.46%	0.26%	0.54%	0.26%	0.00%	0.25%	1.04%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	200	0	1	5	0	2	3	1	13	0	0	6	3	5	4	10	7	4	0	2	15	14	4	14	20	7	19	5	10	8	8	5	5									
		1.90%	0.00%	0.28%	0.81%	0.00%	0.64%	1.99%	0.77%	3.76%	0.00%	0.00%	1.81%	1.45%	3.97%	1.24%	3.22%	2.76%	1.05%	0.00%	1.20%	4.24%	2.30%	1.83%	3.61%	5.43%	1.85%	3.47%	1.23%	2.09%	2.61%	4.02%	1.29%	1.61%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	135	1	2	2	3	1	1	3	3	0	2	3	0	1	2	2	0	6	0	0	2	1	0	7	14	11	15	10	16	7	4	5	11									
		1.28%	0.50%	0.56%	0.32%	0.78%	0.32%	0.66%	2.31%	0.87%	0.00%	0.55%	0.90%	0.00%	0.79%	0.62%	0.64%	0.00%	1.58%	0.00%	0.00%	0.56%	0.16%	0.00%	1.80%	3.80%	2.91%	2.74%	2.46%	3.34%	2.28%	2.01%	1.29%	3.54%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6743	162	330	125	267	191	113	114	224	170	337	239	181	96	265	149	210	344	384	131	191	401	165	235	172	160	246	209	271	149	104	237	171									
		63.94%	80.60%	92.18%	20.23%	69.71%	61.02%	74.83%	87.69%	64.74%	93.92%	93.35%	71.99%	87.44%	76.19%	82.30%	47.91%	82.68%	90.53%	84.40%	78.92%	53.95%	65.95%	75.69%	60.57%	46.74%	42.33%	44.97%	51.48%	56.58%	48.53%	52.26%	61.24%	54.98%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	24	0	0	0	1	0	0	0	4	0	0	3	0	0	1	0	0	2	1	0	0	0	0	2	3	1	1	1	0	0	2	0	2									
		0.23%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	1.16%	0.00%	0.00%	0.90%	0.00%	0.00%	0.31%	0.00%	0.00%	0.53%	0.22%	0.00%	0.00%	0.00%	0.00%	0.52%	0.82%	0.26%	0.18%	0.25%	0.00%	0.00%	1.01%	0.00%	0.64%									
24	"6. Политическая партия ""Гражданская Платформа"""	767	24	8	456	88	84	2	2	4	1	0	7	1	2	7	2	0	1	4	2	4	0	1	0	13	10	11	2	10	8	3	4	6									
		7.27%	11.94%	2.23%	73.79%	22.98%	26.84%	1.32%	1.54%	1.16%	0.55%	0.00%	2.11%	0.48%	1.59%	2.17%	0.64%	0.00%	0.26%	0.88%	1.20%	1.13%	0.00%	0.46%	0.00%	3.53%	2.65%	2.01%	0.49%	2.09%	2.61%	1.51%	1.03%	1.93%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	490	0	1	2	0	5	1	2	2	2	1	6	0	1	6	12	2	5	1	2	14	3	5	65	34	38	70	48	35	37	31	31	28									
		4.65%	0.00%	0.28%	0.32%	0.00%	1.60%	0.66%	1.54%	0.58%	1.10%	0.28%	1.81%	0.00%	0.79%	1.86%	3.86%	0.79%	1.32%	0.22%	1.20%	3.95%	0.49%	2.29%	16.75%	9.24%	10.05%	12.80%	11.82%	7.31%	12.05%	15.58%	8.01%	9.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	2	1	0	1	1	1	1	0	0	0	6	0									
		0.17%	0.00%	0.00%	0.00%	0.26%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.26%	0.00%	0.00%	0.28%	0.33%	0.46%	0.00%	0.27%	0.26%	0.18%	0.25%	0.00%	0.00%	0.00%	1.55%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	262	2	6	3	5	3	16	3	14	1	3	6	3	4	10	0	12	7	9	6	21	18	1	4	9	13	28	13	12	5	7	9	9									
		2.48%	0.99%	1.68%	0.49%	1.31%	0.96%	10.60%	2.31%	4.05%	0.55%	0.83%	1.81%	1.45%	3.17%	3.11%	0.00%	4.72%	1.84%	1.98%	3.61%	5.93%	2.96%	0.46%	1.03%	2.45%	3.44%	5.12%	3.20%	2.51%	1.63%	3.52%	2.33%	2.89%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	0	2	1	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	1	0	0	1	0	1	0	2	0	0	0	0	0									
		0.12%	0.00%	0.00%	0.32%	0.26%	0.00%	0.00%	0.00%	0.00%	0.55%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.28%	0.00%	0.00%	0.26%	0.00%	0.26%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	28	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	1	1	5	2	2	7	1	1	1	1									
		0.27%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.26%	0.27%	1.32%	0.37%	0.49%	1.46%	0.33%	0.50%	0.26%	0.32%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1339	10	4	8	11	15	11	1	42	6	14	34	10	14	18	121	17	7	35	10	76	150	29	35	66	98	110	86	75	71	29	64	62									
		12.70%	4.98%	1.12%	1.29%	2.87%	4.79%	7.28%	0.77%	12.14%	3.31%	3.88%	10.24%	4.83%	11.11%	5.59%	38.91%	6.69%	1.84%	7.69%	6.02%	21.47%	24.67%	13.30%	9.02%	17.93%	25.93%	20.11%	21.18%	15.66%	23.13%	14.57%	16.54%	19.94%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	0	0	4	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	2	0	1	0	1	1	4	3	1	1	0	1	1									
		0.24%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.96%	0.00%	0.00%	0.00%	0.60%	0.56%	0.00%	0.46%	0.00%	0.27%	0.26%	0.73%	0.74%	0.21%	0.33%	0.00%	0.26%	0.32%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	328	2	3	2	4	11	2	2	38	0	2	19	6	0	6	5	5	3	16	3	12	19	0	14	20	20	31	12	24	13	7	16	11									
		3.11%	0.99%	0.84%	0.32%	1.04%	3.51%	1.32%	1.54%	10.98%	0.00%	0.55%	5.72%	2.90%	0.00%	1.86%	1.61%	1.97%	0.79%	3.52%	1.81%	3.39%	3.13%	0.00%	3.61%	5.43%	5.29%	5.67%	2.96%	5.01%	4.23%	3.52%	4.13%	3.54%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
