Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Новичихинская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149					
19	2.Всероссийская политическая партия «Гражданская Сила»	25	3	13	0	1	0	0	0	0	1	1	2	1	3	0	0	0					
		0.39%	0.44%	0.76%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	1.10%	0.33%	0.37%	0.19%	0.46%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	4	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.26%	0.87%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1128	102	339	92	31	7	8	3	45	21	26	95	120	170	8	50	11					
		17.80%	15.04%	19.70%	19.49%	11.61%	9.72%	14.81%	3.26%	15.63%	23.08%	8.70%	17.63%	23.08%	26.15%	8.25%	13.05%	9.57%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	50	3	14	5	6	0	0	0	5	0	1	5	2	3	0	3	3					
		0.79%	0.44%	0.81%	1.06%	2.25%	0.00%	0.00%	0.00%	1.74%	0.00%	0.33%	0.93%	0.38%	0.46%	0.00%	0.78%	2.61%					
23	6.Политическая партия «Партия социальной справедливости»	9	0	1	2	0	0	0	0	2	1	0	1	2	0	0	0	0					
		0.14%	0.00%	0.06%	0.42%	0.00%	0.00%	0.00%	0.00%	0.69%	1.10%	0.00%	0.19%	0.38%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	560	71	114	35	23	8	4	22	28	12	25	36	43	57	11	47	24					
		8.84%	10.47%	6.62%	7.42%	8.61%	11.11%	7.41%	23.91%	9.72%	13.19%	8.36%	6.68%	8.27%	8.77%	11.34%	12.27%	20.87%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	575	55	207	33	29	9	6	1	36	7	23	30	54	41	7	34	3					
		9.07%	8.11%	12.03%	6.99%	10.86%	12.50%	11.11%	1.09%	12.50%	7.69%	7.69%	5.57%	10.38%	6.31%	7.22%	8.88%	2.61%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	26	4	8	4	3	0	0	0	2	0	0	0	2	2	1	0	0					
		0.41%	0.59%	0.46%	0.85%	1.12%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.38%	0.31%	1.03%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3547	410	940	264	149	46	28	59	150	47	191	340	259	335	61	206	62					
		55.96%	60.47%	54.62%	55.93%	55.81%	63.89%	51.85%	64.13%	52.08%	51.65%	63.88%	63.08%	49.81%	51.54%	62.89%	53.79%	53.91%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	24	4	9	2	0	0	0	0	0	1	0	1	0	4	1	1	1					
		0.38%	0.59%	0.52%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	1.10%	0.00%	0.19%	0.00%	0.62%	1.03%	0.26%	0.87%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
