Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Туапсинская городская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №5401	УИК №5402	УИК №5403	УИК №5404	УИК №5405	УИК №5406	УИК №5407	УИК №5408	УИК №5409	УИК №5410	УИК №5411	УИК №5412	УИК №5413	УИК №5414	УИК №5415	УИК №5416	УИК №5417	УИК №5418	УИК №5419	УИК №5420	УИК №5421	УИК №5422	УИК №5499					
		12.29%	11.12%	13.85%	13.32%	11.79%	14.27%	13.32%	11.30%	11.98%	11.23%	13.05%	12.96%	11.67%	12.32%	10.26%	13.81%	11.70%	10.89%	10.84%	12.66%	11.03%	13.66%	16.04%	5.67%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	291	8	15	15	20	17	14	12	15	13	9	5	14	11	9	12	14	11	10	10	13	17	24	3					
		1.01%	0.63%	0.93%	1.14%	1.30%	1.13%	1.48%	0.99%	1.01%	0.96%	0.81%	0.62%	1.24%	0.70%	0.79%	0.94%	0.90%	0.76%	0.83%	0.92%	0.94%	1.17%	2.25%	0.71%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	14685	651	840	650	736	736	461	650	751	688	539	375	529	727	572	629	811	758	674	592	761	787	481	287					
		50.81%	51.34%	51.95%	49.21%	47.67%	48.84%	48.73%	53.99%	50.81%	50.81%	48.51%	46.30%	46.77%	46.42%	50.18%	49.06%	52.42%	52.24%	55.75%	54.31%	54.87%	54.28%	45.12%	67.85%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	554	16	41	33	29	24	22	28	22	28	36	15	30	36	20	32	24	18	25	10	26	22	15	2					
		1.92%	1.26%	2.54%	2.50%	1.88%	1.59%	2.33%	2.33%	1.49%	2.07%	3.24%	1.85%	2.65%	2.30%	1.75%	2.50%	1.55%	1.24%	2.07%	0.92%	1.87%	1.52%	1.41%	0.47%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
