Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Сузунская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	0	0	0	0	0	1	2	0	1	1	1	0	1	0	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.34%	0.00%	0.16%	0.20%	0.33%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.32%	0.00%	0.26%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	68	8	1	9	7	2	3	3	1	2	6	1	0	3	1	1	3	0	3	0	2	0	1	1	0	2	0	0	2	0	2	2	0	0	2	0	0									
		0.61%	2.32%	2.70%	1.67%	1.19%	0.31%	0.55%	0.51%	0.22%	0.32%	1.19%	0.33%	0.00%	1.03%	1.82%	0.30%	0.89%	0.00%	0.76%	0.00%	0.32%	0.00%	0.26%	0.30%	0.00%	0.51%	0.00%	0.00%	0.67%	0.00%	0.50%	0.53%	0.00%	0.00%	0.45%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1479	50	2	92	111	93	94	87	73	106	82	23	12	32	3	40	48	2	27	28	58	10	28	38	5	37	7	4	50	6	43	57	22	25	50	26	8									
		13.20%	14.49%	5.41%	17.04%	18.88%	14.29%	17.22%	14.77%	16.19%	16.88%	16.30%	7.62%	7.89%	11.03%	5.45%	11.98%	14.29%	1.69%	6.85%	12.73%	9.21%	14.49%	7.39%	11.52%	6.25%	9.39%	8.43%	11.76%	16.67%	7.50%	10.72%	15.16%	21.15%	10.55%	11.24%	20.47%	14.55%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	0	0	1	2	0	1	1	0	1	0	1	4	0	0	1	0	0	0	0	3	0	0	0	0	1	0	1	0	0	2	2	0	1	0	0	0									
		0.20%	0.00%	0.00%	0.19%	0.34%	0.00%	0.18%	0.17%	0.00%	0.16%	0.00%	0.33%	2.63%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	2.94%	0.00%	0.00%	0.50%	0.53%	0.00%	0.42%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	295	10	1	15	16	32	19	19	7	29	6	7	4	9	0	7	13	1	8	4	14	1	7	10	1	15	0	0	8	1	11	4	2	1	8	2	3									
		2.63%	2.90%	2.70%	2.78%	2.72%	4.92%	3.48%	3.23%	1.55%	4.62%	1.19%	2.32%	2.63%	3.10%	0.00%	2.10%	3.87%	0.85%	2.03%	1.82%	2.22%	1.45%	1.85%	3.03%	1.25%	3.81%	0.00%	0.00%	2.67%	1.25%	2.74%	1.06%	1.92%	0.42%	1.80%	1.57%	5.45%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
