Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Шелаболихинская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829					
		0.68%	0.43%	1.33%	0.57%	0.00%	1.08%	0.78%	0.76%	0.88%	0.27%	0.24%	0.91%	0.68%	0.17%	0.65%	1.18%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4414	567	677	282	217	308	145	413	145	176	283	175	184	313	351	73	105					
		57.01%	60.90%	56.28%	53.51%	67.60%	47.68%	56.64%	62.67%	64.16%	48.35%	68.03%	53.19%	62.80%	53.78%	57.17%	42.94%	51.22%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	27	4	11	0	0	1	1	1	2	1	2	0	0	1	3	0	0					
		0.35%	0.43%	0.91%	0.00%	0.00%	0.15%	0.39%	0.15%	0.88%	0.27%	0.48%	0.00%	0.00%	0.17%	0.49%	0.00%	0.00%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
