Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Kлепиковская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169									
17	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																	
18	1.Политическая партия «Аграрная партия России»	254	13	14	18	17	23	4	11	23	6	10	7	3	0	3	4	0	8	13	19	11	2	0	8	1	2	3	1	3	2	3	4	1	6	0	0	1	6	4									
		1.62%	1.01%	1.24%	1.58%	2.37%	2.18%	0.60%	1.66%	2.27%	0.99%	1.05%	3.10%	2.59%	0.00%	1.54%	2.90%	0.00%	1.65%	3.22%	1.71%	3.75%	1.75%	0.00%	1.37%	0.62%	0.57%	1.54%	1.10%	1.30%	2.27%	1.44%	4.71%	1.14%	2.11%	0.00%	0.00%	0.52%	2.54%	1.60%									
19	2.Всероссийская политическая партия «Гражданская Сила»	67	9	5	8	0	4	4	3	8	2	4	1	0	0	0	0	0	1	0	2	0	0	0	2	0	3	0	0	1	1	0	0	0	5	0	0	0	2	2									
		0.43%	0.70%	0.44%	0.70%	0.00%	0.38%	0.60%	0.45%	0.79%	0.33%	0.42%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.18%	0.00%	0.00%	0.00%	0.34%	0.00%	0.85%	0.00%	0.00%	0.43%	1.14%	0.00%	0.00%	0.00%	1.75%	0.00%	0.00%	0.00%	0.85%	0.80%									
20	3.Политическая партия «Демократическая партия России»	22	5	0	1	1	0	1	0	2	1	3	0	0	1	1	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0									
		0.14%	0.39%	0.00%	0.09%	0.14%	0.00%	0.15%	0.00%	0.20%	0.17%	0.31%	0.00%	0.00%	1.32%	0.51%	0.72%	0.00%	0.00%	0.50%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%									
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1745	148	191	152	97	110	57	79	111	71	88	40	8	8	25	8	10	38	48	128	57	6	1	47	10	22	14	13	18	9	19	7	8	15	6	1	23	31	21									
		11.12%	11.45%	16.87%	13.32%	13.51%	10.45%	8.51%	11.95%	10.96%	11.79%	9.21%	17.70%	6.90%	10.53%	12.82%	5.80%	12.99%	7.84%	11.88%	11.54%	19.45%	5.26%	1.19%	8.08%	6.21%	6.25%	7.18%	14.29%	7.83%	10.23%	9.13%	8.24%	9.09%	5.26%	12.24%	2.33%	12.04%	13.14%	8.40%									
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	66	6	8	8	3	3	5	0	1	3	4	0	0	0	0	0	0	4	2	1	2	0	0	9	1	3	0	0	0	2	0	0	0	1	0	0	0	0	0									
		0.42%	0.46%	0.71%	0.70%	0.42%	0.28%	0.75%	0.00%	0.10%	0.50%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.50%	0.09%	0.68%	0.00%	0.00%	1.55%	0.62%	0.85%	0.00%	0.00%	0.00%	2.27%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%									
23	6.Политическая партия «Партия социальной справедливости»	39	3	5	3	2	2	2	1	2	2	3	0	0	0	0	1	0	1	2	4	1	0	0	0	0	0	1	0	0	2	0	0	0	1	1	0	0	0	0									
		0.25%	0.23%	0.44%	0.26%	0.28%	0.19%	0.30%	0.15%	0.20%	0.33%	0.31%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.21%	0.50%	0.36%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	2.27%	0.00%	0.00%	0.00%	0.35%	2.04%	0.00%	0.00%	0.00%	0.00%									
24	7.Политическая партия «Либерально-демократическая партия России»	1459	131	134	128	54	90	56	51	122	54	102	21	5	5	19	9	8	58	36	98	15	19	2	70	18	22	11	5	13	0	10	6	2	36	4	8	7	16	14									
		9.30%	10.13%	11.84%	11.22%	7.52%	8.55%	8.36%	7.72%	12.04%	8.97%	10.68%	9.29%	4.31%	6.58%	9.74%	6.52%	10.39%	11.96%	8.91%	8.84%	5.12%	16.67%	2.38%	12.03%	11.18%	6.25%	5.64%	5.49%	5.65%	0.00%	4.81%	7.06%	2.27%	12.63%	8.16%	18.60%	3.66%	6.78%	5.60%									
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1134	108	80	90	61	126	75	51	118	46	69	5	6	1	3	3	0	35	23	65	21	5	1	38	4	15	6	1	4	3	4	2	0	34	3	0	6	6	16									
		7.23%	8.35%	7.07%	7.89%	8.50%	11.97%	11.19%	7.72%	11.65%	7.64%	7.23%	2.21%	5.17%	1.32%	1.54%	2.17%	0.00%	7.22%	5.69%	5.86%	7.17%	4.39%	1.19%	6.53%	2.48%	4.26%	3.08%	1.10%	1.74%	3.41%	1.92%	2.35%	0.00%	11.93%	6.12%	0.00%	3.14%	2.54%	6.40%									
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	152	27	13	15	9	12	2	5	6	3	11	3	0	0	2	0	2	2	5	9	1	1	0	4	1	2	1	0	3	1	3	0	0	2	0	3	1	1	2									
		0.97%	2.09%	1.15%	1.31%	1.25%	1.14%	0.30%	0.76%	0.59%	0.50%	1.15%	1.33%	0.00%	0.00%	1.03%	0.00%	2.60%	0.41%	1.24%	0.81%	0.34%	0.88%	0.00%	0.69%	0.62%	0.57%	0.51%	0.00%	1.30%	1.14%	1.44%	0.00%	0.00%	0.70%	0.00%	6.98%	0.52%	0.42%	0.80%									
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10461	806	657	700	458	660	450	452	600	408	645	143	92	59	139	111	57	325	264	759	181	81	79	393	122	278	154	69	184	68	169	66	76	179	34	31	153	173	186									
		66.68%	62.34%	58.04%	61.35%	63.79%	62.68%	67.16%	68.38%	59.23%	67.77%	67.54%	63.27%	79.31%	77.63%	71.28%	80.43%	74.03%	67.01%	65.35%	68.44%	61.77%	71.05%	94.05%	67.53%	75.78%	78.98%	78.97%	75.82%	80.00%	77.27%	81.25%	77.65%	86.36%	62.81%	69.39%	72.09%	80.10%	73.31%	74.40%									
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	101	18	9	8	5	7	0	0	9	3	6	2	1	0	0	1	0	2	6	8	2	0	1	4	2	3	1	0	0	0	0	0	0	3	0	0	0	0	0									
		0.64%	1.39%	0.80%	0.70%	0.70%	0.66%	0.00%	0.00%	0.89%	0.50%	0.63%	0.88%	0.86%	0.00%	0.00%	0.72%	0.00%	0.41%	1.49%	0.72%	0.68%	0.00%	1.19%	0.69%	1.24%	0.85%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
