Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    Kлепиковская																																											
																																											
Сводная таблица итогов голосования																																											
																																											
		Сумма	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159									
		15.38%	14.93%	17.13%	17.07%	14.31%	16.75%	19.82%	14.40%	16.33%	9.48%	19.60%	14.46%	17.39%	12.50%	20.56%	17.81%	16.38%	11.49%	11.02%	19.49%	12.84%	14.98%	14.91%	9.65%	22.36%	14.80%	7.50%	3.76%	20.73%	17.14%	14.58%	13.68%	16.47%									
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	128	10	7	20	1	10	3	3	12	4	11	3	0	0	0	0	4	3	7	2	1	2	0	3	0	2	1	1	5	1	4	7	1									
		1.05%	1.07%	0.85%	2.42%	0.20%	1.23%	0.68%	0.49%	1.50%	0.81%	1.46%	1.24%	0.00%	0.00%	0.00%	0.00%	0.85%	1.28%	1.20%	0.74%	0.68%	0.36%	0.00%	0.74%	0.00%	0.80%	0.50%	0.75%	1.82%	1.43%	2.08%	2.99%	0.39%									
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2661	229	218	233	147	170	105	118	261	65	178	52	13	29	16	10	90	46	138	47	21	126	24	45	32	39	31	17	42	13	16	48	42									
		21.79%	24.41%	26.49%	28.21%	29.22%	20.94%	23.92%	19.31%	32.54%	13.10%	23.58%	21.49%	14.13%	20.14%	14.95%	13.70%	19.15%	19.57%	23.75%	17.28%	14.19%	22.74%	21.05%	11.14%	19.88%	15.60%	15.50%	12.78%	15.27%	18.57%	8.33%	20.51%	16.47%									
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	272	31	36	21	10	18	8	9	24	10	22	2	1	2	3	1	8	3	6	5	2	8	2	2	5	6	0	0	16	3	1	5	2									
		2.23%	3.30%	4.37%	2.54%	1.99%	2.22%	1.82%	1.47%	2.99%	2.02%	2.91%	0.83%	1.09%	1.39%	2.80%	1.37%	1.70%	1.28%	1.03%	1.84%	1.35%	1.44%	1.75%	0.50%	3.11%	2.40%	0.00%	0.00%	5.82%	4.29%	0.52%	2.14%	0.78%									
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5499	325	289	286	181	353	152	333	240	259	277	118	50	77	53	34	217	126	274	114	89	315	53	305	74	140	134	103	112	32	130	110	144									
		45.03%	34.65%	35.12%	34.62%	35.98%	43.47%	34.62%	54.50%	29.93%	52.22%	36.69%	48.76%	54.35%	53.47%	49.53%	46.58%	46.17%	53.62%	47.16%	41.91%	60.14%	56.86%	46.49%	75.50%	45.96%	56.00%	67.00%	77.44%	40.73%	45.71%	67.71%	47.01%	56.47%									
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	54	7	5	7	4	3	0	0	7	3	4	0	1	0	1	0	1	2	2	0	1	0	1	1	0	0	0	0	2	0	0	1	1									
		0.44%	0.75%	0.61%	0.85%	0.80%	0.37%	0.00%	0.00%	0.87%	0.60%	0.53%	0.00%	1.09%	0.00%	0.93%	0.00%	0.21%	0.85%	0.34%	0.00%	0.68%	0.00%	0.88%	0.25%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	0.43%	0.39%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
