Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Фировская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	23	5	4	0	2	2	1	0	2	1	0	2	2	1	1	0					
		0.46%	0.47%	0.4%	0.0%	1.28%	1.55%	0.27%	0.0%	0.60%	0.19%	0.0%	1.29%	1.25%	0.54%	0.80%	0.0%					
35	"18. ""ЛДПР"""	628	123	129	34	22	29	46	12	35	71	14	27	31	13	25	17					
		12.76%	11.62%	12.9%	10.79%	14.10%	22.48%	12.5%	8.10%	10.54%	14.11%	8.28%	17.53%	19.49%	7.14%	20.16%	14.04%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	92	16	15	8	5	2	6	2	6	13	5	6	2	5	0	1					
		1.87%	1.51%	1.5%	2.53%	3.20%	1.55%	1.63%	1.35%	1.80%	2.58%	2.95%	3.89%	1.25%	2.74%	0.0%	0.82%					
37	"20. ""Политическая партия ""Единая Россия"""	2264	474	502	150	37	42	205	77	160	236	81	54	47	96	55	48					
		46.03%	44.80%	50.2%	47.61%	23.71%	32.55%	55.70%	52.02%	48.19%	46.91%	47.92%	35.06%	29.55%	52.74%	44.35%	39.66%					
38	"21. ""Российская Конституционно-демократическая партия"""	11	1	2	0	0	1	1	1	1	0	0	1	0	0	1	2					
		0.22%	0.09%	0.2%	0.0%	0.0%	0.77%	0.27%	0.67%	0.30%	0.0%	0.0%	0.64%	0.0%	0.0%	0.80%	1.65%					
39	"22. ""Развитие предпринимательства"""	19	2	1	1	1	1	6	1	2	0	0	0	3	0	1	0					
		0.38%	0.18%	0.1%	0.31%	0.64%	0.77%	1.63%	0.67%	0.60%	0.0%	0.0%	0.0%	1.88%	0.0%	0.80%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	462	101	91	31	24	4	22	9	28	61	27	11	12	22	7	12					
		9.39%	9.54%	9.1%	9.84%	15.38%	3.10%	5.97%	6.08%	8.43%	12.12%	15.97%	7.14%	7.54%	12.08%	5.64%	9.91%					
																						
41	Против всех	133	35	18	12	4	2	7	5	7	11	4	5	14	4	3	2					
		2.70%	3.30%	1.8%	3.80%	2.56%	1.55%	1.90%	3.37%	2.10%	2.18%	2.36%	3.24%	8.80%	2.19%	2.41%	1.65%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
