Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
"Наименование Избирательной комиссии:    Кемерово, Кировская"																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №230	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	51	5	0	3	0	6	4	0	2	3	9	7	3	0	0	0	0	0	0	9									
		0.15%	0.32%	0.00%	0.20%	0.00%	0.38%	0.25%	0.00%	0.14%	0.20%	0.57%	0.36%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	116	7	6	3	0	8	9	4	5	6	0	8	14	16	18	0	2	0	2	8									
		0.35%	0.45%	0.36%	0.20%	0.00%	0.51%	0.56%	0.25%	0.35%	0.40%	0.00%	0.41%	0.66%	0.80%	0.94%	0.00%	0.10%	0.00%	0.11%	0.48%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	51	3	2	5	0	3	2	4	1	2	8	0	4	0	3	0	0	0	3	11									
		0.15%	0.19%	0.12%	0.34%	0.00%	0.19%	0.12%	0.25%	0.07%	0.13%	0.51%	0.00%	0.19%	0.00%	0.16%	0.00%	0.00%	0.00%	0.17%	0.66%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	25138	1180	1320	1125	1139	1219	1226	1231	1103	1149	1196	1508	1653	1546	1510	1432	1402	1541	1359	1299									
		76.13%	75.84%	78.15%	76.32%	73.82%	77.79%	76.15%	77.67%	76.65%	76.35%	75.98%	77.89%	77.46%	77.77%	78.44%	74.54%	71.93%	71.41%	75.54%	77.83%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	41	2	1	0	0	2	0	7	3	4	0	6	9	0	0	0	0	0	0	7									
		0.12%	0.13%	0.06%	0.00%	0.00%	0.13%	0.00%	0.44%	0.21%	0.27%	0.00%	0.31%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%									
24	"6. Политическая партия ""Гражданская Платформа"""	35	2	1	4	3	3	0	1	2	0	3	0	0	7	5	0	0	4	0	0									
		0.11%	0.13%	0.06%	0.27%	0.19%	0.19%	0.00%	0.06%	0.14%	0.00%	0.19%	0.00%	0.00%	0.35%	0.26%	0.00%	0.00%	0.19%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3002	142	153	130	207	139	145	124	132	138	144	184	170	184	179	219	217	195	98	102									
		9.09%	9.13%	9.06%	8.82%	13.42%	8.87%	9.01%	7.82%	9.17%	9.17%	9.15%	9.50%	7.97%	9.26%	9.30%	11.40%	11.13%	9.04%	5.45%	6.11%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	30	2	1	2	0	3	2	4	0	0	8	0	0	0	0	0	0	0	0	8									
		0.09%	0.13%	0.06%	0.14%	0.00%	0.19%	0.12%	0.25%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	66	3	0	1	0	7	8	6	2	4	0	12	9	0	3	0	0	0	2	9									
		0.20%	0.19%	0.00%	0.07%	0.00%	0.45%	0.50%	0.38%	0.14%	0.27%	0.00%	0.62%	0.42%	0.00%	0.16%	0.00%	0.00%	0.00%	0.11%	0.54%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	27	1	3	4	4	0	2	0	0	5	8	0	0	0	0	0	0	0	0	0									
		0.08%	0.06%	0.18%	0.27%	0.26%	0.00%	0.12%	0.00%	0.00%	0.33%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	148	6	8	4	0	7	6	9	6	2	6	9	16	21	17	0	8	3	9	11									
		0.45%	0.39%	0.47%	0.27%	0.00%	0.45%	0.37%	0.57%	0.42%	0.13%	0.38%	0.46%	0.75%	1.06%	0.88%	0.00%	0.41%	0.14%	0.50%	0.66%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2273	113	111	106	91	108	109	107	92	98	102	133	121	128	123	138	153	188	157	95									
		6.88%	7.26%	6.57%	7.19%	5.90%	6.89%	6.77%	6.75%	6.39%	6.51%	6.48%	6.87%	5.67%	6.44%	6.39%	7.18%	7.85%	8.71%	8.73%	5.69%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	155	9	7	5	7	8	7	3	6	7	16	0	9	13	8	11	7	9	14	9									
		0.47%	0.58%	0.41%	0.34%	0.45%	0.51%	0.43%	0.19%	0.42%	0.47%	1.02%	0.00%	0.42%	0.65%	0.42%	0.57%	0.36%	0.42%	0.78%	0.54%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1804	78	71	76	82	52	89	81	78	84	67	62	125	71	58	117	157	213	154	89									
		5.46%	5.01%	4.20%	5.16%	5.31%	3.32%	5.53%	5.11%	5.42%	5.58%	4.26%	3.20%	5.86%	3.57%	3.01%	6.09%	8.06%	9.87%	8.56%	5.33%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
