Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Барышcкая городская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81									
18	"1. ""ЕДИНЕНИЕ"""	75	10	10	5	2	7	9	2	5	1	5	4	10	5									
		0.98%	1.20%	1.21%	0.59%	0.55%	1.51%	1.38%	0.62%	1.14%	0.26%	0.99%	1.02%	1.09%	0.71%									
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	76	12	12	11	2	3	5	4	4	4	8	0	5	6									
		1.0%	1.45%	1.45%	1.31%	0.55%	0.65%	0.77%	1.25%	0.91%	1.04%	1.59%	0.0%	0.54%	0.85%									
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	169	20	13	26	3	11	14	2	4	16	13	13	18	16									
		2.22%	2.41%	1.57%	3.11%	0.83%	2.38%	2.16%	0.62%	0.91%	4.17%	2.58%	3.34%	1.96%	2.27%									
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	209	37	23	30	9	9	9	4	9	6	14	6	38	15									
		2.75%	4.47%	2.78%	3.58%	2.50%	1.95%	1.38%	1.25%	2.06%	1.56%	2.78%	1.54%	4.15%	2.13%									
22	"5. ""За Русь Святую"""	35	3	2	8	3	4	4	2	1	0	1	1	4	2									
		0.46%	0.36%	0.24%	0.95%	0.83%	0.86%	0.61%	0.62%	0.22%	0.0%	0.19%	0.25%	0.43%	0.28%									
23	"6. ""Объединенная Российская партия ""Русь"""	22	2	4	2	0	0	2	0	2	0	3	1	1	5									
		0.28%	0.24%	0.48%	0.23%	0.0%	0.0%	0.30%	0.0%	0.45%	0.0%	0.59%	0.25%	0.10%	0.71%									
24	"7. ""Новый курс - Автомобильная Россия"""	39	11	4	1	0	2	8	0	1	0	0	5	4	3									
		0.51%	1.33%	0.48%	0.11%	0.0%	0.43%	1.23%	0.0%	0.22%	0.0%	0.0%	1.28%	0.43%	0.42%									
25	"8. ""Народно-республиканская партия России"""	14	1	0	2	1	0	2	0	0	4	0	1	3	0									
		0.18%	0.12%	0.0%	0.23%	0.27%	0.0%	0.30%	0.0%	0.0%	1.04%	0.0%	0.25%	0.32%	0.0%									
26	"9. ""Российская экологическая партия ""Зеленые"""	18	4	1	1	2	4	0	0	1	0	2	1	2	0									
		0.23%	0.48%	0.12%	0.11%	0.55%	0.86%	0.0%	0.0%	0.22%	0.0%	0.39%	0.25%	0.21%	0.0%									
27	"10. ""Аграрная партия России"""	226	35	16	22	13	11	24	9	14	9	17	6	19	31									
		2.97%	4.23%	1.93%	2.63%	3.62%	2.38%	3.70%	2.83%	3.21%	2.34%	3.38%	1.54%	2.07%	4.41%									
28	"11. ""Истинные патриоты России"""	3	0	0	1	0	0	0	0	1	0	0	0	1	0									
		0.03%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.10%	0.0%									
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	60	7	8	9	4	3	10	3	2	0	3	0	6	5									
		0.78%	0.84%	0.96%	1.07%	1.11%	0.65%	1.54%	0.94%	0.45%	0.0%	0.59%	0.0%	0.65%	0.71%									
30	"13. ""Демократическая партия России"""	16	4	2	1	0	1	0	1	0	3	1	1	1	1									
		0.21%	0.48%	0.24%	0.11%	0.0%	0.21%	0.0%	0.31%	0.0%	0.78%	0.19%	0.25%	0.10%	0.14%									
31	"14. ""Великая Россия - Евразийский Союз"""	18	1	3	4	0	0	1	0	0	4	1	0	3	1									
		0.23%	0.12%	0.36%	0.47%	0.0%	0.0%	0.15%	0.0%	0.0%	1.04%	0.19%	0.0%	0.32%	0.14%									
32	"15. ""Партия СЛОН"""	9	2	0	0	0	2	1	0	0	0	0	0	2	2									
		0.11%	0.24%	0.0%	0.0%	0.0%	0.43%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.28%									
33	"16. ""Родина"" (народно-патриотический союз)"""	702	81	100	93	31	28	50	35	33	30	49	32	66	74									
		9.23%	9.79%	12.10%	11.12%	8.63%	6.07%	7.71%	11.00%	7.58%	7.83%	9.76%	8.22%	7.22%	10.54%									
34	"17. ""Партия Мира и Единства (ПМЕ)"""	16	1	1	2	1	0	1	1	0	2	1	3	1	2									
		0.21%	0.12%	0.12%	0.23%	0.27%	0.0%	0.15%	0.31%	0.0%	0.52%	0.19%	0.77%	0.10%	0.28%									
35	"18. ""ЛДПР"""	1139	122	127	108	51	62	95	55	71	53	80	90	111	114									
		14.98%	14.75%	15.37%	12.91%	14.20%	13.44%	14.66%	17.29%	16.32%	13.83%	15.93%	23.13%	12.14%	16.23%									
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	219	20	27	18	10	6	15	9	8	14	23	13	32	24									
		2.88%	2.41%	3.26%	2.15%	2.78%	1.30%	2.31%	2.83%	1.83%	3.65%	4.58%	3.34%	3.50%	3.41%									
37	"20. ""Политическая партия ""Единая Россия"""	2634	260	263	306	152	159	233	118	158	147	171	133	326	208									
		34.65%	31.43%	31.84%	36.60%	42.33%	34.49%	35.95%	37.10%	36.32%	38.38%	34.06%	34.19%	35.66%	29.62%									
38	"21. ""Российская Конституционно-демократическая партия"""	17	1	3	2	0	3	2	2	0	0	0	1	3	0									
		0.22%	0.12%	0.36%	0.23%	0.0%	0.65%	0.30%	0.62%	0.0%	0.0%	0.0%	0.25%	0.32%	0.0%									
39	"22. ""Развитие предпринимательства"""	14	3	2	2	0	0	0	1	0	0	1	1	2	2									
		0.18%	0.36%	0.24%	0.23%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.19%	0.25%	0.21%	0.28%									
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1374	155	156	127	59	105	111	55	88	55	83	53	181	146									
		18.07%	18.74%	18.88%	15.19%	16.43%	22.77%	17.12%	17.29%	20.22%	14.36%	16.53%	13.62%	19.80%	20.79%									
																								
41	Против всех	305	21	31	33	14	21	25	8	21	19	13	12	57	30									
		4.01%	2.53%	3.75%	3.94%	3.89%	4.55%	3.85%	2.51%	4.82%	4.96%	2.58%	3.08%	6.23%	4.27%									
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
