Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Боровская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2470	97	128	76	41	27	54	70	44	25	51	136	139	167	144	139	115	188	115	85	86	23	21	22	47	20	37	22	4	106	27	42	21	79	72									
		13.13%	13.40%	14.60%	14.07%	12.85%	16.17%	17.25%	12.26%	20.66%	16.34%	18.48%	14.23%	14.43%	17.47%	15.86%	14.39%	11.27%	13.48%	12.65%	9.57%	12.59%	13.45%	13.38%	6.98%	26.26%	8.58%	17.70%	9.48%	2.53%	11.61%	9.47%	15.22%	6.29%	8.16%	12.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	103	12	2	2	0	0	3	0	1	0	3	5	6	4	5	5	4	6	4	6	11	0	0	0	0	0	3	1	0	2	1	4	1	10	2									
		0.55%	1.66%	0.23%	0.37%	0.00%	0.00%	0.96%	0.00%	0.47%	0.00%	1.09%	0.52%	0.62%	0.42%	0.55%	0.52%	0.39%	0.43%	0.44%	0.68%	1.61%	0.00%	0.00%	0.00%	0.00%	0.00%	1.44%	0.43%	0.00%	0.22%	0.35%	1.45%	0.30%	1.03%	0.34%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	908	41	46	27	14	4	16	30	4	6	19	60	66	46	65	55	36	53	57	49	28	3	10	8	6	2	8	9	5	34	12	11	7	52	19									
		4.83%	5.66%	5.25%	5.00%	4.39%	2.40%	5.11%	5.25%	1.88%	3.92%	6.88%	6.28%	6.85%	4.81%	7.16%	5.69%	3.53%	3.80%	6.27%	5.52%	4.10%	1.75%	6.37%	2.54%	3.35%	0.86%	3.83%	3.88%	3.16%	3.72%	4.21%	3.99%	2.10%	5.37%	3.25%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
