Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																
Дата голосования: 18.09.2016																																																																
																																																																
Наименование Избирательной комиссии:    Димитровградская городская																																																																
																																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																																
																																																																
		Сумма	УИК №3201	УИК №3202	УИК №3203	УИК №3204	УИК №3205	УИК №3206	УИК №3207	УИК №3208	УИК №3209	УИК №3210	УИК №3211	УИК №3212	УИК №3213	УИК №3214	УИК №3215	УИК №3216	УИК №3217	УИК №3218	УИК №3219	УИК №3220	УИК №3221	УИК №3222	УИК №3223	УИК №3224	УИК №3225	УИК №3226	УИК №3227	УИК №3228	УИК №3229	УИК №3230	УИК №3231	УИК №3232	УИК №3233	УИК №3234	УИК №3235	УИК №3236	УИК №3237	УИК №3238	УИК №3239	УИК №3240	УИК №3241	УИК №3242	УИК №3243	УИК №3244	УИК №3245	УИК №3246	УИК №3247	УИК №3248	УИК №3249	УИК №3250	УИК №3251	УИК №3252	УИК №3253									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	710	7	3	17	16	6	8	13	7	6	13	12	12	13	8	11	9	17	12	3	18	21	10	22	17	14	10	16	8	26	39	9	14	11	17	2	13	18	16	8	7	14	6	13	14	11	12	14	4	26	26	17	25	19									
14	Число погашенных неиспользованных открепительных удостоверений	744	7	11	14	16	9	26	27	4	18	24	10	5	11	21	9	12	16	11	21	37	27	0	26	30	18	9	11	17	7	16	13	17	5	10	5	22	26	11	12	12	10	12	15	3	9	35	10	14	9	16	8	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	172	8	1	4	0	2	5	6	3	6	2	3	1	6	3	2	3	4	7	1	4	6	2	6	0	4	1	2	1	5	3	0	2	4	0	0	1	4	4	2	2	7	4	7	3	1	4	7	3	3	8	5	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	615	19	12	2	17	15	14	21	21	30	14	8	1	15	11	4	17	28	2	14	12	28	11	15	14	11	6	5	11	18	11	3	11	12	4	5	18	14	12	10	11	6	4	11	11	2	19	11	9	4	19	8	2	2									
		1.39%	1.97%	1.82%	0.26%	1.67%	1.51%	1.49%	1.96%	2.31%	2.42%	1.53%	1.17%	0.18%	1.56%	1.22%	0.51%	1.48%	3.43%	0.36%	2.38%	1.15%	2.51%	2.08%	1.56%	1.66%	1.31%	1.33%	0.92%	1.25%	1.58%	1.12%	0.67%	1.05%	1.74%	0.70%	1.68%	1.52%	1.47%	1.21%	1.01%	1.05%	0.63%	0.42%	1.09%	1.22%	0.41%	1.55%	1.12%	0.90%	0.56%	1.96%	1.29%	1.87%	1.21%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	2097	33	22	28	42	46	41	56	33	37	40	41	27	58	60	42	64	27	1	29	74	58	25	49	43	42	23	19	36	53	53	28	47	35	18	23	54	67	54	41	48	36	55	45	48	29	60	49	50	20	47	25	4	12									
		4.75%	3.43%	3.34%	3.61%	4.12%	4.63%	4.35%	5.23%	3.62%	2.98%	4.37%	6.02%	4.78%	6.02%	6.68%	5.30%	5.57%	3.30%	0.18%	4.93%	7.09%	5.20%	4.73%	5.08%	5.09%	4.99%	5.10%	3.48%	4.10%	4.67%	5.38%	6.24%	4.49%	5.07%	3.13%	7.74%	4.56%	7.04%	5.44%	4.14%	4.57%	3.79%	5.81%	4.46%	5.34%	5.95%	4.88%	4.98%	4.99%	2.81%	4.85%	4.03%	3.74%	7.27%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	938	26	21	23	23	24	27	21	36	29	26	18	7	20	28	20	12	21	1	14	24	25	9	16	20	19	7	10	21	23	16	8	23	10	7	7	21	15	17	26	24	32	13	19	29	15	10	14	18	4	17	15	0	7									
		2.12%	2.70%	3.19%	2.97%	2.25%	2.42%	2.87%	1.96%	3.95%	2.34%	2.84%	2.64%	1.24%	2.07%	3.12%	2.53%	1.04%	2.57%	0.18%	2.38%	2.30%	2.24%	1.70%	1.66%	2.37%	2.26%	1.55%	1.83%	2.39%	2.02%	1.62%	1.78%	2.20%	1.45%	1.22%	2.36%	1.77%	1.58%	1.71%	2.62%	2.28%	3.36%	1.37%	1.88%	3.23%	3.08%	0.81%	1.42%	1.79%	0.56%	1.75%	2.42%	0.00%	4.24%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13243	299	204	220	265	267	294	308	258	353	283	228	157	263	217	234	378	239	303	153	328	435	139	312	281	240	119	178	257	282	287	114	267	180	198	103	311	254	258	287	301	252	229	267	265	148	417	266	247	469	328	204	48	49									
		29.99%	31.05%	31.00%	28.39%	25.98%	26.89%	31.21%	28.76%	28.32%	28.44%	30.93%	33.48%	27.79%	27.28%	24.16%	29.55%	32.87%	29.25%	54.11%	26.02%	31.42%	39.01%	26.33%	32.37%	33.25%	28.54%	26.39%	32.60%	29.24%	24.82%	29.11%	25.39%	25.50%	26.05%	34.43%	34.68%	26.27%	26.68%	25.98%	28.96%	28.64%	26.50%	24.21%	26.44%	29.48%	30.39%	33.93%	27.03%	24.63%	65.78%	33.81%	32.90%	44.86%	29.70%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	253	7	3	2	10	5	4	7	7	7	7	6	2	8	4	1	7	2	0	3	4	9	3	7	1	6	1	4	6	9	3	4	3	4	2	3	4	4	6	5	10	9	4	5	6	5	11	10	4	1	4	4	0	0									
		0.57%	0.73%	0.46%	0.26%	0.98%	0.50%	0.42%	0.65%	0.77%	0.56%	0.77%	0.88%	0.35%	0.83%	0.45%	0.13%	0.61%	0.24%	0.00%	0.51%	0.38%	0.81%	0.57%	0.73%	0.12%	0.71%	0.22%	0.73%	0.68%	0.79%	0.30%	0.89%	0.29%	0.58%	0.35%	1.01%	0.34%	0.42%	0.60%	0.50%	0.95%	0.95%	0.42%	0.50%	0.67%	1.03%	0.90%	1.02%	0.40%	0.14%	0.41%	0.65%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	109	1	3	3	6	1	3	6	2	5	1	1	1	2	3	0	7	2	1	3	2	4	1	2	2	3	1	0	2	2	0	2	4	1	0	2	3	1	4	3	1	0	1	0	0	0	7	5	3	0	2	0	0	0									
		0.25%	0.10%	0.46%	0.39%	0.59%	0.10%	0.32%	0.56%	0.22%	0.40%	0.11%	0.15%	0.18%	0.21%	0.33%	0.00%	0.61%	0.24%	0.18%	0.51%	0.19%	0.36%	0.19%	0.21%	0.24%	0.36%	0.22%	0.00%	0.23%	0.18%	0.00%	0.45%	0.38%	0.14%	0.00%	0.67%	0.25%	0.11%	0.40%	0.30%	0.10%	0.00%	0.11%	0.00%	0.00%	0.00%	0.57%	0.51%	0.30%	0.00%	0.21%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	8301	160	102	178	189	175	148	213	167	244	162	145	122	189	143	179	192	137	61	122	230	211	106	153	152	175	113	127	183	205	211	81	209	133	123	61	209	162	180	199	193	175	181	188	189	86	213	177	220	70	190	115	18	35									
		18.80%	16.61%	15.50%	22.97%	18.53%	17.62%	15.71%	19.89%	18.33%	19.66%	17.70%	21.29%	21.59%	19.61%	15.92%	22.60%	16.70%	16.77%	10.89%	20.75%	22.03%	18.92%	20.08%	15.87%	17.99%	20.81%	25.06%	23.26%	20.82%	18.05%	21.40%	18.04%	19.96%	19.25%	21.39%	20.54%	17.65%	17.02%	18.13%	20.08%	18.36%	18.40%	19.13%	18.61%	21.02%	17.66%	17.33%	17.99%	21.93%	9.82%	19.59%	18.55%	16.82%	21.21%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	385	11	4	17	12	10	6	11	6	16	14	4	5	11	4	6	11	17	0	10	0	13	1	7	14	11	6	5	0	7	9	0	2	3	1	2	11	7	6	9	13	4	9	4	8	4	18	11	10	3	2	7	1	2									
		0.87%	1.14%	0.61%	2.19%	1.18%	1.01%	0.64%	1.03%	0.66%	1.29%	1.53%	0.59%	0.88%	1.14%	0.45%	0.76%	0.96%	2.08%	0.00%	1.70%	0.00%	1.17%	0.19%	0.73%	1.66%	1.31%	1.33%	0.92%	0.00%	0.62%	0.91%	0.00%	0.19%	0.43%	0.17%	0.67%	0.93%	0.74%	0.60%	0.91%	1.24%	0.42%	0.95%	0.40%	0.89%	0.82%	1.46%	1.12%	0.99%	0.42%	0.21%	1.13%	0.93%	1.21%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	782	15	13	13	23	14	20	25	20	30	24	13	7	15	20	21	17	27	0	10	8	9	2	13	10	17	7	7	8	38	15	11	25	18	5	6	26	14	19	14	26	21	16	24	12	11	20	12	10	5	12	11	2	1									
		1.77%	1.56%	1.98%	1.68%	2.25%	1.41%	2.12%	2.33%	2.20%	2.42%	2.62%	1.91%	1.24%	1.56%	2.23%	2.65%	1.48%	3.30%	0.00%	1.70%	0.77%	0.81%	0.38%	1.35%	1.18%	2.02%	1.55%	1.28%	0.91%	3.35%	1.52%	2.45%	2.39%	2.60%	0.87%	2.02%	2.20%	1.47%	1.91%	1.41%	2.47%	2.21%	1.69%	2.38%	1.33%	2.26%	1.63%	1.22%	0.99%	0.70%	1.24%	1.77%	1.87%	0.61%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	42	1	0	2	0	0	2	0	1	1	0	0	0	1	0	2	0	1	1	0	0	4	1	1	3	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	2	2	1	0	2	1	2	1	1	0	2	0	0	1									
		0.10%	0.10%	0.00%	0.26%	0.00%	0.00%	0.21%	0.00%	0.11%	0.08%	0.00%	0.00%	0.00%	0.10%	0.00%	0.25%	0.00%	0.12%	0.18%	0.00%	0.00%	0.36%	0.19%	0.10%	0.36%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.17%	0.00%	0.00%	0.11%	0.10%	0.10%	0.19%	0.21%	0.11%	0.00%	0.22%	0.21%	0.16%	0.10%	0.10%	0.00%	0.21%	0.00%	0.00%	0.61%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	697	33	13	17	17	18	26	21	19	32	13	12	11	20	31	8	26	19	6	13	8	21	6	18	9	13	4	2	11	11	8	8	16	12	11	0	10	15	17	19	8	8	10	17	10	4	15	12	10	4	15	7	0	3									
		1.58%	3.43%	1.98%	2.19%	1.67%	1.81%	2.76%	1.96%	2.09%	2.58%	1.42%	1.76%	1.95%	2.07%	3.45%	1.01%	2.26%	2.33%	1.07%	2.21%	0.77%	1.88%	1.14%	1.87%	1.07%	1.55%	0.89%	0.37%	1.25%	0.97%	0.81%	1.78%	1.53%	1.74%	1.91%	0.00%	0.84%	1.58%	1.71%	1.92%	0.76%	0.84%	1.06%	1.68%	1.11%	0.82%	1.22%	1.22%	0.99%	0.56%	1.55%	1.13%	0.00%	1.82%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	14249	289	218	230	344	344	312	316	275	385	268	172	195	306	323	234	356	251	172	185	306	235	195	322	267	256	148	162	294	436	306	174	383	245	171	70	453	345	358	310	337	353	364	383	278	162	368	370	364	119	287	189	23	41									
		32.27%	30.01%	33.13%	29.68%	33.73%	34.64%	33.12%	29.51%	30.19%	31.02%	29.29%	25.26%	34.51%	31.74%	35.97%	29.55%	30.96%	30.72%	30.71%	31.46%	29.31%	21.08%	36.93%	33.40%	31.60%	30.44%	32.82%	29.67%	33.45%	38.38%	31.03%	38.75%	36.58%	35.46%	29.74%	23.57%	38.26%	36.24%	36.05%	31.28%	32.06%	37.12%	38.48%	37.92%	30.92%	33.26%	29.94%	37.60%	36.29%	16.69%	29.59%	30.48%	21.50%	24.85%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	277	13	5	2	10	13	8	8	9	8	6	4	6	6	3	4	3	3	0	3	5	4	2	4	4	2	2	2	8	11	9	1	7	5	4	4	12	9	7	6	3	5	6	5	6	1	6	6	2	1	9	3	2	0									
		0.63%	1.35%	0.76%	0.26%	0.98%	1.31%	0.85%	0.75%	0.99%	0.64%	0.66%	0.59%	1.06%	0.62%	0.33%	0.51%	0.26%	0.37%	0.00%	0.51%	0.48%	0.36%	0.38%	0.41%	0.47%	0.24%	0.44%	0.37%	0.91%	0.97%	0.91%	0.22%	0.67%	0.72%	0.70%	1.35%	1.01%	0.95%	0.70%	0.61%	0.29%	0.53%	0.63%	0.50%	0.67%	0.21%	0.49%	0.61%	0.20%	0.14%	0.93%	0.48%	1.87%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1296	27	25	24	34	43	25	42	39	40	35	29	15	39	29	22	36	30	10	10	27	27	16	28	8	25	13	16	24	27	31	7	21	25	15	5	23	17	36	39	53	26	30	22	18	10	34	33	31	11	21	14	5	4									
		2.94%	2.80%	3.80%	3.10%	3.33%	4.33%	2.65%	3.92%	4.28%	3.22%	3.83%	4.26%	2.65%	4.05%	3.23%	2.78%	3.13%	3.67%	1.79%	1.70%	2.59%	2.42%	3.03%	2.90%	0.95%	2.97%	2.88%	2.93%	2.73%	2.38%	3.14%	1.56%	2.01%	3.62%	2.61%	1.68%	1.94%	1.79%	3.63%	3.94%	5.04%	2.73%	3.17%	2.18%	2.00%	2.05%	2.77%	3.35%	3.09%	1.54%	2.16%	2.26%	4.67%	2.42%									
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
