16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																	
19	Жириновский Владимир Вольфович	3338	10	0	7	33	3	20	33	40	40	33	8	75	46	75	81	64	53	4	5	52	58	36	47	23	35	23	2	36	57	16	47	36	8	24	4	48	28	7	7	44	40	24	32	40	6	32	48	65	40	57	24	40	27	32	40	32	16	57	4	24	24	32	32	32	44	62	41	8	40	59	31	40	14	21	24	35	38	29	28	9	44	20	48	16	25	4	38	5	55	27	20	64	28	112	16	40	33	62	16	32	24	18									
		2.77%	0.53%	0.00%	0.63%	3.24%	0.32%	2.09%	3.62%	3.49%	3.86%	4.76%	0.37%	5.87%	3.80%	4.28%	4.59%	4.48%	4.49%	0.44%	0.42%	4.07%	5.50%	2.90%	4.10%	2.17%	3.68%	1.79%	0.28%	3.01%	4.04%	3.14%	2.99%	3.45%	0.48%	3.09%	0.48%	2.90%	3.25%	0.49%	0.99%	2.75%	3.25%	2.65%	3.02%	3.01%	0.50%	2.20%	3.33%	3.22%	3.24%	2.91%	3.17%	3.75%	3.36%	3.34%	3.11%	3.25%	1.47%	3.81%	0.47%	2.45%	4.20%	3.79%	3.41%	3.18%	4.50%	4.61%	3.41%	0.86%	3.77%	3.43%	2.95%	2.56%	1.13%	3.61%	2.73%	3.98%	3.62%	3.97%	3.74%	0.48%	2.73%	1.81%	2.56%	2.01%	2.02%	0.28%	2.24%	0.48%	3.84%	2.73%	1.67%	4.56%	3.92%	6.74%	1.59%	4.56%	2.57%	3.58%	1.48%	1.99%	2.57%	1.99%									
20	Зюганов Геннадий Андреевич	16122	337	120	184	131	123	144	119	150	156	103	227	149	180	222	237	214	160	63	84	171	158	165	173	151	132	121	110	175	214	54	208	156	117	104	125	249	129	101	46	242	163	124	147	171	84	218	201	292	171	297	106	160	113	126	191	139	163	206	66	147	85	126	127	150	127	192	167	132	153	262	126	214	218	76	117	115	155	95	101	130	227	162	284	119	186	111	229	79	195	149	193	184	107	191	136	131	165	267	162	242	131	115									
		13.36%	17.98%	10.20%	16.61%	12.86%	13.23%	15.02%	13.06%	13.10%	15.06%	14.84%	10.47%	11.66%	14.88%	12.67%	13.43%	14.99%	13.55%	7.00%	6.99%	13.39%	14.98%	13.30%	15.08%	14.27%	13.89%	9.44%	15.49%	14.63%	15.16%	10.59%	13.26%	14.97%	6.96%	13.40%	14.97%	15.05%	14.97%	6.99%	6.52%	15.13%	13.24%	13.70%	13.89%	12.89%	6.98%	15.00%	13.95%	14.46%	13.87%	15.18%	14.00%	14.99%	14.05%	13.17%	14.84%	14.11%	14.98%	13.78%	7.71%	15.03%	14.89%	14.93%	13.54%	14.93%	12.99%	14.28%	13.87%	14.13%	14.42%	15.25%	11.98%	13.68%	17.61%	13.08%	13.33%	13.07%	14.76%	12.99%	13.50%	6.99%	14.06%	14.70%	15.15%	14.93%	15.00%	7.68%	13.50%	7.52%	13.62%	15.08%	16.14%	13.12%	14.97%	11.50%	13.51%	14.92%	12.84%	15.43%	14.97%	15.03%	14.01%	12.69%									
21	Миронов Сергей Михайлович	3471	35	83	29	47	61	35	57	57	41	34	112	112	29	45	44	28	32	9	15	27	24	28	14	30	16	24	7	28	43	11	38	18	33	21	16	41	13	29	6	53	36	29	34	40	24	46	41	48	38	36	16	64	18	23	11	16	7	38	13	32	20	9	33	35	22	26	28	27	29	32	15	64	30	22	32	33	30	25	18	37	52	40	53	34	27	20	30	15	26	34	48	53	18	151	48	22	35	21	36	57	7	42									
		2.88%	1.87%	7.05%	2.62%	4.61%	6.56%	3.65%	6.26%	4.98%	3.96%	4.90%	5.16%	8.76%	2.40%	2.57%	2.49%	1.96%	2.71%	1.00%	1.25%	2.11%	2.27%	2.26%	1.22%	2.84%	1.68%	1.87%	0.99%	2.34%	3.05%	2.16%	2.42%	1.73%	1.96%	2.71%	1.92%	2.48%	1.51%	2.01%	0.85%	3.31%	2.92%	3.20%	3.21%	3.01%	1.99%	3.17%	2.85%	2.38%	3.08%	1.84%	2.11%	5.99%	2.24%	2.40%	0.85%	1.62%	0.64%	2.54%	1.52%	3.27%	3.50%	1.07%	3.52%	3.48%	2.25%	1.93%	2.33%	2.89%	2.73%	1.86%	1.43%	4.09%	2.42%	3.79%	3.64%	3.75%	2.86%	3.42%	2.41%	1.99%	3.22%	3.63%	2.83%	4.27%	2.18%	1.38%	1.77%	1.43%	1.82%	3.44%	4.01%	3.78%	2.52%	9.09%	4.77%	2.51%	2.72%	1.21%	3.33%	3.54%	0.75%	4.64%									
22	Прохоров Михаил Дмитриевич	2345	29	41	44	19	4	27	9	13	23	6	27	78	5	33	21	8	12	14	18	18	5	24	5	26	20	10	9	18	13	8	33	15	25	17	62	25	18	22	36	31	27	30	6	29	18	39	20	37	48	55	10	29	25	25	16	2	7	19	31	8	12	14	11	24	22	5	22	17	13	16	21	41	16	11	76	5	4	11	7	28	37	17	43	7	28	17	82	15	21	15	30	31	5	101	24	15	7	5	19	6	2	90									
		1.94%	1.55%	3.48%	3.97%	1.86%	0.43%	2.82%	0.99%	1.14%	2.22%	0.86%	1.24%	6.10%	0.41%	1.88%	1.19%	0.56%	1.02%	1.56%	1.50%	1.41%	0.47%	1.93%	0.44%	2.46%	2.11%	0.78%	1.27%	1.51%	0.92%	1.57%	2.10%	1.44%	1.49%	2.19%	7.43%	1.51%	2.09%	1.52%	5.10%	1.94%	2.19%	3.31%	0.57%	2.19%	1.50%	2.68%	1.39%	1.83%	3.89%	2.81%	1.32%	2.72%	3.11%	2.61%	1.24%	0.20%	0.64%	1.27%	3.62%	0.82%	2.10%	1.66%	1.17%	2.39%	2.25%	0.37%	1.83%	1.82%	1.23%	0.93%	1.99%	2.62%	1.29%	1.89%	8.66%	0.57%	0.38%	1.50%	0.94%	1.50%	2.29%	1.54%	2.29%	0.88%	2.26%	1.18%	4.83%	1.43%	1.47%	1.52%	2.51%	2.21%	0.70%	6.08%	2.38%	1.71%	0.54%	0.29%	1.76%	0.37%	0.21%	9.93%									
23	Путин Владимир Владимирович	95353	1463	933	844	789	739	733	693	885	776	518	1795	864	950	1377	1382	1114	924	810	1079	1009	810	988	908	828	747	1104	582	939	1085	421	1243	817	1497	600	628	1292	674	1284	606	1230	965	698	839	1047	1068	1118	1131	1578	936	1511	601	774	621	751	1029	796	895	1175	730	767	430	663	735	764	762	1060	940	750	826	1349	859	1205	960	451	623	692	823	571	594	1657	1254	863	1446	621	974	1294	1317	937	1135	763	905	1070	557	1106	783	670	1045	1375	849	1273	771	641									
		79.02%	78.07%	79.27%	76.17%	77.43%	79.46%	76.43%	76.07%	77.29%	74.90%	74.64%	82.76%	67.61%	78.51%	78.60%	78.30%	78.01%	78.24%	90.00%	89.84%	79.01%	76.78%	79.61%	79.16%	78.26%	78.63%	86.12%	81.97%	78.51%	76.84%	82.55%	79.22%	78.41%	89.11%	77.32%	75.21%	78.07%	78.19%	88.98%	85.84%	76.88%	78.39%	77.13%	79.30%	78.90%	88.78%	76.94%	78.49%	78.12%	75.91%	77.25%	79.39%	72.54%	77.24%	78.47%	79.95%	80.81%	82.26%	78.60%	85.28%	78.43%	75.31%	78.55%	78.36%	76.02%	77.99%	78.81%	78.07%	80.30%	77.85%	78.52%	81.65%	77.05%	77.54%	77.62%	70.96%	78.64%	78.38%	78.11%	79.41%	89.04%	77.70%	78.31%	77.16%	77.92%	78.55%	89.49%	77.65%	89.15%	79.26%	77.23%	75.67%	76.32%	77.90%	66.59%	77.76%	76.31%	81.32%	79.48%	78.47%	79.07%	82.46%	70.75%									
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
