Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																						
Дата голосования: 02.12.2007																																																																						
																																																																						
Наименование Избирательной комиссии:    Братская																																																																						
																																																																						
Сводная таблица результатов выборов																																																																						
																																																																						
		Сумма	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	669	4	1	33	13	4	1	2	8	2	21	2	3	6	4	35	3	4	14	19	3	3	1	4	9	1	9	7	8	21	4	7	16	5	6	18	11	6	14	11	16	15	15	16	17	17	16	15	16	16	17	18	16	17	15	21	12	6	4	3	5	6	20	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	340	0	0	8	3	1	0	0	5	1	9	0	1	5	0	35	0	2	6	14	3	0	0	0	0	0	6	7	0	21	4	3	3	2	3	11	8	6	5	11	4	2	4	1	4	8	14	7	6	3	14	5	6	7	8	11	12	6	3	0	2	3	20	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	201	1	0	5	3	3	0	0	0	2	7	1	1	2	2	6	3	4	1	2	1	2	0	2	5	3	4	1	1	4	2	1	6	2	1	6	4	2	6	9	4	1	0	3	2	6	5	3	13	7	3	1	0	11	10	3	4	4	2	3	5	1	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	329	4	1	25	10	3	1	2	3	1	12	2	2	1	4	0	3	2	8	5	0	3	1	4	9	1	3	0	8	0	0	4	13	3	3	7	3	0	9	0	12	13	11	15	13	9	2	8	10	13	3	13	10	10	7	10	0	0	1	3	3	3	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																						
18	1.Политическая партия «Аграрная партия России»	802	3	1	32	0	3	0	0	37	5	46	3	11	43	8	37	2	15	22	16	1	11	1	3	5	0	1	5	7	13	0	29	69	3	14	38	42	2	13	14	12	13	4	15	15	16	12	14	14	9	12	17	16	16	15	6	12	1	1	12	2	1	11	1					
		2.78%	1.71%	2.56%	2.63%	0.00%	1.53%	0.00%	0.00%	9.02%	5.15%	4.18%	2.54%	7.38%	13.96%	3.43%	2.70%	1.29%	7.18%	3.51%	2.32%	0.67%	5.19%	1.59%	2.40%	1.37%	0.00%	0.25%	1.40%	2.72%	3.16%	0.00%	6.22%	11.37%	1.60%	5.15%	4.36%	8.94%	0.91%	2.56%	2.81%	1.91%	1.75%	0.61%	1.93%	1.87%	2.05%	1.60%	2.07%	1.53%	1.21%	1.47%	2.13%	2.24%	2.37%	2.31%	0.65%	2.96%	0.66%	0.68%	7.55%	0.66%	0.32%	1.32%	0.38%					
19	2.Всероссийская политическая партия «Гражданская Сила»	91	0	0	1	0	0	0	0	2	1	2	0	0	1	0	1	2	0	1	0	1	0	0	0	1	0	0	7	2	2	0	0	0	1	0	1	1	0	2	3	3	1	3	5	2	1	5	2	4	1	3	5	7	2	1	5	6	0	2	0	0	0	1	0					
		0.32%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.49%	1.03%	0.18%	0.00%	0.00%	0.32%	0.00%	0.07%	1.29%	0.00%	0.16%	0.00%	0.67%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	1.97%	0.78%	0.49%	0.00%	0.00%	0.00%	0.53%	0.00%	0.11%	0.21%	0.00%	0.39%	0.60%	0.48%	0.13%	0.46%	0.64%	0.25%	0.13%	0.67%	0.30%	0.44%	0.13%	0.37%	0.63%	0.98%	0.30%	0.15%	0.54%	1.48%	0.00%	1.37%	0.00%	0.00%	0.00%	0.12%	0.00%					
20	3.Политическая партия «Демократическая партия России»	29	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1	0	0	2	0	0	2	0	0	0	0	0	0	1	1	1	2	1	3	0	2	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	2					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.25%	0.00%	0.00%	0.49%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.16%	0.13%	0.30%	0.13%	0.37%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.31%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2988	6	7	120	75	18	14	4	29	5	181	17	22	42	43	133	18	20	85	107	4	14	2	13	15	0	19	17	17	50	1	46	111	41	32	108	41	18	77	23	53	85	68	73	79	48	57	56	86	78	104	65	82	54	55	83	76	20	4	15	27	18	71	36					
		10.36%	3.43%	17.95%	9.87%	14.62%	9.18%	29.17%	5.80%	7.07%	5.15%	16.44%	14.41%	14.77%	13.64%	18.45%	9.72%	11.61%	9.57%	13.58%	15.51%	2.68%	6.60%	3.17%	10.40%	4.10%	0.00%	4.80%	4.78%	6.61%	12.17%	3.57%	9.87%	18.29%	21.81%	11.76%	12.39%	8.72%	8.22%	15.19%	4.62%	8.43%	11.44%	10.35%	9.40%	9.83%	6.16%	7.61%	8.27%	9.39%	10.53%	12.73%	8.14%	11.48%	8.01%	8.47%	8.92%	18.77%	13.16%	2.74%	9.43%	8.97%	5.81%	8.54%	13.69%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	84	0	0	3	1	0	0	0	1	0	4	0	0	1	0	4	0	0	3	2	0	0	0	0	4	0	2	0	0	2	0	0	0	0	3	3	2	0	0	2	2	1	0	2	5	4	4	1	6	3	2	0	2	5	3	2	1	1	0	0	0	1	2	0					
		0.29%	0.00%	0.00%	0.25%	0.19%	0.00%	0.00%	0.00%	0.24%	0.00%	0.36%	0.00%	0.00%	0.32%	0.00%	0.29%	0.00%	0.00%	0.48%	0.29%	0.00%	0.00%	0.00%	0.00%	1.09%	0.00%	0.51%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	1.10%	0.34%	0.43%	0.00%	0.00%	0.40%	0.32%	0.13%	0.00%	0.26%	0.62%	0.51%	0.53%	0.15%	0.66%	0.40%	0.24%	0.00%	0.28%	0.74%	0.46%	0.22%	0.25%	0.66%	0.00%	0.00%	0.00%	0.32%	0.24%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	64	0	0	2	0	0	0	0	0	0	5	0	0	1	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	2	0	1	1	0	0	1	4	0	2	1	1	1	0	1	0	0	1	2	1	1	3	0	1	3	0	1	1	0	0	0	0	1	22	0					
		0.22%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.32%	0.00%	0.07%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.21%	0.16%	0.00%	0.00%	0.11%	0.85%	0.00%	0.39%	0.20%	0.16%	0.13%	0.00%	0.13%	0.00%	0.00%	0.13%	0.30%	0.11%	0.13%	0.37%	0.00%	0.14%	0.45%	0.00%	0.11%	0.25%	0.00%	0.00%	0.00%	0.00%	0.32%	2.65%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2905	14	3	59	41	6	5	4	25	5	74	9	19	20	21	138	12	12	77	45	12	20	5	9	45	1	32	17	24	47	5	28	34	12	13	55	37	17	40	48	80	88	68	93	100	108	88	82	140	108	99	104	79	87	88	120	28	10	22	7	32	60	111	13					
		10.07%	8.00%	7.69%	4.85%	7.99%	3.06%	10.42%	5.80%	6.10%	5.15%	6.72%	7.63%	12.75%	6.49%	9.01%	10.09%	7.74%	5.74%	12.30%	6.52%	8.05%	9.43%	7.94%	7.20%	12.30%	2.86%	8.08%	4.78%	9.34%	11.44%	17.86%	6.01%	5.60%	6.38%	4.78%	6.31%	7.87%	7.76%	7.89%	9.64%	12.72%	11.84%	10.35%	11.97%	12.44%	13.86%	11.75%	12.11%	15.28%	14.57%	12.12%	13.02%	11.06%	12.91%	13.56%	12.90%	6.91%	6.58%	15.07%	4.40%	10.63%	19.35%	13.36%	4.94%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2326	2	4	119	22	8	0	1	31	1	75	0	7	14	9	119	11	10	61	62	9	12	2	19	26	3	10	17	11	36	1	32	42	7	12	155	36	12	38	35	44	56	52	70	77	81	62	64	92	60	77	78	76	53	39	115	26	13	6	15	17	27	43	12					
		8.07%	1.14%	10.26%	9.79%	4.29%	4.08%	0.00%	1.45%	7.56%	1.03%	6.81%	0.00%	4.70%	4.55%	3.86%	8.70%	7.10%	4.78%	9.74%	8.99%	6.04%	5.66%	3.17%	15.20%	7.10%	8.57%	2.53%	4.78%	4.28%	8.76%	3.57%	6.87%	6.92%	3.72%	4.41%	17.78%	7.66%	5.48%	7.50%	7.03%	6.99%	7.54%	7.91%	9.01%	9.58%	10.40%	8.28%	9.45%	10.04%	8.10%	9.42%	9.76%	10.64%	7.86%	6.01%	12.37%	6.42%	8.55%	4.11%	9.43%	5.65%	8.71%	5.17%	4.56%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	173	2	1	5	1	2	1	0	1	0	5	2	0	4	1	10	2	2	2	3	0	1	0	0	0	0	3	2	1	3	2	1	2	0	4	5	3	3	18	4	5	5	4	3	5	4	4	1	8	1	6	5	3	2	3	1	3	1	0	0	0	7	4	2					
		0.60%	1.14%	2.56%	0.41%	0.19%	1.02%	2.08%	0.00%	0.24%	0.00%	0.45%	1.69%	0.00%	1.30%	0.43%	0.73%	1.29%	0.96%	0.32%	0.43%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.76%	0.56%	0.39%	0.73%	7.14%	0.21%	0.33%	0.00%	1.47%	0.57%	0.64%	1.37%	3.55%	0.80%	0.79%	0.67%	0.61%	0.39%	0.62%	0.51%	0.53%	0.15%	0.87%	0.13%	0.73%	0.63%	0.42%	0.30%	0.46%	0.11%	0.74%	0.66%	0.00%	0.00%	0.00%	2.26%	0.48%	0.76%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	18882	148	23	859	371	153	28	57	277	78	698	86	87	175	144	910	104	150	367	446	121	152	53	78	263	31	321	284	194	246	19	324	333	124	190	496	296	165	312	358	410	465	450	477	494	503	501	443	542	465	493	507	437	441	435	575	242	104	110	109	217	190	556	195					
		65.47%	84.57%	58.97%	70.64%	72.32%	78.06%	58.33%	82.61%	67.56%	80.41%	63.40%	72.88%	58.39%	56.82%	61.80%	66.52%	67.10%	71.77%	58.63%	64.64%	81.21%	71.70%	84.13%	62.40%	71.86%	88.57%	81.06%	79.78%	75.49%	59.85%	67.86%	69.53%	54.86%	65.96%	69.85%	56.88%	62.98%	75.34%	61.54%	71.89%	65.18%	62.58%	68.49%	61.39%	61.44%	64.57%	66.89%	65.44%	59.17%	62.75%	60.34%	63.45%	61.20%	65.43%	67.03%	61.83%	59.75%	68.42%	75.34%	68.55%	72.09%	61.29%	66.91%	74.14%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	169	0	0	6	1	3	0	1	3	1	4	0	0	1	1	5	1	0	1	1	0	2	0	1	0	0	3	0	0	4	0	0	6	0	1	3	2	0	3	5	3	7	4	6	6	7	9	3	9	3	10	9	2	1	5	5	3	1	1	1	5	3	7	0					
		0.59%	0.00%	0.00%	0.49%	0.19%	1.53%	0.00%	1.45%	0.73%	1.03%	0.36%	0.00%	0.00%	0.32%	0.43%	0.37%	0.65%	0.00%	0.16%	0.14%	0.00%	0.94%	0.00%	0.80%	0.00%	0.00%	0.76%	0.00%	0.00%	0.97%	0.00%	0.00%	0.99%	0.00%	0.37%	0.34%	0.43%	0.00%	0.59%	1.00%	0.48%	0.94%	0.61%	0.77%	0.75%	0.90%	1.20%	0.44%	0.98%	0.40%	1.22%	1.13%	0.28%	0.15%	0.77%	0.54%	0.74%	0.66%	0.68%	0.63%	1.66%	0.97%	0.84%	0.00%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
