Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																							
Дата голосования: 02.12.2007																																																							
																																																							
"Наименование Избирательной комиссии:    Смоленск, Промышленная"																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619					
		0.15%	0.17%	0.20%	0.12%	0.22%	0.08%	0.70%	0.00%	0.00%	0.00%	0.25%	0.07%	0.10%	0.08%	0.08%	0.00%	0.20%	0.08%	0.17%	0.09%	0.08%	0.08%	0.25%	0.13%	0.33%	0.00%	0.16%	0.00%	0.00%	0.08%	0.14%	0.15%	0.24%	0.24%	0.14%	0.10%	0.07%	0.00%	0.07%	0.11%	0.12%	0.00%	0.30%	0.22%	0.26%	0.19%	0.12%	0.21%	0.30%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	11864	227	219	158	314	222	196	141	62	110	291	254	225	302	292	270	143	316	279	227	290	312	362	344	159	129	249	275	210	323	291	361	367	87	309	219	314	141	274	163	133	333	336	251	302	305	325	246	206					
		20.38%	19.09%	21.64%	18.79%	23.38%	18.12%	17.21%	16.79%	13.45%	20.26%	18.23%	18.13%	23.54%	22.81%	22.00%	25.38%	14.20%	25.63%	16.17%	19.74%	23.79%	24.64%	22.95%	22.11%	17.28%	16.43%	20.49%	23.56%	19.48%	24.73%	20.19%	27.12%	22.32%	10.51%	22.26%	22.46%	23.24%	17.43%	19.41%	17.25%	16.14%	20.49%	20.40%	18.04%	19.89%	19.63%	19.82%	17.06%	20.93%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	759	21	16	12	25	13	16	4	5	5	28	13	14	27	31	11	5	13	26	16	13	17	29	18	6	4	35	22	21	8	11	15	25	9	16	11	6	8	14	10	7	14	25	17	20	22	30	9	16					
		1.30%	1.77%	1.58%	1.43%	1.86%	1.06%	1.40%	0.48%	1.08%	0.92%	1.75%	0.93%	1.46%	2.04%	2.34%	1.03%	0.50%	1.05%	1.51%	1.39%	1.07%	1.34%	1.84%	1.16%	0.65%	0.51%	2.88%	1.89%	1.95%	0.61%	0.76%	1.13%	1.52%	1.09%	1.15%	1.13%	0.44%	0.99%	0.99%	1.06%	0.85%	0.86%	1.52%	1.22%	1.32%	1.42%	1.83%	0.62%	1.63%					
23	6.Политическая партия «Партия социальной справедливости»	142	2	1	3	5	2	3	1	2	2	3	1	2	1	8	2	2	4	6	3	2	0	2	8	5	0	6	3	4	6	5	3	6	1	3	1	3	0	5	2	1	8	1	4	2	2	2	3	1					
		0.24%	0.17%	0.10%	0.36%	0.37%	0.16%	0.26%	0.12%	0.43%	0.37%	0.19%	0.07%	0.21%	0.08%	0.60%	0.19%	0.20%	0.32%	0.35%	0.26%	0.16%	0.00%	0.13%	0.51%	0.54%	0.00%	0.49%	0.26%	0.37%	0.46%	0.35%	0.23%	0.36%	0.12%	0.22%	0.10%	0.22%	0.00%	0.35%	0.21%	0.12%	0.49%	0.06%	0.29%	0.13%	0.13%	0.12%	0.21%	0.10%					
24	7.Политическая партия «Либерально-демократическая партия России»	7576	149	109	86	157	154	164	109	68	72	196	173	102	148	200	118	152	141	177	146	154	170	208	196	141	157	138	142	138	140	202	163	190	144	182	124	171	128	156	134	116	224	248	201	199	226	235	183	145					
		13.01%	12.53%	10.77%	10.23%	11.69%	12.57%	14.40%	12.98%	14.75%	13.26%	12.28%	12.35%	10.67%	11.18%	15.07%	11.09%	15.09%	11.44%	10.26%	12.70%	12.63%	13.43%	13.19%	12.60%	15.33%	20.00%	11.36%	12.17%	12.80%	10.72%	14.02%	12.25%	11.56%	17.39%	13.11%	12.72%	12.66%	15.82%	11.05%	14.18%	14.08%	13.78%	15.06%	14.45%	13.11%	14.54%	14.33%	12.69%	14.74%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	6418	116	117	101	175	170	149	85	51	58	214	163	123	149	153	130	111	137	165	123	119	123	186	173	100	82	144	132	136	149	159	103	166	71	154	109	161	82	116	102	75	174	177	177	150	179	179	165	85					
		11.02%	9.76%	11.56%	12.01%	13.03%	13.88%	13.08%	10.12%	11.06%	10.68%	13.41%	11.63%	12.87%	11.25%	11.53%	12.22%	11.02%	11.11%	9.57%	10.70%	9.76%	9.72%	11.79%	11.12%	10.87%	10.45%	11.85%	11.31%	12.62%	11.41%	11.03%	7.74%	10.10%	8.57%	11.10%	11.18%	11.92%	10.14%	8.22%	10.79%	9.10%	10.71%	10.75%	12.72%	9.88%	11.52%	10.91%	11.44%	8.64%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	1062	15	21	14	27	14	14	23	6	2	32	30	12	17	15	24	28	19	42	14	25	27	18	21	9	18	25	26	21	24	22	16	28	9	29	22	20	16	28	12	17	39	40	24	36	36	31	32	22					
		1.82%	1.26%	2.08%	1.66%	2.01%	1.14%	1.23%	2.74%	1.30%	0.37%	2.01%	2.14%	1.26%	1.28%	1.13%	2.26%	2.78%	1.54%	2.43%	1.22%	2.05%	2.13%	1.14%	1.35%	0.98%	2.29%	2.06%	2.23%	1.95%	1.84%	1.53%	1.20%	1.70%	1.09%	2.09%	2.26%	1.48%	1.98%	1.98%	1.27%	2.06%	2.40%	2.43%	1.73%	2.37%	2.32%	1.89%	2.22%	2.24%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	25169	556	405	386	527	502	498	405	222	218	635	622	365	565	497	423	502	516	897	522	519	518	630	667	430	321	503	465	427	527	625	548	713	447	552	401	532	386	662	446	419	705	706	612	688	639	694	696	428					
		43.24%	46.76%	40.02%	45.90%	39.24%	40.98%	43.72%	48.21%	48.16%	40.15%	39.79%	44.40%	38.18%	42.67%	37.45%	39.76%	49.85%	41.85%	52.00%	45.39%	42.58%	40.92%	39.95%	42.87%	46.74%	40.89%	41.40%	39.85%	39.61%	40.35%	43.37%	41.17%	43.37%	53.99%	39.77%	41.13%	39.38%	47.71%	46.88%	47.20%	50.85%	43.38%	42.87%	43.99%	45.32%	41.12%	42.32%	48.27%	43.50%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1660	26	65	24	21	81	26	17	14	9	74	50	44	42	48	26	13	29	34	27	20	31	47	25	20	18	41	44	35	40	47	35	50	13	46	36	51	17	68	13	9	38	43	20	36	38	63	31	15					
		2.85%	2.19%	6.42%	2.85%	1.56%	6.61%	2.28%	2.02%	3.04%	1.66%	4.64%	3.57%	4.60%	3.17%	3.62%	2.44%	1.29%	2.35%	1.97%	2.35%	1.64%	2.45%	2.98%	1.61%	2.17%	2.29%	3.37%	3.77%	3.25%	3.06%	3.26%	2.63%	3.04%	1.57%	3.31%	3.69%	3.77%	2.10%	4.82%	1.38%	1.09%	2.34%	2.61%	1.44%	2.37%	2.45%	3.84%	2.15%	1.52%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
