Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																									
Дата голосования: 04.12.2011																																																									
																																																									
"Наименование Избирательной комиссии:    Смоленск, Промышленная"																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №810					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	12695	196	162	197	281	246	295	301	90	191	95	81	198	325	280	279	207	220	301	215	272	367	291	253	323	257	165	95	249	324	301	329	383	321	246	268	230	261	235	212	364	258	256	247	312	321	333	351	355	292	64					
		24.27%	21.88%	19.59%	25.10%	23.01%	23.01%	23.10%	24.22%	19.61%	26.45%	21.54%	21.04%	27.31%	23.21%	24.43%	25.18%	22.85%	21.03%	24.94%	17.16%	21.32%	30.89%	26.24%	26.91%	24.38%	22.66%	21.40%	18.85%	22.82%	24.31%	21.11%	25.60%	27.20%	24.83%	24.95%	23.80%	26.02%	25.27%	25.54%	28.65%	32.97%	22.43%	23.59%	28.46%	31.58%	21.76%	22.99%	26.00%	23.91%	25.89%	19.39%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7436	129	130	93	155	185	162	212	94	106	72	73	163	182	151	142	110	139	175	175	159	151	163	152	198	132	128	98	166	177	171	192	192	154	154	134	103	122	120	141	140	160	145	117	143	206	214	183	229	201	43					
		14.22%	14.40%	15.72%	11.85%	12.69%	17.31%	12.69%	17.06%	20.48%	14.68%	16.33%	18.96%	22.48%	13.00%	13.18%	12.82%	12.14%	13.29%	14.50%	13.97%	12.46%	12.71%	14.70%	16.17%	14.94%	11.64%	16.60%	19.44%	15.22%	13.28%	11.99%	14.94%	13.64%	11.91%	15.62%	11.90%	11.65%	11.81%	13.04%	19.05%	12.68%	13.91%	13.36%	13.48%	14.47%	13.97%	14.78%	13.56%	15.42%	17.82%	13.03%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	766	12	7	9	25	23	24	15	4	7	5	1	10	18	22	17	18	17	17	25	19	8	16	11	23	16	6	9	16	33	17	9	25	12	12	16	10	13	17	13	12	19	14	13	14	38	21	14	28	15	1					
		1.46%	1.34%	0.85%	1.15%	2.05%	2.15%	1.88%	1.21%	0.87%	0.97%	1.13%	0.26%	1.38%	1.29%	1.92%	1.53%	1.99%	1.63%	1.41%	1.99%	1.49%	0.67%	1.44%	1.17%	1.74%	1.41%	0.78%	1.79%	1.47%	2.48%	1.19%	0.70%	1.78%	0.93%	1.22%	1.42%	1.13%	1.26%	1.85%	1.76%	1.09%	1.65%	1.29%	1.50%	1.42%	2.58%	1.45%	1.04%	1.89%	1.33%	0.30%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	14987	283	236	222	370	307	367	299	103	198	103	123	165	422	322	350	265	322	364	323	368	355	319	272	373	374	204	148	342	369	436	372	423	410	254	321	265	318	235	163	273	372	314	239	250	443	407	401	428	290	105					
		28.66%	31.58%	28.54%	28.28%	30.30%	28.72%	28.74%	24.05%	22.44%	27.42%	23.36%	31.95%	22.76%	30.14%	28.10%	31.59%	29.25%	30.78%	30.16%	25.78%	28.84%	29.88%	28.76%	28.94%	28.15%	32.98%	26.46%	29.37%	31.35%	27.68%	30.58%	28.95%	30.04%	31.71%	25.76%	28.51%	29.98%	30.78%	25.54%	22.03%	24.73%	32.35%	28.94%	27.53%	25.30%	30.03%	28.11%	29.70%	28.82%	25.71%	31.82%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2532	63	50	84	58	58	58	43	9	17	28	10	13	100	74	56	63	73	65	51	73	56	40	40	70	51	23	25	34	70	68	49	70	60	41	57	40	47	42	19	39	82	57	53	38	75	74	61	60	40	5					
		4.84%	7.03%	6.05%	10.70%	4.75%	5.43%	4.54%	3.46%	1.96%	2.35%	6.35%	2.60%	1.79%	7.14%	6.46%	5.05%	6.95%	6.98%	5.39%	4.07%	5.72%	4.71%	3.61%	4.26%	5.28%	4.50%	2.98%	4.96%	3.12%	5.25%	4.77%	3.81%	4.97%	4.64%	4.16%	5.06%	4.52%	4.55%	4.57%	2.57%	3.53%	7.13%	5.25%	6.11%	3.85%	5.08%	5.11%	4.52%	4.04%	3.55%	1.52%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12617	195	219	160	294	220	324	339	150	187	125	87	161	311	270	237	227	251	261	441	364	227	263	195	309	278	228	121	264	319	409	314	278	312	257	299	214	247	246	176	245	234	257	173	207	338	366	305	348	262	103					
		24.12%	21.76%	26.48%	20.38%	24.08%	20.58%	25.37%	27.27%	32.68%	25.90%	28.34%	22.60%	22.21%	22.21%	23.56%	21.39%	25.06%	23.99%	21.62%	35.20%	28.53%	19.11%	23.72%	20.74%	23.32%	24.51%	29.57%	24.01%	24.20%	23.93%	28.68%	24.44%	19.74%	24.13%	26.06%	26.55%	24.21%	23.91%	26.74%	23.78%	22.19%	20.35%	23.69%	19.93%	20.95%	22.92%	25.28%	22.59%	23.43%	23.23%	31.21%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	364	3	5	9	11	7	7	9	1	4	3	5	4	13	10	11	7	3	10	12	8	10	6	1	14	5	1	3	7	18	7	4	10	6	6	8	8	6	11	3	4	7	16	5	8	10	11	11	8	8	0					
		0.70%	0.33%	0.60%	1.15%	0.90%	0.65%	0.55%	0.72%	0.22%	0.55%	0.68%	1.30%	0.55%	0.93%	0.87%	0.99%	0.77%	0.29%	0.83%	0.96%	0.63%	0.84%	0.54%	0.11%	1.06%	0.44%	0.13%	0.60%	0.64%	1.35%	0.49%	0.31%	0.71%	0.46%	0.61%	0.71%	0.90%	0.58%	1.20%	0.41%	0.36%	0.61%	1.47%	0.58%	0.81%	0.68%	0.76%	0.81%	0.54%	0.71%	0.00%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
