Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Вуктыльская городская																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68					
		0.41%	0.38%	0.31%	0.57%	0.26%	0.35%	0.0%	0.0%	0.79%	0.50%	0.61%	0.0%	0.50%					
31	"14. ""Великая Россия - Евразийский Союз"""	20	4	3	4	0	4	0	1	1	0	1	0	2					
		0.24%	0.30%	0.23%	0.32%	0.0%	0.35%	0.0%	0.74%	0.15%	0.0%	0.20%	0.0%	1.01%					
32	"15. ""Партия СЛОН"""	11	3	3	1	1	1	0	0	1	0	1	0	0					
		0.13%	0.22%	0.23%	0.08%	0.08%	0.08%	0.0%	0.0%	0.15%	0.0%	0.20%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	555	90	87	114	72	79	11	9	39	15	25	8	6					
		6.93%	6.88%	6.74%	9.37%	6.29%	7.04%	6.11%	6.66%	6.19%	7.61%	5.10%	8.08%	3.04%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	22	1	4	3	3	2	1	0	3	1	3	0	1					
		0.27%	0.07%	0.31%	0.24%	0.26%	0.17%	0.55%	0.0%	0.47%	0.50%	0.61%	0.0%	0.50%					
35	"18. ""ЛДПР"""	1671	287	255	213	221	245	48	30	142	48	118	24	40					
		20.86%	21.95%	19.76%	17.51%	19.31%	21.83%	26.66%	22.22%	22.53%	24.36%	24.08%	24.24%	20.30%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	129	18	12	19	16	12	6	4	21	3	10	3	5					
		1.61%	1.37%	0.93%	1.56%	1.39%	1.06%	3.33%	2.96%	3.33%	1.52%	2.04%	3.03%	2.53%					
37	"20. ""Политическая партия ""Единая Россия"""	2809	480	436	445	425	425	67	36	210	60	138	24	63					
		35.08%	36.72%	33.79%	36.59%	37.15%	37.87%	37.22%	26.66%	33.33%	30.45%	28.16%	24.24%	31.97%					
38	"21. ""Российская Конституционно-демократическая партия"""	12	1	4	1	2	1	0	0	1	2	0	0	0					
		0.14%	0.07%	0.31%	0.08%	0.17%	0.08%	0.0%	0.0%	0.15%	1.01%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	25	4	5	4	6	3	0	0	0	0	3	0	0					
		0.31%	0.30%	0.38%	0.32%	0.52%	0.26%	0.0%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	569	55	80	75	66	73	7	30	66	8	70	12	27					
		7.10%	4.20%	6.20%	6.16%	5.76%	6.50%	3.88%	22.22%	10.47%	4.06%	14.28%	12.12%	13.70%					
																			
41	Против всех	553	106	88	79	89	73	5	12	40	20	21	7	13					
		6.90%	8.11%	6.82%	6.49%	7.77%	6.50%	2.77%	8.88%	6.34%	10.15%	4.28%	7.07%	6.59%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
