Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Светловская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	306	25	17	26	17	27	15	13	20	16	30	33	27	15	20	5					
		2.24%	2.24%	1.69%	2.62%	1.75%	2.34%	1.43%	2.15%	2.02%	1.68%	3.21%	2.88%	3.17%	1.84%	2.53%	1.63%					
19	2.Всероссийская политическая партия «Гражданская Сила»	213	21	14	15	9	22	26	10	24	14	16	19	9	7	6	1					
		1.56%	1.89%	1.39%	1.51%	0.93%	1.91%	2.48%	1.66%	2.42%	1.47%	1.71%	1.66%	1.06%	0.86%	0.76%	0.33%					
20	3.Политическая партия «Демократическая партия России»	16	1	1	0	3	0	0	1	1	1	2	3	0	1	1	1					
		0.12%	0.09%	0.10%	0.00%	0.31%	0.00%	0.00%	0.17%	0.10%	0.11%	0.21%	0.26%	0.00%	0.12%	0.13%	0.33%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1597	127	117	109	161	145	119	71	129	132	125	143	77	76	51	15					
		11.67%	11.40%	11.62%	10.97%	16.56%	12.56%	11.34%	11.75%	13.02%	13.87%	13.38%	12.48%	9.05%	9.31%	6.45%	4.90%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	73	5	1	4	5	3	10	2	5	7	9	9	6	5	0	2					
		0.53%	0.45%	0.10%	0.40%	0.51%	0.26%	0.95%	0.33%	0.50%	0.74%	0.96%	0.79%	0.71%	0.61%	0.00%	0.65%					
23	6.Политическая партия «Партия социальной справедливости»	39	2	3	4	2	3	5	2	2	4	4	3	0	3	2	0					
		0.29%	0.18%	0.30%	0.40%	0.21%	0.26%	0.48%	0.33%	0.20%	0.42%	0.43%	0.26%	0.00%	0.37%	0.25%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1651	152	116	93	111	143	117	86	112	106	110	145	91	105	104	60					
		12.07%	13.64%	11.52%	9.36%	11.42%	12.39%	11.15%	14.24%	11.30%	11.13%	11.78%	12.65%	10.69%	12.87%	13.15%	19.61%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1327	101	98	132	81	107	103	50	107	91	97	103	94	80	56	27					
		9.70%	9.07%	9.73%	13.28%	8.33%	9.27%	9.82%	8.28%	10.80%	9.56%	10.39%	8.99%	11.05%	9.80%	7.08%	8.82%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	637	61	51	54	28	63	48	29	48	48	57	75	20	27	24	4					
		4.66%	5.48%	5.06%	5.43%	2.88%	5.46%	4.58%	4.80%	4.84%	5.04%	6.10%	6.54%	2.35%	3.31%	3.03%	1.31%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7432	591	567	526	528	602	570	323	507	511	456	590	501	470	512	178					
		54.32%	53.05%	56.31%	52.92%	54.32%	52.17%	54.34%	53.48%	51.16%	53.68%	48.82%	51.48%	58.87%	57.60%	64.73%	58.17%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	246	11	12	21	17	27	23	6	31	12	19	16	14	20	9	8					
		1.80%	0.99%	1.19%	2.11%	1.75%	2.34%	2.19%	0.99%	3.13%	1.26%	2.03%	1.40%	1.65%	2.45%	1.14%	2.61%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
