Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
"Наименование Избирательной комиссии:    Ярославль, Красноперекопская"																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177					
		10.66%	11.63%	8.75%	10.46%	11.78%	12.47%	12.05%	9.07%	10.77%	10.05%	11.26%	10.65%	11.49%	7.45%	10.97%	12.75%	6.95%	10.66%	13.81%	8.85%	11.90%	13.30%	11.36%	13.64%	10.57%	10.40%	10.07%	6.65%	14.53%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	348	15	14	12	7	18	12	8	6	15	14	6	20	12	14	2	58	10	14	17	8	8	11	7	12	6	9	12	1					
		1.14%	1.47%	1.49%	1.04%	0.54%	1.32%	0.97%	0.67%	0.42%	1.17%	1.34%	0.52%	1.62%	1.38%	1.73%	0.98%	2.92%	0.99%	1.36%	1.63%	0.76%	0.65%	0.86%	0.60%	1.09%	0.53%	0.81%	1.27%	0.85%					
23	6.Политическая партия «Партия социальной справедливости»	116	4	5	7	2	4	2	0	3	3	5	2	4	2	7	1	12	5	2	3	7	6	5	4	6	2	8	5	0					
		0.38%	0.39%	0.53%	0.61%	0.16%	0.29%	0.16%	0.00%	0.21%	0.23%	0.48%	0.17%	0.32%	0.23%	0.86%	0.49%	0.60%	0.49%	0.19%	0.29%	0.67%	0.49%	0.39%	0.34%	0.55%	0.18%	0.72%	0.53%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	4028	141	118	150	166	202	164	152	207	181	111	132	159	141	142	19	359	113	142	133	126	158	160	109	155	138	138	100	12					
		13.23%	13.78%	12.59%	12.96%	12.87%	14.82%	13.26%	12.76%	14.58%	14.10%	10.59%	11.34%	12.86%	16.17%	17.51%	9.31%	18.07%	11.15%	13.81%	12.79%	12.00%	12.89%	12.54%	9.29%	14.13%	12.16%	12.41%	10.56%	10.26%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3106	117	98	133	152	148	131	161	173	172	133	129	130	79	72	30	93	120	98	86	81	116	134	130	96	95	107	81	11					
		10.20%	11.44%	10.46%	11.50%	11.78%	10.86%	10.59%	13.52%	12.18%	13.40%	12.69%	11.08%	10.52%	9.06%	8.88%	14.71%	4.68%	11.85%	9.53%	8.27%	7.71%	9.46%	10.50%	11.08%	8.75%	8.37%	9.62%	8.55%	9.40%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	218	10	7	5	11	5	9	9	7	9	10	9	3	6	4	1	30	7	4	5	14	11	10	11	8	6	6	0	1					
		0.72%	0.98%	0.75%	0.43%	0.85%	0.37%	0.73%	0.76%	0.49%	0.70%	0.95%	0.77%	0.24%	0.69%	0.49%	0.49%	1.51%	0.69%	0.39%	0.48%	1.33%	0.90%	0.78%	0.94%	0.73%	0.53%	0.54%	0.00%	0.85%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	16648	507	518	589	698	661	645	635	754	669	567	651	663	512	400	117	1112	547	521	619	612	664	687	652	620	683	661	619	65					
		54.69%	49.56%	55.28%	50.91%	54.11%	48.50%	52.14%	53.32%	53.10%	52.10%	54.10%	55.93%	53.64%	58.72%	49.32%	57.35%	55.96%	53.99%	50.68%	59.52%	58.29%	54.16%	53.84%	55.58%	56.52%	60.18%	59.44%	65.36%	55.56%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	551	29	25	26	22	39	38	22	26	22	13	28	23	12	16	2	36	18	28	15	16	12	19	17	10	16	9	11	1					
		1.81%	2.83%	2.67%	2.25%	1.71%	2.86%	3.07%	1.85%	1.83%	1.71%	1.24%	2.41%	1.86%	1.38%	1.97%	0.98%	1.81%	1.78%	2.72%	1.44%	1.52%	0.98%	1.49%	1.45%	0.91%	1.41%	0.81%	1.16%	0.85%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
