Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Мухоршибирская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494									
		2.48%	3.21%	2.14%	0.69%	1.45%	1.07%	0.00%	3.26%	0.97%	1.57%	0.00%	1.72%	2.84%	4.15%	3.28%	4.51%	2.06%	2.35%	2.80%	0.00%	2.31%	4.97%	2.45%	1.60%	0.00%	3.13%	1.55%	1.02%	0.00%	1.62%	5.17%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3714	84	87	73	143	105	43	262	176	207	17	70	263	144	150	157	53	168	257	31	205	125	225	102	26	108	122	60	12	187	52									
		46.80%	53.85%	62.14%	50.34%	69.08%	37.50%	76.79%	38.87%	42.72%	46.31%	54.84%	60.34%	49.72%	46.01%	49.18%	54.51%	54.64%	28.19%	37.85%	62.00%	59.25%	38.82%	50.11%	54.55%	55.32%	56.25%	63.21%	61.22%	35.29%	43.39%	44.83%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	33	0	0	1	1	0	0	6	2	0	0	0	3	0	2	1	0	5	2	1	1	0	2	2	0	1	0	0	0	2	1									
		0.42%	0.00%	0.00%	0.69%	0.48%	0.00%	0.00%	0.89%	0.49%	0.00%	0.00%	0.00%	0.57%	0.00%	0.66%	0.35%	0.00%	0.84%	0.29%	2.00%	0.29%	0.00%	0.45%	1.07%	0.00%	0.52%	0.00%	0.00%	0.00%	0.46%	0.86%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	2	0	1	0	0	1	1	1	0	0	0	1	0									
		0.16%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	3.23%	0.86%	0.00%	0.00%	0.33%	0.00%	0.00%	0.17%	0.29%	0.00%	0.29%	0.00%	0.00%	0.53%	2.13%	0.52%	0.00%	0.00%	0.00%	0.23%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1349	22	2	18	3	16	2	123	97	88	3	2	98	52	50	38	5	210	176	3	48	79	73	5	3	6	32	6	0	72	17									
		16.99%	14.10%	1.43%	12.41%	1.45%	5.71%	3.57%	18.25%	23.54%	19.69%	9.68%	1.72%	18.53%	16.61%	16.39%	13.19%	5.15%	35.23%	25.92%	6.00%	13.87%	24.53%	16.26%	2.67%	6.38%	3.13%	16.58%	6.12%	0.00%	16.71%	14.66%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	0	0	0	0	1	0	6	1	1	1	0	0	1	0	1	0	1	1	0	1	3	0	0	0	0	0	0	0	0	0									
		0.23%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.89%	0.24%	0.22%	3.23%	0.00%	0.00%	0.32%	0.00%	0.35%	0.00%	0.17%	0.15%	0.00%	0.29%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	294	2	10	7	5	32	7	31	7	25	3	4	14	27	9	15	4	5	13	8	6	7	9	2	3	9	9	9	0	6	6									
		3.70%	1.28%	7.14%	4.83%	2.42%	11.43%	12.50%	4.60%	1.70%	5.59%	9.68%	3.45%	2.65%	8.63%	2.95%	5.21%	4.12%	0.84%	1.91%	16.00%	1.73%	2.17%	2.00%	1.07%	6.38%	4.69%	4.66%	9.18%	0.00%	1.39%	5.17%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0									
		0.10%	0.00%	0.71%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.33%	0.00%	0.00%	0.17%	0.29%	2.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	34	2	1	0	0	2	0	3	2	3	0	0	0	4	2	2	1	0	6	0	2	1	1	2	0	0	0	0	0	0	0									
		0.43%	1.28%	0.71%	0.00%	0.00%	0.71%	0.00%	0.45%	0.49%	0.67%	0.00%	0.00%	0.00%	1.28%	0.66%	0.69%	1.03%	0.00%	0.88%	0.00%	0.58%	0.31%	0.22%	1.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1389	26	18	34	36	47	1	128	69	70	2	13	92	43	49	31	21	117	126	3	49	41	87	47	10	48	11	15	17	118	20									
		17.50%	16.67%	12.86%	23.45%	17.39%	16.79%	1.79%	18.99%	16.75%	15.66%	6.45%	11.21%	17.39%	13.74%	16.07%	10.76%	21.65%	19.63%	18.56%	6.00%	14.16%	12.73%	19.38%	25.13%	21.28%	25.00%	5.70%	15.31%	50.00%	27.38%	17.24%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	18	0	1	0	0	3	0	1	0	1	0	0	1	4	1	1	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0									
		0.23%	0.00%	0.71%	0.00%	0.00%	1.07%	0.00%	0.15%	0.00%	0.22%	0.00%	0.00%	0.19%	1.28%	0.33%	0.35%	0.00%	0.00%	0.15%	0.00%	0.29%	0.31%	0.22%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	364	4	7	4	5	57	1	48	23	24	2	19	8	11	16	11	2	21	27	2	5	17	11	3	3	2	7	3	2	16	3									
		4.59%	2.56%	5.00%	2.76%	2.42%	20.36%	1.79%	7.12%	5.58%	5.37%	6.45%	16.38%	1.51%	3.51%	5.25%	3.82%	2.06%	3.52%	3.98%	4.00%	1.45%	5.28%	2.45%	1.60%	6.38%	1.04%	3.63%	3.06%	5.88%	3.71%	2.59%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
