Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Вилегодская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	77	1	0	4	1	2	12	0	0	1	6	1	24	15	1	7	1	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	40	2	1	2	2	1	6	6	1	2	1	1	10	3	0	1	0	1	0									
		0.92%	0.77%	1.23%	0.78%	1.05%	0.76%	1.61%	2.20%	1.09%	1.47%	0.44%	0.75%	1.07%	0.51%	0.00%	0.33%	0.00%	2.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	107	7	2	3	6	1	13	7	4	5	7	3	29	12	0	5	2	0	1									
		2.47%	2.70%	2.47%	1.16%	3.16%	0.76%	3.49%	2.56%	4.35%	3.68%	3.10%	2.26%	3.09%	2.05%	0.00%	1.67%	1.69%	0.00%	0.85%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	123	6	1	8	3	7	18	8	2	5	8	1	31	18	0	5	1	0	1									
		2.84%	2.32%	1.23%	3.10%	1.58%	5.34%	4.83%	2.93%	2.17%	3.68%	3.54%	0.75%	3.30%	3.08%	0.00%	1.67%	0.85%	0.00%	0.85%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2248	154	46	138	110	58	164	143	50	61	124	68	444	324	44	170	62	24	64									
		51.90%	59.46%	56.79%	53.49%	57.89%	44.27%	43.97%	52.38%	54.35%	44.85%	54.87%	51.13%	47.33%	55.48%	61.11%	56.67%	52.54%	48.00%	54.70%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	18	0	0	2	1	0	2	1	1	0	1	1	5	1	0	0	3	0	0									
		0.42%	0.00%	0.00%	0.78%	0.53%	0.00%	0.54%	0.37%	1.09%	0.00%	0.44%	0.75%	0.53%	0.17%	0.00%	0.00%	2.54%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	0	1	1	0	0	1	0	2	0	0	2	0	0	0	0	0	1									
		0.18%	0.00%	0.00%	0.39%	0.53%	0.00%	0.00%	0.37%	0.00%	1.47%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	841	55	18	57	43	30	76	47	18	17	42	34	180	96	13	52	21	16	26									
		19.42%	21.24%	22.22%	22.09%	22.63%	22.90%	20.38%	17.22%	19.57%	12.50%	18.58%	25.56%	19.19%	16.44%	18.06%	17.33%	17.80%	32.00%	22.22%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	6	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0									
		0.14%	0.00%	0.00%	0.39%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.17%	1.39%	0.00%	0.85%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	40	3	0	5	2	0	4	2	2	1	2	1	13	3	0	2	0	0	0									
		0.92%	1.16%	0.00%	1.94%	1.05%	0.00%	1.07%	0.73%	2.17%	0.74%	0.88%	0.75%	1.39%	0.51%	0.00%	0.67%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	1	0	0	2	0	0	0	1	0	1	1	0	0	0	0	0									
		0.14%	0.00%	0.00%	0.39%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.44%	0.00%	0.11%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	44	0	0	1	4	1	2	5	0	0	3	1	16	3	0	4	0	0	4									
		1.02%	0.00%	0.00%	0.39%	2.11%	0.76%	0.54%	1.83%	0.00%	0.00%	1.33%	0.75%	1.71%	0.51%	0.00%	1.33%	0.00%	0.00%	3.42%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	525	20	6	23	11	26	64	33	8	27	22	15	113	77	5	41	23	1	10									
		12.12%	7.72%	7.41%	8.91%	5.79%	19.85%	17.16%	12.09%	8.70%	19.85%	9.73%	11.28%	12.05%	13.18%	6.94%	13.67%	19.49%	2.00%	8.55%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	0	0	0	0	0	2	2	1	2	1	0	6	1	0	0	1	0	0									
		0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.73%	1.09%	1.47%	0.44%	0.00%	0.64%	0.17%	0.00%	0.00%	0.85%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	251	11	6	12	6	5	17	14	5	12	9	6	70	36	8	16	3	6	9									
		5.80%	4.25%	7.41%	4.65%	3.16%	3.82%	4.56%	5.13%	5.43%	8.82%	3.98%	4.51%	7.46%	6.16%	11.11%	5.33%	2.54%	12.00%	7.69%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
