Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Карагайская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК  1301	УИК  1302	УИК  1303	УИК  1304	УИК  1305	УИК  1306	УИК  1307	УИК  1308	УИК  1309	УИК  1310	УИК  1311	УИК  1312	УИК  1313	УИК  1314	УИК  1315	УИК  1316	УИК  1317	УИК  1318	УИК  1319	УИК  1320	УИК  1321	УИК  1322	УИК  1323	УИК  1324	УИК  1325	УИК  1326					
		0.83%	0.47%	1.69%	0.30%	0.96%	0.33%	0.90%	0.53%	1.02%	0.65%	0.85%	0.57%	0.62%	1.34%	2.37%	0.0%	0.68%	0.16%	0.36%	0.31%	0.45%	1.93%	0.35%	1.12%	2.14%	1.09%	2.98%					
23	"6. ""Объединенная Российская партия ""Русь"""	37	0	0	0	0	0	3	2	2	3	0	1	1	1	0	3	2	2	6	2	2	1	0	4	2	0	0					
		0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.90%	1.07%	0.34%	1.96%	0.0%	0.11%	0.10%	0.11%	0.0%	2.20%	0.34%	0.33%	1.08%	0.62%	0.45%	0.24%	0.0%	0.64%	1.42%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	173	1	4	19	0	2	0	2	7	1	2	23	25	30	1	0	14	12	5	5	5	4	3	6	1	1	0					
		1.57%	0.47%	3.38%	1.94%	0.0%	0.66%	0.0%	1.07%	1.20%	0.65%	0.85%	2.63%	2.60%	3.35%	0.26%	0.0%	2.40%	2.01%	0.90%	1.55%	1.13%	0.96%	1.07%	0.96%	0.71%	0.27%	0.0%					
25	"8. ""Народно-республиканская партия России"""	22	0	0	1	0	0	0	0	3	0	0	1	2	0	1	0	1	2	2	0	3	0	0	2	2	1	1					
		0.20%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.11%	0.20%	0.0%	0.26%	0.0%	0.17%	0.33%	0.36%	0.0%	0.67%	0.0%	0.0%	0.32%	1.42%	0.27%	0.49%					
26	"9. ""Российская экологическая партия ""Зеленые"""	20	1	0	2	1	0	1	1	0	1	0	1	1	0	2	0	0	2	2	0	2	1	0	1	0	1	0					
		0.18%	0.47%	0.0%	0.20%	0.96%	0.0%	0.30%	0.53%	0.0%	0.65%	0.0%	0.11%	0.10%	0.0%	0.52%	0.0%	0.0%	0.33%	0.36%	0.0%	0.45%	0.24%	0.0%	0.16%	0.0%	0.27%	0.0%					
27	"10. ""Аграрная партия России"""	1364	43	12	118	17	97	70	20	58	17	29	66	86	92	34	23	32	37	101	81	44	54	31	83	36	56	27					
		12.44%	20.47%	10.16%	12.05%	16.34%	32.11%	21.08%	10.75%	9.94%	11.11%	12.34%	7.56%	8.95%	10.30%	8.97%	16.91%	5.48%	6.20%	18.29%	25.23%	9.95%	13.04%	11.11%	13.28%	25.71%	15.38%	13.43%					
28	"11. ""Истинные патриоты России"""	15	0	0	0	0	0	1	1	1	0	0	1	0	1	3	0	3	2	0	1	1	0	0	0	0	0	0					
		0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.53%	0.17%	0.0%	0.0%	0.11%	0.0%	0.11%	0.79%	0.0%	0.51%	0.33%	0.0%	0.31%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	97	3	1	5	3	4	4	3	7	1	1	5	7	10	1	5	5	6	3	6	3	6	1	3	1	2	1					
		0.88%	1.42%	0.84%	0.51%	2.88%	1.32%	1.20%	1.61%	1.20%	0.65%	0.42%	0.57%	0.72%	1.11%	0.26%	3.67%	0.85%	1.00%	0.54%	1.86%	0.67%	1.44%	0.35%	0.48%	0.71%	0.54%	0.49%					
30	"13. ""Демократическая партия России"""	41	0	0	5	0	2	0	2	4	1	0	5	3	5	1	1	2	2	0	0	0	1	0	4	1	0	2					
		0.37%	0.0%	0.0%	0.51%	0.0%	0.66%	0.0%	1.07%	0.68%	0.65%	0.0%	0.57%	0.31%	0.55%	0.26%	0.73%	0.34%	0.33%	0.0%	0.0%	0.0%	0.24%	0.0%	0.64%	0.71%	0.0%	0.99%					
31	"14. ""Великая Россия - Евразийский Союз"""	35	1	0	2	0	1	0	1	1	0	0	0	7	4	3	0	2	1	1	0	0	0	0	8	0	2	1					
		0.31%	0.47%	0.0%	0.20%	0.0%	0.33%	0.0%	0.53%	0.17%	0.0%	0.0%	0.0%	0.72%	0.44%	0.79%	0.0%	0.34%	0.16%	0.18%	0.0%	0.0%	0.0%	0.0%	1.28%	0.0%	0.54%	0.49%					
32	"15. ""Партия СЛОН"""	19	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	3	3	0	3	1	0	1	2	0	0	0					
		0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.31%	0.11%	0.0%	0.0%	0.51%	0.50%	0.0%	0.93%	0.22%	0.0%	0.35%	0.32%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	393	9	6	40	6	6	6	5	19	11	7	19	62	39	11	7	17	23	8	9	17	14	11	12	1	12	16					
		3.58%	4.28%	5.08%	4.08%	5.76%	1.98%	1.80%	2.68%	3.25%	7.18%	2.97%	2.17%	6.45%	4.36%	2.90%	5.14%	2.91%	3.85%	1.44%	2.80%	3.84%	3.38%	3.94%	1.92%	0.71%	3.29%	7.96%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	52	2	0	3	0	1	2	1	2	4	2	4	4	2	0	1	2	2	5	0	3	3	3	3	0	1	2					
		0.47%	0.95%	0.0%	0.30%	0.0%	0.33%	0.60%	0.53%	0.34%	2.61%	0.85%	0.45%	0.41%	0.22%	0.0%	0.73%	0.34%	0.33%	0.90%	0.0%	0.67%	0.72%	1.07%	0.48%	0.0%	0.27%	0.99%					
35	"18. ""ЛДПР"""	1413	23	21	125	19	23	36	19	107	14	33	126	103	78	49	18	98	82	69	44	70	54	37	99	17	34	15					
		12.89%	10.95%	17.79%	12.76%	18.26%	7.61%	10.84%	10.21%	18.35%	9.15%	14.04%	14.43%	10.72%	8.73%	12.92%	13.23%	16.80%	13.75%	12.49%	13.70%	15.83%	13.04%	13.26%	15.84%	12.14%	9.34%	7.46%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	207	6	3	11	2	4	1	4	12	1	0	17	17	24	11	1	13	9	10	5	10	5	9	21	4	6	1					
		1.88%	2.85%	2.54%	1.12%	1.92%	1.32%	0.30%	2.15%	2.05%	0.65%	0.0%	1.94%	1.77%	2.68%	2.90%	0.73%	2.22%	1.51%	1.81%	1.55%	2.26%	1.20%	3.22%	3.36%	2.85%	1.64%	0.49%					
37	"20. ""Политическая партия ""Единая Россия"""	3598	53	34	304	29	116	111	63	204	51	96	319	330	311	120	30	182	174	180	83	143	160	102	161	27	154	61					
		32.82%	25.23%	28.81%	31.05%	27.88%	38.41%	33.43%	33.87%	34.99%	33.33%	40.85%	36.54%	34.37%	34.82%	31.66%	22.05%	31.21%	29.19%	32.60%	25.85%	32.35%	38.64%	36.55%	25.76%	19.28%	42.30%	30.34%					
38	"21. ""Российская Конституционно-демократическая партия"""	34	0	1	2	0	0	2	2	3	0	3	1	1	5	0	0	2	2	1	3	1	1	2	2	0	0	0					
		0.31%	0.0%	0.84%	0.20%	0.0%	0.0%	0.60%	1.07%	0.51%	0.0%	1.27%	0.11%	0.10%	0.55%	0.0%	0.0%	0.34%	0.33%	0.18%	0.93%	0.22%	0.24%	0.71%	0.32%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	27	0	0	4	0	0	1	0	1	1	1	4	0	2	3	0	1	4	1	0	3	0	0	0	0	0	1					
		0.24%	0.0%	0.0%	0.40%	0.0%	0.0%	0.30%	0.0%	0.17%	0.65%	0.42%	0.45%	0.0%	0.22%	0.79%	0.0%	0.17%	0.67%	0.18%	0.0%	0.67%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	891	15	4	106	3	9	23	13	43	5	8	80	81	72	28	9	77	50	44	16	28	36	19	66	6	22	28					
		8.12%	7.14%	3.38%	10.82%	2.88%	2.98%	6.92%	6.98%	7.37%	3.26%	3.40%	9.16%	8.43%	8.06%	7.38%	6.61%	13.20%	8.38%	7.97%	4.98%	6.33%	8.69%	6.81%	10.56%	4.28%	6.04%	13.93%					
																																	
41	Против всех	475	7	8	48	2	8	15	6	16	4	9	51	39	39	9	10	32	32	14	5	23	20	20	34	2	15	7					
		4.33%	3.33%	6.77%	4.90%	1.92%	2.64%	4.51%	3.22%	2.74%	2.61%	3.82%	5.84%	4.06%	4.36%	2.37%	7.35%	5.48%	5.36%	2.53%	1.55%	5.20%	4.83%	7.16%	5.44%	1.42%	4.12%	3.48%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
