Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																	
Дата голосования: 18.09.2016																																																																	
																																																																	
Наименование Избирательной комиссии:    Канская																																																																	
																																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																																	
																																																																	
		Сумма	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №2269									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	67	6	0	0	0	3	0	0	0	1	0	3	2	3	0	0	0	2	0	2	5	0	0	1	0	0	0	0	0	0	3	0	0	0	3	0	0	1	0	0	3	0	16	0	1	2	1	0	0	0	0	0	0	9	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	115	3	2	4	4	1	1	0	3	0	0	4	2	1	0	3	2	2	0	2	3	1	2	3	1	1	3	3	0	1	0	0	0	1	2	2	1	4	5	4	8	3	3	4	2	2	2	3	3	0	4	1	1	5	3									
14	Число погашенных неиспользованных открепительных удостоверений	290	5	5	5	7	4	5	7	5	4	7	9	5	9	5	5	5	5	3	3	4	3	3	4	7	3	5	7	3	5	4	5	7	5	6	7	5	6	3	5	7	5	6	7	6	5	8	7	5	7	5	5	6	6	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	109	5	0	0	0	0	0	4	1	1	1	5	1	7	1	1	3	4	0	0	4	0	0	1	3	0	0	3	0	1	6	0	2	0	7	1	0	1	0	3	10	3	11	0	2	1	1	1	0	2	0	0	1	11	0									
		1.22%	1.32%	0.00%	0.00%	0.00%	0.00%	0.00%	1.31%	1.11%	1.28%	0.62%	1.05%	1.14%	1.74%	1.41%	1.52%	3.37%	1.27%	0.00%	0.00%	1.25%	0.00%	0.00%	1.52%	1.51%	0.00%	0.00%	3.30%	0.00%	1.41%	3.03%	0.00%	1.42%	0.00%	1.79%	0.46%	0.00%	0.58%	0.00%	2.03%	1.55%	7.69%	1.49%	0.00%	2.38%	0.92%	0.31%	0.77%	0.00%	2.06%	0.00%	0.00%	1.64%	1.04%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	285	11	1	2	2	3	0	11	1	3	3	16	3	15	1	1	6	8	0	3	10	0	2	2	8	1	3	2	0	6	9	5	10	2	12	4	0	1	2	1	6	1	31	2	5	5	13	10	1	4	6	1	0	28	2									
		3.20%	2.90%	2.50%	3.45%	1.77%	3.30%	0.00%	3.61%	1.11%	3.85%	1.86%	3.35%	3.41%	3.72%	1.41%	1.52%	6.74%	2.53%	0.00%	7.14%	3.12%	0.00%	6.06%	3.03%	4.02%	3.03%	10.00%	2.20%	0.00%	8.45%	4.55%	9.26%	7.09%	3.77%	3.07%	1.84%	0.00%	0.58%	3.39%	0.68%	0.93%	2.56%	4.19%	3.45%	5.95%	4.59%	4.08%	7.69%	1.54%	4.12%	9.52%	2.33%	0.00%	2.65%	4.44%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	162	5	0	0	3	0	1	6	1	0	1	9	0	15	0	0	0	4	0	1	3	1	0	0	5	2	0	3	0	1	6	0	3	3	9	4	0	0	0	2	12	0	13	2	1	3	6	1	3	2	3	1	0	24	3									
		1.82%	1.32%	0.00%	0.00%	2.65%	0.00%	3.13%	1.97%	1.11%	0.00%	0.62%	1.88%	0.00%	3.72%	0.00%	0.00%	0.00%	1.27%	0.00%	2.38%	0.93%	3.70%	0.00%	0.00%	2.51%	6.06%	0.00%	3.30%	0.00%	1.41%	3.03%	0.00%	2.13%	5.66%	2.30%	1.84%	0.00%	0.00%	0.00%	1.35%	1.86%	0.00%	1.76%	3.45%	1.19%	2.75%	1.88%	0.77%	4.62%	2.06%	4.76%	2.33%	0.00%	2.27%	6.67%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3536	162	12	34	46	41	11	139	43	51	82	177	43	189	45	37	52	197	11	19	130	15	12	29	71	16	10	44	17	23	72	13	45	17	151	22	15	18	9	27	72	13	347	17	25	58	132	48	39	55	31	19	32	484	17									
		39.70%	42.74%	30.00%	58.62%	40.71%	45.05%	34.38%	45.57%	47.78%	65.38%	50.93%	37.03%	48.86%	46.90%	63.38%	56.06%	58.43%	62.34%	42.31%	45.24%	40.50%	55.56%	36.36%	43.94%	35.68%	48.48%	33.33%	48.35%	51.52%	32.39%	36.36%	24.07%	31.91%	32.08%	38.62%	10.14%	16.48%	10.40%	15.25%	18.24%	11.18%	33.33%	46.96%	29.31%	29.76%	53.21%	41.38%	36.92%	60.00%	56.70%	49.21%	44.19%	52.46%	45.88%	37.78%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	48	4	0	0	0	0	0	0	0	0	0	2	0	3	1	1	1	2	0	0	4	0	0	0	0	0	1	1	1	0	0	0	0	1	3	0	0	0	0	0	3	1	6	0	0	2	0	1	0	3	0	0	0	5	2									
		0.54%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.74%	1.41%	1.52%	1.12%	0.63%	0.00%	0.00%	1.25%	0.00%	0.00%	0.00%	0.00%	0.00%	3.33%	1.10%	3.03%	0.00%	0.00%	0.00%	0.00%	1.89%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	2.56%	0.81%	0.00%	0.00%	1.83%	0.00%	0.77%	0.00%	3.09%	0.00%	0.00%	0.00%	0.47%	4.44%									
24	"6. Политическая партия ""Гражданская Платформа"""	22	1	0	0	0	1	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0	0	2	1	0	0	0	1	0	3	1									
		0.25%	0.26%	0.00%	0.00%	0.00%	1.10%	0.00%	0.00%	0.00%	0.00%	0.62%	0.84%	1.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.31%	0.00%	0.14%	1.72%	0.00%	0.00%	0.63%	0.77%	0.00%	0.00%	0.00%	2.33%	0.00%	0.28%	2.22%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2592	100	10	8	20	23	10	67	21	11	32	145	20	89	8	20	9	47	13	11	76	8	9	17	34	9	11	23	11	14	46	5	22	7	60	158	72	138	48	91	465	10	109	19	32	13	56	24	9	18	7	10	14	275	8									
		29.10%	26.39%	25.00%	13.79%	17.70%	25.27%	31.25%	21.97%	23.33%	14.10%	19.88%	30.33%	22.73%	22.08%	11.27%	30.30%	10.11%	14.87%	50.00%	26.19%	23.68%	29.63%	27.27%	25.76%	17.09%	27.27%	36.67%	25.27%	33.33%	19.72%	23.23%	9.26%	15.60%	13.21%	15.35%	72.81%	79.12%	79.77%	81.36%	61.49%	72.20%	25.64%	14.75%	32.76%	38.10%	11.93%	17.55%	18.46%	13.85%	18.56%	11.11%	23.26%	22.95%	26.07%	17.78%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	26	1	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	2	1	0	1	0	0	1	0	2	0	1	1	0	0	0	2	0	0	0	4	1									
		0.29%	0.26%	2.50%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	2.38%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.10%	0.00%	0.00%	0.51%	1.85%	0.00%	0.00%	0.51%	0.46%	0.00%	0.58%	0.00%	0.00%	0.16%	0.00%	0.27%	0.00%	1.19%	0.92%	0.00%	0.00%	0.00%	2.06%	0.00%	0.00%	0.00%	0.38%	2.22%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	28	0	0	0	0	0	0	2	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	11	0									
		0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	1.41%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.63%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	1.04%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	30	3	2	0	0	0	0	1	0	0	1	2	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	4	2	5	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0									
		0.34%	0.79%	5.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.62%	0.42%	1.14%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.50%	0.00%	3.33%	0.00%	0.00%	0.00%	0.51%	0.00%	2.84%	3.77%	1.28%	0.46%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.14%	0.00%	0.00%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	40	2	0	1	3	0	0	1	0	0	1	7	0	2	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	1	0	3	1	1	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	7	0									
		0.45%	0.53%	0.00%	1.72%	2.65%	0.00%	0.00%	0.33%	0.00%	0.00%	0.62%	1.46%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	3.03%	1.52%	0.50%	0.00%	0.00%	0.00%	3.03%	0.00%	0.51%	0.00%	2.13%	1.89%	0.26%	0.46%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.14%	0.00%	0.00%	0.92%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1404	56	12	9	10	18	10	52	14	6	27	76	8	57	3	5	14	35	2	6	57	0	5	11	47	0	4	8	1	23	34	24	42	15	107	15	4	9	0	13	48	11	157	11	16	19	82	38	11	4	12	8	9	130	9									
		15.76%	14.78%	30.00%	15.52%	8.85%	19.78%	31.25%	17.05%	15.56%	7.69%	16.77%	15.90%	9.09%	14.14%	4.23%	7.58%	15.73%	11.08%	7.69%	14.29%	17.76%	0.00%	15.15%	16.67%	23.62%	0.00%	13.33%	8.79%	3.03%	32.39%	17.17%	44.44%	29.79%	28.30%	27.37%	6.91%	4.40%	5.20%	0.00%	8.78%	7.45%	28.21%	21.24%	18.97%	19.05%	17.43%	25.71%	29.23%	16.92%	4.12%	19.05%	18.60%	14.75%	12.32%	20.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	40	2	0	0	1	0	0	4	1	0	0	5	0	2	0	0	0	0	0	0	2	2	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	2	1	0	0	0	0	0	0	10	0									
		0.45%	0.53%	0.00%	0.00%	0.88%	0.00%	0.00%	1.31%	1.11%	0.00%	0.00%	1.05%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	7.41%	0.00%	1.52%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.58%	0.00%	0.68%	0.00%	0.00%	0.14%	0.00%	1.19%	1.83%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.95%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	228	9	1	2	24	2	0	5	1	2	7	10	6	8	0	1	1	7	0	0	12	0	0	2	14	0	0	4	0	2	10	0	7	3	19	0	0	0	0	3	0	0	19	2	0	3	9	1	0	3	1	0	1	26	1									
		2.56%	2.37%	2.50%	3.45%	21.24%	2.20%	0.00%	1.64%	1.11%	2.56%	4.35%	2.09%	6.82%	1.99%	0.00%	1.52%	1.12%	2.22%	0.00%	0.00%	3.74%	0.00%	0.00%	3.03%	7.04%	0.00%	0.00%	4.40%	0.00%	2.82%	5.05%	0.00%	4.96%	5.66%	4.86%	0.00%	0.00%	0.00%	0.00%	2.03%	0.00%	0.00%	2.57%	3.45%	0.00%	2.75%	2.82%	0.77%	0.00%	3.09%	1.59%	0.00%	1.64%	2.46%	2.22%									
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
