Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Алданская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	223	2	7	10	5	10	5	8	3	3	5	5	5	10	8	5	5	5	5	5	15	10	10	10	5	2	10	5	10	25	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	120	0	6	0	3	7	4	6	0	2	4	0	0	7	5	1	1	1	0	2	5	6	2	7	4	0	8	2	10	23	4	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	144	0	3	1	4	45	3	2	0	1	0	2	0	2	3	0	3	1	0	1	3	2	0	0	3	54	3	1	3	4	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	103	2	1	10	2	3	1	2	3	1	1	5	5	3	3	4	4	4	5	3	10	4	8	3	1	2	2	3	0	2	1	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	24	2	2	2	3	1	2	1	1	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	300	2	19	15	26	15	12	18	8	18	16	1	1	11	12	4	4	6	0	5	30	11	11	9	5	3	17	5	1	12	2	1									
		2.40%	0.75%	2.85%	2.33%	4.96%	2.39%	2.45%	3.59%	1.72%	3.40%	2.43%	0.63%	0.85%	2.36%	1.92%	0.71%	11.43%	2.58%	0.00%	1.29%	3.76%	3.10%	2.53%	2.21%	1.82%	1.40%	2.04%	1.22%	1.03%	2.74%	1.29%	1.28%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	482	17	24	18	19	18	21	27	17	25	26	6	2	13	18	26	0	9	0	16	24	13	18	7	17	14	29	24	1	23	9	1									
		3.86%	6.37%	3.60%	2.80%	3.63%	2.87%	4.29%	5.39%	3.66%	4.73%	3.95%	3.77%	1.69%	2.79%	2.88%	4.63%	0.00%	3.86%	0.00%	4.13%	3.01%	3.66%	4.14%	1.72%	6.20%	6.54%	3.48%	5.84%	1.03%	5.25%	5.81%	1.28%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	336	3	20	24	10	26	10	12	14	16	24	3	4	14	19	22	1	6	1	7	23	6	14	5	10	4	19	10	1	7	0	1									
		2.69%	1.12%	2.99%	3.73%	1.91%	4.15%	2.04%	2.40%	3.02%	3.02%	3.65%	1.89%	3.39%	3.00%	3.04%	3.91%	2.86%	2.58%	2.86%	1.81%	2.88%	1.69%	3.22%	1.23%	3.65%	1.87%	2.28%	2.43%	1.03%	1.60%	0.00%	1.28%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4862	85	238	219	180	261	167	187	164	171	221	58	51	165	261	208	16	108	19	174	326	140	174	178	147	89	358	164	34	178	79	42									
		38.94%	31.84%	35.68%	34.01%	34.35%	41.63%	34.15%	37.33%	35.34%	32.33%	33.59%	36.48%	43.22%	35.41%	41.76%	37.01%	45.71%	46.35%	54.29%	44.96%	40.85%	39.44%	40.00%	43.73%	53.65%	41.59%	42.98%	39.90%	35.05%	40.64%	50.97%	53.85%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	98	4	4	4	7	3	6	6	8	7	10	1	0	0	1	3	0	3	1	3	5	7	2	0	0	2	3	2	2	4	0	0									
		0.78%	1.50%	0.60%	0.62%	1.34%	0.48%	1.23%	1.20%	1.72%	1.32%	1.52%	0.63%	0.00%	0.00%	0.16%	0.53%	0.00%	1.29%	2.86%	0.78%	0.63%	1.97%	0.46%	0.00%	0.00%	0.93%	0.36%	0.49%	2.06%	0.91%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	42	1	6	1	1	0	2	4	0	1	1	0	0	0	2	0	0	5	1	2	3	1	2	1	1	0	3	2	0	0	1	1									
		0.34%	0.37%	0.90%	0.16%	0.19%	0.00%	0.41%	0.80%	0.00%	0.19%	0.15%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	2.15%	2.86%	0.52%	0.38%	0.28%	0.46%	0.25%	0.36%	0.00%	0.36%	0.49%	0.00%	0.00%	0.65%	1.28%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2849	78	185	194	142	105	113	111	93	129	174	42	28	130	131	146	4	46	6	104	186	88	90	115	12	48	220	71	11	28	6	13									
		22.82%	29.21%	27.74%	30.12%	27.10%	16.75%	23.11%	22.16%	20.04%	24.39%	26.44%	26.42%	23.73%	27.90%	20.96%	25.98%	11.43%	19.74%	17.14%	26.87%	23.31%	24.79%	20.69%	28.26%	4.38%	22.43%	26.41%	17.27%	11.34%	6.39%	3.87%	16.67%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	66	1	5	2	1	2	6	3	2	6	2	1	0	6	4	5	1	4	0	0	1	0	1	1	5	0	2	2	1	2	0	0									
		0.53%	0.37%	0.75%	0.31%	0.19%	0.32%	1.23%	0.60%	0.43%	1.13%	0.30%	0.63%	0.00%	1.29%	0.64%	0.89%	2.86%	1.72%	0.00%	0.00%	0.13%	0.00%	0.23%	0.25%	1.82%	0.00%	0.24%	0.49%	1.03%	0.46%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	86	1	4	3	2	7	2	4	6	5	7	1	1	4	2	3	0	4	0	0	8	2	5	3	0	0	7	3	0	1	1	0									
		0.69%	0.37%	0.60%	0.47%	0.38%	1.12%	0.41%	0.80%	1.29%	0.95%	1.06%	0.63%	0.85%	0.86%	0.32%	0.53%	0.00%	1.72%	0.00%	0.00%	1.00%	0.56%	1.15%	0.74%	0.00%	0.00%	0.84%	0.73%	0.00%	0.23%	0.65%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	0	2	2	0	0	0	0	0	0	0	0	0	1	0	2	0	3	0	0	1	1	2	0	0	1	3	0	0	2	0	0									
		0.16%	0.00%	0.30%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.36%	0.00%	1.29%	0.00%	0.00%	0.13%	0.28%	0.46%	0.00%	0.00%	0.47%	0.36%	0.00%	0.00%	0.46%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	98	4	3	7	5	6	5	5	9	1	7	2	0	6	9	4	1	1	1	7	1	1	0	1	2	0	4	2	2	1	1	0									
		0.78%	1.50%	0.45%	1.09%	0.95%	0.96%	1.02%	0.99%	1.94%	0.19%	1.06%	1.26%	0.00%	1.29%	1.44%	0.71%	2.86%	0.43%	2.86%	1.81%	0.13%	0.28%	0.00%	0.25%	0.73%	0.00%	0.48%	0.49%	2.06%	0.23%	0.65%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2071	44	112	91	76	106	90	94	95	93	119	22	20	61	102	76	6	23	5	52	132	53	84	57	48	40	112	105	2	99	37	15									
		16.59%	16.48%	16.79%	14.13%	14.50%	16.91%	18.40%	18.76%	20.47%	17.58%	18.09%	13.84%	16.95%	13.09%	16.32%	13.52%	17.14%	9.87%	14.29%	13.44%	16.54%	14.93%	19.31%	14.00%	17.52%	18.69%	13.45%	25.55%	2.06%	22.60%	23.87%	19.23%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	39	0	4	1	5	1	1	1	3	1	2	3	0	5	0	0	0	0	0	0	2	0	0	4	1	1	3	0	0	1	0	0									
		0.31%	0.00%	0.60%	0.16%	0.95%	0.16%	0.20%	0.20%	0.65%	0.19%	0.30%	1.89%	0.00%	1.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.98%	0.36%	0.47%	0.36%	0.00%	0.00%	0.23%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	814	16	30	40	39	58	43	20	29	40	31	14	10	31	41	45	1	7	0	7	42	15	20	20	26	9	30	18	35	75	19	3									
		6.52%	5.99%	4.50%	6.21%	7.44%	9.25%	8.79%	3.99%	6.25%	7.56%	4.71%	8.81%	8.47%	6.65%	6.56%	8.01%	2.86%	3.00%	0.00%	1.81%	5.26%	4.23%	4.60%	4.91%	9.49%	4.21%	3.60%	4.38%	36.08%	17.12%	12.26%	3.85%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
