Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
Наименование Избирательной комиссии:    Пригородная																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
18	"1. ""ЕДИНЕНИЕ"""	171	7	7	6	5	6	5	7	1	3	1	4	3	1	1	1	5	1	2	2	2	2	1	7	3	1	3	4	13	13	3	0	1	0	3	2	13	1	4	0	2	0	7	3	2	6	7					
		1.10%	2.08%	0.95%	0.89%	4.34%	1.43%	4.71%	1.00%	0.22%	0.42%	2.22%	2.85%	1.67%	1.28%	1.78%	0.51%	1.68%	0.99%	3.92%	2.5%	3.03%	0.76%	0.65%	2.05%	0.52%	0.81%	1.80%	1.74%	2.30%	1.17%	1.45%	0.0%	1.44%	0.0%	2.32%	0.49%	1.01%	0.58%	0.95%	0.0%	0.50%	0.0%	1.22%	0.79%	1.56%	1.43%	0.69%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	279	1	14	18	0	4	4	11	4	9	1	1	4	2	0	0	2	2	0	0	0	4	5	6	8	0	0	1	17	46	4	3	7	2	0	5	18	0	9	11	8	3	8	3	4	5	25					
		1.80%	0.29%	1.90%	2.67%	0.0%	0.95%	3.77%	1.58%	0.89%	1.27%	2.22%	0.71%	2.23%	2.56%	0.0%	0.0%	0.67%	1.98%	0.0%	0.0%	0.0%	1.53%	3.26%	1.76%	1.39%	0.0%	0.0%	0.43%	3.01%	4.17%	1.94%	3.70%	10.14%	1.73%	0.0%	1.24%	1.40%	0.0%	2.14%	2.43%	2.02%	1.57%	1.40%	0.79%	3.12%	1.19%	2.46%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	754	14	39	24	9	6	4	49	35	41	9	12	12	9	1	8	1	2	2	0	0	4	9	14	25	3	9	17	43	24	3	5	3	2	8	8	38	0	23	72	15	6	42	24	2	14	64					
		4.88%	4.16%	5.32%	3.57%	7.82%	1.43%	3.77%	7.05%	7.81%	5.79%	20.0%	8.57%	6.70%	11.53%	1.78%	4.14%	0.33%	1.98%	3.92%	0.0%	0.0%	1.53%	5.88%	4.11%	4.34%	2.43%	5.42%	7.42%	7.63%	2.17%	1.45%	6.17%	4.34%	1.73%	6.20%	1.98%	2.97%	0.0%	5.47%	15.92%	3.79%	3.15%	7.35%	6.34%	1.56%	3.34%	6.31%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	222	5	6	6	3	2	1	12	7	16	0	0	1	0	0	2	7	1	1	2	0	1	2	4	9	0	1	1	6	29	7	1	4	4	1	5	15	2	10	7	3	5	4	4	2	4	19					
		1.43%	1.48%	0.81%	0.89%	2.60%	0.47%	0.94%	1.72%	1.56%	2.26%	0.0%	0.0%	0.55%	0.0%	0.0%	1.03%	2.36%	0.99%	1.96%	2.5%	0.0%	0.38%	1.30%	1.17%	1.56%	0.0%	0.60%	0.43%	1.06%	2.62%	3.39%	1.23%	5.79%	3.47%	0.77%	1.24%	1.17%	1.17%	2.38%	1.54%	0.75%	2.63%	0.70%	1.05%	1.56%	0.95%	1.87%					
22	"5. ""За Русь Святую"""	124	2	10	7	0	2	0	3	4	4	0	1	1	0	1	1	3	1	0	1	0	1	3	1	9	0	1	2	9	10	2	0	0	2	1	0	15	0	2	0	2	2	8	3	1	1	8					
		0.80%	0.59%	1.36%	1.04%	0.0%	0.47%	0.0%	0.43%	0.89%	0.56%	0.0%	0.71%	0.55%	0.0%	1.78%	0.51%	1.01%	0.99%	0.0%	1.25%	0.0%	0.38%	1.96%	0.29%	1.56%	0.0%	0.60%	0.87%	1.59%	0.90%	0.97%	0.0%	0.0%	1.73%	0.77%	0.0%	1.17%	0.0%	0.47%	0.0%	0.50%	1.05%	1.40%	0.79%	0.78%	0.23%	0.78%					
23	"6. ""Объединенная Российская партия ""Русь"""	43	0	1	3	0	2	0	2	1	2	0	1	0	0	1	2	1	0	2	0	0	1	0	2	4	0	0	1	1	4	0	2	1	0	0	3	1	0	1	1	1	0	2	0	0	0	0					
		0.27%	0.0%	0.13%	0.44%	0.0%	0.47%	0.0%	0.28%	0.22%	0.28%	0.0%	0.71%	0.0%	0.0%	1.78%	1.03%	0.33%	0.0%	3.92%	0.0%	0.0%	0.38%	0.0%	0.58%	0.69%	0.0%	0.0%	0.43%	0.17%	0.36%	0.0%	2.46%	1.44%	0.0%	0.0%	0.74%	0.07%	0.0%	0.23%	0.22%	0.25%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	77	2	5	4	0	0	0	2	1	5	0	1	1	2	0	1	1	0	0	0	0	1	0	2	0	1	1	1	3	10	0	1	0	2	2	3	7	0	2	2	2	2	1	1	1	2	5					
		0.49%	0.59%	0.68%	0.59%	0.0%	0.0%	0.0%	0.28%	0.22%	0.70%	0.0%	0.71%	0.55%	2.56%	0.0%	0.51%	0.33%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.58%	0.0%	0.81%	0.60%	0.43%	0.53%	0.90%	0.0%	1.23%	0.0%	1.73%	1.55%	0.74%	0.54%	0.0%	0.47%	0.44%	0.50%	1.05%	0.17%	0.26%	0.78%	0.47%	0.49%					
25	"8. ""Народно-республиканская партия России"""	32	0	1	2	0	1	0	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	1	1	2	0	0	1	0	0	0	1	0	0	0	1	2	0	0	1	2	1	1	2	0	4	3					
		0.20%	0.0%	0.13%	0.29%	0.0%	0.23%	0.0%	0.14%	0.0%	0.28%	0.0%	0.71%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%	0.29%	0.34%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	1.23%	0.0%	0.0%	0.0%	0.24%	0.15%	0.0%	0.0%	0.22%	0.50%	0.52%	0.17%	0.52%	0.0%	0.95%	0.29%					
26	"9. ""Российская экологическая партия ""Зеленые"""	38	0	0	0	1	0	0	2	1	3	0	1	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	2	5	3	1	0	0	0	0	1	5	0	2	2	0	0	1	0	0	0	3					
		0.24%	0.0%	0.0%	0.0%	0.86%	0.0%	0.0%	0.28%	0.22%	0.42%	0.0%	0.71%	0.0%	1.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.52%	0.0%	0.0%	0.87%	0.88%	0.27%	0.48%	0.0%	0.0%	0.0%	0.0%	0.24%	0.39%	0.0%	0.47%	0.44%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.29%					
27	"10. ""Аграрная партия России"""	1034	17	40	30	1	11	2	17	9	12	0	9	10	5	16	50	69	61	10	1	1	46	9	21	30	6	2	5	25	112	13	0	1	4	19	114	64	13	25	18	8	14	31	9	1	44	29					
		6.69%	5.05%	5.45%	4.46%	0.86%	2.63%	1.88%	2.44%	2.00%	1.69%	0.0%	6.42%	5.58%	6.41%	28.57%	25.90%	23.31%	60.39%	19.60%	1.25%	1.51%	17.69%	5.88%	6.17%	5.21%	4.87%	1.20%	2.18%	4.44%	10.15%	6.31%	0.0%	1.44%	3.47%	14.72%	28.28%	5.01%	7.64%	5.95%	3.98%	2.02%	7.36%	5.42%	2.38%	0.78%	10.50%	2.85%					
28	"11. ""Истинные патриоты России"""	17	0	3	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	3					
		0.11%	0.0%	0.40%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	2.22%	0.0%	0.0%	0.0%	1.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.81%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.77%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.52%	0.17%	0.0%	0.0%	0.0%	0.29%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	126	5	5	2	0	1	0	4	6	6	1	0	1	0	1	2	0	0	0	0	3	1	3	1	4	1	6	1	7	13	0	0	1	0	1	2	11	2	7	3	3	1	1	11	0	2	7					
		0.81%	1.48%	0.68%	0.29%	0.0%	0.23%	0.0%	0.57%	1.33%	0.84%	2.22%	0.0%	0.55%	0.0%	1.78%	1.03%	0.0%	0.0%	0.0%	0.0%	4.54%	0.38%	1.96%	0.29%	0.69%	0.81%	3.61%	0.43%	1.24%	1.17%	0.0%	0.0%	1.44%	0.0%	0.77%	0.49%	0.86%	1.17%	1.66%	0.66%	0.75%	0.52%	0.17%	2.91%	0.0%	0.47%	0.69%					
30	"13. ""Демократическая партия России"""	38	2	3	1	0	1	1	1	0	3	0	0	0	0	0	2	0	0	0	1	0	1	2	3	2	1	1	0	1	1	1	1	0	0	0	1	0	0	1	0	1	1	1	0	1	0	3					
		0.24%	0.59%	0.40%	0.14%	0.0%	0.23%	0.94%	0.14%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	1.03%	0.0%	0.0%	0.0%	1.25%	0.0%	0.38%	1.30%	0.88%	0.34%	0.81%	0.60%	0.0%	0.17%	0.09%	0.48%	1.23%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.23%	0.0%	0.25%	0.52%	0.17%	0.0%	0.78%	0.0%	0.29%					
31	"14. ""Великая Россия - Евразийский Союз"""	29	2	2	1	2	0	0	0	0	4	0	0	1	0	0	0	0	0	0	2	0	1	1	0	1	0	0	1	0	2	1	0	0	0	0	3	2	0	0	0	1	1	1	0	0	0	0					
		0.18%	0.59%	0.27%	0.14%	1.73%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.5%	0.0%	0.38%	0.65%	0.0%	0.17%	0.0%	0.0%	0.43%	0.0%	0.18%	0.48%	0.0%	0.0%	0.0%	0.0%	0.74%	0.15%	0.0%	0.0%	0.0%	0.25%	0.52%	0.17%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	1					
		0.06%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.17%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.22%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.09%					
33	"16. ""Родина"" (народно-патриотический союз)"""	494	8	21	20	2	8	0	25	10	31	2	7	4	1	0	6	11	1	0	0	2	0	8	8	27	5	4	7	17	52	6	1	0	2	2	1	36	8	18	11	17	3	18	9	4	8	63					
		3.19%	2.38%	2.86%	2.97%	1.73%	1.91%	0.0%	3.59%	2.23%	4.38%	4.44%	4.99%	2.23%	1.28%	0.0%	3.10%	3.71%	0.99%	0.0%	0.0%	3.03%	0.0%	5.22%	2.35%	4.69%	4.06%	2.40%	3.05%	3.01%	4.71%	2.91%	1.23%	0.0%	1.73%	1.55%	0.24%	2.81%	4.70%	4.28%	2.43%	4.30%	1.57%	3.15%	2.38%	3.12%	1.90%	6.21%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	34	2	2	2	0	0	1	2	0	3	0	2	0	1	0	3	1	0	0	0	0	0	1	1	0	0	2	0	0	1	0	1	0	0	1	0	1	0	1	2	0	0	2	0	0	0	2					
		0.22%	0.59%	0.27%	0.29%	0.0%	0.0%	0.94%	0.28%	0.0%	0.42%	0.0%	1.42%	0.0%	1.28%	0.0%	1.55%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%	0.29%	0.0%	0.0%	1.20%	0.0%	0.0%	0.09%	0.0%	1.23%	0.0%	0.0%	0.77%	0.0%	0.07%	0.0%	0.23%	0.44%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.19%					
35	"18. ""ЛДПР"""	2373	35	118	116	12	47	8	114	61	112	5	11	47	9	7	22	31	9	5	16	9	35	18	61	96	7	23	32	104	171	32	17	17	22	11	35	170	43	67	81	101	24	92	40	10	71	199					
		15.36%	10.41%	16.09%	17.26%	10.43%	11.24%	7.54%	16.40%	13.61%	15.84%	11.11%	7.85%	26.25%	11.53%	12.49%	11.39%	10.47%	8.91%	9.80%	20.0%	13.63%	13.46%	11.76%	17.94%	16.69%	5.69%	13.85%	13.97%	18.47%	15.50%	15.53%	20.98%	24.63%	19.13%	8.52%	8.68%	13.31%	25.29%	15.95%	17.92%	25.56%	12.63%	16.11%	10.58%	7.81%	16.94%	19.62%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	393	15	7	15	5	14	2	21	6	17	0	1	2	0	0	9	4	0	0	1	1	4	3	9	21	1	7	5	17	27	4	3	0	5	4	24	35	2	24	11	12	5	9	7	2	11	21					
		2.54%	4.46%	0.95%	2.23%	4.34%	3.34%	1.88%	3.02%	1.33%	2.40%	0.0%	0.71%	1.11%	0.0%	0.0%	4.66%	1.35%	0.0%	0.0%	1.25%	1.51%	1.53%	1.96%	2.64%	3.65%	0.81%	4.21%	2.18%	3.01%	2.44%	1.94%	3.70%	0.0%	4.34%	3.10%	5.95%	2.74%	1.17%	5.71%	2.43%	3.03%	2.63%	1.57%	1.85%	1.56%	2.62%	2.07%					
37	"20. ""Политическая партия ""Единая Россия"""	7401	184	365	335	51	266	67	318	267	372	23	75	82	40	27	50	129	17	26	54	41	130	72	155	271	84	77	138	207	460	110	31	28	59	65	149	690	67	172	187	183	93	258	226	82	218	400					
		47.92%	54.76%	49.79%	49.85%	44.34%	63.63%	63.20%	45.75%	59.59%	52.61%	51.11%	53.57%	45.81%	51.28%	48.21%	25.90%	43.58%	16.83%	50.98%	67.5%	62.12%	50.0%	47.05%	45.58%	47.13%	68.29%	46.38%	60.26%	36.76%	41.70%	53.39%	38.27%	40.57%	51.30%	50.38%	36.97%	54.03%	39.41%	40.95%	41.37%	46.32%	48.94%	45.18%	59.78%	64.06%	52.02%	39.44%					
38	"21. ""Российская Конституционно-демократическая партия"""	54	0	0	2	0	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0	2	6	1	5	2	2	1	3	1	1	0	0	0	0	0	0	8	0	2	0	2	1	2	0	1	0	6					
		0.34%	0.0%	0.0%	0.29%	0.0%	0.23%	0.0%	0.43%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.03%	2.30%	0.65%	1.47%	0.34%	1.62%	0.60%	1.31%	0.17%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.47%	0.0%	0.50%	0.52%	0.35%	0.0%	0.78%	0.0%	0.59%					
39	"22. ""Развитие предпринимательства"""	42	0	3	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	2	0	1	1	0	0	0	2	7	0	1	0	0	0	2	5	0	3	1	0	0	3	0	0	4	3					
		0.27%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	1.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.76%	0.0%	0.29%	0.17%	0.0%	0.0%	0.0%	0.35%	0.63%	0.0%	1.23%	0.0%	0.0%	0.0%	0.49%	0.39%	0.0%	0.71%	0.22%	0.0%	0.0%	0.52%	0.0%	0.0%	0.95%	0.29%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1002	25	46	29	12	36	10	72	21	33	0	10	6	5	0	17	23	0	0	0	3	15	3	17	37	2	23	5	49	84	13	7	0	2	3	36	100	9	22	13	18	16	42	28	9	18	83					
		6.48%	7.44%	6.27%	4.31%	10.43%	8.61%	9.43%	10.35%	4.68%	4.66%	0.0%	7.14%	3.35%	6.41%	0.0%	8.80%	7.77%	0.0%	0.0%	0.0%	4.54%	5.76%	1.96%	5.0%	6.43%	1.62%	13.85%	2.18%	8.70%	7.61%	6.31%	8.64%	0.0%	1.73%	2.32%	8.93%	7.83%	5.29%	5.23%	2.87%	4.55%	8.42%	7.35%	7.40%	7.03%	4.29%	8.18%					
																																																					
41	Против всех	451	4	30	31	5	7	1	27	11	15	2	2	3	1	0	4	5	6	2	0	2	0	4	16	15	8	5	1	17	22	3	5	6	1	3	7	29	6	18	21	10	11	22	8	4	6	45					
		2.92%	1.19%	4.09%	4.61%	4.34%	1.67%	0.94%	3.88%	2.45%	2.12%	4.44%	1.42%	1.67%	1.28%	0.0%	2.07%	1.68%	5.94%	3.92%	0.0%	3.03%	0.0%	2.61%	4.70%	2.60%	6.50%	3.01%	0.43%	3.01%	1.99%	1.45%	6.17%	8.69%	0.86%	2.32%	1.73%	2.27%	3.52%	4.28%	4.64%	2.53%	5.78%	3.85%	2.11%	3.12%	1.43%	4.43%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
