Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																						
Дата голосования: 04.12.2011																																																																						
																																																																						
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №26																																																																						
																																																																						
Сводная таблица результатов выборов																																																																						
																																																																						
		Сумма	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2590	40	35	40	70	40	35	70	45	40	60	40	40	50	40	50	30	30	30	0	50	0	30	30	30	40	40	55	40	40	40	40	30	50	30	30	40	30	60	50	60	30	30	30	30	30	40	30	30	50	60	50	60	60	50	50	30	40	0	30	20	140	40	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1813	36	31	32	51	30	30	68	43	33	44	21	16	31	34	42	25	17	27	0	21	0	20	25	17	37	26	46	26	34	30	38	20	41	10	8	27	23	42	12	42	19	15	11	25	19	28	20	25	37	32	25	45	28	35	30	24	34	0	3	8	110	38	46					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1565	21	16	24	17	23	8	28	19	28	9	7	14	20	19	35	13	25	24	14	38	70	31	20	10	50	41	34	23	53	76	26	46	16	19	21	14	24	9	25	13	30	11	24	12	14	12	13	27	23	28	50	78	30	7	27	31	13	10	14	21	13	34	20					
14	Число погашенных неиспользованных открепительных удостоверений	777	4	4	8	19	10	5	2	2	7	16	19	24	19	6	8	5	13	3	0	29	0	10	5	13	3	14	9	14	6	10	2	10	9	20	22	13	7	18	38	18	11	15	19	5	11	12	10	5	13	28	25	15	32	15	20	6	6	0	27	12	30	2	14					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	0	3	0	0	0	0	0	0	0	1	0	2	1	0	2	1	0	2	0	0	0	0	0	0	1	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2	1	0	0	1	2	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	16717	271	312	286	382	346	310	403	245	279	320	263	315	232	298	308	232	263	345	120	212	24	237	288	179	227	273	360	365	326	313	454	345	296	129	144	398	282	381	100	362	200	121	103	277	210	334	237	288	304	264	308	328	146	369	413	246	293	51	43	61	351	268	277					
		27.71%	26.75%	27.30%	25.47%	29.48%	30.73%	28.52%	28.66%	24.52%	27.90%	26.47%	26.12%	26.21%	26.21%	24.55%	24.86%	23.32%	28.65%	32.79%	32.61%	24.37%	4.61%	29.15%	30.03%	30.19%	18.73%	27.46%	31.75%	25.31%	33.44%	26.21%	33.65%	33.46%	30.30%	23.80%	20.75%	31.17%	26.53%	30.09%	24.04%	27.49%	28.41%	25.64%	25.06%	30.98%	25.52%	31.72%	31.27%	34.70%	28.60%	29.40%	26.32%	22.84%	24.33%	31.30%	36.52%	30.04%	35.56%	14.96%	28.48%	32.11%	20.83%	28.57%	26.51%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7019	128	126	140	156	145	128	175	106	114	135	117	163	116	120	164	100	115	117	39	84	11	102	128	64	58	106	109	141	105	141	130	88	112	64	75	167	136	162	84	130	111	60	42	122	97	110	89	81	110	126	145	187	66	143	134	86	92	34	15	15	295	123	135					
		11.63%	12.64%	11.02%	12.47%	12.04%	12.88%	11.78%	12.45%	10.61%	11.40%	11.17%	11.62%	13.56%	13.11%	9.88%	13.24%	10.05%	12.53%	11.12%	10.60%	9.66%	2.11%	12.55%	13.35%	10.79%	4.79%	10.66%	9.61%	9.78%	10.77%	11.81%	9.64%	8.54%	11.46%	11.81%	10.81%	13.08%	12.79%	12.80%	20.19%	9.87%	15.77%	12.71%	10.22%	13.65%	11.79%	10.45%	11.74%	9.76%	10.35%	14.03%	12.39%	13.02%	11.00%	12.13%	11.85%	10.50%	11.17%	9.97%	9.93%	7.89%	17.51%	13.11%	12.92%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	821	11	10	22	12	19	14	24	18	17	16	13	12	10	20	19	13	16	15	3	15	12	6	16	7	7	10	15	16	12	17	21	15	14	5	14	14	8	13	9	24	5	10	5	12	11	13	13	14	11	10	15	21	6	19	13	14	11	9	1	2	30	12	10					
		1.36%	1.09%	0.87%	1.96%	0.93%	1.69%	1.29%	1.71%	1.80%	1.70%	1.32%	1.29%	0.99%	1.13%	1.65%	1.53%	1.31%	1.74%	1.43%	0.82%	1.72%	2.30%	0.74%	1.67%	1.18%	0.58%	1.01%	1.32%	1.11%	1.23%	1.42%	1.56%	1.45%	1.43%	0.92%	2.02%	1.10%	0.75%	1.03%	2.16%	1.82%	0.71%	2.12%	1.22%	1.34%	1.34%	1.23%	1.72%	1.69%	1.03%	1.11%	1.28%	1.46%	1.00%	1.61%	1.15%	1.71%	1.33%	2.64%	0.66%	1.05%	1.78%	1.28%	0.96%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	10776	186	172	219	277	190	198	285	199	203	204	156	240	142	224	227	206	183	188	52	156	15	138	149	109	141	180	200	191	167	188	237	164	161	98	111	272	189	281	83	341	96	102	73	171	166	217	140	148	179	178	207	250	83	218	230	141	145	29	39	28	346	125	143					
		17.86%	18.36%	15.05%	19.50%	21.37%	16.87%	18.22%	20.27%	19.92%	20.30%	16.87%	15.49%	19.97%	16.05%	18.45%	18.32%	20.70%	19.93%	17.87%	14.13%	17.93%	2.88%	16.97%	15.54%	18.38%	11.63%	18.11%	17.64%	13.25%	17.13%	15.75%	17.57%	15.91%	16.48%	18.08%	15.99%	21.30%	17.78%	22.20%	19.95%	25.89%	13.64%	21.61%	17.76%	19.13%	20.17%	20.61%	18.47%	17.83%	16.84%	19.82%	17.69%	17.41%	13.83%	18.49%	20.34%	17.22%	17.60%	8.50%	25.83%	14.74%	20.53%	13.33%	13.68%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	5868	103	157	141	124	117	118	137	106	129	139	131	134	97	186	127	142	76	119	27	110	22	107	90	55	86	105	110	138	85	162	134	105	82	31	67	100	67	103	27	120	67	43	48	60	86	103	91	87	82	67	113	123	38	112	102	72	54	30	15	21	104	65	69					
		9.73%	10.17%	13.74%	12.56%	9.57%	10.39%	10.86%	9.74%	10.61%	12.90%	11.50%	13.01%	11.15%	10.96%	15.32%	10.25%	14.27%	8.28%	11.31%	7.34%	12.64%	4.22%	13.16%	9.38%	9.27%	7.10%	10.56%	9.70%	9.57%	8.72%	13.57%	9.93%	10.18%	8.39%	5.72%	9.65%	7.83%	6.30%	8.14%	6.49%	9.11%	9.52%	9.11%	11.68%	6.71%	10.45%	9.78%	12.01%	10.48%	7.71%	7.46%	9.66%	8.57%	6.33%	9.50%	9.02%	8.79%	6.55%	8.80%	9.93%	11.05%	6.17%	6.93%	6.60%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17784	286	341	283	318	282	296	352	304	241	372	304	315	263	329	358	283	251	244	117	265	409	209	261	168	674	291	320	566	260	351	346	286	284	201	266	299	356	303	108	316	209	125	133	233	230	255	169	200	357	231	362	482	251	279	221	247	210	173	36	60	523	327	393					
		29.47%	28.23%	29.83%	25.20%	24.54%	25.04%	27.23%	25.04%	30.43%	24.10%	30.77%	30.19%	26.21%	29.72%	27.10%	28.89%	28.44%	27.34%	23.19%	31.79%	30.46%	78.50%	25.71%	27.22%	28.33%	55.61%	29.28%	28.22%	39.25%	26.67%	29.40%	25.65%	27.74%	29.07%	37.08%	38.33%	23.41%	33.49%	23.93%	25.96%	23.99%	29.69%	26.48%	32.36%	26.06%	27.95%	24.22%	22.30%	24.10%	33.58%	25.72%	30.94%	33.57%	41.83%	23.66%	19.54%	30.16%	25.49%	50.73%	23.84%	31.58%	31.04%	34.86%	37.61%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	481	4	9	10	11	13	9	10	9	6	8	11	6	11	14	15	8	5	8	3	12	14	6	6	5	5	7	6	12	6	9	7	3	4	5	4	7	9	16	2	13	7	4	1	5	11	3	8	4	8	10	3	13	5	14	7	3	10	9	1	1	12	5	9					
		0.80%	0.39%	0.79%	0.89%	0.85%	1.15%	0.83%	0.71%	0.90%	0.60%	0.66%	1.09%	0.50%	1.24%	1.15%	1.21%	0.80%	0.54%	0.76%	0.82%	1.38%	2.69%	0.74%	0.63%	0.84%	0.41%	0.70%	0.53%	0.83%	0.62%	0.75%	0.52%	0.29%	0.41%	0.92%	0.58%	0.55%	0.85%	1.26%	0.48%	0.99%	0.99%	0.85%	0.24%	0.56%	1.34%	0.28%	1.06%	0.48%	0.75%	1.11%	0.26%	0.91%	0.83%	1.19%	0.62%	0.37%	1.21%	2.64%	0.66%	0.53%	0.71%	0.53%	0.86%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
