Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																
Дата голосования: 07.12.2003 0:00:00																																																																
																																																																
"Наименование Избирательной комиссии:    Новокузнецк, Центральная"																																																																
																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																
																																																																
		Сумма	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1180	20	20	20	20	20	20	20	20	20	40	20	20	20	20	20	20	40	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	407	11	4	5	3	2	4	6	6	1	40	7	8	5	4	8	2	26	8	1	6	5	16	7	5	10	12	9	8	4	4	2	7	6	4	7	3	6	8	8	5	5	2	7	5	9	4	6	9	4	18	12	7	3	5	9	5	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	284	9	4	6	4	5	4	10	11	3	4	6	8	4	3	2	3	11	3	5	9	6	5	4	4	5	9	11	9	5	0	1	4	3	9	3	6	2	11	3	0	2	3	2	1	4	3	4	4	4	7	4	5	2	8	8	3	6					
14	Число погашенных открепительных удостоверений	773	9	16	15	17	18	16	14	14	19	0	13	12	15	16	12	18	14	12	19	14	15	4	13	15	10	8	11	12	16	16	18	13	14	16	13	17	14	12	12	15	15	18	13	15	11	16	14	11	16	2	8	13	17	15	11	15	16					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	"1. ""ЕДИНЕНИЕ"""	511	8	7	10	15	7	17	17	11	9	11	8	10	9	7	5	9	3	14	9	4	1	7	6	6	11	6	6	14	12	9	7	2	11	9	4	7	3	10	6	11	6	8	8	3	10	15	14	10	4	15	6	13	17	5	14	5	20					
		0.70%	0.76%	0.72%	0.84%	1.09%	0.48%	1.23%	1.22%	0.77%	0.72%	0.72%	0.54%	0.72%	0.71%	0.60%	0.38%	0.94%	0.23%	1.08%	0.84%	0.45%	0.09%	0.53%	0.49%	0.72%	1.02%	0.45%	0.45%	0.84%	0.82%	0.65%	0.56%	0.17%	0.86%	0.69%	0.25%	0.46%	0.21%	0.64%	0.41%	1.11%	0.54%	0.66%	0.70%	0.27%	0.72%	1.09%	1.21%	0.78%	0.30%	0.97%	0.47%	0.89%	1.42%	0.43%	0.97%	0.38%	1.43%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2942	23	35	23	38	32	44	63	89	48	79	97	55	49	43	69	26	47	47	46	49	51	76	92	37	62	41	24	39	57	34	38	37	32	40	93	80	77	94	86	54	41	68	76	53	40	50	41	48	50	57	28	60	38	37	41	49	19					
		4.04%	2.20%	3.63%	1.94%	2.77%	2.20%	3.18%	4.54%	6.23%	3.85%	5.21%	6.63%	3.97%	3.88%	3.72%	5.31%	2.73%	3.75%	3.64%	4.33%	5.61%	4.84%	5.82%	7.56%	4.44%	5.75%	3.10%	1.82%	2.34%	3.94%	2.48%	3.04%	3.15%	2.51%	3.10%	5.88%	5.36%	5.52%	6.08%	5.89%	5.45%	3.74%	5.65%	6.69%	4.85%	2.91%	3.63%	3.57%	3.77%	3.86%	3.69%	2.22%	4.13%	3.19%	3.20%	2.86%	3.73%	1.36%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1424	19	15	31	19	16	25	21	20	33	22	32	23	28	27	34	38	16	21	21	9	16	16	22	7	27	32	43	28	16	28	18	23	31	28	33	26	28	32	31	15	25	20	32	23	31	25	27	21	31	33	25	20	31	28	29	22	31					
		1.95%	1.82%	1.55%	2.62%	1.38%	1.10%	1.80%	1.51%	1.40%	2.65%	1.45%	2.19%	1.66%	2.22%	2.33%	2.61%	3.99%	1.27%	1.62%	1.97%	1.03%	1.52%	1.22%	1.80%	0.84%	2.50%	2.42%	3.27%	1.68%	1.10%	2.04%	1.44%	1.96%	2.44%	2.17%	2.08%	1.74%	2.01%	2.06%	2.12%	1.51%	2.28%	1.66%	2.81%	2.10%	2.26%	1.81%	2.35%	1.64%	2.39%	2.14%	1.99%	1.37%	2.60%	2.42%	2.02%	1.67%	2.22%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	5817	53	50	60	71	75	82	95	147	107	106	127	85	100	97	111	81	89	100	80	55	115	149	145	98	99	100	91	102	133	129	75	89	103	75	184	154	142	178	166	96	84	130	100	104	81	99	88	112	103	113	76	133	94	90	87	104	25					
		8.00%	5.09%	5.19%	5.07%	5.17%	5.16%	5.93%	6.85%	10.29%	8.60%	6.99%	8.69%	6.14%	7.93%	8.40%	8.55%	8.51%	7.11%	7.75%	7.54%	6.30%	10.93%	11.41%	11.92%	11.76%	9.18%	7.57%	6.92%	6.14%	9.19%	9.43%	6.00%	7.60%	8.11%	5.82%	11.65%	10.32%	10.19%	11.51%	11.38%	9.69%	7.66%	10.81%	8.80%	9.53%	5.90%	7.19%	7.66%	8.79%	7.95%	7.33%	6.05%	9.16%	7.89%	7.78%	6.07%	7.92%	1.79%					
22	"5. ""За Русь Святую"""	374	3	4	4	4	4	6	6	10	3	7	6	2	8	6	10	6	6	4	10	4	4	11	6	1	2	7	9	12	7	6	2	6	11	7	7	11	6	6	16	7	6	4	1	2	10	8	7	5	10	12	7	8	7	4	9	3	14					
		0.51%	0.28%	0.41%	0.33%	0.29%	0.27%	0.43%	0.43%	0.70%	0.24%	0.46%	0.41%	0.14%	0.63%	0.51%	0.77%	0.63%	0.47%	0.31%	0.94%	0.45%	0.38%	0.84%	0.49%	0.12%	0.18%	0.52%	0.68%	0.72%	0.48%	0.43%	0.16%	0.51%	0.86%	0.54%	0.44%	0.73%	0.43%	0.38%	1.09%	0.70%	0.54%	0.33%	0.08%	0.18%	0.72%	0.58%	0.60%	0.39%	0.77%	0.77%	0.55%	0.55%	0.58%	0.34%	0.62%	0.22%	1.00%					
23	"6. ""Объединенная Российская партия ""Русь"""	101	6	1	1	1	1	1	3	0	1	4	4	0	0	3	3	0	2	4	2	1	2	2	2	0	0	1	1	5	1	2	2	2	2	1	2	2	2	3	0	1	2	2	1	0	0	2	3	1	1	1	2	0	1	4	4	1	5					
		0.13%	0.57%	0.10%	0.08%	0.07%	0.06%	0.07%	0.21%	0.0%	0.08%	0.26%	0.27%	0.0%	0.0%	0.25%	0.23%	0.0%	0.15%	0.31%	0.18%	0.11%	0.19%	0.15%	0.16%	0.0%	0.0%	0.07%	0.07%	0.30%	0.06%	0.14%	0.16%	0.17%	0.15%	0.07%	0.12%	0.13%	0.14%	0.19%	0.0%	0.10%	0.18%	0.16%	0.08%	0.0%	0.0%	0.14%	0.26%	0.07%	0.07%	0.06%	0.15%	0.0%	0.08%	0.34%	0.27%	0.07%	0.35%					
24	"7. ""Новый курс - Автомобильная Россия"""	537	4	7	9	2	9	14	15	15	11	9	14	16	12	4	13	12	8	14	7	7	5	14	8	4	6	5	9	7	13	6	7	7	5	7	12	12	10	22	11	5	11	12	12	8	8	7	13	9	9	16	9	14	5	6	8	8	5					
		0.73%	0.38%	0.72%	0.76%	0.14%	0.62%	1.01%	1.08%	1.05%	0.88%	0.59%	0.95%	1.15%	0.95%	0.34%	1.00%	1.26%	0.63%	1.08%	0.65%	0.80%	0.47%	1.07%	0.65%	0.48%	0.55%	0.37%	0.68%	0.42%	0.89%	0.43%	0.56%	0.59%	0.39%	0.54%	0.75%	0.80%	0.71%	1.42%	0.75%	0.50%	1.00%	0.99%	1.05%	0.73%	0.58%	0.50%	1.13%	0.70%	0.69%	1.03%	0.71%	0.96%	0.42%	0.51%	0.55%	0.60%	0.35%					
25	"8. ""Народно-республиканская партия России"""	43	0	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	1	0	1	1	3	0	0	0	1	3	0	2	4	1	0	0	1	1	1	1	0	0	0	4	1	0	1	0	1	1	0	3	0	1	0	0	0	1	1	0	2					
		0.05%	0.0%	0.0%	0.0%	0.0%	0.06%	0.0%	0.07%	0.07%	0.0%	0.06%	0.06%	0.0%	0.0%	0.0%	0.07%	0.0%	0.07%	0.0%	0.09%	0.11%	0.28%	0.0%	0.0%	0.0%	0.09%	0.22%	0.0%	0.12%	0.27%	0.07%	0.0%	0.0%	0.07%	0.07%	0.06%	0.06%	0.0%	0.0%	0.0%	0.40%	0.09%	0.0%	0.08%	0.0%	0.07%	0.07%	0.0%	0.23%	0.0%	0.06%	0.0%	0.0%	0.0%	0.08%	0.06%	0.0%	0.14%					
26	"9. ""Российская экологическая партия ""Зеленые"""	363	4	9	2	5	6	11	8	10	8	15	7	6	3	2	8	1	7	8	5	4	3	8	8	5	6	5	1	8	7	9	6	9	9	9	10	9	6	5	10	5	6	5	10	2	7	9	0	5	8	11	7	3	8	5	2	8	0					
		0.49%	0.38%	0.93%	0.16%	0.36%	0.41%	0.79%	0.57%	0.70%	0.64%	0.98%	0.47%	0.43%	0.23%	0.17%	0.61%	0.10%	0.55%	0.62%	0.47%	0.45%	0.28%	0.61%	0.65%	0.60%	0.55%	0.37%	0.07%	0.48%	0.48%	0.65%	0.48%	0.76%	0.70%	0.69%	0.63%	0.60%	0.43%	0.32%	0.68%	0.50%	0.54%	0.41%	0.88%	0.18%	0.51%	0.65%	0.0%	0.39%	0.61%	0.71%	0.55%	0.20%	0.67%	0.43%	0.13%	0.60%	0.0%					
27	"10. ""Аграрная партия России"""	1064	25	10	16	16	21	7	24	14	15	25	19	25	18	9	20	19	13	21	18	9	16	20	15	15	18	22	17	14	27	22	20	11	16	7	24	21	30	29	18	14	12	15	33	21	29	17	12	17	20	20	11	17	28	29	21	20	22					
		1.46%	2.40%	1.03%	1.35%	1.16%	1.44%	0.50%	1.73%	0.98%	1.20%	1.64%	1.30%	1.80%	1.42%	0.77%	1.54%	1.99%	1.03%	1.62%	1.69%	1.03%	1.52%	1.53%	1.23%	1.80%	1.66%	1.66%	1.29%	0.84%	1.86%	1.60%	1.60%	0.93%	1.25%	0.54%	1.51%	1.40%	2.15%	1.87%	1.23%	1.41%	1.09%	1.24%	2.90%	1.92%	2.11%	1.23%	1.04%	1.33%	1.54%	1.29%	0.87%	1.17%	2.35%	2.50%	1.46%	1.52%	1.57%					
28	"11. ""Истинные патриоты России"""	22	0	1	0	1	0	1	0	0	2	2	1	0	1	0	1	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3					
		0.03%	0.0%	0.10%	0.0%	0.07%	0.0%	0.07%	0.0%	0.0%	0.16%	0.13%	0.06%	0.0%	0.07%	0.0%	0.07%	0.0%	0.07%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.06%	0.0%	0.0%	0.0%	0.0%	0.21%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	371	4	6	3	3	7	6	2	3	10	6	13	6	2	8	4	3	6	7	4	4	7	11	2	3	7	7	5	13	10	6	3	8	2	6	17	9	5	8	8	4	4	8	4	5	8	7	4	10	10	8	9	5	7	3	9	9	13					
		0.51%	0.38%	0.62%	0.25%	0.21%	0.48%	0.43%	0.14%	0.21%	0.80%	0.39%	0.88%	0.43%	0.15%	0.69%	0.30%	0.31%	0.47%	0.54%	0.37%	0.45%	0.66%	0.84%	0.16%	0.36%	0.64%	0.52%	0.38%	0.78%	0.69%	0.43%	0.24%	0.68%	0.15%	0.46%	1.07%	0.60%	0.35%	0.51%	0.54%	0.40%	0.36%	0.66%	0.35%	0.45%	0.58%	0.50%	0.34%	0.78%	0.77%	0.51%	0.71%	0.34%	0.58%	0.25%	0.62%	0.68%	0.93%					
30	"13. ""Демократическая партия России"""	73	0	1	0	1	0	2	1	1	0	0	0	4	1	1	2	1	2	2	4	2	0	0	2	0	0	1	1	4	0	0	3	2	1	3	1	2	2	1	2	3	2	0	1	1	1	0	0	0	2	1	3	1	3	2	0	1	2					
		0.10%	0.0%	0.10%	0.0%	0.07%	0.0%	0.14%	0.07%	0.07%	0.0%	0.0%	0.0%	0.28%	0.07%	0.08%	0.15%	0.10%	0.15%	0.15%	0.37%	0.22%	0.0%	0.0%	0.16%	0.0%	0.0%	0.07%	0.07%	0.24%	0.0%	0.0%	0.24%	0.17%	0.07%	0.23%	0.06%	0.13%	0.14%	0.06%	0.13%	0.30%	0.18%	0.0%	0.08%	0.09%	0.07%	0.0%	0.0%	0.0%	0.15%	0.06%	0.23%	0.06%	0.25%	0.17%	0.0%	0.07%	0.14%					
31	"14. ""Великая Россия - Евразийский Союз"""	81	0	3	1	1	2	3	0	2	0	1	1	1	1	0	0	0	1	2	3	1	1	5	2	4	0	5	2	2	0	0	2	0	0	0	1	0	0	2	2	1	2	1	1	1	5	2	1	1	2	1	2	1	1	3	2	2	1					
		0.11%	0.0%	0.31%	0.08%	0.07%	0.13%	0.21%	0.0%	0.14%	0.0%	0.06%	0.06%	0.07%	0.07%	0.0%	0.0%	0.0%	0.07%	0.15%	0.28%	0.11%	0.09%	0.38%	0.16%	0.48%	0.0%	0.37%	0.15%	0.12%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.06%	0.0%	0.0%	0.12%	0.13%	0.10%	0.18%	0.08%	0.08%	0.09%	0.36%	0.14%	0.08%	0.07%	0.15%	0.06%	0.15%	0.06%	0.08%	0.25%	0.13%	0.15%	0.07%					
32	"15. ""Партия СЛОН"""	135	0	5	1	2	2	3	7	4	3	7	2	2	3	2	2	3	3	2	0	2	1	2	2	0	1	2	1	3	3	3	1	5	2	1	1	2	3	3	6	3	4	0	2	1	4	4	1	2	1	4	2	1	3	2	2	0	2					
		0.18%	0.0%	0.51%	0.08%	0.14%	0.13%	0.21%	0.50%	0.28%	0.24%	0.46%	0.13%	0.14%	0.23%	0.17%	0.15%	0.31%	0.23%	0.15%	0.0%	0.22%	0.09%	0.15%	0.16%	0.0%	0.09%	0.15%	0.07%	0.18%	0.20%	0.21%	0.08%	0.42%	0.15%	0.07%	0.06%	0.13%	0.21%	0.19%	0.41%	0.30%	0.36%	0.0%	0.17%	0.09%	0.29%	0.29%	0.08%	0.15%	0.07%	0.25%	0.15%	0.06%	0.25%	0.17%	0.13%	0.0%	0.14%					
33	"16. ""Родина"" (народно-патриотический союз)"""	7303	67	76	88	133	125	95	129	115	118	100	174	184	138	121	146	84	122	113	107	78	86	154	175	105	114	138	109	135	151	134	111	103	111	101	220	203	196	180	176	87	139	156	131	97	97	145	102	140	154	137	81	186	118	103	169	204	42					
		10.04%	6.43%	7.90%	7.44%	9.70%	8.61%	6.87%	9.30%	8.05%	9.48%	6.59%	11.90%	13.29%	10.94%	10.48%	11.24%	8.83%	9.75%	8.76%	10.08%	8.94%	8.17%	11.80%	14.39%	12.60%	10.57%	10.44%	8.29%	8.13%	10.44%	9.80%	8.89%	8.79%	8.74%	7.84%	13.93%	13.60%	14.07%	11.64%	12.07%	8.78%	12.68%	12.97%	11.53%	8.89%	7.07%	10.53%	8.88%	10.99%	11.89%	8.89%	6.44%	12.81%	9.91%	8.91%	11.80%	15.53%	3.00%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	68	0	2	2	0	0	4	5	1	0	0	0	0	1	1	1	0	0	1	2	0	0	0	0	1	3	2	2	0	2	4	2	2	2	0	1	0	2	1	1	2	0	0	3	1	1	3	1	0	1	2	1	0	1	2	2	1	2					
		0.09%	0.0%	0.20%	0.16%	0.0%	0.0%	0.28%	0.36%	0.07%	0.0%	0.0%	0.0%	0.0%	0.07%	0.08%	0.07%	0.0%	0.0%	0.07%	0.18%	0.0%	0.0%	0.0%	0.0%	0.12%	0.27%	0.15%	0.15%	0.0%	0.13%	0.29%	0.16%	0.17%	0.15%	0.0%	0.06%	0.0%	0.14%	0.06%	0.06%	0.20%	0.0%	0.0%	0.26%	0.09%	0.07%	0.21%	0.08%	0.0%	0.07%	0.12%	0.07%	0.0%	0.08%	0.17%	0.13%	0.07%	0.14%					
35	"18. ""ЛДПР"""	9618	146	174	173	223	201	222	207	173	156	231	173	189	182	153	135	145	165	208	141	129	132	140	126	108	105	167	204	220	162	162	154	139	167	165	198	192	172	179	195	125	139	159	107	121	239	168	151	149	166	215	193	210	153	153	203	153	201					
		13.23%	14.02%	18.08%	14.63%	16.26%	13.85%	16.06%	14.93%	12.11%	12.54%	15.23%	11.84%	13.65%	14.43%	13.25%	10.40%	15.24%	13.18%	16.13%	13.28%	14.79%	12.54%	10.72%	10.36%	12.96%	9.74%	12.64%	15.52%	13.25%	11.20%	11.85%	12.33%	11.87%	13.14%	12.82%	12.53%	12.86%	12.34%	11.57%	13.37%	12.62%	12.68%	13.22%	9.41%	11.09%	17.43%	12.20%	13.15%	11.70%	12.81%	13.95%	15.36%	14.47%	12.85%	13.23%	14.17%	11.65%	14.39%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	605	5	6	8	15	13	9	9	19	13	10	11	13	12	6	7	8	13	17	8	7	7	5	7	5	15	20	12	16	11	19	10	8	7	13	12	9	19	9	9	9	5	6	4	12	13	6	11	10	16	8	16	15	13	10	10	10	9					
		0.83%	0.48%	0.62%	0.67%	1.09%	0.89%	0.65%	0.64%	1.33%	1.04%	0.65%	0.75%	0.93%	0.95%	0.51%	0.53%	0.84%	1.03%	1.31%	0.75%	0.80%	0.66%	0.38%	0.57%	0.60%	1.39%	1.51%	0.91%	0.96%	0.76%	1.38%	0.80%	0.68%	0.55%	1.01%	0.75%	0.60%	1.36%	0.58%	0.61%	0.90%	0.45%	0.49%	0.35%	1.09%	0.94%	0.43%	0.95%	0.78%	1.23%	0.51%	1.27%	1.03%	1.09%	0.86%	0.69%	0.76%	0.64%					
37	"20. ""Политическая партия ""Единая Россия"""	31881	541	450	627	670	741	661	599	589	557	684	587	612	534	501	550	378	579	552	446	391	474	505	413	295	435	604	628	819	656	648	568	563	600	639	590	556	518	590	503	435	453	453	422	491	629	604	526	545	546	704	605	575	510	523	622	550	835					
		43.85%	51.96%	46.77%	53.04%	48.86%	51.06%	47.82%	43.21%	41.24%	44.77%	45.11%	40.17%	44.21%	42.34%	43.41%	42.37%	39.74%	46.28%	42.82%	42.03%	44.83%	45.05%	38.69%	33.96%	35.41%	40.35%	45.72%	47.79%	49.33%	45.36%	47.40%	45.51%	48.07%	47.24%	49.65%	37.36%	37.26%	37.18%	38.16%	34.49%	43.93%	41.33%	37.68%	37.14%	45.00%	45.87%	43.89%	45.81%	42.81%	42.16%	45.68%	48.16%	39.62%	42.85%	45.24%	43.43%	41.88%	59.81%					
38	"21. ""Российская Конституционно-демократическая партия"""	110	3	1	2	0	1	3	0	3	3	0	2	6	1	2	4	0	5	1	1	4	1	1	0	3	1	1	4	4	0	5	0	2	0	1	3	0	1	1	1	4	3	1	0	1	1	0	1	4	2	3	3	1	1	3	4	3	4					
		0.15%	0.28%	0.10%	0.16%	0.0%	0.06%	0.21%	0.0%	0.21%	0.24%	0.0%	0.13%	0.43%	0.07%	0.17%	0.30%	0.0%	0.39%	0.07%	0.09%	0.45%	0.09%	0.07%	0.0%	0.36%	0.09%	0.07%	0.30%	0.24%	0.0%	0.36%	0.0%	0.17%	0.0%	0.07%	0.18%	0.0%	0.07%	0.06%	0.06%	0.40%	0.27%	0.08%	0.0%	0.09%	0.07%	0.0%	0.08%	0.31%	0.15%	0.19%	0.23%	0.06%	0.08%	0.25%	0.27%	0.22%	0.28%					
39	"22. ""Развитие предпринимательства"""	213	5	1	3	7	9	5	5	3	1	4	14	3	3	3	0	2	4	1	3	2	2	2	4	4	5	2	2	4	4	4	3	6	4	2	5	5	3	5	3	4	7	7	5	2	1	2	2	4	3	0	1	10	5	2	6	1	4					
		0.29%	0.48%	0.10%	0.25%	0.51%	0.62%	0.36%	0.36%	0.21%	0.08%	0.26%	0.95%	0.21%	0.23%	0.25%	0.0%	0.21%	0.31%	0.07%	0.28%	0.22%	0.19%	0.15%	0.32%	0.48%	0.46%	0.15%	0.15%	0.24%	0.27%	0.29%	0.24%	0.51%	0.31%	0.15%	0.31%	0.33%	0.21%	0.32%	0.20%	0.40%	0.63%	0.58%	0.44%	0.18%	0.07%	0.14%	0.17%	0.31%	0.23%	0.0%	0.07%	0.68%	0.42%	0.17%	0.41%	0.07%	0.28%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4875	70	38	56	62	83	65	76	97	68	78	95	75	79	92	88	74	90	78	76	55	77	106	99	78	97	93	87	110	96	75	96	73	92	89	107	105	109	100	114	62	85	84	109	88	79	120	77	106	80	92	88	92	87	80	104	81	63					
		6.70%	6.72%	3.95%	4.73%	4.52%	5.72%	4.70%	5.48%	6.79%	5.46%	5.14%	6.50%	5.41%	6.26%	7.97%	6.77%	7.78%	7.19%	6.05%	7.16%	6.30%	7.31%	8.12%	8.14%	9.36%	8.99%	7.04%	6.62%	6.62%	6.63%	5.48%	7.69%	6.23%	7.24%	6.91%	6.77%	7.03%	7.82%	6.46%	7.81%	6.26%	7.75%	6.98%	9.59%	8.06%	5.76%	8.72%	6.70%	8.32%	6.17%	5.97%	7.00%	6.34%	7.31%	6.92%	7.26%	6.16%	4.51%					
																																																																
41	Против всех	3503	44	48	47	73	79	77	81	91	68	107	62	56	68	58	64	53	57	57	61	43	37	59	69	41	52	49	45	83	67	52	88	60	55	70	47	76	50	84	87	37	54	58	63	44	53	76	42	60	58	71	61	78	55	54	69	57	48					
