Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																								
Дата голосования: 04.12.2011																																																																								
																																																																								
"Наименование Избирательной комиссии:    Волгоград, Дзержинская"																																																																								
																																																																								
Сводная таблица результатов выборов																																																																								
																																																																								
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465					
		26.10%	19.31%	28.39%	23.48%	23.00%	26.37%	27.79%	28.42%	26.01%	25.50%	29.90%	30.72%	22.53%	28.11%	27.38%	26.29%	28.70%	23.88%	15.19%	28.09%	26.67%	27.62%	30.17%	26.03%	29.23%	28.57%	29.05%	29.28%	27.53%	29.80%	27.93%	30.05%	29.86%	30.55%	27.16%	24.96%	25.46%	26.36%	24.80%	28.09%	26.12%	23.47%	25.77%	28.07%	22.29%	25.86%	23.39%	24.74%	26.49%	23.01%	22.03%	21.96%	26.36%	28.89%	24.23%	24.19%	30.83%	24.92%	27.50%	23.67%	20.44%	35.89%	25.70%	21.46%	22.97%	31.58%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2251	74	37	43	101	76	29	36	45	5	4	75	64	61	16	4	6	56	12	15	9	99	3	55	56	52	5	8	4	7	9	106	124	14	6	107	6	5	89	59	5	5	88	6	3	50	29	53	4	5	30	75	2	68	10	45	2	2	90	29	19	3	29	6	9	2					
		3.28%	5.93%	5.77%	7.06%	7.90%	4.63%	5.68%	7.81%	8.24%	0.91%	0.59%	6.76%	5.59%	5.79%	1.59%	0.31%	0.40%	5.71%	0.46%	1.07%	0.60%	8.04%	0.25%	5.06%	3.87%	5.46%	0.54%	0.77%	0.38%	0.55%	0.74%	7.05%	8.14%	1.02%	0.50%	8.87%	0.53%	0.46%	8.79%	6.45%	0.50%	0.49%	6.44%	0.47%	0.31%	5.52%	4.06%	6.18%	0.42%	0.54%	3.27%	4.90%	0.15%	6.01%	0.83%	6.93%	0.26%	0.21%	8.12%	2.70%	2.34%	0.32%	3.52%	0.84%	2.09%	5.26%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	26336	501	210	211	466	548	144	106	158	259	312	263	412	297	432	617	685	279	1766	602	692	334	556	290	595	289	432	466	487	572	543	412	406	658	589	277	551	498	263	216	438	483	343	570	449	249	147	190	405	387	281	490	583	261	573	179	316	479	296	368	322	362	274	343	147	7					
		38.40%	40.14%	32.76%	34.65%	36.46%	33.37%	28.18%	22.99%	28.94%	47.18%	45.95%	23.69%	35.98%	28.21%	42.86%	48.13%	45.30%	28.47%	67.05%	43.03%	46.13%	27.13%	47.12%	26.68%	41.12%	30.36%	46.30%	45.02%	46.87%	44.62%	44.47%	27.39%	26.64%	47.75%	49.37%	22.97%	48.38%	45.90%	25.99%	23.61%	43.50%	47.03%	25.11%	44.57%	46.34%	27.51%	20.59%	22.17%	42.41%	41.61%	30.64%	32.03%	44.03%	23.06%	47.71%	27.58%	40.93%	49.53%	26.69%	34.30%	39.66%	38.55%	33.21%	48.11%	34.11%	18.42%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	456	6	3	4	10	12	8	4	2	5	7	8	7	4	5	5	10	7	6	4	11	12	6	7	4	5	8	8	5	11	3	11	9	15	6	13	10	9	9	13	5	2	14	7	5	8	2	10	5	5	8	11	8	9	10	5	2	6	8	4	2	6	8	9	4	1					
		0.66%	0.48%	0.47%	0.66%	0.78%	0.73%	1.57%	0.87%	0.37%	0.91%	1.03%	0.72%	0.61%	0.38%	0.50%	0.39%	0.66%	0.71%	0.23%	0.29%	0.73%	0.97%	0.51%	0.64%	0.28%	0.53%	0.86%	0.77%	0.48%	0.86%	0.25%	0.73%	0.59%	1.09%	0.50%	1.08%	0.88%	0.83%	0.89%	1.42%	0.50%	0.19%	1.02%	0.55%	0.52%	0.88%	0.28%	1.17%	0.52%	0.54%	0.87%	0.72%	0.60%	0.80%	0.83%	0.77%	0.26%	0.62%	0.72%	0.37%	0.25%	0.64%	0.97%	1.26%	0.93%	2.63%					
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
