Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																							
Дата голосования: 02.12.2007																																																																							
																																																																							
"Наименование Избирательной комиссии:    Волгоград, Дзержинская"																																																																							
																																																																							
Сводная таблица результатов выборов																																																																							
																																																																							
		Сумма	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2991	50	50	50	50	50	41	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	170	30	50	30	30	30	30	30	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1146	10	12	5	22	14	7	17	7	3	11	14	18	23	13	19	22	8	8	16	13	22	25	20	38	18	11	18	14	18	24	18	28	22	21	25	28	16	15	13	17	18	17	18	13	13	11	9	12	12	12	23	19	170	24	26	16	22	12	16	10	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1068	7	9	10	19	41	6	7	7	7	8	21	10	9	14	6	25	9	24	18	19	17	22	17	15	14	8	10	7	12	13	7	5	17	14	12	12	13	14	14	5	14	18	11	17	18	12	10	12	9	9	15	11	16	21	19	9	26	4	6	11	18	49	177	32					
14	Число погашенных неиспользованных открепительных удостоверений	1845	40	38	45	28	36	34	33	43	47	39	36	32	27	37	31	28	42	42	34	37	28	25	30	12	32	39	32	36	32	26	32	22	28	29	25	22	34	35	37	33	32	33	32	37	37	39	41	38	38	38	27	31	0	6	24	14	8	18	14	20	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																							
18	1.Политическая партия «Аграрная партия России»	1837	28	13	10	28	38	6	13	12	12	13	50	26	27	25	27	54	17	25	30	32	43	36	30	39	28	28	36	47	48	46	39	38	30	45	22	24	39	23	26	44	39	49	27	22	31	28	18	23	19	26	21	33	28	43	24	39	29	35	18	28	2	15	23	20					
		2.58%	2.87%	1.51%	1.20%	1.87%	2.42%	1.16%	1.34%	2.39%	2.40%	1.87%	3.57%	2.50%	2.28%	2.26%	2.05%	4.12%	1.94%	1.37%	2.26%	2.17%	2.84%	2.35%	3.07%	2.31%	2.78%	2.68%	3.29%	4.06%	3.43%	3.33%	2.65%	2.64%	2.21%	3.59%	1.67%	1.90%	3.16%	2.12%	2.55%	4.04%	3.35%	3.82%	2.17%	2.19%	3.23%	3.08%	1.89%	2.34%	1.83%	1.81%	1.56%	2.55%	2.60%	2.99%	2.72%	3.54%	2.52%	3.21%	2.22%	2.66%	1.85%	4.90%	2.56%	4.66%					
19	2.Всероссийская политическая партия «Гражданская Сила»	942	10	14	11	11	10	9	12	2	8	8	30	17	7	13	26	13	17	20	25	18	37	25	12	22	9	15	11	18	14	24	32	26	25	20	24	23	17	19	29	18	14	17	19	7	10	7	17	8	12	8	7	15	9	14	10	12	22	12	6	7	0	0	4	4					
		1.33%	1.03%	1.63%	1.33%	0.73%	0.64%	1.73%	1.23%	0.40%	1.60%	1.15%	2.14%	1.64%	0.59%	1.17%	1.97%	0.99%	1.94%	1.09%	1.89%	1.22%	2.44%	1.63%	1.23%	1.30%	0.89%	1.43%	1.01%	1.55%	1.00%	1.74%	2.18%	1.81%	1.84%	1.59%	1.82%	1.82%	1.38%	1.75%	2.84%	1.65%	1.20%	1.33%	1.52%	0.70%	1.04%	0.77%	1.78%	0.81%	1.15%	0.56%	0.52%	1.16%	0.84%	0.97%	1.13%	1.09%	1.91%	1.10%	0.74%	0.66%	0.00%	0.00%	0.45%	0.93%					
20	3.Политическая партия «Демократическая партия России»	103	1	1	1	2	1	2	1	0	2	2	7	1	1	3	2	2	0	5	1	4	4	1	1	5	0	1	0	1	1	2	0	3	1	1	2	2	2	0	1	0	1	0	2	0	2	0	2	4	1	2	4	0	1	1	1	1	4	2	3	3	0	1	0	1					
		0.14%	0.10%	0.12%	0.12%	0.13%	0.06%	0.39%	0.10%	0.00%	0.40%	0.29%	0.50%	0.10%	0.08%	0.27%	0.15%	0.15%	0.00%	0.27%	0.08%	0.27%	0.26%	0.07%	0.10%	0.30%	0.00%	0.10%	0.00%	0.09%	0.07%	0.14%	0.00%	0.21%	0.07%	0.08%	0.15%	0.16%	0.16%	0.00%	0.10%	0.00%	0.09%	0.00%	0.16%	0.00%	0.21%	0.00%	0.21%	0.41%	0.10%	0.14%	0.30%	0.00%	0.09%	0.07%	0.11%	0.09%	0.35%	0.18%	0.37%	0.28%	0.00%	0.33%	0.00%	0.23%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	10491	154	103	92	176	321	54	105	68	96	131	247	164	261	233	236	199	133	168	160	233	174	198	135	226	153	177	180	149	215	232	244	196	196	156	130	172	140	150	131	174	169	183	230	162	115	156	157	156	144	127	149	198	149	303	102	201	119	115	85	294	7	122	128	58					
		14.76%	15.79%	11.98%	11.08%	11.76%	20.41%	10.40%	10.80%	13.52%	19.16%	18.85%	17.66%	15.80%	22.03%	21.05%	17.88%	15.18%	15.20%	9.20%	12.08%	15.82%	11.49%	12.90%	13.82%	13.39%	15.21%	16.92%	16.45%	12.86%	15.36%	16.78%	16.60%	13.63%	14.45%	12.43%	9.87%	13.59%	11.35%	13.84%	12.83%	15.98%	14.53%	14.27%	18.44%	16.14%	11.97%	17.16%	16.46%	15.84%	13.86%	8.86%	11.05%	15.28%	13.83%	21.06%	11.55%	18.26%	10.36%	10.56%	10.47%	27.92%	6.48%	39.87%	14.25%	13.52%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	461	4	10	3	8	15	6	4	3	4	8	14	5	5	3	10	11	3	8	4	6	9	8	8	16	2	6	4	0	13	10	12	13	8	12	22	6	22	4	7	3	8	12	7	7	5	9	6	6	2	11	3	8	13	8	1	6	6	2	3	11	0	0	5	3					
		0.65%	0.41%	1.16%	0.36%	0.53%	0.95%	1.16%	0.41%	0.60%	0.80%	1.15%	1.00%	0.48%	0.42%	0.27%	0.76%	0.84%	0.34%	0.44%	0.30%	0.41%	0.59%	0.52%	0.82%	0.95%	0.20%	0.57%	0.37%	0.00%	0.93%	0.72%	0.82%	0.90%	0.59%	0.96%	1.67%	0.47%	1.78%	0.37%	0.69%	0.28%	0.69%	0.94%	0.56%	0.70%	0.52%	0.99%	0.63%	0.61%	0.19%	0.77%	0.22%	0.62%	1.21%	0.56%	0.11%	0.54%	0.52%	0.18%	0.37%	1.04%	0.00%	0.00%	0.56%	0.70%					
23	6.Политическая партия «Партия социальной справедливости»	133	2	0	3	2	4	0	2	2	2	1	4	1	2	0	7	0	1	4	1	7	5	2	3	1	2	0	2	1	2	1	2	1	1	1	5	2	3	2	4	5	1	0	1	1	1	3	0	4	3	3	1	1	5	0	2	3	3	3	0	4	0	0	2	2					
		0.19%	0.21%	0.00%	0.36%	0.13%	0.25%	0.00%	0.21%	0.40%	0.40%	0.14%	0.29%	0.10%	0.17%	0.00%	0.53%	0.00%	0.11%	0.22%	0.08%	0.48%	0.33%	0.13%	0.31%	0.06%	0.20%	0.00%	0.18%	0.09%	0.14%	0.07%	0.14%	0.07%	0.07%	0.08%	0.38%	0.16%	0.24%	0.18%	0.39%	0.46%	0.09%	0.00%	0.08%	0.10%	0.10%	0.33%	0.00%	0.41%	0.29%	0.21%	0.07%	0.08%	0.46%	0.00%	0.23%	0.27%	0.26%	0.28%	0.00%	0.38%	0.00%	0.00%	0.22%	0.47%					
24	7.Политическая партия «Либерально-демократическая партия России»	7025	91	100	115	189	120	58	124	49	52	67	111	86	83	74	116	111	76	234	127	149	148	173	92	222	95	126	110	120	121	122	132	122	131	127	163	126	128	119	117	82	98	120	114	99	91	78	93	93	110	231	160	101	118	105	67	95	111	132	101	68	4	13	78	37					
		9.88%	9.33%	11.63%	13.86%	12.63%	7.63%	11.18%	12.76%	9.74%	10.38%	9.64%	7.93%	8.29%	7.00%	6.68%	8.79%	8.47%	8.69%	12.81%	9.58%	10.12%	9.77%	11.27%	9.42%	13.15%	9.44%	12.05%	10.05%	10.35%	8.64%	8.82%	8.98%	8.48%	9.66%	10.12%	12.38%	9.95%	10.38%	10.98%	11.46%	7.53%	8.43%	9.36%	9.14%	9.86%	9.47%	8.58%	9.75%	9.44%	10.59%	16.12%	11.86%	7.79%	10.96%	7.30%	7.59%	8.63%	9.66%	12.12%	12.44%	6.46%	3.70%	4.25%	8.69%	8.62%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	7931	83	54	57	148	216	47	84	43	43	83	173	136	119	139	127	116	88	125	194	210	146	169	116	195	134	94	166	116	181	179	201	167	153	127	135	137	150	133	94	143	190	180	181	121	153	135	144	119	139	122	132	176	94	171	67	121	114	70	24	86	8	28	105	30					
		11.16%	8.51%	6.28%	6.87%	9.89%	13.73%	9.06%	8.64%	8.55%	8.58%	11.94%	12.37%	13.10%	10.04%	12.56%	9.62%	8.85%	10.06%	6.84%	14.64%	14.26%	9.64%	11.01%	11.87%	11.55%	13.32%	8.99%	15.17%	10.01%	12.93%	12.94%	13.67%	11.61%	11.28%	10.12%	10.25%	10.82%	12.17%	12.27%	9.21%	13.13%	16.34%	14.04%	14.51%	12.05%	15.92%	14.85%	15.09%	12.08%	13.38%	8.51%	9.79%	13.58%	8.73%	11.88%	7.59%	10.99%	9.92%	6.43%	2.96%	8.17%	7.41%	9.15%	11.69%	6.99%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	780	7	9	12	7	11	7	8	4	13	17	26	30	17	20	31	25	13	14	12	10	18	14	11	22	13	9	13	15	16	23	13	21	14	14	20	12	7	6	18	6	10	6	6	10	9	14	3	8	7	13	15	6	17	11	11	10	11	10	6	10	0	2	4	3					
		1.10%	0.72%	1.05%	1.45%	0.47%	0.70%	1.35%	0.82%	0.80%	2.59%	2.45%	1.86%	2.89%	1.43%	1.81%	2.35%	1.91%	1.49%	0.77%	0.91%	0.68%	1.19%	0.91%	1.13%	1.30%	1.29%	0.86%	1.19%	1.29%	1.14%	1.66%	0.88%	1.46%	1.03%	1.12%	1.52%	0.95%	0.57%	0.55%	1.76%	0.55%	0.86%	0.47%	0.48%	0.99%	0.94%	1.54%	0.31%	0.81%	0.67%	0.91%	1.11%	0.46%	1.58%	0.76%	1.25%	0.91%	0.96%	0.92%	0.74%	0.95%	0.00%	0.65%	0.45%	0.70%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	39249	558	536	500	881	791	309	595	305	257	341	679	540	628	545	707	732	504	1174	727	764	873	872	540	882	545	555	549	666	740	700	750	804	746	695	743	714	678	580	563	589	602	687	626	541	523	460	490	540	579	867	827	711	613	753	571	576	688	691	554	517	87	118	514	257					
		55.22%	57.23%	62.33%	60.24%	58.85%	50.29%	59.54%	61.21%	60.64%	51.30%	49.06%	48.53%	52.02%	52.99%	49.23%	53.56%	55.84%	57.60%	64.26%	54.87%	51.87%	57.62%	56.81%	55.27%	52.25%	54.17%	53.06%	50.18%	57.46%	52.86%	50.61%	51.02%	55.91%	55.01%	55.38%	56.42%	56.40%	54.99%	53.51%	55.14%	54.09%	51.76%	53.59%	50.20%	53.88%	54.42%	50.61%	51.36%	54.82%	55.73%	60.50%	61.30%	54.86%	56.92%	52.33%	64.67%	52.32%	59.88%	63.45%	68.23%	49.10%	80.56%	38.56%	57.24%	59.91%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1526	30	14	13	31	37	17	18	11	12	22	46	17	20	38	24	37	11	35	30	27	43	22	19	50	20	26	19	14	38	35	33	37	39	39	44	32	36	40	29	17	22	20	25	19	15	10	18	14	13	11	17	28	24	25	23	25	39	7	5	17	0	1	21	5					
		2.15%	3.08%	1.63%	1.57%	2.07%	2.35%	3.28%	1.85%	2.19%	2.40%	3.17%	3.29%	1.64%	1.69%	3.43%	1.82%	2.82%	1.26%	1.92%	2.26%	1.83%	2.84%	1.43%	1.94%	2.96%	1.99%	2.49%	1.74%	1.21%	2.71%	2.53%	2.24%	2.57%	2.88%	3.11%	3.34%	2.53%	2.92%	3.69%	2.84%	1.56%	1.89%	1.56%	2.00%	1.89%	1.56%	1.10%	1.89%	1.42%	1.25%	0.77%	1.26%	2.16%	2.23%	1.74%	2.60%	2.27%	3.39%	0.64%	0.62%	1.61%	0.00%	0.33%	2.34%	1.17%					
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
