Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Борисовская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	224	1	0	15	4	7	5	13	13	19	12	34	16	15	15	10	4	0	6	0	1	4	2	7	11	0	10									
		1.26%	0.35%	0.00%	1.54%	0.80%	1.25%	1.15%	2.07%	1.11%	1.66%	1.38%	2.42%	1.41%	1.33%	1.47%	1.32%	0.55%	0.00%	0.94%	0.00%	0.57%	1.32%	0.51%	1.25%	0.84%	0.00%	1.19%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12363	218	78	620	369	484	364	409	678	740	557	975	801	770	701	435	630	264	450	150	134	204	247	389	1003	94	599									
		69.78%	77.03%	64.46%	63.72%	73.65%	86.43%	84.06%	65.13%	57.75%	64.80%	63.95%	69.35%	70.82%	68.51%	68.52%	57.54%	87.14%	79.76%	70.64%	78.95%	76.14%	67.11%	63.33%	69.22%	76.33%	74.02%	71.57%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	85	1	0	6	1	2	2	2	6	8	5	9	1	8	5	6	2	1	0	4	0	1	1	2	8	0	4									
		0.48%	0.35%	0.00%	0.62%	0.20%	0.36%	0.46%	0.32%	0.51%	0.70%	0.57%	0.64%	0.09%	0.71%	0.49%	0.79%	0.28%	0.30%	0.00%	2.11%	0.00%	0.33%	0.26%	0.36%	0.61%	0.00%	0.48%									
24	"6. Политическая партия ""Гражданская Платформа"""	28	1	0	1	1	3	2	2	0	1	0	3	0	2	1	1	3	0	0	0	0	1	1	1	1	2	1									
		0.16%	0.35%	0.00%	0.10%	0.20%	0.54%	0.46%	0.32%	0.00%	0.09%	0.00%	0.21%	0.00%	0.18%	0.10%	0.13%	0.41%	0.00%	0.00%	0.00%	0.00%	0.33%	0.26%	0.18%	0.08%	1.57%	0.12%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1626	25	18	124	58	21	12	65	125	126	65	144	90	84	92	117	12	16	56	19	12	36	45	57	119	4	84									
		9.18%	8.83%	14.88%	12.74%	11.58%	3.75%	2.77%	10.35%	10.65%	11.03%	7.46%	10.24%	7.96%	7.47%	8.99%	15.48%	1.66%	4.83%	8.79%	10.00%	6.82%	11.84%	11.54%	10.14%	9.06%	3.15%	10.04%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	37	0	1	1	0	3	1	2	3	2	0	0	6	5	6	0	0	0	2	1	1	0	0	2	1	0	0									
		0.21%	0.00%	0.83%	0.10%	0.00%	0.54%	0.23%	0.32%	0.26%	0.18%	0.00%	0.00%	0.53%	0.44%	0.59%	0.00%	0.00%	0.00%	0.31%	0.53%	0.57%	0.00%	0.00%	0.36%	0.08%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	56	1	0	4	0	1	2	1	7	6	1	4	7	3	4	3	0	0	4	0	2	0	0	1	2	0	3									
		0.32%	0.35%	0.00%	0.41%	0.00%	0.18%	0.46%	0.16%	0.60%	0.53%	0.11%	0.28%	0.62%	0.27%	0.39%	0.40%	0.00%	0.00%	0.63%	0.00%	1.14%	0.00%	0.00%	0.18%	0.15%	0.00%	0.36%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	1	0	0	3	3	0	1	0	0	1	0	1	1	2	0	0	0	0	0	0	0	1	0	0	1									
		0.08%	0.00%	0.83%	0.00%	0.00%	0.54%	0.69%	0.00%	0.09%	0.00%	0.00%	0.07%	0.00%	0.09%	0.10%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.12%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	69	0	0	2	0	4	4	5	1	5	3	1	9	6	7	8	0	1	2	0	0	0	2	0	4	2	3									
		0.39%	0.00%	0.00%	0.21%	0.00%	0.71%	0.92%	0.80%	0.09%	0.44%	0.34%	0.07%	0.80%	0.53%	0.68%	1.06%	0.00%	0.30%	0.31%	0.00%	0.00%	0.00%	0.51%	0.00%	0.30%	1.57%	0.36%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1955	22	13	120	34	10	25	69	250	157	178	153	127	133	107	91	48	31	57	11	9	25	23	63	109	17	73									
		11.03%	7.77%	10.74%	12.33%	6.79%	1.79%	5.77%	10.99%	21.29%	13.75%	20.44%	10.88%	11.23%	11.83%	10.46%	12.04%	6.64%	9.37%	8.95%	5.79%	5.11%	8.22%	5.90%	11.21%	8.30%	13.39%	8.72%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	55	0	0	3	1	2	3	5	0	5	2	2	5	2	9	1	0	1	4	1	0	1	2	1	4	0	1									
		0.31%	0.00%	0.00%	0.31%	0.20%	0.36%	0.69%	0.80%	0.00%	0.44%	0.23%	0.14%	0.44%	0.18%	0.88%	0.13%	0.00%	0.30%	0.63%	0.53%	0.00%	0.33%	0.51%	0.18%	0.30%	0.00%	0.12%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	526	3	6	30	14	8	7	22	29	36	29	36	25	40	43	36	9	6	29	1	3	9	53	10	16	3	23									
		2.97%	1.06%	4.96%	3.08%	2.79%	1.43%	1.62%	3.50%	2.47%	3.15%	3.33%	2.56%	2.21%	3.56%	4.20%	4.76%	1.24%	1.81%	4.55%	0.53%	1.70%	2.96%	13.59%	1.78%	1.22%	2.36%	2.75%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
