Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Каневская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	930	27	25	51	17	25	38	25	25	17	28	33	21	5	20	12	20	14	22	3	3	3	20	25	20	25	25	25	3	10	3	36	19	41	20	10	3	5	15	13	15	13	16	3	3	10	25	12	32	10	10	15	14					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	809	27	24	47	17	25	35	24	17	15	26	30	21	5	20	12	20	10	22	3	0	2	17	15	17	16	20	25	2	9	3	36	17	32	20	9	3	4	14	7	9	13	14	3	1	9	10	10	31	4	10	15	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	515	12	4	13	3	4	26	12	9	5	1	10	3	4	2	0	4	3	3	1	1	1	5	5	4	2	2	2	6	2	0	11	6	3	6	3	4	1	4	6	1	6	5	2	2	2	3	3	17	0	3	6	272					
14	Число погашенных неиспользованных открепительных удостоверений	121	0	1	4	0	0	3	1	8	2	2	3	0	0	0	0	0	4	0	0	3	1	3	10	3	9	5	0	1	1	0	0	2	9	0	1	0	1	1	6	6	0	2	0	2	1	15	2	1	6	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	70	3	1	2	1	4	1	5	3	1	2	2	1	0	2	0	0	1	3	0	0	3	3	2	2	0	1	3	0	1	1	3	1	4	1	0	0	0	1	0	0	6	2	1	0	0	0	1	1	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	1.Политическая партия «Аграрная партия России»	1382	33	40	46	21	34	51	37	43	27	51	27	3	16	22	3	39	32	49	5	3	14	42	44	59	38	44	25	5	13	6	39	17	10	29	17	4	6	57	28	32	22	41	11	13	3	39	22	39	24	9	20	28					
		2.42%	2.28%	2.28%	2.90%	1.73%	2.58%	2.74%	1.80%	2.88%	2.36%	2.73%	1.36%	0.68%	3.82%	2.50%	0.74%	4.63%	2.78%	4.00%	2.48%	2.48%	5.00%	2.32%	2.58%	3.63%	3.52%	2.29%	1.45%	2.15%	1.43%	2.36%	1.78%	1.56%	0.45%	2.72%	2.61%	1.18%	1.88%	5.13%	3.07%	3.39%	1.34%	2.47%	4.78%	4.25%	1.22%	3.05%	2.38%	2.60%	3.72%	1.68%	2.67%	1.73%					
19	2.Всероссийская политическая партия «Гражданская Сила»	287	3	9	14	4	6	14	13	12	2	10	9	4	2	5	1	4	6	5	1	1	2	6	11	9	3	8	6	0	0	0	18	5	13	3	2	0	1	5	1	2	13	7	0	0	0	8	4	21	0	0	4	10					
		0.50%	0.21%	0.51%	0.88%	0.33%	0.46%	0.75%	0.63%	0.80%	0.17%	0.54%	0.45%	0.91%	0.48%	0.57%	0.25%	0.47%	0.52%	0.41%	0.50%	0.83%	0.71%	0.33%	0.65%	0.55%	0.28%	0.42%	0.35%	0.00%	0.00%	0.00%	0.82%	0.46%	0.58%	0.28%	0.31%	0.00%	0.31%	0.45%	0.11%	0.21%	0.79%	0.42%	0.00%	0.00%	0.00%	0.63%	0.43%	1.40%	0.00%	0.00%	0.53%	0.62%					
20	3.Политическая партия «Демократическая партия России»	80	0	0	3	3	0	0	0	1	0	1	17	1	0	2	0	1	0	1	0	0	0	3	5	2	0	0	2	2	2	0	2	0	0	4	0	0	0	4	2	1	5	1	0	0	1	0	1	2	0	0	10	1					
		0.14%	0.00%	0.00%	0.19%	0.25%	0.00%	0.00%	0.00%	0.07%	0.00%	0.05%	0.86%	0.23%	0.00%	0.23%	0.00%	0.12%	0.00%	0.08%	0.00%	0.00%	0.00%	0.17%	0.29%	0.12%	0.00%	0.00%	0.12%	0.86%	0.22%	0.00%	0.09%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.36%	0.22%	0.11%	0.30%	0.06%	0.00%	0.00%	0.41%	0.00%	0.11%	0.13%	0.00%	0.00%	1.34%	0.06%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	6147	159	211	196	140	180	265	245	151	116	184	251	47	47	135	31	174	138	139	16	4	18	147	161	177	81	216	178	14	84	35	232	100	109	199	74	44	36	94	88	110	198	126	18	18	18	85	93	178	81	59	104	143					
		10.76%	10.99%	12.05%	12.35%	11.53%	13.67%	14.23%	11.90%	10.10%	10.14%	9.86%	12.68%	10.66%	11.22%	15.34%	7.62%	20.64%	12.00%	11.36%	7.92%	3.31%	6.43%	8.11%	9.45%	10.89%	7.50%	11.26%	10.29%	6.01%	9.26%	13.78%	10.61%	9.17%	4.88%	18.63%	11.37%	12.98%	11.25%	8.45%	9.66%	11.66%	12.06%	7.58%	7.83%	5.88%	7.32%	6.66%	10.06%	11.86%	12.54%	11.03%	13.90%	8.83%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	208	5	6	7	8	3	14	9	7	3	5	17	10	2	5	0	0	4	5	0	0	0	0	7	4	3	0	4	0	4	0	1	4	0	6	1	0	2	5	5	3	8	7	0	0	2	12	0	10	3	0	3	4					
		0.36%	0.35%	0.34%	0.44%	0.66%	0.23%	0.75%	0.44%	0.47%	0.26%	0.27%	0.86%	2.27%	0.48%	0.57%	0.00%	0.00%	0.35%	0.41%	0.00%	0.00%	0.00%	0.00%	0.41%	0.25%	0.28%	0.00%	0.23%	0.00%	0.44%	0.00%	0.05%	0.37%	0.00%	0.56%	0.15%	0.00%	0.63%	0.45%	0.55%	0.32%	0.49%	0.42%	0.00%	0.00%	0.81%	0.94%	0.00%	0.67%	0.46%	0.00%	0.40%	0.25%					
23	6.Политическая партия «Партия социальной справедливости»	63	3	3	5	1	4	7	0	1	0	4	2	0	0	3	0	1	0	0	0	0	2	2	3	0	0	0	1	0	0	0	0	1	0	1	0	0	1	5	0	0	2	2	1	0	1	1	0	3	0	0	2	1					
		0.11%	0.21%	0.17%	0.32%	0.08%	0.30%	0.38%	0.00%	0.07%	0.00%	0.21%	0.10%	0.00%	0.00%	0.34%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.71%	0.11%	0.18%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.09%	0.00%	0.00%	0.31%	0.45%	0.00%	0.00%	0.12%	0.12%	0.43%	0.00%	0.41%	0.08%	0.00%	0.20%	0.00%	0.00%	0.27%	0.06%					
24	7.Политическая партия «Либерально-демократическая партия России»	4459	130	157	138	67	111	146	133	133	80	133	154	35	10	73	53	59	101	121	16	4	13	136	142	123	78	102	141	12	77	11	184	75	87	65	36	11	25	116	91	67	156	143	18	16	24	127	97	122	63	73	60	114					
		7.80%	8.99%	8.97%	8.70%	5.52%	8.43%	7.84%	6.46%	8.90%	6.99%	7.13%	7.78%	7.94%	2.39%	8.30%	13.02%	6.99%	8.78%	9.89%	7.92%	3.31%	4.64%	7.50%	8.33%	7.56%	7.22%	5.32%	8.15%	5.15%	8.49%	4.33%	8.42%	6.87%	3.89%	6.09%	5.53%	3.24%	7.81%	10.43%	9.99%	7.10%	9.50%	8.60%	7.83%	5.23%	9.76%	9.95%	10.50%	8.13%	9.75%	13.64%	8.02%	7.04%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4436	88	129	137	98	116	132	158	113	74	153	165	34	31	52	47	61	147	104	12	11	29	185	176	141	123	160	107	5	58	11	149	64	56	87	12	14	8	99	40	118	129	168	36	14	39	73	56	128	64	35	75	115					
		7.76%	6.09%	7.37%	8.63%	8.07%	8.81%	7.09%	7.68%	7.56%	6.47%	8.20%	8.33%	7.71%	7.40%	5.91%	11.55%	7.24%	12.78%	8.50%	5.94%	9.09%	10.36%	10.20%	10.33%	8.67%	11.39%	8.34%	6.18%	2.15%	6.39%	4.33%	6.82%	5.87%	2.51%	8.15%	1.84%	4.13%	2.50%	8.90%	4.39%	12.51%	7.86%	10.10%	15.65%	4.58%	15.85%	5.72%	6.06%	8.53%	9.91%	6.54%	10.03%	7.10%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	454	8	14	13	14	14	21	25	9	15	15	56	1	3	6	0	7	6	8	4	0	0	16	20	7	7	16	11	1	8	2	16	2	13	10	3	1	1	4	6	7	16	7	0	0	1	7	5	11	2	2	5	8					
		0.79%	0.55%	0.80%	0.82%	1.15%	1.06%	1.13%	1.21%	0.60%	1.31%	0.80%	2.83%	0.23%	0.72%	0.68%	0.00%	0.83%	0.52%	0.65%	1.98%	0.00%	0.00%	0.88%	1.17%	0.43%	0.65%	0.83%	0.64%	0.43%	0.88%	0.79%	0.73%	0.18%	0.58%	0.94%	0.46%	0.29%	0.31%	0.36%	0.66%	0.74%	0.97%	0.42%	0.00%	0.00%	0.41%	0.55%	0.54%	0.73%	0.31%	0.37%	0.67%	0.49%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	38447	994	1127	976	822	834	1161	1397	989	802	1261	1250	284	292	560	259	490	700	750	145	96	202	1248	1085	1077	735	1317	1240	189	650	186	1515	806	1939	627	499	260	231	703	635	589	1039	1112	143	216	152	913	618	956	392	349	455	1180					
		67.28%	68.74%	64.36%	61.50%	67.71%	63.33%	62.35%	67.88%	66.15%	70.10%	67.58%	63.13%	64.40%	69.69%	63.64%	63.64%	58.13%	60.87%	61.27%	71.78%	79.34%	72.14%	68.84%	63.67%	66.24%	68.06%	68.67%	71.68%	81.12%	71.66%	73.23%	69.30%	73.88%	86.79%	58.71%	76.65%	76.70%	72.19%	63.22%	69.70%	62.46%	63.28%	66.87%	62.17%	70.59%	61.79%	71.50%	66.88%	63.69%	60.68%	65.23%	60.83%	72.88%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	315	5	10	21	9	6	23	13	12	8	23	19	0	1	4	0	1	4	16	0	0	0	7	7	3	1	10	1	1	5	0	10	9	7	11	1	0	0	5	4	4	5	13	0	0	0	4	5	14	3	2	3	5					
		0.55%	0.35%	0.57%	1.32%	0.74%	0.46%	1.24%	0.63%	0.80%	0.70%	1.23%	0.96%	0.00%	0.24%	0.45%	0.00%	0.12%	0.35%	1.31%	0.00%	0.00%	0.00%	0.39%	0.41%	0.18%	0.09%	0.52%	0.06%	0.43%	0.55%	0.00%	0.46%	0.82%	0.31%	1.03%	0.15%	0.00%	0.00%	0.45%	0.44%	0.42%	0.30%	0.78%	0.00%	0.00%	0.00%	0.31%	0.54%	0.93%	0.46%	0.37%	0.40%	0.31%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
