Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																								
Дата голосования: 18.09.2016																																																								
																																																								
Наименование Избирательной комиссии:    Тбилисская																																																								
																																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																																								
																																																								
		Сумма	УИК №4801	УИК №4802	УИК №4803	УИК №4804	УИК №4805	УИК №4806	УИК №4807	УИК №4808	УИК №4809	УИК №4810	УИК №4811	УИК №4812	УИК №4813	УИК №4814	УИК №4815	УИК №4816	УИК №4817	УИК №4818	УИК №4819	УИК №4820	УИК №4821	УИК №4822	УИК №4823	УИК №4824	УИК №4825	УИК №4826	УИК №4827	УИК №4828	УИК №4829	УИК №4830	УИК №4831	УИК №4832	УИК №4833	УИК №4834	УИК №4835	УИК №4836	УИК №4837	УИК №4838	УИК №4839	УИК №4840	УИК №4841	УИК №4842	УИК №4843	УИК №4844	УИК №4845									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	244	17	8	13	17	6	7	24	14	20	7	16	9	2	9	0	2	1	11	1	0	0	0	1	5	9	4	6	0	2	3	0	5	2	7	1	0	0	4	0	0	5	1	1	4	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	328	6	9	12	10	15	36	15	10	14	6	6	8	11	10	8	5	6	9	10	8	5	5	5	6	11	4	3	6	2	4	0	5	2	6	8	10	3	4	3	4	7	2	0	5	4									
14	Число погашенных неиспользованных открепительных удостоверений	232	10	7	2	8	9	8	13	11	10	10	11	7	7	6	1	4	5	4	5	1	1	1	4	5	8	3	4	1	5	2	1	10	6	8	5	1	1	11	1	1	4	5	2	2	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	127	8	4	7	6	7	5	14	8	12	9	7	8	0	6	0	0	1	2	0	0	0	0	0	6	5	0	0	0	0	1	0	2	1	2	0	0	0	1	0	2	2	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	204	19	6	11	8	14	7	9	5	15	16	9	15	0	9	1	3	2	6	0	0	0	2	1	8	8	3	4	1	2	0	1	4	1	1	1	2	0	3	0	1	2	1	2	0	1									
		1.43%	2.74%	1.64%	1.94%	1.96%	3.10%	1.85%	1.37%	1.16%	1.72%	3.29%	1.58%	3.36%	0.00%	1.64%	1.61%	4.92%	2.27%	1.50%	0.00%	0.00%	0.00%	1.69%	0.30%	2.27%	1.37%	1.63%	0.51%	1.72%	0.81%	0.00%	1.75%	0.63%	0.34%	0.33%	1.16%	1.85%	0.00%	0.46%	0.00%	0.95%	0.49%	0.60%	1.04%	0.00%	0.88%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	532	23	3	19	15	21	20	23	12	37	17	18	17	2	24	0	1	1	13	0	2	3	8	8	16	18	9	43	4	5	17	1	21	14	7	4	4	1	28	8	3	12	7	14	6	3									
		3.73%	3.32%	0.82%	3.35%	3.68%	4.65%	5.29%	3.50%	2.78%	4.24%	3.49%	3.17%	3.80%	2.20%	4.36%	0.00%	1.64%	1.14%	3.26%	0.00%	2.63%	5.56%	6.78%	2.37%	4.53%	3.07%	4.89%	5.46%	6.90%	2.03%	4.21%	1.75%	3.30%	4.78%	2.34%	4.65%	3.70%	2.08%	4.33%	7.14%	2.86%	2.96%	4.19%	7.25%	5.17%	2.65%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	293	22	5	19	7	10	9	10	16	24	12	16	18	2	16	0	1	0	15	3	0	0	2	1	10	15	1	11	0	3	8	1	2	5	2	2	1	0	8	3	1	6	3	1	0	2									
		2.05%	3.17%	1.37%	3.35%	1.72%	2.21%	2.38%	1.52%	3.70%	2.75%	2.46%	2.82%	4.03%	2.20%	2.91%	0.00%	1.64%	0.00%	3.76%	3.09%	0.00%	0.00%	1.69%	0.30%	2.83%	2.56%	0.54%	1.40%	0.00%	1.22%	1.98%	1.75%	0.31%	1.71%	0.67%	2.33%	0.93%	0.00%	1.24%	2.68%	0.95%	1.48%	1.80%	0.52%	0.00%	1.77%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6686	249	297	249	153	192	128	262	189	424	186	250	189	40	236	40	31	43	135	57	46	39	55	187	137	283	100	415	25	159	230	43	301	148	145	50	64	20	296	42	42	221	97	76	61	54									
		46.88%	35.93%	81.37%	43.92%	37.50%	42.48%	33.86%	39.82%	43.75%	48.62%	38.19%	44.01%	42.28%	43.96%	42.91%	64.52%	50.82%	48.86%	33.83%	58.76%	60.53%	72.22%	46.61%	55.49%	38.81%	48.29%	54.35%	52.73%	43.10%	64.63%	56.93%	75.44%	47.33%	50.51%	48.49%	58.14%	59.26%	41.67%	45.82%	37.50%	40.00%	54.43%	58.08%	39.38%	52.59%	47.79%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	64	1	2	0	1	0	2	2	6	5	4	3	3	2	2	0	1	0	0	0	1	0	0	2	1	1	1	2	0	0	0	0	5	0	5	1	0	0	2	0	0	5	2	1	0	1									
		0.45%	0.14%	0.55%	0.00%	0.25%	0.00%	0.53%	0.30%	1.39%	0.57%	0.82%	0.53%	0.67%	2.20%	0.36%	0.00%	1.64%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	0.59%	0.28%	0.17%	0.54%	0.25%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	1.67%	1.16%	0.00%	0.00%	0.31%	0.00%	0.00%	1.23%	1.20%	0.52%	0.00%	0.88%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	1	0	0	2	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1	0	0	0	1	0	2	0	0	0	0	0	1	1									
		0.12%	0.14%	0.00%	0.00%	0.49%	0.00%	0.26%	0.15%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.25%	0.00%	0.00%	0.25%	0.00%	0.16%	0.00%	0.00%	0.00%	0.93%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.88%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2832	170	22	111	86	84	95	161	80	139	100	111	76	18	109	12	15	26	99	22	13	6	33	63	72	101	38	135	12	35	73	7	121	58	65	14	19	19	142	25	32	92	29	44	22	26									
		19.86%	24.53%	6.03%	19.58%	21.08%	18.58%	25.13%	24.47%	18.52%	15.94%	20.53%	19.54%	17.00%	19.78%	19.82%	19.35%	24.59%	29.55%	24.81%	22.68%	17.11%	11.11%	27.97%	18.69%	20.40%	17.24%	20.65%	17.15%	20.69%	14.23%	18.07%	12.28%	19.03%	19.80%	21.74%	16.28%	17.59%	39.58%	21.98%	22.32%	30.48%	22.66%	17.37%	22.80%	18.97%	23.01%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	62	4	1	3	1	5	2	4	3	5	5	3	2	0	5	0	0	0	2	0	0	0	0	0	1	1	1	1	0	0	6	0	0	1	0	0	0	0	4	0	0	2	0	0	0	0									
		0.43%	0.58%	0.27%	0.53%	0.25%	1.11%	0.53%	0.61%	0.69%	0.57%	1.03%	0.53%	0.45%	0.00%	0.91%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.17%	0.54%	0.13%	0.00%	0.00%	1.49%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	95	8	1	5	5	4	2	4	6	9	9	3	1	1	3	2	0	0	0	0	1	0	0	1	3	2	0	1	5	1	1	0	2	2	1	1	0	0	0	0	1	1	2	0	6	1									
		0.67%	1.15%	0.27%	0.88%	1.23%	0.88%	0.53%	0.61%	1.39%	1.03%	1.85%	0.53%	0.22%	1.10%	0.55%	3.23%	0.00%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	0.30%	0.85%	0.34%	0.00%	0.13%	8.62%	0.41%	0.25%	0.00%	0.31%	0.68%	0.33%	1.16%	0.00%	0.00%	0.00%	0.00%	0.95%	0.25%	1.20%	0.00%	5.17%	0.88%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	1	0	0	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1									
		0.07%	0.14%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.23%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	1.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.60%	0.00%	0.00%	0.88%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	89	11	1	2	2	7	3	7	10	8	0	4	2	0	1	1	0	0	7	0	0	0	0	0	2	4	1	4	1	0	0	0	3	0	0	0	0	0	5	0	2	1	0	0	0	0									
		0.62%	1.59%	0.27%	0.35%	0.49%	1.55%	0.79%	1.06%	2.31%	0.92%	0.00%	0.70%	0.45%	0.00%	0.18%	1.61%	0.00%	0.00%	1.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.68%	0.54%	0.51%	1.72%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	1.90%	0.25%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2814	147	25	122	110	95	97	148	89	174	115	123	102	21	113	4	8	9	111	14	11	3	14	59	88	130	24	131	6	34	57	3	147	57	65	9	14	6	122	33	21	57	20	38	16	22									
		19.73%	21.21%	6.85%	21.52%	26.96%	21.02%	25.66%	22.49%	20.60%	19.95%	23.61%	21.65%	22.82%	23.08%	20.55%	6.45%	13.11%	10.23%	27.82%	14.43%	14.47%	5.56%	11.86%	17.51%	24.93%	22.18%	13.04%	16.65%	10.34%	13.82%	14.11%	5.26%	23.11%	19.45%	21.74%	10.47%	12.96%	12.50%	18.89%	29.46%	20.00%	14.04%	11.98%	19.69%	13.79%	19.47%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	37	3	0	1	0	1	3	1	0	2	0	2	0	0	4	0	0	0	1	0	1	1	1	0	1	2	0	5	0	2	1	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0									
		0.26%	0.43%	0.00%	0.18%	0.00%	0.22%	0.79%	0.15%	0.00%	0.23%	0.00%	0.35%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.25%	0.00%	1.32%	1.85%	0.85%	0.00%	0.28%	0.34%	0.00%	0.64%	0.00%	0.81%	0.25%	0.00%	0.16%	0.00%	0.00%	1.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.60%	0.52%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	270	18	2	16	11	7	4	11	7	18	12	7	13	1	15	2	0	5	4	0	1	2	0	7	9	13	2	16	2	3	3	0	13	3	4	2	0	2	20	0	2	4	4	2	2	1									
		1.89%	2.60%	0.55%	2.82%	2.70%	1.55%	1.06%	1.67%	1.62%	2.06%	2.46%	1.23%	2.91%	1.10%	2.73%	3.23%	0.00%	5.68%	1.00%	0.00%	1.32%	3.70%	0.00%	2.08%	2.55%	2.22%	1.09%	2.03%	3.45%	1.22%	0.74%	0.00%	2.04%	1.02%	1.34%	2.33%	0.00%	4.17%	3.10%	0.00%	1.90%	0.99%	2.40%	1.04%	1.72%	0.88%									
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
