Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																	
Дата голосования: 02.12.2007																																																																	
																																																																	
Наименование Избирательной комиссии:    территориальная избирательная комиссия Петушинского района																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	755	30	30	10	5	10	20	20	20	10	10	15	5	5	5	5	10	10	10	5	15	10	25	10	15	5	5	5	5	5	5	5	30	5	30	30	30	20	20	25	10	10	10	20	5	20	20	15	5	5	5	5	5	5	5	5	10	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	487	12	26	6	1	5	17	18	14	6	8	8	3	1	0	0	5	9	6	1	5	4	16	9	7	3	1	0	2	3	3	0	27	3	18	24	30	10	18	18	10	7	10	11	0	13	12	7	5	5	0	1	1	1	1	0	10	19	27					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	458	8	17	3	1	4	5	6	9	10	10	4	4	2	6	6	3	3	12	5	6	7	2	4	4	0	1	2	9	0	3	6	14	1	3	10	8	17	5	8	9	13	7	7	3	27	8	3	51	6	5	1	6	38	5	2	17	12	10					
14	Число погашенных неиспользованных открепительных удостоверений	268	18	4	4	4	5	3	2	6	4	2	7	2	4	5	5	5	1	4	4	10	6	9	1	8	2	4	5	3	2	2	5	3	2	12	6	0	10	2	7	0	3	0	9	5	7	8	8	0	0	5	4	4	4	4	5	0	11	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	1	1	0	0	0	5	0	2	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	4	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																	
18	1.Политическая партия «Аграрная партия России»	820	14	37	14	6	12	25	20	21	16	12	6	6	3	3	9	11	8	14	5	9	15	6	19	3	1	1	0	9	29	7	7	30	3	21	22	15	24	25	33	24	20	25	5	2	39	38	13	18	13	4	0	4	9	3	11	6	32	33					
		2.99%	2.51%	3.65%	3.40%	3.45%	4.58%	2.59%	2.18%	2.48%	3.80%	2.60%	1.81%	2.56%	1.71%	2.70%	4.92%	4.58%	2.08%	4.46%	3.07%	2.95%	3.26%	1.49%	3.89%	1.20%	1.08%	0.85%	0.00%	6.34%	23.20%	5.43%	7.22%	2.62%	2.31%	3.10%	3.11%	2.11%	3.28%	2.76%	2.81%	2.78%	2.75%	3.06%	0.96%	0.96%	2.72%	2.74%	3.23%	6.02%	5.60%	2.33%	0.00%	5.06%	6.29%	1.40%	10.68%	1.58%	2.87%	2.90%					
19	2.Всероссийская политическая партия «Гражданская Сила»	238	6	8	2	2	1	8	9	12	3	5	4	2	0	0	2	1	0	3	2	1	2	1	8	2	0	0	0	0	0	1	0	8	0	5	8	3	5	11	13	11	6	9	4	3	17	15	2	1	1	0	1	0	1	0	0	0	13	16					
		0.87%	1.08%	0.79%	0.49%	1.15%	0.38%	0.83%	0.98%	1.42%	0.71%	1.08%	1.20%	0.85%	0.00%	0.00%	1.09%	0.42%	0.00%	0.96%	1.23%	0.33%	0.43%	0.25%	1.64%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.70%	0.00%	0.74%	1.13%	0.42%	0.68%	1.21%	1.11%	1.27%	0.82%	1.10%	0.77%	1.44%	1.19%	1.08%	0.50%	0.33%	0.43%	0.00%	0.88%	0.00%	0.70%	0.00%	0.00%	0.00%	1.16%	1.41%					
20	3.Политическая партия «Демократическая партия России»	23	0	0	1	1	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	2	1	1	0	0	1	0	0	0	0	0	1	0	0	1	2	0	0	0	0					
		0.08%	0.00%	0.00%	0.24%	0.57%	0.00%	0.00%	0.11%	0.12%	0.24%	0.00%	0.30%	0.00%	0.00%	0.00%	0.55%	0.42%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.27%	0.00%	0.17%	0.12%	0.14%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.70%	0.93%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3346	58	158	53	23	37	149	146	82	50	47	54	30	16	13	17	31	57	26	11	15	45	21	51	26	4	10	2	21	4	10	6	160	20	104	135	112	82	95	125	109	109	121	59	35	164	137	47	55	17	18	8	8	16	25	6	35	133	138					
		12.22%	10.41%	15.60%	12.86%	13.22%	14.12%	15.41%	15.94%	9.67%	11.88%	10.17%	16.27%	12.82%	9.14%	11.71%	9.29%	12.92%	14.84%	8.28%	6.75%	4.92%	9.78%	5.20%	10.45%	10.40%	4.30%	8.55%	3.39%	14.79%	3.20%	7.75%	6.19%	13.99%	15.38%	15.34%	19.09%	15.77%	11.20%	10.49%	10.63%	12.62%	14.97%	14.81%	11.30%	16.83%	11.44%	9.88%	11.69%	18.39%	7.33%	10.47%	7.02%	10.13%	11.19%	11.63%	5.83%	9.21%	11.92%	12.15%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	151	2	6	5	1	2	5	3	7	1	3	1	1	1	0	0	0	0	0	0	3	1	2	2	2	0	0	0	0	0	1	0	6	0	2	2	2	6	3	6	3	9	6	9	0	15	14	2	0	1	0	1	0	2	0	1	2	7	3					
		0.55%	0.36%	0.59%	1.21%	0.57%	0.76%	0.52%	0.33%	0.83%	0.24%	0.65%	0.30%	0.43%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	0.22%	0.50%	0.41%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.52%	0.00%	0.29%	0.28%	0.28%	0.82%	0.33%	0.51%	0.35%	1.24%	0.73%	1.72%	0.00%	1.05%	1.01%	0.50%	0.00%	0.43%	0.00%	0.88%	0.00%	1.40%	0.00%	0.97%	0.53%	0.63%	0.26%					
23	6.Политическая партия «Партия социальной справедливости»	79	1	4	0	1	1	3	6	0	0	4	0	0	0	1	0	0	1	2	0	1	0	2	1	0	0	0	0	0	4	0	1	5	0	4	0	2	1	3	3	2	4	1	2	0	3	0	2	0	3	0	0	0	0	0	0	1	5	5					
		0.29%	0.18%	0.39%	0.00%	0.57%	0.38%	0.31%	0.66%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.26%	0.64%	0.00%	0.33%	0.00%	0.50%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	3.20%	0.00%	1.03%	0.44%	0.00%	0.59%	0.00%	0.28%	0.14%	0.33%	0.26%	0.23%	0.55%	0.12%	0.38%	0.00%	0.21%	0.00%	0.50%	0.00%	1.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.45%	0.44%					
24	7.Политическая партия «Либерально-демократическая партия России»	2306	45	82	29	13	23	93	72	82	33	48	41	16	11	7	13	30	21	39	12	51	35	40	36	30	2	17	8	11	11	12	11	136	12	49	36	41	81	74	85	50	48	52	57	16	96	120	30	20	23	13	8	4	9	24	8	16	99	125					
		8.42%	8.08%	8.09%	7.04%	7.47%	8.78%	9.62%	7.86%	9.67%	7.84%	10.39%	12.35%	6.84%	6.29%	6.31%	7.10%	12.50%	5.47%	12.42%	7.36%	16.72%	7.61%	9.90%	7.38%	12.00%	2.15%	14.53%	13.56%	7.75%	8.80%	9.30%	11.34%	11.89%	9.23%	7.23%	5.09%	5.77%	11.07%	8.17%	7.23%	5.79%	6.59%	6.36%	10.92%	7.69%	6.69%	8.65%	7.46%	6.69%	9.91%	7.56%	7.02%	5.06%	6.29%	11.16%	7.77%	4.21%	8.87%	11.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2582	38	109	40	24	29	108	96	87	33	47	38	34	21	9	16	14	48	20	6	23	31	33	51	21	5	0	8	17	0	6	4	96	12	51	68	60	68	78	107	99	99	79	44	10	157	160	50	21	14	10	5	3	19	20	7	18	129	82					
		9.43%	6.82%	10.76%	9.71%	13.79%	11.07%	11.17%	10.48%	10.26%	7.84%	10.17%	11.45%	14.53%	12.00%	8.11%	8.74%	5.83%	12.50%	6.37%	3.68%	7.54%	6.74%	8.17%	10.45%	8.40%	5.38%	0.00%	13.56%	11.97%	0.00%	4.65%	4.12%	8.39%	9.23%	7.52%	9.62%	8.45%	9.29%	8.61%	9.10%	11.46%	13.60%	9.67%	8.43%	4.81%	10.95%	11.54%	12.44%	7.02%	6.03%	5.81%	4.39%	3.80%	13.29%	9.30%	6.80%	4.74%	11.56%	7.22%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	259	1	11	3	1	5	12	12	7	2	4	13	1	1	3	2	2	2	6	3	0	5	1	3	4	4	1	0	0	0	0	1	7	1	7	7	4	6	17	9	19	8	7	1	1	5	4	4	2	2	1	3	1	1	2	1	7	13	9					
		0.95%	0.18%	1.09%	0.73%	0.57%	1.91%	1.24%	1.31%	0.83%	0.48%	0.87%	3.92%	0.43%	0.57%	2.70%	1.09%	0.83%	0.52%	1.91%	1.84%	0.00%	1.09%	0.25%	0.61%	1.60%	4.30%	0.85%	0.00%	0.00%	0.00%	0.00%	1.03%	0.61%	0.77%	1.03%	0.99%	0.56%	0.82%	1.88%	0.77%	2.20%	1.10%	0.86%	0.19%	0.48%	0.35%	0.29%	0.99%	0.67%	0.86%	0.58%	2.63%	1.27%	0.70%	0.93%	0.97%	1.84%	1.16%	0.79%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	16848	378	572	251	97	146	525	533	517	276	285	165	137	116	71	117	144	236	199	123	200	322	292	304	155	77	85	40	82	72	91	66	671	79	419	419	453	435	582	776	512	404	501	332	133	903	854	240	180	143	120	81	59	83	133	66	282	646	668					
		61.55%	67.86%	56.47%	60.92%	55.75%	55.73%	54.29%	58.19%	60.97%	65.56%	61.69%	49.70%	58.55%	66.29%	63.96%	63.93%	60.00%	61.46%	63.38%	75.46%	65.57%	70.00%	72.28%	62.30%	62.00%	82.80%	72.65%	67.80%	57.75%	57.60%	70.54%	68.04%	58.65%	60.77%	61.80%	59.26%	63.80%	59.43%	64.24%	65.99%	59.26%	55.49%	61.32%	63.60%	63.94%	62.97%	61.57%	59.70%	60.20%	61.64%	69.77%	71.05%	74.68%	58.04%	61.86%	64.08%	74.21%	57.89%	58.80%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	340	5	10	10	4	2	15	14	22	4	2	7	4	3	0	0	5	3	1	0	2	2	1	5	4	0	0	1	2	1	0	1	9	0	4	1	10	10	10	10	19	14	6	6	4	21	35	8	1	3	2	0	0	1	1	0	3	22	10					
		1.24%	0.90%	0.99%	2.43%	2.30%	0.76%	1.55%	1.53%	2.59%	0.95%	0.43%	2.11%	1.71%	1.71%	0.00%	0.00%	2.08%	0.78%	0.32%	0.00%	0.66%	0.43%	0.25%	1.02%	1.60%	0.00%	0.00%	1.69%	1.41%	0.80%	0.00%	1.03%	0.79%	0.00%	0.59%	0.14%	1.41%	1.37%	1.10%	0.85%	2.20%	1.92%	0.73%	1.15%	1.92%	1.46%	2.52%	1.99%	0.33%	1.29%	1.16%	0.00%	0.00%	0.70%	0.47%	0.00%	0.79%	1.97%	0.88%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
