Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
Наименование Избирательной комиссии:    Переволоцкая																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
18	1.Политическая партия «Аграрная партия России»	431	4	6	12	2	14	1	7	18	6	8	11	20	1	0	14	7	4	3	18	2	4	17	4	27	5	3	1	23	14	3	3	16	1	2	0	14	25	4	14	24	11	6	19	14	18	1					
		3.14%	2.86%	1.98%	4.30%	2.20%	4.27%	0.81%	5.60%	4.39%	1.58%	1.20%	2.13%	6.41%	1.59%	0.00%	3.47%	5.34%	3.36%	1.58%	4.50%	2.08%	9.09%	5.03%	3.36%	4.40%	5.05%	2.91%	1.45%	4.90%	9.79%	3.09%	3.61%	3.44%	1.43%	1.60%	0.00%	4.53%	2.42%	1.03%	3.18%	3.69%	3.17%	0.97%	3.45%	1.97%	3.82%	0.65%					
19	2.Всероссийская политическая партия «Гражданская Сила»	38	1	7	1	0	0	1	0	2	0	0	0	1	0	0	2	0	0	1	7	0	0	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	1	1	0	1	4	0					
		0.28%	0.71%	2.31%	0.36%	0.00%	0.00%	0.81%	0.00%	0.49%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.50%	0.00%	0.00%	0.53%	1.75%	0.00%	0.00%	0.30%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.20%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.31%	0.29%	0.16%	0.00%	0.14%	0.85%	0.00%					
20	3.Политическая партия «Демократическая партия России»	12	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	1	0	0	1	0					
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	1.61%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.58%	0.16%	0.00%	0.00%	0.21%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1670	15	26	20	3	65	17	25	52	50	76	54	37	2	9	24	30	7	15	20	9	5	44	11	55	13	2	9	46	16	4	7	54	6	4	8	42	182	69	58	113	42	109	76	72	54	13					
		12.17%	10.71%	8.58%	7.17%	3.30%	19.82%	13.71%	20.00%	12.68%	13.16%	11.38%	10.44%	11.86%	3.17%	26.47%	5.96%	22.90%	5.88%	7.89%	5.00%	9.38%	11.36%	13.02%	9.24%	8.97%	13.13%	1.94%	13.04%	9.81%	11.19%	4.12%	8.43%	11.61%	8.57%	3.20%	7.77%	13.59%	17.62%	17.83%	13.18%	17.36%	12.10%	17.69%	13.82%	10.11%	11.46%	8.39%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	20	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	0	1	3	0					
		0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	6.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.31%	0.00%	0.49%	0.00%	0.14%	0.64%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	19	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	3	1	0	0	1	1	1	0	0	0	1					
		0.14%	0.00%	0.00%	0.36%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.15%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.53%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.97%	0.10%	0.00%	0.00%	0.15%	0.29%	0.16%	0.00%	0.00%	0.00%	0.65%					
24	7.Политическая партия «Либерально-демократическая партия России»	1011	10	23	24	10	29	25	14	27	39	15	15	21	11	4	22	5	11	20	35	6	6	29	13	52	4	5	0	29	2	2	7	44	10	10	15	37	23	36	44	55	37	39	43	38	49	16					
		7.37%	7.14%	7.59%	8.60%	10.99%	8.84%	20.16%	11.20%	6.59%	10.26%	2.25%	2.90%	6.73%	17.46%	11.76%	5.46%	3.82%	9.24%	10.53%	8.75%	6.25%	13.64%	8.58%	10.92%	8.48%	4.04%	4.85%	0.00%	6.18%	1.40%	2.06%	8.43%	9.46%	14.29%	8.00%	14.56%	11.97%	2.23%	9.30%	10.00%	8.45%	10.66%	6.33%	7.82%	5.34%	10.40%	10.32%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1644	19	42	48	6	28	13	9	28	26	110	79	39	12	3	36	10	19	28	34	5	1	33	10	40	3	14	3	28	15	2	10	60	14	20	31	30	69	51	73	75	62	109	76	149	61	11					
		11.98%	13.57%	13.86%	17.20%	6.59%	8.54%	10.48%	7.20%	6.83%	6.84%	16.47%	15.28%	12.50%	19.05%	8.82%	8.93%	7.63%	15.97%	14.74%	8.50%	5.21%	2.27%	9.76%	8.40%	6.53%	3.03%	13.59%	4.35%	5.97%	10.49%	2.06%	12.05%	12.90%	20.00%	16.00%	30.10%	9.71%	6.68%	13.18%	16.59%	11.52%	17.87%	17.69%	13.82%	20.93%	12.95%	7.10%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	176	4	1	0	0	3	1	3	4	5	4	3	2	0	0	17	0	0	1	22	1	0	1	3	6	1	2	0	12	1	1	0	3	0	0	0	6	6	8	11	12	6	6	10	3	6	1					
		1.28%	2.86%	0.33%	0.00%	0.00%	0.91%	0.81%	2.40%	0.98%	1.32%	0.60%	0.58%	0.64%	0.00%	0.00%	4.22%	0.00%	0.00%	0.53%	5.50%	1.04%	0.00%	0.30%	2.52%	0.98%	1.01%	1.94%	0.00%	2.56%	0.70%	1.03%	0.00%	0.65%	0.00%	0.00%	0.00%	1.94%	0.58%	2.07%	2.50%	1.84%	1.73%	0.97%	1.82%	0.42%	1.27%	0.65%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8548	87	193	170	69	184	64	66	278	249	445	345	190	37	18	282	69	77	119	259	65	28	206	73	426	72	77	54	330	92	82	55	273	38	88	49	175	713	214	233	364	181	337	316	423	272	111					
		62.29%	62.14%	63.70%	60.93%	75.82%	56.10%	51.61%	52.80%	67.80%	65.53%	66.62%	66.73%	60.90%	58.73%	52.94%	69.98%	52.67%	64.71%	62.63%	64.75%	67.71%	63.64%	60.95%	61.34%	69.49%	72.73%	74.76%	78.26%	70.36%	64.34%	84.54%	66.27%	58.71%	54.29%	70.40%	47.57%	56.63%	69.02%	55.30%	52.95%	55.91%	52.16%	54.71%	57.45%	59.41%	57.75%	71.61%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	48	0	0	0	0	2	0	1	0	2	1	0	1	0	0	1	0	0	1	2	2	0	0	2	2	0	0	2	0	0	0	0	3	0	1	0	0	2	4	3	1	1	3	7	2	2	0					
		0.35%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.80%	0.00%	0.53%	0.15%	0.00%	0.32%	0.00%	0.00%	0.25%	0.00%	0.00%	0.53%	0.50%	2.08%	0.00%	0.00%	1.68%	0.33%	0.00%	0.00%	2.90%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.80%	0.00%	0.00%	0.19%	1.03%	0.68%	0.15%	0.29%	0.49%	1.27%	0.28%	0.42%	0.00%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
