Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Кашинская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	560	10	10	20	20	20	20	10	10	10	20	20	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	30	15	15	15	15	15	15	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	353	6	10	11	13	12	8	10	7	10	16	15	7	2	4	15	15	3	15	13	15	8	2	2	10	1	5	15	15	30	7	15	11	4	4	6	11									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	209	10	7	16	51	10	7	11	14	6	18	0	3	2	2	6	3	1	1	0	3	1	1	0	5	3	9	2	0	2	5	4	0	0	1	1	4									
14	Число погашенных неиспользованных открепительных удостоверений	207	4	0	9	7	8	12	0	3	0	4	5	8	13	11	0	0	12	0	2	0	7	13	13	5	14	10	0	0	0	8	0	4	11	11	9	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	1	2	2	1	3	2	1	3	1	2	3	1	0	1	0	0	0	0	0	0	0	5	0	0	1	0	0	0	1	0	2	1	0	1	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	161	5	4	20	7	15	12	11	6	16	7	8	4	1	2	3	1	6	6	0	0	2	2	1	1	2	2	1	2	4	1	3	2	1	1	1	1									
		1.69%	2.46%	1.62%	4.55%	1.26%	2.50%	2.21%	2.42%	1.43%	3.01%	1.02%	1.68%	2.88%	0.89%	1.05%	1.06%	0.50%	1.49%	1.83%	0.00%	0.00%	1.07%	1.10%	0.89%	0.49%	1.14%	0.93%	1.22%	1.71%	2.38%	0.76%	1.96%	0.94%	0.70%	0.73%	0.78%	0.95%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	260	4	14	12	12	12	22	20	15	15	19	13	1	1	6	8	7	9	8	1	7	6	6	1	7	4	5	5	3	2	1	5	4	0	2	0	3									
		2.73%	1.97%	5.67%	2.73%	2.16%	2.00%	4.05%	4.41%	3.57%	2.82%	2.77%	2.73%	0.72%	0.89%	3.16%	2.83%	3.48%	2.24%	2.44%	0.81%	4.67%	3.21%	3.30%	0.89%	3.41%	2.27%	2.33%	6.10%	2.56%	1.19%	0.76%	3.27%	1.89%	0.00%	1.46%	0.00%	2.86%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	251	6	4	8	13	15	17	12	13	22	22	21	4	2	4	5	2	11	13	3	1	2	3	2	3	6	2	2	0	5	7	5	6	5	1	0	4									
		2.63%	2.96%	1.62%	1.82%	2.34%	2.50%	3.13%	2.64%	3.10%	4.14%	3.21%	4.41%	2.88%	1.79%	2.11%	1.77%	0.99%	2.74%	3.96%	2.42%	0.67%	1.07%	1.65%	1.79%	1.46%	3.41%	0.93%	2.44%	0.00%	2.98%	5.34%	3.27%	2.83%	3.50%	0.73%	0.00%	3.81%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4433	72	95	163	211	259	216	174	196	231	273	165	83	63	115	155	118	194	144	75	87	134	84	65	121	84	125	49	65	106	58	66	108	109	75	45	50									
		46.49%	35.47%	38.46%	37.05%	38.02%	43.24%	39.78%	38.33%	46.67%	43.50%	39.80%	34.66%	59.71%	56.25%	60.53%	54.77%	58.71%	48.26%	43.90%	60.48%	58.00%	71.66%	46.15%	58.04%	59.02%	47.73%	58.14%	59.76%	55.56%	63.10%	44.27%	43.14%	50.94%	76.22%	54.74%	35.16%	47.62%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	39	2	1	4	2	0	2	7	1	2	3	2	0	0	1	0	1	0	2	0	0	0	0	2	0	0	0	0	1	0	1	0	1	0	0	3	1									
		0.41%	0.99%	0.40%	0.91%	0.36%	0.00%	0.37%	1.54%	0.24%	0.38%	0.44%	0.42%	0.00%	0.00%	0.53%	0.00%	0.50%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	1.79%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.76%	0.00%	0.47%	0.00%	0.00%	2.34%	0.95%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1									
		0.12%	0.49%	0.40%	0.23%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.89%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.95%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1311	40	23	64	96	82	75	45	48	64	95	60	27	16	25	41	28	49	42	18	27	23	21	12	32	22	37	14	18	19	19	31	41	6	20	20	11									
		13.75%	19.70%	9.31%	14.55%	17.30%	13.69%	13.81%	9.91%	11.43%	12.05%	13.85%	12.61%	19.42%	14.29%	13.16%	14.49%	13.93%	12.19%	12.80%	14.52%	18.00%	12.30%	11.54%	10.71%	15.61%	12.50%	17.21%	17.07%	15.38%	11.31%	14.50%	20.26%	19.34%	4.20%	14.60%	15.63%	10.48%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	45	0	2	2	4	1	1	4	4	4	5	4	0	0	0	0	2	1	2	0	0	0	1	0	1	2	1	0	0	1	0	0	1	1	1	0	0									
		0.47%	0.00%	0.81%	0.45%	0.72%	0.17%	0.18%	0.88%	0.95%	0.75%	0.73%	0.84%	0.00%	0.00%	0.00%	0.00%	0.99%	0.25%	0.61%	0.00%	0.00%	0.00%	0.55%	0.00%	0.49%	1.14%	0.47%	0.00%	0.00%	0.60%	0.00%	0.00%	0.47%	0.70%	0.73%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	87	1	0	5	4	14	6	2	2	4	17	7	1	0	2	1	1	3	3	0	1	0	5	1	0	1	0	0	0	0	0	0	2	0	0	4	0									
		0.91%	0.49%	0.00%	1.14%	0.72%	2.34%	1.10%	0.44%	0.48%	0.75%	2.48%	1.47%	0.72%	0.00%	1.05%	0.35%	0.50%	0.75%	0.91%	0.00%	0.67%	0.00%	2.75%	0.89%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.94%	0.00%	0.00%	3.13%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	1	1	0	2	0	0	0	2	0	0	0	1	2	1	1	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0									
		0.17%	0.49%	0.40%	0.00%	0.36%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.72%	1.79%	0.53%	0.35%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	114	3	10	9	5	11	13	11	4	7	6	8	1	0	1	4	2	2	8	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	1	2	0									
		1.20%	1.48%	4.05%	2.05%	0.90%	1.84%	2.39%	2.42%	0.95%	1.32%	0.87%	1.68%	0.72%	0.00%	0.53%	1.41%	0.99%	0.50%	2.44%	0.00%	0.00%	0.53%	0.00%	0.00%	0.49%	0.57%	0.47%	0.00%	0.00%	0.00%	0.76%	0.65%	0.00%	0.00%	0.73%	1.56%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1340	26	35	59	97	84	89	80	64	86	112	83	8	20	8	38	19	64	55	15	15	12	34	7	22	26	17	7	17	10	30	19	21	14	23	18	6									
		14.05%	12.81%	14.17%	13.41%	17.48%	14.02%	16.39%	17.62%	15.24%	16.20%	16.33%	17.44%	5.76%	17.86%	4.21%	13.43%	9.45%	15.92%	16.77%	12.10%	10.00%	6.42%	18.68%	6.25%	10.73%	14.77%	7.91%	8.54%	14.53%	5.95%	22.90%	12.42%	9.91%	9.79%	16.79%	14.06%	5.71%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	37	1	0	2	6	0	5	4	0	1	1	2	1	1	0	1	1	0	0	0	0	0	0	0	2	2	0	0	1	1	1	1	1	1	1	0	0									
		0.39%	0.49%	0.00%	0.45%	1.08%	0.00%	0.92%	0.88%	0.00%	0.19%	0.15%	0.42%	0.72%	0.89%	0.00%	0.35%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	1.14%	0.00%	0.00%	0.85%	0.60%	0.76%	0.65%	0.47%	0.70%	0.73%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1228	36	50	81	81	86	75	77	60	67	108	88	5	5	24	20	11	54	42	9	8	7	24	17	11	24	19	2	10	16	10	18	23	5	7	24	24									
		12.88%	17.73%	20.24%	18.41%	14.59%	14.36%	13.81%	16.96%	14.29%	12.62%	15.74%	18.49%	3.60%	4.46%	12.63%	7.07%	5.47%	13.43%	12.80%	7.26%	5.33%	3.74%	13.19%	15.18%	5.37%	13.64%	8.84%	2.44%	8.55%	9.52%	7.63%	11.76%	10.85%	3.50%	5.11%	18.75%	22.86%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
