Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Слободская																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070					
		2.42%	2.64%	4.05%	2.51%	6.25%	2.85%	1.79%	3.41%	0.0%	0.70%	3.72%	3.67%	1.85%	2.95%	3.48%	2.67%	1.78%	2.21%	3.09%	3.24%	2.92%	1.96%	2.04%	0.44%	1.20%	2.70%	0.45%	4.0%	2.81%	5.79%	2.10%	2.06%	1.01%	0.96%	2.00%	1.08%	0.0%	1.86%	1.35%	1.78%	0.0%	0.0%	4.13%	2.85%					
22	"5. ""За Русь Святую"""	74	4	1	1	1	5	1	1	0	4	0	1	0	3	0	6	2	6	8	3	1	1	6	4	0	1	0	0	1	1	1	1	0	3	0	0	0	0	1	4	1	0	1	0					
		0.46%	0.88%	1.35%	0.50%	0.52%	1.02%	0.59%	0.22%	0.0%	2.81%	0.0%	0.73%	0.0%	0.18%	0.0%	0.72%	0.23%	0.78%	0.77%	0.88%	0.09%	0.28%	0.94%	0.59%	0.0%	0.45%	0.0%	0.0%	0.40%	1.44%	0.26%	0.29%	0.0%	0.96%	0.0%	0.0%	0.0%	0.0%	0.33%	0.79%	1.11%	0.0%	0.37%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	52	7	1	2	0	3	1	2	0	1	0	1	1	3	2	4	3	3	2	1	3	1	0	1	0	0	2	0	0	0	1	0	0	1	1	1	0	0	0	3	0	0	1	0					
		0.32%	1.54%	1.35%	1.00%	0.0%	0.61%	0.59%	0.45%	0.0%	0.70%	0.0%	0.73%	1.85%	0.18%	0.22%	0.48%	0.35%	0.39%	0.19%	0.29%	0.29%	0.28%	0.0%	0.14%	0.0%	0.0%	0.90%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.32%	0.18%	1.08%	0.0%	0.0%	0.0%	0.59%	0.0%	0.0%	0.37%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	107	5	0	1	1	1	0	3	1	0	1	1	0	18	9	9	4	5	6	6	10	0	3	3	0	1	5	0	2	0	0	2	0	1	2	0	1	1	2	2	0	1	0	0					
		0.67%	1.10%	0.0%	0.50%	0.52%	0.20%	0.0%	0.68%	0.47%	0.0%	0.62%	0.73%	0.0%	1.13%	1.01%	1.09%	0.47%	0.65%	0.57%	1.76%	0.97%	0.0%	0.47%	0.44%	0.0%	0.45%	2.26%	0.0%	0.80%	0.0%	0.0%	0.58%	0.0%	0.32%	0.36%	0.0%	1.40%	0.62%	0.67%	0.39%	0.0%	1.81%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	42	0	0	0	0	2	0	3	3	0	0	0	0	2	3	0	1	2	1	1	4	1	3	2	0	0	0	3	0	0	2	0	1	0	3	0	0	0	1	0	0	0	3	1					
		0.26%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.68%	1.42%	0.0%	0.0%	0.0%	0.0%	0.12%	0.33%	0.0%	0.11%	0.26%	0.09%	0.29%	0.38%	0.28%	0.47%	0.29%	0.0%	0.0%	0.0%	6.0%	0.0%	0.0%	0.52%	0.0%	0.50%	0.0%	0.54%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	1.12%	1.42%					
26	"9. ""Российская экологическая партия ""Зеленые"""	75	4	0	3	1	3	0	6	0	0	0	0	0	1	10	1	7	2	7	2	2	3	1	8	1	0	1	0	1	1	2	2	0	3	1	0	0	0	0	2	0	0	0	0					
		0.46%	0.88%	0.0%	1.50%	0.52%	0.61%	0.0%	1.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	1.12%	0.12%	0.83%	0.26%	0.67%	0.58%	0.19%	0.84%	0.15%	1.19%	1.20%	0.0%	0.45%	0.0%	0.40%	1.44%	0.52%	0.58%	0.0%	0.96%	0.18%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1571	51	11	24	17	36	19	29	49	14	43	3	6	120	58	51	33	50	59	28	89	59	48	100	10	41	15	2	47	8	56	50	6	57	88	23	30	8	40	33	4	21	19	16					
		9.84%	11.23%	14.86%	12.06%	8.85%	7.34%	11.37%	6.60%	23.22%	9.85%	26.70%	2.20%	11.11%	7.55%	6.51%	6.19%	3.92%	6.51%	5.70%	8.25%	8.66%	16.57%	7.55%	14.99%	12.04%	18.46%	6.78%	4.0%	18.87%	11.59%	14.73%	14.74%	3.04%	18.32%	16.05%	25.0%	42.25%	4.96%	13.51%	6.53%	4.44%	38.18%	7.14%	22.85%					
28	"11. ""Истинные патриоты России"""	19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	2	2	1	2	1	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	1	0	0	1	0					
		0.11%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.13%	0.09%	0.58%	0.19%	0.28%	0.31%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.78%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.37%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	211	3	6	1	0	5	5	3	4	0	2	0	0	22	14	12	16	10	9	2	9	5	14	11	0	2	0	0	1	2	5	9	1	2	15	2	1	1	2	7	1	1	2	4					
		1.32%	0.66%	8.10%	0.50%	0.0%	1.02%	2.99%	0.68%	1.89%	0.0%	1.24%	0.0%	0.0%	1.38%	1.57%	1.45%	1.90%	1.30%	0.86%	0.58%	0.87%	1.40%	2.20%	1.64%	0.0%	0.90%	0.0%	0.0%	0.40%	2.89%	1.31%	2.65%	0.50%	0.64%	2.73%	2.17%	1.40%	0.62%	0.67%	1.38%	1.11%	1.81%	0.75%	5.71%					
30	"13. ""Демократическая партия России"""	42	1	1	0	0	1	1	0	1	0	0	1	0	1	3	4	2	2	3	3	9	2	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	1	1	1	0	0	0	0					
		0.26%	0.22%	1.35%	0.0%	0.0%	0.20%	0.59%	0.0%	0.47%	0.0%	0.0%	0.73%	0.0%	0.06%	0.33%	0.48%	0.23%	0.26%	0.28%	0.88%	0.87%	0.56%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.36%	0.0%	0.0%	0.62%	0.33%	0.19%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	38	1	0	0	0	0	0	1	1	0	1	0	0	4	3	0	4	2	2	0	0	0	5	4	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	3	0	0	2	0					
		0.23%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.47%	0.0%	0.62%	0.0%	0.0%	0.25%	0.33%	0.0%	0.47%	0.26%	0.19%	0.0%	0.0%	0.0%	0.78%	0.59%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.29%	0.50%	0.0%	0.0%	0.0%	0.0%	0.62%	0.33%	0.59%	0.0%	0.0%	0.75%	0.0%					
32	"15. ""Партия СЛОН"""	21	1	0	0	1	2	0	0	0	1	1	0	0	0	0	1	1	2	1	0	3	0	0	0	0	0	0	0	0	0	2	2	0	1	2	0	0	0	0	0	0	0	0	0					
		0.13%	0.22%	0.0%	0.0%	0.52%	0.40%	0.0%	0.0%	0.0%	0.70%	0.62%	0.0%	0.0%	0.0%	0.0%	0.12%	0.11%	0.26%	0.09%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.58%	0.0%	0.32%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1036	36	3	14	16	40	2	33	4	8	9	6	2	115	68	63	85	52	89	14	47	15	67	49	4	5	7	0	19	3	12	15	20	9	41	4	0	11	17	20	4	2	6	0					
		6.49%	7.92%	4.05%	7.03%	8.33%	8.16%	1.19%	7.51%	1.89%	5.63%	5.59%	4.41%	3.70%	7.24%	7.64%	7.65%	10.11%	6.77%	8.59%	4.12%	4.57%	4.21%	10.55%	7.34%	4.81%	2.25%	3.16%	0.0%	7.63%	4.34%	3.15%	4.42%	10.15%	2.89%	7.48%	4.34%	0.0%	6.83%	5.74%	3.96%	4.44%	3.63%	2.25%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	59	1	1	2	0	2	0	0	3	0	2	2	0	5	4	4	3	2	0	2	2	1	2	3	0	0	0	1	1	1	1	1	2	0	1	0	0	1	2	5	0	0	2	0					
		0.36%	0.22%	1.35%	1.00%	0.0%	0.40%	0.0%	0.0%	1.42%	0.0%	1.24%	1.47%	0.0%	0.31%	0.44%	0.48%	0.35%	0.26%	0.0%	0.58%	0.19%	0.28%	0.31%	0.44%	0.0%	0.0%	0.0%	2.0%	0.40%	1.44%	0.26%	0.29%	1.01%	0.0%	0.18%	0.0%	0.0%	0.62%	0.67%	0.99%	0.0%	0.0%	0.75%	0.0%					
35	"18. ""ЛДПР"""	2335	61	7	29	25	81	33	59	34	25	15	7	2	200	83	107	112	106	191	49	192	46	66	94	24	31	57	11	29	15	51	49	27	45	72	15	18	24	75	82	23	14	44	5					
		14.62%	13.43%	9.45%	14.57%	13.02%	16.53%	19.76%	13.43%	16.11%	17.60%	9.31%	5.14%	3.70%	12.59%	9.32%	13.00%	13.33%	13.82%	18.45%	14.45%	18.69%	12.92%	10.39%	14.09%	28.91%	13.96%	25.79%	22.0%	11.64%	21.73%	13.42%	14.45%	13.70%	14.46%	13.13%	16.30%	25.35%	14.90%	25.33%	16.23%	25.55%	25.45%	16.54%	7.14%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	444	8	3	1	5	10	6	10	8	0	3	5	3	44	28	33	29	31	24	8	42	3	22	19	1	4	13	1	8	3	7	9	5	3	8	1	2	1	8	7	8	1	9	0					
		2.78%	1.76%	4.05%	0.50%	2.60%	2.04%	3.59%	2.27%	3.79%	0.0%	1.86%	3.67%	5.55%	2.77%	3.14%	4.00%	3.45%	4.04%	2.31%	2.35%	4.08%	0.84%	3.46%	2.84%	1.20%	1.80%	5.88%	2.0%	3.21%	4.34%	1.84%	2.65%	2.53%	0.96%	1.45%	1.08%	2.81%	0.62%	2.70%	1.38%	8.88%	1.81%	3.38%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	5382	167	17	64	67	158	61	159	65	47	47	68	14	556	336	289	293	253	370	119	345	126	218	197	23	77	68	14	57	11	94	116	104	98	149	18	13	52	79	204	29	9	112	19					
		33.71%	36.78%	22.97%	32.16%	34.89%	32.24%	36.52%	36.21%	30.80%	33.09%	29.19%	49.99%	25.92%	35.01%	37.75%	35.11%	34.88%	32.98%	35.74%	35.10%	33.59%	35.39%	34.33%	29.53%	27.71%	34.68%	30.76%	28.0%	22.89%	15.94%	24.73%	34.21%	52.79%	31.51%	27.18%	19.56%	18.30%	32.29%	26.68%	40.39%	32.22%	16.36%	42.10%	27.14%					
38	"21. ""Российская Конституционно-демократическая партия"""	27	1	0	0	0	2	0	1	0	0	0	0	0	0	4	0	1	1	2	2	1	2	1	2	1	2	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0					
		0.16%	0.22%	0.0%	0.0%	0.0%	0.40%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.11%	0.13%	0.19%	0.58%	0.09%	0.56%	0.15%	0.29%	1.20%	0.90%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.62%	0.33%	0.0%	0.0%	0.0%	0.37%	0.0%					
39	"22. ""Развитие предпринимательства"""	82	1	1	1	0	2	0	2	1	1	1	0	0	13	7	8	7	0	5	3	5	3	0	1	0	0	0	1	0	0	1	3	0	3	2	0	0	0	3	6	1	0	0	0					
		0.51%	0.22%	1.35%	0.50%	0.0%	0.40%	0.0%	0.45%	0.47%	0.70%	0.62%	0.0%	0.0%	0.81%	0.78%	0.97%	0.83%	0.0%	0.48%	0.88%	0.48%	0.84%	0.0%	0.14%	0.0%	0.0%	0.0%	2.0%	0.0%	0.0%	0.26%	0.88%	0.0%	0.96%	0.36%	0.0%	0.0%	0.0%	1.01%	1.18%	1.11%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1613	32	7	12	21	29	11	36	12	15	9	8	8	202	87	73	87	96	79	21	89	25	76	74	6	18	29	1	39	4	71	29	5	21	106	16	3	24	28	50	8	3	31	12					
		10.10%	7.04%	9.45%	6.03%	10.93%	5.91%	6.58%	8.20%	5.68%	10.56%	5.59%	5.88%	14.81%	12.72%	9.77%	8.86%	10.35%	12.51%	7.63%	6.19%	8.66%	7.02%	11.96%	11.09%	7.22%	8.10%	13.12%	2.0%	15.66%	5.79%	18.68%	8.55%	2.53%	6.75%	19.34%	17.39%	4.22%	14.90%	9.45%	9.90%	8.88%	5.45%	11.65%	17.14%					
																																																		
41	Против всех	689	15	5	10	6	34	5	20	8	6	7	5	3	78	33	36	43	43	52	12	36	29	21	28	9	12	12	4	3	0	12	10	1	21	15	4	1	9	13	18	4	1	4	1					
		4.31%	3.30%	6.75%	5.02%	3.12%	6.93%	2.99%	4.55%	3.79%	4.22%	4.34%	3.67%	5.55%	4.91%	3.70%	4.37%	5.11%	5.60%	5.02%	3.53%	3.50%	8.14%	3.30%	4.19%	10.84%	5.40%	5.42%	8.0%	1.20%	0.0%	3.15%	2.94%	0.50%	6.75%	2.73%	4.34%	1.40%	5.59%	4.39%	3.56%	4.44%	1.81%	1.50%	1.42%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
