Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Биробиджанская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123					
		1.22%	0.91%	1.06%	0.80%	2.82%	1.47%	0.85%	2.00%	1.80%	3.26%	0.62%	1.72%	1.55%	0.0%	0.90%	0.0%	0.0%	0.43%	1.44%	0.5%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	128	18	18	11	27	4	2	11	1	0	2	5	4	1	4	3	0	1	10	6					
		1.89%	2.06%	2.72%	2.20%	5.86%	1.47%	0.57%	1.69%	0.90%	0.0%	1.25%	0.78%	1.24%	0.50%	0.72%	1.36%	0.0%	0.43%	7.24%	3.0%					
22	"5. ""За Русь Святую"""	13	1	1	3	1	0	2	0	0	0	1	0	1	0	2	0	0	1	0	0					
		0.19%	0.11%	0.15%	0.60%	0.21%	0.0%	0.57%	0.0%	0.0%	0.0%	0.62%	0.0%	0.31%	0.0%	0.36%	0.0%	0.0%	0.43%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	17	3	1	2	1	0	0	0	0	0	0	0	1	0	3	2	0	3	0	1					
		0.25%	0.34%	0.15%	0.40%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.54%	0.91%	0.0%	1.31%	0.0%	0.5%					
24	"7. ""Новый курс - Автомобильная Россия"""	29	5	4	2	6	0	0	2	0	0	0	3	0	0	3	2	0	1	1	0					
		0.42%	0.57%	0.60%	0.40%	1.30%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.54%	0.91%	0.0%	0.43%	0.72%	0.0%					
25	"8. ""Народно-республиканская партия России"""	13	0	2	0	1	2	0	0	0	0	0	3	1	0	0	3	0	0	1	0					
		0.19%	0.0%	0.30%	0.0%	0.21%	0.73%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.31%	0.0%	0.0%	1.36%	0.0%	0.0%	0.72%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	10	1	2	0	0	0	0	1	0	0	0	5	0	0	1	0	0	0	0	0					
		0.14%	0.11%	0.30%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.78%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	156	12	4	8	10	11	4	22	2	1	2	35	6	7	16	5	5	3	1	2					
		2.30%	1.37%	0.60%	1.60%	2.17%	4.04%	1.14%	3.39%	1.80%	1.08%	1.25%	5.50%	1.86%	3.55%	2.89%	2.28%	3.22%	1.31%	0.72%	1.0%					
28	"11. ""Истинные патриоты России"""	8	3	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0					
		0.11%	0.34%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.87%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	56	6	5	4	3	1	3	6	1	0	0	4	3	3	4	9	0	0	2	2					
		0.82%	0.68%	0.75%	0.80%	0.65%	0.36%	0.85%	0.92%	0.90%	0.0%	0.0%	0.62%	0.93%	1.52%	0.72%	4.10%	0.0%	0.0%	1.44%	1.0%					
30	"13. ""Демократическая партия России"""	13	3	2	1	0	0	2	0	0	0	0	2	1	1	0	0	0	1	0	0					
		0.19%	0.34%	0.30%	0.20%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.31%	0.31%	0.50%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	9	1	3	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1					
		0.13%	0.11%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.90%	0.0%	0.0%	0.15%	0.31%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.5%					
32	"15. ""Партия СЛОН"""	4	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0					
		0.05%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	174	32	29	9	7	4	8	28	0	0	3	15	4	2	9	1	2	3	12	6					
		2.57%	3.67%	4.39%	1.80%	1.52%	1.47%	2.28%	4.32%	0.0%	0.0%	1.87%	2.35%	1.24%	1.01%	1.63%	0.45%	1.29%	1.31%	8.69%	3.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	17	1	3	0	4	3	1	0	1	1	1	0	0	0	1	0	0	0	0	1					
		0.25%	0.11%	0.45%	0.0%	0.86%	1.10%	0.28%	0.0%	0.90%	1.08%	0.62%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.5%					
35	"18. ""ЛДПР"""	914	158	181	67	60	24	47	97	2	11	11	82	59	11	43	9	11	19	14	8					
		13.50%	18.14%	27.42%	13.42%	13.04%	8.82%	13.42%	14.96%	1.80%	11.95%	6.87%	12.89%	18.38%	5.58%	7.78%	4.10%	7.09%	8.33%	10.14%	4.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	67	15	1	9	7	2	2	3	0	1	0	8	4	1	3	3	0	1	1	6					
		0.98%	1.72%	0.15%	1.80%	1.52%	0.73%	0.57%	0.46%	0.0%	1.08%	0.0%	1.25%	1.24%	0.50%	0.54%	1.36%	0.0%	0.43%	0.72%	3.0%					
37	"20. ""Политическая партия ""Единая Россия"""	3410	383	242	267	245	157	212	308	64	53	87	314	179	104	260	118	105	140	49	123					
		50.37%	43.97%	36.66%	53.50%	53.26%	57.72%	60.57%	47.53%	57.65%	57.60%	54.37%	49.37%	55.76%	52.79%	47.10%	53.88%	67.74%	61.40%	35.50%	61.5%					
38	"21. ""Российская Конституционно-демократическая партия"""	21	3	2	0	1	3	1	2	2	1	0	1	0	1	4	0	0	0	0	0					
		0.31%	0.34%	0.30%	0.0%	0.21%	1.10%	0.28%	0.30%	1.80%	1.08%	0.0%	0.15%	0.0%	0.50%	0.72%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	11	1	4	2	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0					
		0.16%	0.11%	0.60%	0.40%	0.0%	0.0%	0.0%	0.15%	1.80%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1015	140	58	69	41	45	31	103	19	11	33	98	37	45	140	30	22	32	31	30					
		14.99%	16.07%	8.78%	13.82%	8.91%	16.54%	8.85%	15.89%	17.11%	11.95%	20.62%	15.40%	11.52%	22.84%	25.36%	13.69%	14.19%	14.03%	22.46%	15.0%					
																										
41	Против всех	261	42	40	18	8	6	12	16	5	5	5	21	8	8	26	20	3	3	8	7					
		3.85%	4.82%	6.06%	3.60%	1.73%	2.20%	3.42%	2.46%	4.50%	5.43%	3.12%	3.30%	2.49%	4.06%	4.71%	9.13%	1.93%	1.31%	5.79%	3.5%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
