Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
Наименование Избирательной комиссии:    Ядринская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1614	59	170	114	22	20	13	19	35	21	21	19	20	3	38	23	23	30	29	24	14	13	53	22	25	56	25	19	19	19	24	66	24	18	3	32	28	35	137	47	20	33	8	20	10	21	4	21	23	17	55					
		8.72%	5.98%	8.20%	6.03%	5.21%	10.70%	6.84%	22.89%	8.39%	4.24%	8.30%	4.94%	6.01%	1.52%	11.14%	11.11%	6.23%	6.17%	11.03%	11.48%	7.95%	8.02%	16.61%	10.84%	5.57%	8.51%	6.96%	10.16%	6.79%	9.36%	12.57%	17.74%	12.31%	9.05%	4.41%	12.90%	6.05%	14.64%	35.58%	12.34%	6.33%	6.03%	2.68%	10.00%	5.56%	13.46%	3.20%	5.26%	7.96%	7.91%	21.48%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	34	2	6	4	0	0	1	0	1	0	2	1	0	0	2	0	1	1	0	0	0	2	0	0	3	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	2	0	1	0	0	0	0	0	1					
		0.18%	0.20%	0.29%	0.21%	0.00%	0.00%	0.53%	0.00%	0.24%	0.00%	0.79%	0.26%	0.00%	0.00%	0.59%	0.00%	0.27%	0.21%	0.00%	0.00%	0.00%	1.23%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.42%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%					
23	6.Политическая партия «Партия социальной справедливости»	31	2	8	1	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	2	4	0	2	0	1	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1					
		0.17%	0.20%	0.39%	0.05%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.62%	0.00%	0.49%	0.45%	0.61%	0.00%	1.07%	0.00%	0.49%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%					
24	7.Политическая партия «Либерально-демократическая партия России»	1473	86	173	164	36	12	17	2	57	36	16	35	9	3	31	14	34	67	17	11	20	30	18	16	39	32	12	0	48	17	9	37	14	12	3	4	27	11	29	21	20	57	19	13	5	20	2	44	42	14	18					
		7.96%	8.72%	8.35%	8.67%	8.53%	6.42%	8.95%	2.41%	13.67%	7.27%	6.32%	9.09%	2.70%	1.52%	9.09%	6.76%	9.21%	13.79%	6.46%	5.26%	11.36%	18.52%	5.64%	7.88%	8.69%	4.86%	3.34%	0.00%	17.14%	8.37%	4.71%	9.95%	7.18%	6.03%	4.41%	1.61%	5.83%	4.60%	7.53%	5.51%	6.33%	10.42%	6.38%	6.50%	2.78%	12.82%	1.60%	11.03%	14.53%	6.51%	7.03%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1456	64	246	164	43	21	16	3	23	14	19	26	18	20	34	28	26	34	10	14	15	4	23	12	31	130	28	15	26	24	9	9	6	13	0	20	19	24	18	13	7	32	14	19	8	8	1	36	22	23	24					
		7.87%	6.49%	11.87%	8.67%	10.19%	11.23%	8.42%	3.61%	5.52%	2.83%	7.51%	6.75%	5.41%	10.15%	9.97%	13.53%	7.05%	6.99%	3.80%	6.70%	8.52%	2.47%	7.21%	5.91%	6.90%	19.76%	7.80%	8.02%	9.29%	11.82%	4.71%	2.42%	3.08%	6.53%	0.00%	8.06%	4.10%	10.04%	4.68%	3.41%	2.22%	5.85%	4.70%	9.50%	4.44%	5.13%	0.80%	9.02%	7.61%	10.70%	9.38%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	188	14	21	22	4	1	1	1	5	2	2	3	3	0	1	4	4	7	1	4	2	2	6	0	1	5	0	1	0	3	2	7	2	0	1	2	2	3	1	1	2	12	2	3	3	1	3	8	5	3	5					
		1.02%	1.42%	1.01%	1.16%	0.95%	0.53%	0.53%	1.20%	1.20%	0.40%	0.79%	0.78%	0.90%	0.00%	0.29%	1.93%	1.08%	1.44%	0.38%	1.91%	1.14%	1.23%	1.88%	0.00%	0.22%	0.76%	0.00%	0.53%	0.00%	1.48%	1.05%	1.88%	1.03%	0.00%	1.47%	0.81%	0.43%	1.26%	0.26%	0.26%	0.63%	2.19%	0.67%	1.50%	1.67%	0.64%	2.40%	2.01%	1.73%	1.40%	1.95%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	12935	717	1350	1359	292	130	129	54	285	399	180	289	280	164	228	129	268	322	203	140	117	102	203	134	331	407	267	147	179	123	132	237	143	150	58	182	375	155	184	287	255	380	242	130	145	94	106	282	169	153	148					
		69.90%	72.72%	65.15%	71.87%	69.19%	69.52%	67.89%	65.06%	68.35%	80.61%	71.15%	75.06%	84.08%	83.25%	66.86%	62.32%	72.63%	66.26%	77.19%	66.99%	66.48%	62.96%	63.64%	66.01%	73.72%	61.85%	74.37%	78.61%	63.93%	60.59%	69.11%	63.71%	73.33%	75.38%	85.29%	73.39%	80.99%	64.85%	47.79%	75.33%	80.70%	69.47%	81.21%	65.00%	80.56%	60.26%	84.80%	70.68%	58.48%	71.16%	57.81%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	83	4	11	12	4	0	3	1	1	6	0	1	0	2	0	1	3	0	0	1	0	2	2	2	5	1	1	1	0	2	0	1	1	1	0	2	0	0	1	0	1	0	2	1	0	1	0	1	3	0	2					
		0.45%	0.41%	0.53%	0.63%	0.95%	0.00%	1.58%	1.20%	0.24%	1.21%	0.00%	0.26%	0.00%	1.02%	0.00%	0.48%	0.81%	0.00%	0.00%	0.48%	0.00%	1.23%	0.63%	0.99%	1.11%	0.15%	0.28%	0.53%	0.00%	0.99%	0.00%	0.27%	0.51%	0.50%	0.00%	0.81%	0.00%	0.00%	0.26%	0.00%	0.32%	0.00%	0.67%	0.50%	0.00%	0.64%	0.00%	0.25%	1.04%	0.00%	0.78%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
