Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Бурзянская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №3462									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	542	13	9	12	16	9	17	20	7	9	0	17	7	7	9	17	0	15	5	0	42	26	5	10	5	22	17	15	25	7	15	20	5	41	17	37	21	23									
		6.35%	5.22%	4.29%	5.97%	6.11%	4.86%	6.99%	5.63%	5.19%	4.86%	0.00%	9.09%	21.21%	2.65%	5.03%	11.11%	0.00%	5.88%	3.50%	0.00%	12.32%	12.75%	14.71%	6.94%	5.75%	9.48%	8.85%	5.07%	5.56%	2.19%	5.07%	7.33%	1.67%	7.41%	10.49%	7.31%	7.98%	7.40%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	136	5	5	1	4	1	5	11	1	0	1	6	0	1	3	3	0	7	1	0	3	3	1	3	4	4	5	3	13	6	6	4	6	4	0	9	4	3									
		1.59%	2.01%	2.38%	0.50%	1.53%	0.54%	2.06%	3.10%	0.74%	0.00%	0.47%	3.21%	0.00%	0.38%	1.68%	1.96%	0.00%	2.75%	0.70%	0.00%	0.88%	1.47%	2.94%	2.08%	4.60%	1.72%	2.60%	1.01%	2.89%	1.88%	2.03%	1.47%	2.00%	0.72%	0.00%	1.78%	1.52%	0.96%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5003	149	147	118	172	103	170	221	88	102	164	92	16	166	108	92	35	110	77	45	173	139	15	86	63	123	108	136	225	184	163	177	177	387	82	255	163	172									
		58.58%	59.84%	70.00%	58.71%	65.65%	55.68%	69.96%	62.25%	65.19%	55.14%	77.73%	49.20%	48.48%	62.88%	60.34%	60.13%	62.50%	43.14%	53.85%	63.38%	50.73%	68.14%	44.12%	59.72%	72.41%	53.02%	56.25%	45.95%	50.00%	57.50%	55.07%	64.84%	59.00%	69.98%	50.62%	50.40%	61.98%	55.31%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	58	3	3	0	4	1	1	2	1	0	0	1	0	1	6	1	0	1	0	0	1	2	0	0	0	2	0	1	4	2	1	0	1	5	0	9	1	4									
		0.68%	1.20%	1.43%	0.00%	1.53%	0.54%	0.41%	0.56%	0.74%	0.00%	0.00%	0.53%	0.00%	0.38%	3.35%	0.65%	0.00%	0.39%	0.00%	0.00%	0.29%	0.98%	0.00%	0.00%	0.00%	0.86%	0.00%	0.34%	0.89%	0.63%	0.34%	0.00%	0.33%	0.90%	0.00%	1.78%	0.38%	1.29%									
24	"6. Политическая партия ""Гражданская Платформа"""	20	0	0	1	1	3	0	1	1	0	0	0	0	1	2	1	0	1	1	0	2	0	0	0	0	1	0	1	1	0	0	0	0	2	0	0	0	0									
		0.23%	0.00%	0.00%	0.50%	0.38%	1.62%	0.00%	0.28%	0.74%	0.00%	0.00%	0.00%	0.00%	0.38%	1.12%	0.65%	0.00%	0.39%	0.70%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.34%	0.22%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	452	25	13	14	12	9	2	23	6	6	5	10	1	7	10	5	1	11	4	6	17	3	2	4	4	11	14	16	37	29	13	8	26	18	6	39	8	27									
		5.29%	10.04%	6.19%	6.97%	4.58%	4.86%	0.82%	6.48%	4.44%	3.24%	2.37%	5.35%	3.03%	2.65%	5.59%	3.27%	1.79%	4.31%	2.80%	8.45%	4.99%	1.47%	5.88%	2.78%	4.60%	4.74%	7.29%	5.41%	8.22%	9.06%	4.39%	2.93%	8.67%	3.25%	3.70%	7.71%	3.04%	8.68%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	20	3	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	2	2	1	0	1	0	0	0	0	1									
		0.23%	1.20%	0.48%	0.50%	0.38%	0.54%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.44%	0.63%	0.34%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.32%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	19	2	1	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	1	0	1	0	3	0	2									
		0.22%	0.80%	0.48%	0.00%	0.00%	0.54%	0.00%	0.28%	1.48%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.34%	0.44%	0.00%	0.00%	0.37%	0.00%	0.18%	0.00%	0.59%	0.00%	0.64%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	1	0	1	0	0	0	1	2	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	1									
		0.18%	0.00%	0.48%	0.00%	0.38%	0.00%	0.00%	0.00%	0.74%	1.08%	0.00%	0.00%	0.00%	0.38%	0.56%	0.65%	0.00%	0.39%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.67%	0.18%	0.00%	0.00%	0.00%	0.32%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	20	1	0	0	1	0	0	2	0	1	0	1	0	0	0	0	0	2	0	0	2	0	0	1	1	1	0	2	3	0	1	0	0	0	0	0	0	1									
		0.23%	0.40%	0.00%	0.00%	0.38%	0.00%	0.00%	0.56%	0.00%	0.54%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.59%	0.00%	0.00%	0.69%	1.15%	0.43%	0.00%	0.68%	0.67%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1282	19	15	38	22	39	23	39	10	15	26	43	2	70	22	14	7	49	35	15	48	20	9	29	9	36	37	84	75	44	45	39	53	33	34	89	47	48									
		15.01%	7.63%	7.14%	18.91%	8.40%	21.08%	9.47%	10.99%	7.41%	8.11%	12.32%	22.99%	6.06%	26.52%	12.29%	9.15%	12.50%	19.22%	24.48%	21.13%	14.08%	9.80%	26.47%	20.14%	10.34%	15.52%	19.27%	28.38%	16.67%	13.75%	15.20%	14.29%	17.67%	5.97%	20.99%	17.59%	17.87%	15.43%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	1	0	0	2	0	2	1	1	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	2	1	2	1	1	0	5	2	0	3	1	1									
		0.36%	0.40%	0.00%	0.00%	0.76%	0.00%	0.82%	0.28%	0.74%	0.00%	0.47%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.39%	0.70%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	1.04%	0.34%	0.44%	0.31%	0.34%	0.00%	1.67%	0.36%	0.00%	0.59%	0.38%	0.32%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	614	11	11	15	22	11	22	19	13	16	10	9	6	7	6	10	12	51	11	4	22	6	1	1	1	12	3	21	25	33	34	20	12	54	23	52	10	18									
		7.19%	4.42%	5.24%	7.46%	8.40%	5.95%	9.05%	5.35%	9.63%	8.65%	4.74%	4.81%	18.18%	2.65%	3.35%	6.54%	21.43%	20.00%	7.69%	5.63%	6.45%	2.94%	2.94%	0.69%	1.15%	5.17%	1.56%	7.09%	5.56%	10.31%	11.49%	7.33%	4.00%	9.76%	14.20%	10.28%	3.80%	5.79%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
