Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																
Дата голосования: 02.12.2007																																																																
																																																																
Наименование Избирательной комиссии:    Аннинская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157					
		0.28%	0.00%	0.32%	0.53%	0.16%	0.43%	0.19%	0.84%	0.38%	0.50%	0.17%	0.62%	0.29%	0.54%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	3.59%	0.43%	0.00%	0.00%	0.46%	0.00%	0.37%	0.00%	0.00%	0.00%	0.89%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	20	0	0	1	0	0	2	3	2	1	3	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0					
		0.06%	0.00%	0.00%	0.08%	0.00%	0.00%	0.13%	0.36%	0.15%	0.10%	0.25%	0.00%	0.10%	0.11%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2417	2	124	30	93	150	236	122	161	141	117	114	44	0	63	49	28	16	80	39	24	29	45	11	13	12	6	7	10	26	22	7	44	7	10	20	45	4	17	14	23	5	7	10	5	42	45	40	18	26	94	43	54	10	9	2	1	1					
		6.66%	0.19%	13.15%	2.27%	5.11%	12.93%	15.06%	14.58%	12.38%	14.10%	9.79%	11.85%	4.31%	0.00%	14.82%	9.68%	5.53%	7.31%	7.17%	8.94%	13.33%	6.58%	5.75%	3.32%	2.80%	5.02%	1.72%	3.87%	4.20%	5.95%	7.80%	6.19%	4.91%	1.74%	1.09%	4.26%	11.60%	1.17%	3.93%	10.07%	8.52%	2.94%	1.14%	8.40%	4.46%	5.57%	4.75%	7.13%	2.87%	3.07%	9.38%	4.66%	6.07%	1.59%	1.74%	1.06%	0.19%	0.36%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	89	0	8	8	3	5	12	1	9	4	4	5	0	0	5	0	1	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	5	3	0	0	0	0	0					
		0.25%	0.00%	0.85%	0.61%	0.16%	0.43%	0.77%	0.12%	0.69%	0.40%	0.33%	0.52%	0.00%	0.00%	1.18%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	1.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.18%	0.00%	0.00%	0.00%	0.54%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	41	0	2	1	1	0	3	1	15	4	0	1	0	1	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0					
		0.11%	0.00%	0.21%	0.08%	0.05%	0.00%	0.19%	0.12%	1.15%	0.40%	0.00%	0.10%	0.00%	0.11%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.56%	0.45%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.18%	0.00%	0.00%	0.20%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2434	4	92	119	56	128	142	101	156	124	150	89	56	15	42	25	32	21	102	28	12	54	19	27	4	13	5	9	12	33	24	4	68	27	0	31	36	11	28	11	30	3	6	4	7	67	34	47	28	41	100	55	80	18	1	2	0	1					
		6.70%	0.38%	9.76%	9.02%	3.08%	11.03%	9.06%	12.07%	11.99%	12.40%	12.55%	9.25%	5.49%	1.63%	9.88%	4.94%	6.32%	9.59%	9.14%	6.42%	6.67%	12.24%	2.43%	8.16%	0.86%	5.44%	1.43%	4.97%	5.04%	7.55%	8.51%	3.54%	7.59%	6.70%	0.00%	6.60%	9.28%	3.22%	6.47%	7.91%	11.11%	1.76%	0.98%	3.36%	6.25%	8.89%	3.59%	8.38%	4.47%	4.84%	9.98%	5.97%	8.99%	2.86%	0.19%	1.06%	0.00%	0.36%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2957	115	118	173	158	112	183	115	209	133	184	116	100	12	23	45	41	18	52	43	5	71	12	29	21	17	18	3	34	46	9	5	35	16	20	15	32	19	29	11	10	2	15	2	6	6	51	21	42	35	118	41	188	13	3	2	1	4					
		8.14%	10.97%	12.51%	13.12%	8.69%	9.66%	11.68%	13.74%	16.06%	13.30%	15.40%	12.06%	9.80%	1.30%	5.41%	8.89%	8.10%	8.22%	4.66%	9.86%	2.78%	16.10%	1.53%	8.76%	4.52%	7.11%	5.16%	1.66%	14.29%	10.53%	3.19%	4.42%	3.91%	3.97%	2.18%	3.19%	8.25%	5.56%	6.70%	7.91%	3.70%	1.18%	2.44%	1.68%	5.36%	0.80%	5.39%	3.74%	6.70%	4.13%	11.78%	4.45%	21.12%	2.06%	0.58%	1.06%	0.19%	1.44%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	181	0	8	10	9	18	11	6	20	5	6	6	11	3	3	0	0	1	5	2	2	3	1	2	1	1	0	0	2	1	0	0	1	1	0	1	8	0	7	0	3	0	0	3	0	4	5	3	0	0	1	0	3	4	0	0	0	0					
		0.50%	0.00%	0.85%	0.76%	0.49%	1.55%	0.70%	0.72%	1.54%	0.50%	0.50%	0.62%	1.08%	0.33%	0.71%	0.00%	0.00%	0.46%	0.45%	0.46%	1.11%	0.68%	0.13%	0.60%	0.22%	0.42%	0.00%	0.00%	0.84%	0.23%	0.00%	0.00%	0.11%	0.25%	0.00%	0.21%	2.06%	0.00%	1.62%	0.00%	1.11%	0.00%	0.00%	2.52%	0.00%	0.53%	0.53%	0.53%	0.00%	0.00%	0.10%	0.00%	0.34%	0.63%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	26922	923	529	939	1481	703	922	444	682	558	704	609	739	865	263	354	396	158	850	314	133	256	630	249	420	192	318	161	178	313	201	97	725	346	851	383	243	268	326	103	178	145	534	91	91	598	794	416	483	742	647	765	545	574	502	183	536	272					
		74.14%	88.07%	56.10%	71.19%	81.42%	60.60%	58.84%	53.05%	52.42%	55.80%	58.91%	63.31%	72.45%	93.92%	61.88%	69.96%	78.26%	72.15%	76.16%	72.02%	73.89%	58.05%	80.56%	75.23%	90.32%	80.33%	91.12%	88.95%	74.79%	71.62%	71.28%	85.84%	80.92%	85.86%	92.70%	81.49%	62.63%	78.36%	75.29%	74.10%	65.93%	85.29%	86.97%	76.47%	81.25%	79.31%	83.84%	74.15%	77.03%	87.60%	64.57%	82.97%	61.24%	91.11%	97.29%	96.83%	99.63%	97.84%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	83	0	5	7	2	8	11	2	9	3	2	2	3	1	1	0	0	0	0	0	0	0	2	2	1	0	0	0	2	1	1	0	2	0	0	0	1	1	2	0	1	0	2	0	0	0	3	1	1	0	3	0	0	1	0	0	0	0					
		0.23%	0.00%	0.53%	0.53%	0.11%	0.69%	0.70%	0.24%	0.69%	0.30%	0.17%	0.21%	0.29%	0.11%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.60%	0.22%	0.00%	0.00%	0.00%	0.84%	0.23%	0.35%	0.00%	0.22%	0.00%	0.00%	0.00%	0.26%	0.29%	0.46%	0.00%	0.37%	0.00%	0.33%	0.00%	0.00%	0.00%	0.32%	0.18%	0.16%	0.00%	0.30%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
