Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Аннинская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1936	103	81	69	123	54	108	145	115	149	108	64	115	24	4	11	25	5	18	58	9	16	24	18	6	4	10	0	11	25	18	3	15	3	17	31	12	4	9	1	8	2	22	1	1	12	30	5	10	49	32	59	42	12	20	5	11					
		5.30%	9.68%	8.02%	4.78%	6.00%	4.18%	6.88%	13.93%	7.81%	11.94%	9.00%	5.96%	8.39%	2.66%	1.51%	2.31%	5.03%	2.53%	1.62%	12.66%	5.39%	2.91%	3.39%	5.16%	1.29%	1.96%	3.13%	0.00%	4.30%	6.25%	7.26%	3.19%	1.63%	0.87%	2.04%	6.97%	3.33%	1.19%	1.96%	0.93%	3.23%	1.32%	3.71%	1.15%	0.92%	1.71%	3.65%	0.95%	1.63%	5.95%	3.33%	6.97%	4.91%	2.04%	4.37%	2.91%	2.18%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	713	10	20	27	82	52	15	63	22	41	48	60	41	1	1	3	7	1	4	2	1	6	2	4	5	2	0	0	1	2	5	3	10	2	3	3	4	2	5	0	2	1	3	0	0	6	4	3	5	16	14	64	25	5	0	2	3					
		1.95%	0.94%	1.98%	1.87%	4.00%	4.03%	0.96%	6.05%	1.49%	3.29%	4.00%	5.59%	2.99%	0.11%	0.38%	0.63%	1.41%	0.51%	0.36%	0.44%	0.60%	1.09%	0.28%	1.15%	1.07%	0.98%	0.00%	0.00%	0.39%	0.50%	2.02%	3.19%	1.09%	0.58%	0.36%	0.67%	1.11%	0.60%	1.09%	0.00%	0.81%	0.66%	0.51%	0.00%	0.00%	0.85%	0.49%	0.57%	0.82%	1.94%	1.46%	7.57%	2.92%	0.85%	0.00%	1.16%	0.60%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	99	3	4	1	8	19	15	5	2	5	7	3	0	0	0	0	1	0	1	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	6	0	9	0	1	0	0	0					
		0.27%	0.28%	0.40%	0.07%	0.39%	1.47%	0.96%	0.48%	0.14%	0.40%	0.58%	0.28%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.09%	0.22%	0.00%	0.36%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.19%	0.00%	0.73%	0.00%	1.06%	0.00%	0.17%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1726	54	51	138	164	53	77	158	146	73	99	47	69	33	5	6	16	2	13	60	4	12	25	6	6	2	4	10	2	2	13	2	10	2	8	2	4	8	10	1	2	3	5	3	2	14	8	15	9	46	68	68	68	4	3	2	9					
		4.73%	5.08%	5.05%	9.56%	8.00%	4.11%	4.90%	15.18%	9.92%	5.85%	8.25%	4.38%	5.03%	3.66%	1.89%	1.26%	3.22%	1.01%	1.17%	13.10%	2.40%	2.18%	3.53%	1.72%	1.29%	0.98%	1.25%	6.29%	0.78%	0.50%	5.24%	2.13%	1.09%	0.58%	0.96%	0.45%	1.11%	2.38%	2.18%	0.93%	0.81%	1.99%	0.84%	3.45%	1.83%	1.99%	0.97%	2.85%	1.47%	5.59%	7.07%	8.04%	7.95%	0.68%	0.66%	1.16%	1.79%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	131	7	6	2	9	26	31	15	6	1	1	1	0	0	0	0	1	0	2	2	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	3	10	0	0	0	0	0	2					
		0.36%	0.66%	0.59%	0.14%	0.44%	2.01%	1.97%	1.44%	0.41%	0.08%	0.08%	0.09%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.18%	0.44%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.36%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	31730	878	843	1204	1640	1061	1267	644	1179	973	936	897	1146	843	255	456	447	190	1056	333	153	510	652	321	448	196	305	149	242	371	209	85	885	339	805	409	340	322	432	106	236	145	563	83	106	667	780	501	586	701	838	634	720	566	435	163	479					
		86.87%	82.52%	83.47%	83.38%	80.04%	82.18%	80.70%	61.86%	80.10%	77.96%	78.00%	83.52%	83.59%	93.56%	96.23%	95.80%	89.94%	95.96%	95.31%	72.71%	91.62%	92.73%	91.96%	91.98%	96.14%	96.08%	95.61%	93.71%	94.53%	92.75%	84.27%	90.43%	96.09%	97.98%	96.64%	91.91%	94.44%	95.83%	94.12%	98.15%	95.16%	96.03%	94.94%	95.40%	97.25%	95.01%	94.89%	95.07%	95.60%	85.18%	87.11%	74.94%	84.21%	96.26%	94.98%	94.77%	95.04%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	83	4	2	1	5	17	31	4	1	6	1	0	0	0	0	0	0	0	0	2	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0					
		0.23%	0.38%	0.20%	0.07%	0.24%	1.32%	1.97%	0.38%	0.07%	0.48%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.55%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.24%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
