Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Завьяловская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777									
24	"6. Политическая партия ""Гражданская Платформа"""	26	0	2	1	0	1	0	1	0	0	0	18	0	1	1	1									
		0.37%	0.00%	0.20%	0.14%	0.00%	0.25%	0.00%	0.24%	0.00%	0.00%	0.00%	4.21%	0.00%	0.33%	0.16%	0.23%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1560	161	206	201	27	62	57	92	16	137	182	43	84	76	143	73									
		22.23%	23.40%	21.08%	27.16%	29.03%	15.62%	23.65%	22.38%	10.00%	25.95%	27.87%	10.05%	24.35%	24.92%	23.21%	16.70%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	21	2	7	4	0	1	0	1	1	0	0	2	1	0	1	1									
		0.30%	0.29%	0.72%	0.54%	0.00%	0.25%	0.00%	0.24%	0.63%	0.00%	0.00%	0.47%	0.29%	0.00%	0.16%	0.23%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	24	2	2	4	0	1	0	0	0	7	1	2	0	2	2	1									
		0.34%	0.29%	0.20%	0.54%	0.00%	0.25%	0.00%	0.00%	0.00%	1.33%	0.15%	0.47%	0.00%	0.66%	0.32%	0.23%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	2	1	2	1	0	0	0	0	1	2	1	0	0	1	0									
		0.16%	0.29%	0.10%	0.27%	1.08%	0.00%	0.00%	0.00%	0.00%	0.19%	0.31%	0.23%	0.00%	0.00%	0.16%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	65	10	17	11	0	2	2	4	1	5	1	4	2	1	1	4									
		0.93%	1.45%	1.74%	1.49%	0.00%	0.50%	0.83%	0.97%	0.63%	0.95%	0.15%	0.93%	0.58%	0.33%	0.16%	0.92%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1178	129	189	131	14	33	27	62	31	89	83	168	36	37	88	61									
		16.78%	18.75%	19.34%	17.70%	15.05%	8.31%	11.20%	15.09%	19.38%	16.86%	12.71%	39.25%	10.43%	12.13%	14.29%	13.96%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	2	3	1	1	0	1	0	0	1	2	0	1	1	2	1									
		0.23%	0.29%	0.31%	0.14%	1.08%	0.00%	0.41%	0.00%	0.00%	0.19%	0.31%	0.00%	0.29%	0.33%	0.32%	0.23%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1096	128	149	110	12	102	56	60	18	99	57	62	26	38	68	111									
		15.61%	18.60%	15.25%	14.86%	12.90%	25.69%	23.24%	14.60%	11.25%	18.75%	8.73%	14.49%	7.54%	12.46%	11.04%	25.40%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
