Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
Наименование Избирательной комиссии:    Сокольская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1300	20	20	20	120	20	120	20	20	40	40	120	20	20	20	20	20	20	20	20	20	20	20	20	20	20	120	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	439	2	4	6	71	12	42	19	16	22	27	16	8	13	10	6	0	10	9	14	13	4	2	10	10	14	11	1	4	4	1	10	0	8	0	4	0	5	5	11	5	0	3	7	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	333	7	24	8	6	12	16	8	4	17	9	6	12	18	10	16	2	9	8	12	11	9	3	8	10	13	10	1	4	5	3	0	2	4	2	10	4	7	2	11	3	1	0	0	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	861	18	16	14	49	8	78	1	4	18	13	104	12	7	10	14	20	10	11	6	7	16	18	10	10	6	109	19	16	16	19	10	20	12	20	16	20	15	15	9	15	20	17	13	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	1.Политическая партия «Аграрная партия России»	1070	11	7	12	19	31	38	34	39	46	48	25	36	35	34	11	20	23	17	26	26	10	15	28	30	83	70	9	24	15	12	6	3	10	1	35	14	27	12	44	22	5	9	44	2	2					
		4.41%	3.44%	2.06%	2.52%	3.64%	3.44%	4.22%	3.20%	4.06%	4.36%	4.49%	3.32%	4.31%	3.77%	4.27%	2.90%	4.05%	2.36%	2.06%	2.73%	3.07%	2.07%	5.54%	3.68%	3.71%	6.70%	7.69%	4.84%	13.56%	11.45%	6.56%	5.50%	4.11%	3.05%	1.35%	5.76%	12.07%	8.41%	6.45%	9.87%	4.59%	4.03%	3.63%	9.78%	2.30%	4.08%					
19	2.Всероссийская политическая партия «Гражданская Сила»	228	5	2	5	7	15	10	18	12	9	18	5	7	15	4	5	2	12	8	9	10	0	1	6	3	11	8	0	1	0	0	1	0	4	0	3	0	1	0	6	1	0	1	3	0	0					
		0.94%	1.56%	0.59%	1.05%	1.34%	1.67%	1.11%	1.69%	1.25%	0.85%	1.68%	0.66%	0.84%	1.62%	0.50%	1.32%	0.40%	1.23%	0.97%	0.95%	1.18%	0.00%	0.37%	0.79%	0.37%	0.89%	0.88%	0.00%	0.56%	0.00%	0.00%	0.92%	0.00%	1.22%	0.00%	0.49%	0.00%	0.31%	0.00%	1.35%	0.21%	0.00%	0.40%	0.67%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	17	0	0	0	0	1	0	0	0	3	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1					
		0.07%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.28%	0.00%	0.13%	0.00%	0.00%	0.00%	0.26%	0.20%	0.10%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.12%	0.00%	0.11%	0.54%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.16%	0.86%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	2.04%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2015	24	29	41	69	89	75	120	99	112	97	49	95	102	81	30	60	93	55	93	70	33	20	52	85	88	46	8	4	8	9	5	5	25	4	39	3	19	12	13	23	3	4	14	7	3					
		8.31%	7.50%	8.53%	8.61%	13.22%	9.89%	8.33%	11.30%	10.31%	10.62%	9.07%	6.51%	11.36%	10.99%	10.16%	7.92%	12.15%	9.53%	6.67%	9.78%	8.25%	6.85%	7.38%	6.84%	10.52%	7.11%	5.05%	4.30%	2.26%	6.11%	4.92%	4.59%	6.85%	7.62%	5.41%	6.41%	2.59%	5.92%	6.45%	2.91%	4.80%	2.42%	1.61%	3.11%	8.05%	6.12%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	152	1	0	2	5	7	8	7	3	7	13	5	7	5	6	1	6	12	6	6	3	1	3	4	3	9	8	1	0	1	1	0	0	1	0	5	1	0	0	3	0	0	0	0	1	0					
		0.63%	0.31%	0.00%	0.42%	0.96%	0.78%	0.89%	0.66%	0.31%	0.66%	1.21%	0.66%	0.84%	0.54%	0.75%	0.26%	1.21%	1.23%	0.73%	0.63%	0.35%	0.21%	1.11%	0.53%	0.37%	0.73%	0.88%	0.54%	0.00%	0.76%	0.55%	0.00%	0.00%	0.30%	0.00%	0.82%	0.86%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	1.15%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	40	1	0	0	2	2	1	2	1	2	4	1	2	1	2	0	2	0	1	2	0	1	2	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3	0	0					
		0.17%	0.31%	0.00%	0.00%	0.38%	0.22%	0.11%	0.19%	0.10%	0.19%	0.37%	0.13%	0.24%	0.11%	0.25%	0.00%	0.40%	0.00%	0.12%	0.21%	0.00%	0.21%	0.74%	0.00%	0.37%	0.08%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.21%	0.81%	0.00%	0.67%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2711	59	32	58	61	87	118	128	137	139	140	111	117	111	96	45	61	120	87	103	92	42	22	85	95	93	93	8	22	17	18	7	8	32	5	58	13	32	21	39	31	7	17	30	8	6					
		11.19%	18.44%	9.41%	12.18%	11.69%	9.67%	13.11%	12.05%	14.27%	13.18%	13.08%	14.74%	13.99%	11.96%	12.05%	11.87%	12.35%	12.30%	10.55%	10.83%	10.85%	8.71%	8.12%	11.18%	11.76%	7.51%	10.22%	4.30%	12.43%	12.98%	9.84%	6.42%	10.96%	9.76%	6.76%	9.54%	11.21%	9.97%	11.29%	8.74%	6.47%	5.65%	6.85%	6.67%	9.20%	12.24%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1791	18	20	35	39	65	49	91	59	83	102	64	68	95	81	34	43	69	61	62	61	32	12	45	75	97	60	17	9	6	12	7	9	16	1	37	6	27	18	25	26	8	9	26	7	5					
		7.39%	5.63%	5.88%	7.35%	7.47%	7.22%	5.44%	8.57%	6.15%	7.87%	9.53%	8.50%	8.13%	10.24%	10.16%	8.97%	8.70%	7.07%	7.39%	6.52%	7.19%	6.64%	4.43%	5.92%	9.28%	7.84%	6.59%	9.14%	5.08%	4.58%	6.56%	6.42%	12.33%	4.88%	1.35%	6.09%	5.17%	8.41%	9.68%	5.61%	5.43%	6.45%	3.63%	5.78%	8.05%	10.20%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	200	2	2	5	7	9	6	10	6	10	12	9	7	6	5	2	7	11	11	15	8	0	2	4	11	5	7	0	2	2	1	0	0	0	0	3	1	1	0	2	2	0	2	4	0	1					
		0.83%	0.63%	0.59%	1.05%	1.34%	1.00%	0.67%	0.94%	0.63%	0.95%	1.12%	1.20%	0.84%	0.65%	0.63%	0.53%	1.42%	1.13%	1.33%	1.58%	0.94%	0.00%	0.74%	0.53%	1.36%	0.40%	0.77%	0.00%	1.13%	1.53%	0.55%	0.00%	0.00%	0.00%	0.00%	0.49%	0.86%	0.31%	0.00%	0.45%	0.42%	0.00%	0.81%	0.89%	0.00%	2.04%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	15668	198	245	306	303	571	573	639	594	626	621	471	483	546	479	248	289	623	572	620	563	357	190	523	488	821	601	141	113	81	127	83	48	233	63	422	75	213	120	311	372	100	204	323	58	31					
		64.65%	61.88%	72.06%	64.29%	58.05%	63.44%	63.67%	60.17%	61.88%	59.34%	58.04%	62.55%	57.78%	58.84%	60.10%	65.44%	58.50%	63.83%	69.33%	65.19%	66.39%	74.07%	70.11%	68.82%	60.40%	66.32%	66.04%	75.81%	63.84%	61.83%	69.40%	76.15%	65.75%	71.04%	85.14%	69.41%	64.66%	66.36%	64.52%	69.73%	77.66%	80.65%	82.26%	71.78%	66.67%	63.27%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	194	0	1	10	8	12	7	7	3	11	8	12	7	7	4	0	1	5	4	11	10	0	1	5	8	23	12	1	1	1	1	0	0	2	0	2	2	0	2	1	1	0	0	1	2	0					
		0.80%	0.00%	0.29%	2.10%	1.53%	1.33%	0.78%	0.66%	0.31%	1.04%	0.75%	1.59%	0.84%	0.75%	0.50%	0.00%	0.20%	0.51%	0.48%	1.16%	1.18%	0.00%	0.37%	0.66%	0.99%	1.86%	1.32%	0.54%	0.56%	0.76%	0.55%	0.00%	0.00%	0.61%	0.00%	0.33%	1.72%	0.00%	1.08%	0.22%	0.21%	0.00%	0.00%	0.22%	2.30%	0.00%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
