Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
Наименование Избирательной комиссии:    Московская N27																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1819					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2419	50	31	30	348	30	50	50	40	40	35	35	21	37	35	30	30	40	35	40	35	30	35	40	35	30	40	25	30	20	30	35	40	30	30	35	35	15	15	35	35	35	35	35	0	30	583	39					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2065	38	27	30	342	29	39	46	25	32	18	32	18	36	16	21	26	37	21	26	30	16	21	32	28	21	21	24	21	17	21	32	30	28	20	26	33	9	13	35	23	22	32	19	0	14	580	38					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1463	34	6	8	100	13	14	21	11	13	8	19	13	16	16	12	18	19	18	10	26	20	3	31	11	28	6	20	7	15	20	23	13	20	28	10	12	5	10	8	13	53	1	540	19	12	117	23					
14	Число погашенных неиспользованных открепительных удостоверений	354	12	4	0	6	1	11	4	15	8	17	3	3	1	19	9	4	3	14	14	5	14	14	8	7	9	19	1	9	3	9	3	10	2	10	9	2	6	2	0	12	13	3	16	0	16	3	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	80	0	2	7	1	4	1	3	3	0	1	2	0	4	1	1	3	2	2	4	1	1	2	1	3	1	1	1	0	1	3	1	3	2	1	2	3	1	1	5	3	0	0	2	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
18	1.Политическая партия «Аграрная партия России»	1257	29	29	26	49	32	36	37	27	26	15	43	26	29	21	16	15	36	31	26	45	29	21	24	31	22	11	13	14	12	17	26	38	33	23	28	33	26	15	29	22	39	49	38	2	17	44	7					
		2.55%	2.07%	2.63%	2.47%	2.90%	3.03%	2.39%	2.48%	2.06%	2.27%	1.86%	3.92%	2.73%	2.55%	2.33%	2.01%	2.05%	2.80%	2.65%	2.02%	3.52%	3.10%	1.97%	1.83%	2.63%	2.58%	1.48%	1.33%	2.02%	1.57%	2.47%	2.46%	3.04%	2.83%	1.88%	2.30%	2.60%	3.81%	3.88%	2.43%	2.53%	3.40%	4.08%	3.41%	0.77%	3.41%	2.35%	1.51%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1125	41	14	18	62	14	27	38	17	21	20	28	11	20	10	17	19	28	24	30	27	16	15	25	15	28	27	34	20	20	16	23	22	23	33	25	26	11	23	29	9	19	30	25	5	12	99	9					
		2.28%	2.92%	1.27%	1.71%	3.67%	1.33%	1.79%	2.55%	1.30%	1.83%	2.48%	2.55%	1.16%	1.76%	1.11%	2.14%	2.60%	2.18%	2.05%	2.33%	2.11%	1.71%	1.41%	1.91%	1.27%	3.28%	3.63%	3.49%	2.89%	2.62%	2.33%	2.18%	1.76%	1.97%	2.70%	2.05%	2.05%	1.61%	5.94%	2.43%	1.03%	1.66%	2.50%	2.25%	1.92%	2.40%	5.28%	1.94%					
20	3.Политическая партия «Демократическая партия России»	85	1	2	1	6	0	3	1	3	3	0	2	2	0	1	0	1	3	2	2	0	2	0	3	1	0	4	1	1	0	1	3	2	2	1	3	2	0	0	2	0	1	1	0	0	1	20	1					
		0.17%	0.07%	0.18%	0.09%	0.36%	0.00%	0.20%	0.07%	0.23%	0.26%	0.00%	0.18%	0.21%	0.00%	0.11%	0.00%	0.14%	0.23%	0.17%	0.16%	0.00%	0.21%	0.00%	0.23%	0.08%	0.00%	0.54%	0.10%	0.14%	0.00%	0.15%	0.28%	0.16%	0.17%	0.08%	0.25%	0.16%	0.00%	0.00%	0.17%	0.00%	0.09%	0.08%	0.00%	0.00%	0.20%	1.07%	0.22%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	6478	172	147	151	180	161	236	195	199	136	121	151	95	170	104	90	125	182	144	160	164	117	135	183	137	123	85	169	117	118	106	158	196	182	159	180	213	46	71	167	111	148	107	117	34	47	141	28					
		13.14%	12.25%	13.32%	14.33%	10.65%	15.25%	15.65%	13.09%	15.21%	11.86%	14.98%	13.76%	9.99%	14.96%	11.54%	11.31%	17.08%	14.14%	12.31%	12.40%	12.83%	12.53%	12.68%	13.98%	11.63%	14.42%	11.44%	17.33%	16.91%	15.49%	15.41%	14.98%	15.67%	15.62%	13.00%	14.75%	16.81%	6.74%	18.35%	13.97%	12.76%	12.89%	8.92%	10.51%	13.03%	9.42%	7.52%	6.02%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1450	31	27	18	74	36	34	54	36	31	16	29	19	18	19	18	15	37	34	30	33	18	31	47	43	38	57	50	39	45	29	56	32	27	31	33	31	18	6	32	27	16	16	14	3	9	84	9					
		2.94%	2.21%	2.45%	1.71%	4.38%	3.41%	2.25%	3.62%	2.75%	2.70%	1.98%	2.64%	1.99%	1.58%	2.11%	2.26%	2.05%	2.87%	2.91%	2.33%	2.58%	1.93%	2.91%	3.59%	3.65%	4.45%	7.67%	5.13%	5.64%	5.91%	4.22%	5.31%	2.56%	2.32%	2.53%	2.70%	2.45%	2.64%	1.55%	2.68%	3.10%	1.39%	1.33%	1.26%	1.15%	1.80%	4.48%	1.94%					
23	6.Политическая партия «Партия социальной справедливости»	168	3	8	2	11	3	3	1	3	2	0	4	4	2	1	2	3	2	3	5	1	4	6	4	2	2	4	0	4	2	2	2	6	4	3	3	4	4	2	6	5	7	4	5	0	1	14	5					
		0.34%	0.21%	0.72%	0.19%	0.65%	0.28%	0.20%	0.07%	0.23%	0.17%	0.00%	0.36%	0.42%	0.18%	0.11%	0.25%	0.41%	0.16%	0.26%	0.39%	0.08%	0.43%	0.56%	0.31%	0.17%	0.23%	0.54%	0.00%	0.58%	0.26%	0.29%	0.19%	0.48%	0.34%	0.25%	0.25%	0.32%	0.59%	0.52%	0.50%	0.57%	0.61%	0.33%	0.45%	0.00%	0.20%	0.75%	1.08%					
24	7.Политическая партия «Либерально-демократическая партия России»	3358	108	88	72	151	66	85	107	84	67	44	68	73	72	60	54	50	80	72	88	84	65	76	92	89	44	36	40	28	37	39	73	81	56	83	75	73	45	15	61	63	84	102	59	23	38	237	71					
		6.81%	7.69%	7.97%	6.83%	8.93%	6.25%	5.64%	7.18%	6.42%	5.84%	5.45%	6.20%	7.68%	6.34%	6.66%	6.78%	6.83%	6.22%	6.15%	6.82%	6.57%	6.96%	7.14%	7.03%	7.56%	5.16%	4.85%	4.10%	4.05%	4.86%	5.67%	6.92%	6.47%	4.81%	6.79%	6.15%	5.76%	6.60%	3.88%	5.10%	7.24%	7.32%	8.50%	5.30%	8.81%	7.62%	12.64%	15.27%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	7562	210	169	162	177	189	254	248	209	205	123	201	147	170	140	108	93	201	170	195	195	145	166	229	193	119	118	162	113	136	120	165	189	215	215	220	180	57	55	216	119	166	200	168	38	84	179	29					
		15.34%	14.96%	15.31%	15.37%	10.47%	17.90%	16.84%	16.64%	15.98%	17.87%	15.22%	18.32%	15.46%	14.96%	15.54%	13.57%	12.70%	15.62%	14.53%	15.12%	15.26%	15.52%	15.59%	17.49%	16.38%	13.95%	15.88%	16.62%	16.33%	17.85%	17.44%	15.64%	15.11%	18.45%	17.58%	18.03%	14.21%	8.36%	14.21%	18.08%	13.68%	14.46%	16.67%	15.09%	14.56%	16.83%	9.55%	6.24%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	519	11	6	13	21	10	17	11	10	12	13	11	19	3	5	18	9	10	14	22	7	14	4	13	9	12	14	24	9	5	10	12	17	6	13	11	9	6	4	13	11	8	14	8	1	4	21	5					
		1.05%	0.78%	0.54%	1.23%	1.24%	0.95%	1.13%	0.74%	0.76%	1.05%	1.61%	1.00%	1.99%	0.26%	0.55%	2.26%	1.23%	0.78%	1.20%	1.71%	0.55%	1.50%	0.38%	0.99%	0.76%	1.41%	1.88%	2.46%	1.30%	0.66%	1.45%	1.14%	1.36%	0.52%	1.06%	0.90%	0.71%	0.88%	1.03%	1.09%	1.26%	0.70%	1.17%	0.72%	0.38%	0.80%	1.12%	1.08%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	24072	693	550	527	826	493	723	717	633	565	403	493	523	592	484	414	353	625	594	657	632	470	545	614	571	390	321	373	290	307	300	444	575	535	566	572	636	453	162	535	451	611	621	621	147	264	913	288					
		48.85%	49.36%	49.82%	50.00%	48.88%	46.69%	47.94%	48.12%	48.39%	49.26%	49.88%	44.94%	54.99%	52.11%	53.72%	52.01%	48.22%	48.56%	50.77%	50.93%	49.45%	50.32%	51.17%	46.91%	48.47%	45.72%	43.20%	38.26%	41.91%	40.29%	43.60%	42.09%	45.96%	45.92%	46.28%	46.89%	50.20%	66.42%	41.86%	44.77%	51.84%	53.22%	51.75%	55.80%	56.32%	52.91%	48.69%	61.94%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	2730	88	52	56	101	44	75	64	74	66	49	58	26	47	49	49	45	75	66	65	75	44	53	68	75	64	59	99	55	73	41	83	82	79	86	62	56	14	27	93	46	40	45	44	8	15	86	9					
		5.54%	6.27%	4.71%	5.31%	5.98%	4.17%	4.97%	4.30%	5.66%	5.75%	6.06%	5.29%	2.73%	4.14%	5.44%	6.16%	6.15%	5.83%	5.64%	5.04%	5.87%	4.71%	4.98%	5.19%	6.37%	7.50%	7.94%	10.15%	7.95%	9.58%	5.96%	7.87%	6.55%	6.78%	7.03%	5.08%	4.42%	2.05%	6.98%	7.78%	5.29%	3.48%	3.75%	3.95%	3.07%	3.01%	4.59%	1.94%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
