Выборы Президента Российской Федерации																																																															
																																																															
Наименование Избирательной комиссии:    Конаковская																																																															
																																																															
Итоги голосования 																																																															
																																																															
		Сумма	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	535	3	16	2	9	9	12	6	10	7	3	6	13	7	12	26	4	11	3	1	4	14	6	2	10	8	21	20	5	3	3	12	10	7	10	24	12	7	5	5	7	19	12	41	25	3	3	10	8	3	7	15	14	5	1	7	7					
14	Число неиспользованных открепительных удостоверений	354	5	8	11	6	9	13	5	8	13	1	11	21	8	5	20	13	15	2	0	0	0	0	5	0	11	5	14	0	8	6	5	6	7	5	11	0	7	0	0	9	6	4	3	0	4	11	1	6	5	0	7	9	7	6	4	8					
15	"Число открепительных удостоверений, выданных в ТИК"	70	0	1	5	1	3	2	1	0	3	5	3	1	3	0	1	3	1	2	0	1	3	0	0	0	0	1	0	2	2	0	1	2	0	4	0	0	1	1	3	1	1	0	0	4	1	2	0	0	0	0	1	2	0	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																															
18	. Глазьев Сергей Юрьевич	1709	31	39	36	32	32	29	10	80	41	63	39	74	78	63	51	71	73	43	0	82	51	34	12	69	56	43	5	33	25	20	21	25	20	30	25	23	17	18	34	11	7	17	12	8	6	14	7	4	4	32	17	23	5	5	5	4					
		4.07%	4.70%	4.96%	3.42%	3.36%	4.35%	5.49%	3.37%	6.50%	3.61%	4.45%	4.18%	4.75%	5.50%	4.85%	4.32%	5.35%	5.59%	4.63%	0.00%	6.19%	4.95%	5.10%	5.24%	6.03%	6.52%	4.93%	1.82%	3.58%	2.39%	3.12%	2.94%	3.67%	3.60%	3.46%	1.84%	2.31%	2.19%	3.58%	3.27%	1.48%	1.65%	6.20%	3.67%	1.74%	4.76%	1.94%	4.93%	2.27%	4.17%	2.54%	2.67%	3.19%	3.16%	2.46%	2.17%	6.56%					
19	. Малышкин Олег Александрович	691	9	17	16	23	10	6	6	18	11	25	8	29	33	23	25	27	17	10	0	17	13	16	3	20	8	20	3	17	12	18	13	11	7	13	28	17	11	13	9	11	5	3	1	7	1	13	5	1	2	20	11	12	4	5	8	0					
		1.64%	1.36%	2.16%	1.52%	2.42%	1.36%	1.14%	2.02%	1.46%	0.97%	1.77%	0.86%	1.86%	2.33%	1.77%	2.12%	2.04%	1.30%	1.08%	0.00%	1.28%	1.26%	2.40%	1.31%	1.75%	0.93%	2.29%	1.09%	1.84%	1.15%	2.80%	1.82%	1.62%	1.26%	1.50%	2.06%	1.71%	1.41%	2.58%	0.87%	1.48%	1.18%	1.09%	0.31%	1.53%	0.79%	1.80%	3.52%	0.57%	2.08%	1.59%	1.73%	1.66%	2.53%	2.46%	3.48%	0.00%					
20	. Миронов Сергей Михайлович	273	1	2	7	1	5	4	2	6	10	6	6	17	10	7	10	14	7	9	0	8	5	4	1	9	3	2	2	3	11	5	3	8	7	5	14	3	3	8	5	6	1	0	2	2	1	6	2	3	0	5	5	5	0	2	0	0					
		0.65%	0.15%	0.25%	0.67%	0.11%	0.68%	0.76%	0.67%	0.49%	0.88%	0.42%	0.64%	1.09%	0.71%	0.54%	0.85%	1.06%	0.54%	0.97%	0.00%	0.60%	0.48%	0.60%	0.44%	0.79%	0.35%	0.23%	0.73%	0.33%	1.05%	0.78%	0.42%	1.17%	1.26%	0.58%	1.03%	0.30%	0.39%	1.59%	0.48%	0.81%	0.24%	0.00%	0.61%	0.44%	0.79%	0.83%	1.41%	1.70%	0.00%	0.40%	0.78%	0.69%	0.00%	0.99%	0.00%	0.00%					
21	. Путин Владимир Владимирович	31221	464	592	762	705	522	369	219	872	833	959	685	1106	1012	945	880	931	918	630	23	916	794	514	147	742	600	626	218	669	802	483	553	529	410	663	1138	774	598	370	858	643	349	210	243	389	105	554	108	129	74	1054	468	552	122	156	179	55					
		74.28%	70.30%	75.22%	72.43%	74.13%	70.92%	69.89%	73.74%	70.89%	73.33%	67.77%	73.50%	70.94%	71.42%	72.69%	74.51%	70.21%	70.29%	67.89%	71.88%	69.18%	77.01%	77.06%	64.19%	64.86%	69.85%	71.79%	79.56%	72.56%	76.60%	75.23%	77.45%	77.68%	73.87%	76.47%	83.80%	77.87%	76.86%	73.56%	82.50%	86.31%	82.31%	76.64%	74.31%	84.75%	83.33%	76.84%	76.06%	73.30%	77.08%	83.72%	73.47%	76.56%	77.22%	76.85%	77.83%	90.16%					
22	. Хакамада Ирина Муцуовна	1128	9	26	35	28	27	18	4	33	42	61	31	57	41	50	46	44	55	37	3	36	16	12	12	46	16	34	14	15	12	8	13	11	14	13	34	6	15	6	5	8	9	9	6	12	3	23	3	2	0	19	18	20	7	3	1	0					
		2.68%	1.36%	3.30%	3.33%	2.94%	3.67%	3.41%	1.35%	2.68%	3.70%	4.31%	3.33%	3.66%	2.89%	3.85%	3.90%	3.32%	4.21%	3.99%	9.38%	2.72%	1.55%	1.80%	5.24%	4.02%	1.86%	3.90%	5.11%	1.63%	1.15%	1.25%	1.82%	1.62%	2.52%	1.50%	2.50%	0.60%	1.93%	1.19%	0.48%	1.07%	2.12%	3.28%	1.83%	2.61%	2.38%	3.19%	2.11%	1.14%	0.00%	1.51%	2.83%	2.77%	4.43%	1.48%	0.43%	0.00%					
23	. Харитонов Николай Михайлович	5356	131	76	128	118	116	78	47	180	161	226	125	208	186	152	107	160	156	146	6	200	121	61	44	199	138	117	24	149	149	82	86	75	73	112	79	143	105	69	98	59	36	29	51	35	6	97	13	33	13	97	93	85	19	27	30	2					
		12.74%	19.85%	9.66%	12.17%	12.41%	15.76%	14.77%	15.82%	14.63%	14.17%	15.97%	13.41%	13.34%	13.13%	11.69%	9.06%	12.07%	11.94%	15.73%	18.75%	15.11%	11.74%	9.15%	19.21%	17.40%	16.07%	13.42%	8.76%	16.16%	14.23%	12.77%	12.04%	11.01%	13.15%	12.92%	5.82%	14.39%	13.50%	13.72%	9.42%	7.92%	8.49%	10.58%	15.60%	7.63%	4.76%	13.45%	9.15%	18.75%	13.54%	7.70%	14.60%	11.79%	12.03%	13.30%	13.04%	3.28%					
																																																															
24	Против всех	1451	15	31	59	35	24	22	9	36	33	69	34	66	52	52	58	78	77	46	0	59	27	26	10	53	36	28	6	28	23	19	13	21	20	26	27	23	24	11	31	5	17	6	11	6	2	12	4	4	3	24	18	21	1	4	6	0					
		3.45%	2.27%	3.94%	5.61%	3.68%	3.26%	4.17%	3.03%	2.93%	2.90%	4.88%	3.65%	4.23%	3.67%	4.00%	4.91%	5.88%	5.90%	4.96%	0.00%	4.46%	2.62%	3.90%	4.37%	4.63%	4.19%	3.21%	2.19%	3.04%	2.20%	2.96%	1.82%	3.08%	3.60%	3.00%	1.99%	2.31%	3.08%	2.19%	2.98%	0.67%	4.01%	2.19%	3.36%	1.31%	1.59%	1.66%	2.82%	2.27%	3.12%	1.91%	2.83%	2.91%	0.63%	1.97%	2.61%	0.00%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
