Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Домбаровская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493									
14	Число погашенных неиспользованных открепительных удостоверений	209	5	5	2	2	10	1	2	5	5	4	0	14	20	20	19	19	8	17	17	4	2	8	3	2	2	2	4	2	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	2	3	4	0	0	0	0	0	0	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	37	0	1	0	0	3	0	0	0	2	3	1	5	2	4	0	3	3	6	0	0	0	0	0	0	0	0	3	0	1									
		0.78%	0.00%	0.31%	0.00%	0.00%	1.30%	0.00%	0.00%	0.00%	1.48%	3.57%	2.94%	1.20%	0.83%	1.09%	0.00%	1.07%	0.81%	1.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	1.22%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	275	3	10	0	1	14	5	1	20	6	1	1	24	15	31	9	14	11	25	15	7	8	16	8	1	3	2	15	4	5									
		5.82%	3.75%	3.13%	0.00%	3.03%	6.06%	10.20%	5.56%	32.26%	4.44%	1.19%	2.94%	5.76%	6.25%	8.45%	8.49%	5.00%	2.96%	5.00%	4.26%	8.43%	9.20%	8.99%	11.11%	1.79%	15.00%	6.45%	4.63%	5.06%	6.10%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	72	1	3	0	0	3	1	0	3	2	1	2	8	3	4	4	4	1	5	6	4	2	3	1	3	1	0	7	0	0									
		1.52%	1.25%	0.94%	0.00%	0.00%	1.30%	2.04%	0.00%	4.84%	1.48%	1.19%	5.88%	1.92%	1.25%	1.09%	3.77%	1.43%	0.27%	1.00%	1.70%	4.82%	2.30%	1.69%	1.39%	5.36%	5.00%	0.00%	2.16%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1825	46	197	24	25	102	20	12	14	65	44	17	132	85	102	32	87	144	142	149	36	37	41	32	24	5	8	135	34	34									
		38.65%	57.50%	61.76%	77.42%	75.76%	44.16%	40.82%	66.67%	22.58%	48.15%	52.38%	50.00%	31.65%	35.42%	27.79%	30.19%	31.07%	38.71%	28.40%	42.33%	43.37%	42.53%	23.03%	44.44%	42.86%	25.00%	25.81%	41.67%	43.04%	41.46%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	32	0	3	0	0	5	0	0	0	0	0	0	3	1	1	0	0	3	3	6	0	0	3	0	2	2	0	0	0	0									
		0.68%	0.00%	0.94%	0.00%	0.00%	2.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.42%	0.27%	0.00%	0.00%	0.81%	0.60%	1.70%	0.00%	0.00%	1.69%	0.00%	3.57%	10.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	0	1	0	0	6	0	0	2	0	1	0	1	0	0	0	0	2	1	2	0	0	0	0	1	0	0	0	0	1									
		0.38%	0.00%	0.31%	0.00%	0.00%	2.60%	0.00%	0.00%	3.23%	0.00%	1.19%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.54%	0.20%	0.57%	0.00%	0.00%	0.00%	0.00%	1.79%	0.00%	0.00%	0.00%	0.00%	1.22%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	791	6	24	5	4	33	3	0	8	11	12	3	84	55	88	24	61	74	106	36	2	6	40	16	5	1	4	68	6	6									
		16.75%	7.50%	7.52%	16.13%	12.12%	14.29%	6.12%	0.00%	12.90%	8.15%	14.29%	8.82%	20.14%	22.92%	23.98%	22.64%	21.79%	19.89%	21.20%	10.23%	2.41%	6.90%	22.47%	22.22%	8.93%	5.00%	12.90%	20.99%	7.59%	7.32%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	23	1	0	0	0	1	0	0	1	1	0	0	0	3	1	0	2	3	2	2	0	0	1	0	1	0	0	3	1	0									
		0.49%	1.25%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	1.61%	0.74%	0.00%	0.00%	0.00%	1.25%	0.27%	0.00%	0.71%	0.81%	0.40%	0.57%	0.00%	0.00%	0.56%	0.00%	1.79%	0.00%	0.00%	0.93%	1.27%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	36	0	0	0	0	0	1	0	0	1	0	0	13	4	3	1	1	5	3	0	0	0	1	0	0	0	1	0	1	1									
		0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	2.04%	0.00%	0.00%	0.74%	0.00%	0.00%	3.12%	1.67%	0.82%	0.94%	0.36%	1.34%	0.60%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	3.23%	0.00%	1.27%	1.22%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	2	0	1									
		0.23%	1.25%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.36%	0.27%	0.20%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	1.22%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	21	0	1	0	0	2	0	0	0	0	1	0	1	0	1	0	0	2	4	1	0	0	0	0	2	0	0	5	0	1									
		0.44%	0.00%	0.31%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.00%	1.19%	0.00%	0.24%	0.00%	0.27%	0.00%	0.00%	0.54%	0.80%	0.28%	0.00%	0.00%	0.00%	0.00%	3.57%	0.00%	0.00%	1.54%	0.00%	1.22%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1232	13	50	0	1	50	16	3	4	40	15	7	116	57	114	23	90	102	161	121	23	28	52	11	10	3	8	70	23	21									
		26.09%	16.25%	15.67%	0.00%	3.03%	21.65%	32.65%	16.67%	6.45%	29.63%	17.86%	20.59%	27.82%	23.75%	31.06%	21.70%	32.14%	27.42%	32.20%	34.38%	27.71%	32.18%	29.21%	15.28%	17.86%	15.00%	25.81%	21.60%	29.11%	25.61%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	5	0	0	0	1	0	1	0	0	2	0	0									
		0.34%	0.00%	0.63%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.89%	0.00%	0.54%	1.00%	0.00%	0.00%	0.00%	0.56%	0.00%	1.79%	0.00%	0.00%	0.62%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	194	2	9	2	2	8	1	2	5	3	4	2	24	10	12	5	7	13	17	6	8	6	11	1	1	5	6	9	6	7									
		4.11%	2.50%	2.82%	6.45%	6.06%	3.46%	2.04%	11.11%	8.06%	2.22%	4.76%	5.88%	5.76%	4.17%	3.27%	4.72%	2.50%	3.49%	3.40%	1.70%	9.64%	6.90%	6.18%	1.39%	1.79%	25.00%	19.35%	2.78%	7.59%	8.54%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
