Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																									
Дата голосования: 04.12.2011																																																									
																																																									
Наименование Избирательной комиссии:    Элистинская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1936	55	8	30	44	8	8	27	51	46	50	70	35	0	52	34	42	50	22	54	10	47	15	40	51	25	45	51	54	55	47	34	34	43	34	50	52	47	51	61	45	42	35	40	48	48	25	52	26	43	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1663	54	3	28	39	4	1	27	45	33	45	69	33	0	52	32	42	47	22	54	5	32	15	25	43	24	42	44	47	54	41	33	29	35	33	44	49	46	40	61	30	23	19	23	34	41	24	35	19	43	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1573	65	14	30	17	48	4	12	21	40	20	43	35	0	59	30	75	64	20	30	10	32	14	16	16	17	54	34	39	33	31	35	23	22	17	40	57	18	40	20	18	41	9	26	19	34	68	131	16	11	5					
14	Число погашенных неиспользованных открепительных удостоверений	273	1	5	2	5	4	7	0	6	13	5	1	2	0	0	2	0	3	0	0	5	15	0	15	8	1	3	7	7	1	6	1	5	8	1	6	3	1	11	0	15	19	16	17	14	7	1	17	7	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	64	1	0	0	1	0	0	2	2	0	4	3	1	0	3	1	0	2	0	0	0	2	0	2	3	0	2	3	3	2	1	1	2	1	0	3	0	0	1	1	3	0	1	0	2	2	3	3	2	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5048	172	8	99	134	36	2	81	137	90	81	119	85	2	207	123	48	133	53	156	14	169	39	107	168	89	166	140	78	184	126	107	101	131	128	122	73	166	179	172	96	15	68	77	102	78	61	169	24	110	23					
		10.99%	12.17%	5.33%	14.69%	13.74%	16.44%	1.87%	11.55%	11.59%	8.81%	7.88%	10.12%	9.98%	1.21%	13.61%	11.58%	4.89%	10.57%	9.72%	13.13%	8.19%	14.84%	11.44%	12.92%	13.33%	13.05%	11.16%	11.81%	6.10%	14.30%	11.63%	13.39%	12.45%	13.77%	17.25%	11.42%	5.19%	14.21%	14.11%	13.92%	10.12%	1.54%	9.03%	9.66%	10.06%	7.59%	9.95%	12.44%	3.54%	10.40%	7.62%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2385	59	28	32	40	14	1	61	74	53	64	42	64	4	59	60	32	36	35	29	3	73	32	91	57	34	30	57	47	61	67	38	45	38	21	40	75	45	40	46	120	118	99	89	29	31	35	70	5	52	10					
		5.19%	4.18%	18.67%	4.75%	4.10%	6.39%	0.93%	8.70%	6.26%	5.19%	6.23%	3.57%	7.51%	2.42%	3.88%	5.65%	3.26%	2.86%	6.42%	2.44%	1.75%	6.41%	9.38%	10.99%	4.52%	4.99%	2.02%	4.81%	3.68%	4.74%	6.19%	4.76%	5.55%	3.99%	2.83%	3.75%	5.33%	3.85%	3.15%	3.72%	12.64%	12.09%	13.15%	11.17%	2.86%	3.02%	5.71%	5.15%	0.74%	4.91%	3.31%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	476	13	1	5	15	1	1	7	11	8	14	9	14	2	18	12	8	18	4	13	2	11	8	15	13	9	11	15	13	13	11	7	6	15	4	12	13	9	15	13	6	13	10	5	16	5	12	7	3	7	3					
		1.04%	0.92%	0.67%	0.74%	1.54%	0.46%	0.93%	0.99%	0.93%	0.78%	1.36%	0.77%	1.64%	1.21%	1.18%	1.13%	0.82%	1.43%	0.73%	1.09%	1.17%	0.97%	2.35%	1.81%	1.03%	1.32%	0.74%	1.27%	1.02%	1.01%	1.02%	0.88%	0.74%	1.58%	0.54%	1.12%	0.92%	0.77%	1.18%	1.05%	0.63%	1.33%	1.33%	0.63%	1.58%	0.49%	1.96%	0.52%	0.44%	0.66%	0.99%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	10326	306	15	151	220	34	18	171	297	194	225	287	217	18	417	260	210	275	154	292	28	297	62	187	322	121	266	307	219	338	273	225	202	232	176	272	328	276	302	321	210	128	163	180	186	99	155	345	110	146	89					
		22.48%	21.66%	10.00%	22.40%	22.56%	15.53%	16.82%	24.39%	25.13%	19.00%	21.89%	24.40%	25.47%	10.91%	27.42%	24.48%	21.41%	21.86%	28.26%	24.58%	16.37%	26.08%	18.18%	22.58%	25.56%	17.74%	17.89%	25.91%	17.14%	26.26%	25.21%	28.16%	24.91%	24.40%	23.72%	25.47%	23.31%	23.63%	23.80%	25.97%	22.13%	13.11%	21.65%	22.58%	18.34%	9.63%	25.29%	25.41%	16.22%	13.80%	29.47%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1420	47	0	31	39	0	0	8	27	14	18	36	26	2	70	52	9	43	21	51	2	46	7	23	50	19	46	46	21	54	51	28	40	35	28	48	36	44	40	46	24	5	18	14	16	22	26	58	9	16	8					
		3.09%	3.33%	0.00%	4.60%	4.00%	0.00%	0.00%	1.14%	2.28%	1.37%	1.75%	3.06%	3.05%	1.21%	4.60%	4.90%	0.92%	3.42%	3.85%	4.29%	1.17%	4.04%	2.05%	2.78%	3.97%	2.79%	3.09%	3.88%	1.64%	4.20%	4.71%	3.50%	4.93%	3.68%	3.77%	4.49%	2.56%	3.77%	3.15%	3.72%	2.53%	0.51%	2.39%	1.76%	1.58%	2.14%	4.24%	4.27%	1.33%	1.51%	2.65%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	24655	775	95	334	480	123	83	358	600	641	601	658	420	129	705	515	641	585	255	598	117	511	151	392	597	388	943	579	880	598	523	368	399	457	362	543	810	587	642	591	468	676	376	413	593	765	298	652	512	706	162					
		53.67%	54.85%	63.33%	49.55%	49.23%	56.16%	77.57%	51.07%	50.76%	62.78%	58.46%	55.95%	49.30%	78.18%	46.35%	48.49%	65.34%	46.50%	46.79%	50.34%	68.42%	44.86%	44.28%	47.34%	47.38%	56.89%	63.42%	48.86%	68.86%	46.46%	48.29%	46.06%	49.20%	48.05%	48.79%	50.84%	57.57%	50.26%	50.59%	47.82%	49.32%	69.26%	49.93%	51.82%	58.48%	74.42%	48.61%	48.01%	75.52%	66.73%	53.64%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	625	18	1	11	21	2	1	6	11	9	12	12	10	1	27	17	10	12	16	29	0	15	37	5	24	13	9	10	10	14	16	15	7	28	11	13	18	18	22	22	7	3	6	5	16	10	8	30	1	4	2					
		1.36%	1.27%	0.67%	1.63%	2.15%	0.91%	0.93%	0.86%	0.93%	0.88%	1.17%	1.02%	1.17%	0.61%	1.78%	1.60%	1.02%	0.95%	2.94%	2.44%	0.00%	1.32%	10.85%	0.60%	1.90%	1.91%	0.61%	0.84%	0.78%	1.09%	1.48%	1.88%	0.86%	2.94%	1.48%	1.22%	1.28%	1.54%	1.73%	1.78%	0.74%	0.31%	0.80%	0.63%	1.58%	0.97%	1.31%	2.21%	0.15%	0.38%	0.66%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
