Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
Наименование Избирательной комиссии:    Таврическая																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	710	45	20	25	40	70	40	30	30	5	20	5	5	15	5	25	5	13	5	10	5	5	15	5	10	5	5	5	5	5	27	5	75	10	5	5	20	10	5	5	5	20	5	5	10	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	487	34	17	23	22	61	40	23	23	2	10	5	2	10	0	17	4	11	1	10	4	2	14	5	10	0	5	0	4	0	27	0	39	5	5	1	14	10	0	0	2	12	2	3	8	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	280	20	5	3	13	23	21	9	7	35	3	4	2	2	1	3	3	10	2	13	2	2	9	5	5	2	2	4	4	5	0	3	5	4	3	2	6	3	2	4	5	7	2	2	3	2	3	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	223	11	3	2	18	9	0	7	7	3	10	0	3	5	5	8	1	2	4	0	1	3	1	0	0	5	0	5	1	5	0	5	36	5	0	4	6	0	5	5	3	8	3	2	2	5	5	5	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	2	0	1	1	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1591	94	80	81	57	83	103	62	47	16	32	41	15	24	6	35	4	57	12	44	17	9	67	25	9	17	13	7	23	13	73	4	70	11	7	6	103	68	6	4	10	60	10	5	39	9	4	6	3					
		8.55%	9.43%	12.86%	10.09%	8.57%	7.59%	10.31%	9.64%	7.45%	4.86%	9.22%	10.62%	7.81%	9.38%	2.69%	5.27%	4.49%	8.10%	10.34%	6.84%	10.83%	10.00%	8.07%	10.68%	3.25%	11.56%	6.99%	4.27%	13.29%	8.97%	9.92%	7.27%	7.95%	8.03%	5.51%	7.32%	11.05%	10.56%	9.84%	9.09%	6.41%	8.17%	8.40%	5.00%	7.33%	10.00%	1.79%	6.00%	5.77%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2345	120	55	79	65	225	139	73	96	30	54	49	25	39	22	103	12	95	5	96	11	13	104	20	29	13	17	17	19	27	75	9	133	20	0	9	125	96	7	8	2	77	25	17	50	18	0	10	12					
		12.60%	12.04%	8.84%	9.84%	9.77%	20.59%	13.91%	11.35%	15.21%	9.12%	15.56%	12.69%	13.02%	15.23%	9.87%	15.51%	13.48%	13.49%	4.31%	14.93%	7.01%	14.44%	12.53%	8.55%	10.47%	8.84%	9.14%	10.37%	10.98%	18.62%	10.19%	16.36%	15.11%	14.60%	0.00%	10.98%	13.41%	14.91%	11.48%	18.18%	1.28%	10.49%	21.01%	17.00%	9.40%	20.00%	0.00%	10.00%	23.08%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	159	12	5	8	7	10	5	6	6	1	2	4	1	0	2	9	1	2	0	6	2	0	4	0	1	0	2	2	1	0	4	0	8	1	0	0	9	9	2	1	10	5	1	0	10	0	0	0	0					
		0.85%	1.20%	0.80%	0.99%	1.05%	0.91%	0.50%	0.93%	0.95%	0.30%	0.58%	1.04%	0.52%	0.00%	0.90%	1.36%	1.12%	0.28%	0.00%	0.93%	1.27%	0.00%	0.48%	0.00%	0.36%	0.00%	1.08%	1.22%	0.58%	0.00%	0.54%	0.00%	0.91%	0.73%	0.00%	0.00%	0.97%	1.40%	3.28%	2.27%	6.41%	0.68%	0.84%	0.00%	1.88%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4107	226	140	179	151	165	209	151	148	34	56	41	36	46	35	100	11	117	17	228	24	33	185	48	92	47	33	26	34	49	214	8	314	22	24	20	244	185	10	15	30	172	30	21	107	6	15	5	4					
		22.07%	22.67%	22.51%	22.29%	22.71%	15.10%	20.92%	23.48%	23.45%	10.33%	16.14%	10.62%	18.75%	17.97%	15.70%	15.06%	12.36%	16.62%	14.66%	35.46%	15.29%	36.67%	22.29%	20.51%	33.21%	31.97%	17.74%	15.85%	19.65%	33.79%	29.08%	14.55%	35.68%	16.06%	18.90%	24.39%	26.18%	28.73%	16.39%	34.09%	19.23%	23.43%	25.21%	21.00%	20.11%	6.67%	6.73%	5.00%	7.69%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	233	10	9	12	6	10	23	13	12	4	4	4	1	6	0	6	1	11	1	3	2	1	9	4	0	1	0	2	2	4	10	0	12	0	2	1	13	17	0	0	2	9	0	1	3	1	1	0	0					
		1.25%	1.00%	1.45%	1.49%	0.90%	0.91%	2.30%	2.02%	1.90%	1.22%	1.15%	1.04%	0.52%	2.34%	0.00%	0.90%	1.12%	1.56%	0.86%	0.47%	1.27%	1.11%	1.08%	1.71%	0.00%	0.68%	0.00%	1.22%	1.16%	2.76%	1.36%	0.00%	1.36%	0.00%	1.57%	1.22%	1.39%	2.64%	0.00%	0.00%	1.28%	1.23%	0.00%	1.00%	0.56%	1.11%	0.45%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9688	508	319	420	364	586	488	314	309	232	190	236	108	136	157	394	60	408	76	253	99	33	447	134	138	64	117	106	90	43	334	29	326	83	94	45	407	255	35	15	94	373	51	52	305	55	202	73	31					
		52.06%	50.95%	51.29%	52.30%	54.74%	53.61%	48.85%	48.83%	48.97%	70.52%	54.76%	61.14%	56.25%	53.13%	70.40%	59.34%	67.42%	57.95%	65.52%	39.35%	63.06%	36.67%	53.86%	57.26%	49.82%	43.54%	62.90%	64.63%	52.02%	29.66%	45.38%	52.73%	37.05%	60.58%	74.02%	54.88%	43.67%	39.60%	57.38%	34.09%	60.26%	50.82%	42.86%	52.00%	57.33%	61.11%	90.58%	73.00%	59.62%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	91	3	0	5	4	6	8	4	3	0	2	2	0	5	1	2	0	2	0	2	0	1	3	0	0	0	1	2	0	0	5	1	5	0	0	0	10	3	0	0	1	3	1	0	2	0	1	3	0					
		0.49%	0.30%	0.00%	0.62%	0.60%	0.55%	0.80%	0.62%	0.48%	0.00%	0.58%	0.52%	0.00%	1.95%	0.45%	0.30%	0.00%	0.28%	0.00%	0.31%	0.00%	1.11%	0.36%	0.00%	0.00%	0.00%	0.54%	1.22%	0.00%	0.00%	0.68%	1.82%	0.57%	0.00%	0.00%	0.00%	1.07%	0.47%	0.00%	0.00%	0.64%	0.41%	0.84%	0.00%	0.38%	0.00%	0.45%	3.00%	0.00%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
