Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Белоярская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №2604					
		1.57%	0.93%	0.94%	2.73%	1.45%	1.35%	3.29%	1.17%	2.19%	0.0%	3.26%	1.55%	2.48%	0.70%	1.32%	0.0%	0.0%	2.79%	1.75%	0.86%	1.07%	0.99%	1.88%	2.23%	1.40%	1.68%	1.83%	3.58%	2.72%	2.4%	2.29%	0.0%	3.28%	0.0%	1.32%	0.49%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	277	35	9	10	12	21	5	2	2	2	0	5	3	2	32	3	1	1	2	2	5	25	7	2	1	0	3	4	7	2	3	1	8	1	6	53					
		2.10%	3.61%	1.41%	3.42%	1.34%	2.36%	2.05%	0.78%	1.09%	1.49%	0.0%	0.86%	1.49%	0.70%	3.86%	2.05%	0.97%	0.69%	1.75%	1.72%	5.37%	4.13%	1.32%	0.63%	1.40%	0.0%	0.61%	1.79%	1.36%	1.6%	1.14%	2.32%	1.04%	0.81%	0.79%	5.20%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	664	54	28	20	49	55	12	13	11	12	3	32	7	21	45	2	9	13	8	5	6	20	25	14	5	6	26	8	29	9	10	0	31	10	21	45					
		5.05%	5.58%	4.40%	6.84%	5.48%	6.20%	4.93%	5.09%	6.04%	8.95%	3.26%	5.53%	3.48%	7.42%	5.43%	1.36%	8.73%	9.09%	7.01%	4.31%	6.45%	3.31%	4.71%	4.47%	7.04%	5.04%	5.29%	3.58%	5.65%	7.2%	3.83%	0.0%	4.06%	8.13%	2.79%	4.41%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	260	27	16	11	16	24	5	9	7	5	1	9	2	1	21	3	2	0	6	0	0	14	4	4	3	0	8	7	7	2	4	0	5	6	4	27					
		1.97%	2.79%	2.51%	3.76%	1.79%	2.70%	2.05%	3.52%	3.84%	3.73%	1.08%	1.55%	0.99%	0.35%	2.53%	2.05%	1.94%	0.0%	5.26%	0.0%	0.0%	2.31%	0.75%	1.27%	4.22%	0.0%	1.62%	3.13%	1.36%	1.6%	1.53%	0.0%	0.65%	4.87%	0.53%	2.64%					
22	"5. ""За Русь Святую"""	76	1	1	0	5	1	0	2	1	1	0	2	4	6	12	1	0	0	0	1	0	9	0	0	0	1	4	0	9	0	4	0	1	2	1	7					
		0.57%	0.10%	0.15%	0.0%	0.55%	0.11%	0.0%	0.78%	0.54%	0.74%	0.0%	0.34%	1.99%	2.12%	1.44%	0.68%	0.0%	0.0%	0.0%	0.86%	0.0%	1.49%	0.0%	0.0%	0.0%	0.84%	0.81%	0.0%	1.75%	0.0%	1.53%	0.0%	0.13%	1.62%	0.13%	0.68%					
23	"6. ""Объединенная Российская партия ""Русь"""	51	2	1	1	4	1	2	1	1	0	1	0	4	1	3	0	0	0	0	3	1	3	4	0	1	0	2	2	4	0	0	0	4	1	1	3					
		0.38%	0.20%	0.15%	0.34%	0.44%	0.11%	0.82%	0.39%	0.54%	0.0%	1.08%	0.0%	1.99%	0.35%	0.36%	0.0%	0.0%	0.0%	0.0%	2.58%	1.07%	0.49%	0.75%	0.0%	1.40%	0.0%	0.40%	0.89%	0.77%	0.0%	0.0%	0.0%	0.52%	0.81%	0.13%	0.29%					
24	"7. ""Новый курс - Автомобильная Россия"""	96	6	5	4	3	4	1	1	0	0	1	1	0	2	11	0	0	0	1	1	1	7	2	3	2	2	5	1	2	0	4	0	1	0	7	18					
		0.73%	0.62%	0.78%	1.36%	0.33%	0.45%	0.41%	0.39%	0.0%	0.0%	1.08%	0.17%	0.0%	0.70%	1.32%	0.0%	0.0%	0.0%	0.87%	0.86%	1.07%	1.15%	0.37%	0.95%	2.81%	1.68%	1.01%	0.44%	0.38%	0.0%	1.53%	0.0%	0.13%	0.0%	0.93%	1.76%					
25	"8. ""Народно-республиканская партия России"""	33	0	1	0	3	2	0	0	0	0	0	1	2	3	1	1	0	0	1	1	0	1	0	0	0	0	4	0	4	2	1	0	1	0	0	4					
		0.25%	0.0%	0.15%	0.0%	0.33%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.99%	1.06%	0.12%	0.68%	0.0%	0.0%	0.87%	0.86%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.81%	0.0%	0.77%	1.6%	0.38%	0.0%	0.13%	0.0%	0.0%	0.39%					
26	"9. ""Российская экологическая партия ""Зеленые"""	47	0	4	1	2	1	0	1	3	0	1	2	5	0	6	1	0	0	0	0	0	4	2	1	0	0	1	1	1	1	1	0	2	0	3	3					
		0.35%	0.0%	0.62%	0.34%	0.22%	0.11%	0.0%	0.39%	1.64%	0.0%	1.08%	0.34%	2.48%	0.0%	0.72%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.66%	0.37%	0.31%	0.0%	0.0%	0.20%	0.44%	0.19%	0.8%	0.38%	0.0%	0.26%	0.0%	0.39%	0.29%					
27	"10. ""Аграрная партия России"""	739	45	27	6	29	18	8	10	3	6	3	52	12	21	28	5	3	3	3	4	4	5	32	22	0	7	55	17	13	12	3	0	103	16	146	18					
		5.62%	4.65%	4.24%	2.05%	3.24%	2.02%	3.29%	3.92%	1.64%	4.47%	3.26%	8.99%	5.97%	7.42%	3.38%	3.42%	2.91%	2.09%	2.63%	3.44%	4.30%	0.82%	6.03%	7.02%	0.0%	5.88%	11.20%	7.62%	2.53%	9.6%	1.14%	0.0%	13.51%	13.00%	19.41%	1.76%					
28	"11. ""Истинные патриоты России"""	17	2	1	2	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	2	1					
		0.12%	0.20%	0.15%	0.68%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.68%	0.0%	0.0%	0.87%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.20%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.09%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	230	19	10	8	10	16	7	5	2	3	0	9	4	8	20	8	2	0	2	4	1	7	11	3	1	3	5	6	8	0	1	1	17	1	14	14					
		1.75%	1.96%	1.57%	2.73%	1.11%	1.80%	2.88%	1.96%	1.09%	2.23%	0.0%	1.55%	1.99%	2.82%	2.41%	5.47%	1.94%	0.0%	1.75%	3.44%	1.07%	1.15%	2.07%	0.95%	1.40%	2.52%	1.01%	2.69%	1.55%	0.0%	0.38%	2.32%	2.23%	0.81%	1.86%	1.37%					
30	"13. ""Демократическая партия России"""	59	5	2	0	0	3	0	1	1	1	0	3	1	1	3	1	0	1	0	1	0	8	1	1	0	0	2	0	4	0	3	2	3	1	5	5					
		0.44%	0.51%	0.31%	0.0%	0.0%	0.33%	0.0%	0.39%	0.54%	0.74%	0.0%	0.51%	0.49%	0.35%	0.36%	0.68%	0.0%	0.69%	0.0%	0.86%	0.0%	1.32%	0.18%	0.31%	0.0%	0.0%	0.40%	0.0%	0.77%	0.0%	1.14%	4.65%	0.39%	0.81%	0.66%	0.49%					
31	"14. ""Великая Россия - Евразийский Союз"""	46	2	3	0	3	2	1	1	0	0	0	2	1	1	2	1	0	2	0	0	0	5	4	1	0	0	1	1	2	0	1	0	3	0	5	2					
		0.35%	0.20%	0.47%	0.0%	0.33%	0.22%	0.41%	0.39%	0.0%	0.0%	0.0%	0.34%	0.49%	0.35%	0.24%	0.68%	0.0%	1.39%	0.0%	0.0%	0.0%	0.82%	0.75%	0.31%	0.0%	0.0%	0.20%	0.44%	0.38%	0.0%	0.38%	0.0%	0.39%	0.0%	0.66%	0.19%					
32	"15. ""Партия СЛОН"""	30	0	5	1	1	0	0	0	0	0	0	0	3	2	1	0	0	1	0	0	0	9	0	0	0	0	1	1	1	0	0	0	1	1	1	1					
		0.22%	0.0%	0.78%	0.34%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.49%	0.70%	0.12%	0.0%	0.0%	0.69%	0.0%	0.0%	0.0%	1.49%	0.0%	0.0%	0.0%	0.0%	0.20%	0.44%	0.19%	0.0%	0.0%	0.0%	0.13%	0.81%	0.13%	0.09%					
33	"16. ""Родина"" (народно-патриотический союз)"""	471	59	42	9	38	26	5	6	9	3	3	15	9	11	30	2	2	2	1	0	1	25	21	8	1	4	11	4	26	2	13	0	17	5	35	26					
		3.58%	6.10%	6.60%	3.08%	4.25%	2.93%	2.05%	2.35%	4.94%	2.23%	3.26%	2.59%	4.47%	3.88%	3.62%	1.36%	1.94%	1.39%	0.87%	0.0%	1.07%	4.13%	3.96%	2.55%	1.40%	3.36%	2.24%	1.79%	5.06%	1.6%	4.98%	0.0%	2.23%	4.06%	4.65%	2.55%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	57	2	2	1	4	3	0	1	2	1	2	3	0	1	4	1	0	0	0	1	0	2	2	2	1	0	2	0	4	2	1	0	3	1	2	7					
		0.43%	0.20%	0.31%	0.34%	0.44%	0.33%	0.0%	0.39%	1.09%	0.74%	2.17%	0.51%	0.0%	0.35%	0.48%	0.68%	0.0%	0.0%	0.0%	0.86%	0.0%	0.33%	0.37%	0.63%	1.40%	0.0%	0.40%	0.0%	0.77%	1.6%	0.38%	0.0%	0.39%	0.81%	0.26%	0.68%					
35	"18. ""ЛДПР"""	2094	178	106	40	132	156	27	50	42	15	21	70	35	44	163	14	12	16	5	10	13	110	96	52	20	18	67	38	64	15	42	13	104	28	73	205					
		15.94%	18.40%	16.66%	13.69%	14.78%	17.58%	11.11%	19.60%	23.07%	11.19%	22.82%	12.11%	17.41%	15.54%	19.68%	9.58%	11.65%	11.18%	4.38%	8.62%	13.97%	18.21%	18.11%	16.61%	28.16%	15.12%	13.64%	17.04%	12.47%	12.0%	16.09%	30.23%	13.64%	22.76%	9.70%	20.11%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	274	13	11	3	21	11	5	2	4	2	1	13	6	5	18	2	3	11	2	3	3	13	14	6	0	2	12	2	11	9	7	1	27	6	9	16					
		2.08%	1.34%	1.72%	1.02%	2.35%	1.24%	2.05%	0.78%	2.19%	1.49%	1.08%	2.24%	2.98%	1.76%	2.17%	1.36%	2.91%	7.69%	1.75%	2.58%	3.22%	2.15%	2.64%	1.91%	0.0%	1.68%	2.44%	0.89%	2.14%	7.2%	2.68%	2.32%	3.54%	4.87%	1.19%	1.57%					
37	"20. ""Политическая партия ""Единая Россия"""	5618	383	271	125	397	443	126	112	70	74	36	252	66	95	311	70	49	65	66	70	40	224	244	140	25	59	196	86	216	46	137	18	298	31	354	423					
		42.77%	39.60%	42.61%	42.80%	44.45%	49.94%	51.85%	43.92%	38.46%	55.22%	39.13%	43.59%	32.83%	33.56%	37.56%	47.94%	47.57%	45.45%	57.89%	60.34%	43.01%	37.08%	46.03%	44.72%	35.21%	49.57%	39.91%	38.56%	42.10%	36.8%	52.49%	41.86%	39.10%	25.20%	47.07%	41.51%					
38	"21. ""Российская Конституционно-демократическая партия"""	48	2	3	1	6	2	0	3	0	2	0	2	1	1	4	1	0	0	0	0	0	0	1	2	0	1	1	0	0	0	1	0	5	0	7	2					
		0.36%	0.20%	0.47%	0.34%	0.67%	0.22%	0.0%	1.17%	0.0%	1.49%	0.0%	0.34%	0.49%	0.35%	0.48%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.63%	0.0%	0.84%	0.20%	0.0%	0.0%	0.0%	0.38%	0.0%	0.65%	0.0%	0.93%	0.19%					
39	"22. ""Развитие предпринимательства"""	33	2	2	2	1	2	1	1	0	0	0	2	0	0	1	0	0	1	0	0	0	1	0	2	3	0	0	0	1	0	0	0	2	0	2	7					
		0.25%	0.20%	0.31%	0.68%	0.11%	0.22%	0.41%	0.39%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.12%	0.0%	0.0%	0.69%	0.0%	0.0%	0.0%	0.16%	0.0%	0.63%	4.22%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.26%	0.0%	0.26%	0.68%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	898	60	58	24	103	58	13	15	7	4	10	59	23	27	40	11	8	12	10	4	7	43	38	23	1	9	33	11	45	10	11	1	51	4	18	47					
		6.83%	6.20%	9.11%	8.21%	11.53%	6.53%	5.34%	5.88%	3.84%	2.98%	10.86%	10.20%	11.44%	9.54%	4.83%	7.53%	7.76%	8.39%	8.77%	3.44%	7.52%	7.11%	7.16%	7.34%	1.40%	7.56%	6.72%	4.93%	8.77%	8.0%	4.21%	2.32%	6.69%	3.25%	2.39%	4.61%					
																																										
41	Против всех	536	35	15	7	26	18	12	8	9	1	3	21	2	15	34	18	9	8	2	5	7	56	9	9	6	5	29	13	18	4	8	6	30	4	16	68					
		4.08%	3.61%	2.35%	2.39%	2.91%	2.02%	4.93%	3.13%	4.94%	0.74%	3.26%	3.63%	0.99%	5.30%	4.10%	12.32%	8.73%	5.59%	1.75%	4.31%	7.52%	9.27%	1.69%	2.87%	8.45%	4.20%	5.90%	5.82%	3.50%	3.2%	3.06%	13.95%	3.93%	3.25%	2.12%	6.67%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
