Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Нижневартовская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	724	30	20	40	65	30	40	45	30	10	27	23	25	25	25	25	25	10	30	19	42	40	43	50	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	569	6	14	40	63	20	33	40	30	4	27	18	10	16	16	18	13	2	21	10	42	35	36	50	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	668	2	2	26	13	2	18	44	4	1	44	63	27	25	132	143	71	13	8	2	5	8	6	6	3									
14	Число погашенных неиспользованных открепительных удостоверений	155	24	6	0	2	10	7	5	0	6	0	5	15	9	9	7	12	8	9	9	0	5	7	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	176	26	16	25	2	1	33	0	5	1	1	3	2	4	3	6	6	0	2	2	2	10	7	8	11									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	295	0	11	2	4	1	3	6	1	1	27	24	26	20	38	48	27	6	6	0	9	10	10	8	7									
		2.43%	0.00%	1.06%	0.77%	0.73%	0.34%	1.03%	0.83%	0.33%	0.88%	4.01%	3.53%	4.46%	3.56%	4.77%	4.88%	3.09%	7.14%	3.00%	0.00%	2.51%	1.13%	2.06%	1.20%	2.36%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	240	2	19	2	17	6	6	7	8	0	7	10	13	15	13	20	28	0	4	2	6	17	17	16	5									
		1.98%	0.63%	1.82%	0.77%	3.10%	2.03%	2.06%	0.96%	2.63%	0.00%	1.04%	1.47%	2.23%	2.67%	1.63%	2.03%	3.20%	0.00%	2.00%	2.27%	1.67%	1.93%	3.50%	2.41%	1.68%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	189	0	7	1	14	2	2	7	4	1	12	18	13	13	14	15	12	2	3	0	10	11	10	10	8									
		1.56%	0.00%	0.67%	0.39%	2.55%	0.68%	0.69%	0.96%	1.32%	0.88%	1.78%	2.65%	2.23%	2.31%	1.76%	1.52%	1.37%	2.38%	1.50%	0.00%	2.79%	1.25%	2.06%	1.50%	2.69%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7003	282	922	196	326	263	213	517	200	92	317	346	260	266	407	481	421	42	94	36	146	488	221	321	146									
		57.80%	88.68%	88.48%	75.68%	59.38%	88.85%	73.20%	71.21%	65.79%	80.70%	47.03%	50.88%	44.60%	47.33%	51.07%	48.88%	48.11%	50.00%	47.00%	40.91%	40.67%	55.27%	45.47%	48.27%	49.16%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	55	0	2	0	4	0	2	1	1	0	5	2	2	4	10	9	3	0	0	0	0	3	1	5	1									
		0.45%	0.00%	0.19%	0.00%	0.73%	0.00%	0.69%	0.14%	0.33%	0.00%	0.74%	0.29%	0.34%	0.71%	1.25%	0.91%	0.34%	0.00%	0.00%	0.00%	0.00%	0.34%	0.21%	0.75%	0.34%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	0	2	0	0	0	0	0	0	0	0	0	0	1	0	3	2	0	0	0	1	1	1	1	0									
		0.10%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.30%	0.23%	0.00%	0.00%	0.00%	0.28%	0.11%	0.21%	0.15%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2230	13	27	30	82	15	31	95	43	15	163	133	126	131	160	204	191	16	49	27	95	187	132	188	77									
		18.41%	4.09%	2.59%	11.58%	14.94%	5.07%	10.65%	13.09%	14.14%	13.16%	24.18%	19.56%	21.61%	23.31%	20.08%	20.73%	21.83%	19.05%	24.50%	30.68%	26.46%	21.18%	27.16%	28.27%	25.93%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	43	0	3	0	3	0	1	2	1	0	5	1	6	2	4	3	3	0	0	0	1	4	2	1	1									
		0.35%	0.00%	0.29%	0.00%	0.55%	0.00%	0.34%	0.28%	0.33%	0.00%	0.74%	0.15%	1.03%	0.36%	0.50%	0.30%	0.34%	0.00%	0.00%	0.00%	0.28%	0.45%	0.41%	0.15%	0.34%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	96	0	7	1	3	1	1	4	0	0	6	16	9	5	12	7	3	1	2	2	2	4	0	8	2									
		0.79%	0.00%	0.67%	0.39%	0.55%	0.34%	0.34%	0.55%	0.00%	0.00%	0.89%	2.35%	1.54%	0.89%	1.51%	0.71%	0.34%	1.19%	1.00%	2.27%	0.56%	0.45%	0.00%	1.20%	0.67%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	0									
		0.07%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	70	0	2	3	2	2	1	0	0	0	5	2	7	2	6	12	5	0	4	2	1	2	2	9	1									
		0.58%	0.00%	0.19%	1.16%	0.36%	0.68%	0.34%	0.00%	0.00%	0.00%	0.74%	0.29%	1.20%	0.36%	0.75%	1.22%	0.57%	0.00%	2.00%	2.27%	0.28%	0.23%	0.41%	1.35%	0.34%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1086	12	12	14	63	2	22	51	26	1	71	71	71	62	63	112	112	6	23	10	62	80	55	62	23									
		8.96%	3.77%	1.15%	5.41%	11.48%	0.68%	7.56%	7.02%	8.55%	0.88%	10.53%	10.44%	12.18%	11.03%	7.90%	11.38%	12.80%	7.14%	11.50%	11.36%	17.27%	9.06%	11.32%	9.32%	7.74%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	66	0	9	0	3	1	3	2	2	0	2	5	4	3	3	6	2	0	0	0	4	7	3	4	3									
		0.54%	0.00%	0.86%	0.00%	0.55%	0.34%	1.03%	0.28%	0.66%	0.00%	0.30%	0.74%	0.69%	0.53%	0.38%	0.61%	0.23%	0.00%	0.00%	0.00%	1.11%	0.79%	0.62%	0.60%	1.01%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	399	4	7	3	16	2	4	5	5	2	34	32	23	28	43	47	46	7	9	5	11	17	18	15	16									
		3.29%	1.26%	0.67%	1.16%	2.91%	0.68%	1.37%	0.69%	1.64%	1.75%	5.04%	4.71%	3.95%	4.98%	5.40%	4.78%	5.26%	8.33%	4.50%	5.68%	3.06%	1.93%	3.70%	2.26%	5.39%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
