Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
"Наименование Избирательной комиссии:    Рыбинск, Волжская"																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	592	6	15	11	11	10	8	11	11	7	13	15	5	13	10	7	3	13	13	15	10	12	6	19	15	8	7	2	4	12	7	10	10	5	4	5	9	9	12	14	13	9	14	19	8	17	14	9	8	10	13	16	12	20	33					
14	Число погашенных неиспользованных открепительных удостоверений	365	3	6	3	4	3	8	3	5	8	5	10	10	10	4	5	3	19	18	10	13	11	5	16	1	6	3	9	9	5	10	9	12	4	13	9	4	8	6	0	3	9	10	9	1	6	5	4	9	2	2	9	4	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	2	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	13428	113	287	349	304	316	279	295	278	257	223	235	195	271	216	214	209	230	247	247	262	300	273	285	267	227	212	285	197	250	319	301	244	277	283	237	270	252	278	285	296	310	236	281	258	145	184	247	207	239	264	178	193	197	124					
		29.37%	23.44%	29.23%	31.73%	32.07%	34.84%	32.44%	34.99%	31.13%	29.44%	27.50%	28.66%	29.64%	27.94%	27.80%	28.12%	28.02%	25.36%	27.91%	28.10%	26.20%	30.99%	29.20%	29.17%	29.31%	33.93%	30.99%	29.05%	29.36%	33.56%	32.65%	30.97%	28.24%	28.41%	29.24%	27.95%	30.58%	27.36%	30.85%	30.84%	32.21%	33.66%	28.85%	28.94%	31.58%	21.23%	26.90%	27.85%	27.17%	29.99%	25.61%	26.89%	26.40%	25.42%	31.79%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6377	92	136	152	127	108	114	100	136	127	136	141	70	137	106	121	103	141	138	142	163	159	131	153	137	91	90	115	91	100	120	137	125	137	127	117	129	135	131	128	111	104	101	138	102	90	80	102	104	98	163	100	86	101	54					
		13.95%	19.09%	13.85%	13.82%	13.40%	11.91%	13.26%	11.86%	15.23%	14.55%	16.77%	17.20%	10.64%	14.12%	13.64%	15.90%	13.81%	15.55%	15.59%	16.15%	16.30%	16.43%	14.01%	15.66%	15.04%	13.60%	13.16%	11.72%	13.56%	13.42%	12.28%	14.09%	14.47%	14.05%	13.12%	13.80%	14.61%	14.66%	14.54%	13.85%	12.08%	11.29%	12.35%	14.21%	12.48%	13.18%	11.70%	11.50%	13.65%	12.30%	15.81%	15.11%	11.76%	13.03%	13.85%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	579	9	16	20	16	6	11	9	11	10	10	10	6	14	11	17	11	10	17	12	8	9	11	7	8	11	7	7	8	3	12	10	12	13	14	5	7	12	6	12	6	9	11	14	13	14	17	6	9	14	11	12	14	18	3					
		1.27%	1.87%	1.63%	1.82%	1.69%	0.66%	1.28%	1.07%	1.23%	1.15%	1.23%	1.22%	0.91%	1.44%	1.42%	2.23%	1.47%	1.10%	1.92%	1.37%	0.80%	0.93%	1.18%	0.72%	0.88%	1.64%	1.02%	0.71%	1.19%	0.40%	1.23%	1.03%	1.39%	1.33%	1.45%	0.59%	0.79%	1.30%	0.67%	1.30%	0.65%	0.98%	1.34%	1.44%	1.59%	2.05%	2.49%	0.68%	1.18%	1.76%	1.07%	1.81%	1.92%	2.32%	0.77%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	11168	99	227	240	197	209	205	159	183	187	149	159	169	213	206	156	178	230	263	216	277	227	257	242	233	174	174	257	166	176	292	236	193	258	265	225	219	269	231	231	237	221	208	251	198	171	169	243	204	181	226	144	173	206	89					
		24.42%	20.54%	23.12%	21.82%	20.78%	23.04%	23.84%	18.86%	20.49%	21.42%	18.37%	19.39%	25.68%	21.96%	26.51%	20.50%	23.86%	25.36%	29.72%	24.57%	27.70%	23.45%	27.49%	24.77%	25.58%	26.01%	25.44%	26.20%	24.74%	23.62%	29.89%	24.28%	22.34%	26.46%	27.38%	26.53%	24.80%	29.21%	25.64%	25.00%	25.79%	23.99%	25.43%	25.85%	24.24%	25.04%	24.71%	27.40%	26.77%	22.71%	21.92%	21.75%	23.67%	26.58%	22.82%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2171	17	34	34	38	30	22	52	32	45	25	27	26	34	15	23	30	46	45	43	52	56	38	34	47	34	45	63	41	36	49	34	39	48	47	41	37	39	48	49	35	32	38	46	46	46	69	43	38	47	79	30	49	64	14					
		4.75%	3.53%	3.46%	3.09%	4.01%	3.31%	2.56%	6.17%	3.58%	5.15%	3.08%	3.29%	3.95%	3.51%	1.93%	3.02%	4.02%	5.07%	5.08%	4.89%	5.20%	5.79%	4.06%	3.48%	5.16%	5.08%	6.58%	6.42%	6.11%	4.83%	5.02%	3.50%	4.51%	4.92%	4.86%	4.83%	4.19%	4.23%	5.33%	5.30%	3.81%	3.47%	4.65%	4.74%	5.63%	6.73%	10.09%	4.85%	4.99%	5.90%	7.66%	4.53%	6.70%	8.26%	3.59%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11041	143	273	286	245	224	222	214	234	235	252	228	176	278	197	212	200	225	167	190	212	190	208	230	199	123	139	228	159	166	170	241	230	224	217	202	205	196	189	200	212	231	203	229	187	198	150	223	179	195	257	176	194	177	101					
		24.15%	29.67%	27.80%	26.00%	25.84%	24.70%	25.81%	25.39%	26.20%	26.92%	31.07%	27.80%	26.75%	28.66%	25.35%	27.86%	26.81%	24.81%	18.87%	21.62%	21.20%	19.63%	22.25%	23.54%	21.84%	18.39%	20.32%	23.24%	23.70%	22.28%	17.40%	24.79%	26.62%	22.97%	22.42%	23.82%	23.22%	21.28%	20.98%	21.65%	23.07%	25.08%	24.82%	23.58%	22.89%	28.99%	21.93%	25.14%	23.49%	24.47%	24.93%	26.59%	26.54%	22.84%	25.90%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	283	3	3	3	1	5	2	2	6	0	5	7	4	7	4	3	3	6	3	7	4	14	3	15	9	3	4	6	1	2	6	8	4	7	3	10	9	6	5	4	4	1	9	4	5	8	5	7	7	8	10	6	6	4	2					
		0.62%	0.62%	0.31%	0.27%	0.11%	0.55%	0.23%	0.24%	0.67%	0.00%	0.62%	0.85%	0.61%	0.72%	0.51%	0.39%	0.40%	0.66%	0.34%	0.80%	0.40%	1.45%	0.32%	1.54%	0.99%	0.45%	0.58%	0.61%	0.15%	0.27%	0.61%	0.82%	0.46%	0.72%	0.31%	1.18%	1.02%	0.65%	0.55%	0.43%	0.44%	0.11%	1.10%	0.41%	0.61%	1.17%	0.73%	0.79%	0.92%	1.00%	0.97%	0.91%	0.82%	0.52%	0.51%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
