Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
"Наименование Избирательной комиссии:    Рыбинск, Волжская"																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	1.Политическая партия «Аграрная партия России»	1516	17	35	37	32	33	19	36	23	25	33	24	33	26	27	24	23	30	27	35	38	39	30	34	25	30	24	38	26	25	32	28	25	25	36	36	33	38	26	34	20	27	28	32	27	13	30	32	22	20	33	24	20	17	10					
		2.87%	3.39%	2.93%	2.94%	2.86%	3.09%	1.97%	3.63%	2.18%	2.35%	3.49%	2.44%	3.99%	2.27%	3.04%	2.88%	2.48%	2.79%	2.73%	3.57%	3.33%	3.52%	2.93%	3.11%	2.38%	3.88%	3.14%	3.33%	3.13%	2.85%	2.99%	2.58%	2.42%	2.41%	3.24%	3.61%	3.26%	3.57%	2.56%	3.16%	1.96%	2.56%	2.79%	2.80%	2.94%	1.91%	3.86%	3.13%	2.66%	2.13%	2.75%	2.96%	2.29%	1.88%	2.12%					
19	2.Всероссийская политическая партия «Гражданская Сила»	792	4	12	10	12	6	9	11	3	14	6	8	11	5	9	11	13	20	15	12	11	21	13	26	25	14	21	16	16	13	18	10	16	17	12	18	16	9	13	15	16	15	13	15	14	28	30	11	16	19	41	15	10	35	3					
		1.50%	0.80%	1.00%	0.79%	1.07%	0.56%	0.93%	1.11%	0.28%	1.32%	0.63%	0.81%	1.33%	0.44%	1.01%	1.32%	1.40%	1.86%	1.52%	1.22%	0.96%	1.90%	1.27%	2.37%	2.38%	1.81%	2.75%	1.40%	1.93%	1.48%	1.68%	0.92%	1.55%	1.64%	1.08%	1.81%	1.58%	0.85%	1.28%	1.40%	1.57%	1.42%	1.30%	1.31%	1.53%	4.12%	3.86%	1.08%	1.93%	2.03%	3.42%	1.85%	1.14%	3.87%	0.64%					
20	3.Политическая партия «Демократическая партия России»	58	1	1	0	0	2	2	1	0	1	1	0	2	0	0	0	2	2	1	0	1	3	0	1	2	0	2	0	1	2	2	2	1	0	0	1	0	1	0	2	0	1	3	0	3	1	1	3	0	1	3	0	1	4	0					
		0.11%	0.20%	0.08%	0.00%	0.00%	0.19%	0.21%	0.10%	0.00%	0.09%	0.11%	0.00%	0.24%	0.00%	0.00%	0.00%	0.22%	0.19%	0.10%	0.00%	0.09%	0.27%	0.00%	0.09%	0.19%	0.00%	0.26%	0.00%	0.12%	0.23%	0.19%	0.18%	0.10%	0.00%	0.00%	0.10%	0.00%	0.09%	0.00%	0.19%	0.00%	0.09%	0.30%	0.00%	0.33%	0.15%	0.13%	0.29%	0.00%	0.11%	0.25%	0.00%	0.11%	0.44%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	6983	47	126	158	116	102	106	95	106	83	83	109	122	146	130	96	89	141	124	143	174	133	153	155	177	123	118	197	115	112	175	157	138	126	161	112	120	146	160	153	155	154	139	146	129	68	108	206	155	129	157	103	108	131	68					
		13.24%	9.36%	10.54%	12.55%	10.38%	9.54%	10.97%	9.58%	10.07%	7.80%	8.77%	11.07%	14.75%	12.76%	14.66%	11.51%	9.61%	13.12%	12.53%	14.58%	15.24%	12.00%	14.93%	14.16%	16.84%	15.91%	15.42%	17.27%	13.86%	12.77%	16.32%	14.48%	13.37%	12.16%	14.50%	11.23%	11.85%	13.73%	15.73%	14.23%	15.23%	14.58%	13.86%	12.78%	14.05%	10.00%	13.88%	20.18%	18.74%	13.75%	13.09%	12.70%	12.36%	14.49%	14.44%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	338	3	13	3	6	6	2	9	11	11	7	1	2	1	5	8	2	3	6	7	2	9	5	11	5	5	5	3	5	4	11	4	7	7	5	7	9	2	5	9	7	3	14	10	3	8	10	7	5	5	16	4	6	13	1					
		0.64%	0.60%	1.09%	0.24%	0.54%	0.56%	0.21%	0.91%	1.04%	1.03%	0.74%	0.10%	0.24%	0.09%	0.56%	0.96%	0.22%	0.28%	0.61%	0.71%	0.18%	0.81%	0.49%	1.00%	0.48%	0.65%	0.65%	0.26%	0.60%	0.46%	1.03%	0.37%	0.68%	0.68%	0.45%	0.70%	0.89%	0.19%	0.49%	0.84%	0.69%	0.28%	1.40%	0.88%	0.33%	1.18%	1.29%	0.69%	0.60%	0.53%	1.33%	0.49%	0.69%	1.44%	0.21%					
23	6.Политическая партия «Партия социальной справедливости»	142	0	2	1	2	4	1	2	5	1	3	2	1	2	1	5	3	1	2	6	4	1	4	7	5	1	1	3	0	2	4	0	6	2	7	2	1	1	1	4	2	3	5	2	2	5	4	2	3	1	4	3	2	1	3					
		0.27%	0.00%	0.17%	0.08%	0.18%	0.37%	0.10%	0.20%	0.47%	0.09%	0.32%	0.20%	0.12%	0.17%	0.11%	0.60%	0.32%	0.09%	0.20%	0.61%	0.35%	0.09%	0.39%	0.64%	0.48%	0.13%	0.13%	0.26%	0.00%	0.23%	0.37%	0.00%	0.58%	0.19%	0.63%	0.20%	0.10%	0.09%	0.10%	0.37%	0.20%	0.28%	0.50%	0.18%	0.22%	0.74%	0.51%	0.20%	0.36%	0.11%	0.33%	0.37%	0.23%	0.11%	0.64%					
24	7.Политическая партия «Либерально-демократическая партия России»	7733	72	215	172	144	141	109	112	162	128	133	155	117	151	124	113	129	167	174	174	132	218	144	168	171	119	100	161	130	136	180	158	159	155	184	165	137	161	153	122	124	139	125	175	114	129	110	133	111	140	197	144	157	120	70					
		14.66%	14.34%	17.99%	13.66%	12.88%	13.19%	11.28%	11.29%	15.38%	12.03%	14.06%	15.74%	14.15%	13.20%	13.98%	13.55%	13.93%	15.53%	17.58%	17.74%	11.56%	19.68%	14.05%	15.34%	16.27%	15.39%	13.07%	14.11%	15.66%	15.51%	16.79%	14.58%	15.41%	14.96%	16.58%	16.55%	13.52%	15.15%	15.04%	11.35%	12.18%	13.16%	12.46%	15.32%	12.42%	18.97%	14.14%	13.03%	13.42%	14.93%	16.43%	17.76%	17.96%	13.27%	14.86%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	10276	76	247	319	253	279	245	262	195	267	192	121	92	164	122	110	145	170	191	160	208	204	222	177	182	155	155	200	152	196	261	254	204	216	225	172	214	206	193	232	267	220	205	248	229	92	129	186	154	168	205	130	137	190	78					
		19.48%	15.14%	20.67%	25.34%	22.63%	26.10%	25.36%	26.41%	18.52%	25.09%	20.30%	12.28%	11.12%	14.34%	13.75%	13.19%	15.66%	15.81%	19.29%	16.31%	18.21%	18.41%	21.66%	16.16%	17.32%	20.05%	20.26%	17.53%	18.31%	22.35%	24.35%	23.43%	19.77%	20.85%	20.27%	17.25%	21.13%	19.38%	18.98%	21.58%	26.23%	20.83%	20.44%	21.72%	24.95%	13.53%	16.58%	18.22%	18.62%	17.91%	17.10%	16.03%	15.68%	21.02%	16.56%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	317	5	5	10	6	7	4	4	7	3	1	5	5	3	0	10	6	5	12	15	8	1	8	7	7	2	7	4	3	1	1	11	2	8	5	13	3	7	9	8	6	5	10	5	4	4	10	5	3	6	7	5	9	6	4					
		0.60%	0.99%	0.42%	0.79%	0.54%	0.65%	0.41%	0.40%	0.66%	0.28%	0.11%	0.51%	0.60%	0.26%	0.00%	1.20%	0.65%	0.47%	1.21%	1.53%	0.70%	0.09%	0.78%	0.64%	0.67%	0.26%	0.92%	0.35%	0.36%	0.11%	0.09%	1.01%	0.19%	0.77%	0.45%	1.30%	0.30%	0.66%	0.88%	0.74%	0.59%	0.47%	0.99%	0.44%	0.44%	0.59%	1.29%	0.49%	0.36%	0.64%	0.58%	0.62%	1.03%	0.66%	0.85%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	23304	264	518	516	522	468	450	444	521	508	469	539	424	615	454	437	492	507	419	398	529	452	422	475	428	309	300	488	360	376	363	434	450	455	441	454	462	463	427	462	392	462	442	484	372	317	312	409	338	419	499	357	404	359	223					
		44.17%	52.59%	43.35%	40.98%	46.69%	43.78%	46.58%	44.76%	49.48%	47.74%	49.58%	54.72%	51.27%	53.76%	51.18%	52.40%	53.13%	47.16%	42.32%	40.57%	46.32%	40.79%	41.17%	43.38%	40.72%	39.97%	39.22%	42.77%	43.37%	42.87%	33.86%	40.04%	43.60%	43.92%	39.73%	45.54%	45.61%	43.56%	41.99%	42.98%	38.51%	43.75%	44.07%	42.38%	40.52%	46.62%	40.10%	40.06%	40.87%	44.67%	41.62%	44.02%	46.22%	39.71%	47.35%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	896	8	13	10	17	14	13	11	9	18	9	11	14	20	6	11	17	20	15	18	29	25	16	22	22	12	20	21	16	5	17	14	19	20	28	12	15	18	25	20	25	22	16	18	12	11	28	19	12	19	26	14	12	23	9					
		1.70%	1.59%	1.09%	0.79%	1.52%	1.31%	1.35%	1.11%	0.85%	1.69%	0.95%	1.12%	1.69%	1.75%	0.68%	1.32%	1.84%	1.86%	1.52%	1.83%	2.54%	2.26%	1.56%	2.01%	2.09%	1.55%	2.61%	1.84%	1.93%	0.57%	1.59%	1.29%	1.84%	1.93%	2.52%	1.20%	1.48%	1.69%	2.46%	1.86%	2.46%	2.08%	1.60%	1.58%	1.31%	1.62%	3.60%	1.86%	1.45%	2.03%	2.17%	1.73%	1.37%	2.54%	1.91%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
