Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    ТИК Березовского МР																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	120	10	1	2	7	9	13	5	3	4	3	1	2	3	1	2	0	8	1	3	1	1	0	3	4	2	0	1	2	1	0	2	5	2	2	3	4	3	6					
14	Число погашенных неиспользованных открепительных удостоверений	120	2	2	6	3	2	2	3	1	2	2	2	1	2	6	4	14	1	0	0	1	3	3	0	4	1	3	11	0	4	2	3	1	1	2	9	5	8	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	1.Политическая партия «Аграрная партия России»	769	29	6	15	32	66	77	6	10	14	8	12	4	25	40	5	38	52	3	6	12	9	2	6	24	3	19	33	8	8	12	87	22	16	14	15	13	17	1					
		8.48%	5.60%	5.61%	4.79%	5.20%	5.61%	6.00%	2.18%	6.71%	8.38%	8.79%	9.76%	5.26%	15.82%	12.62%	4.46%	17.59%	17.57%	5.00%	5.26%	13.64%	6.62%	2.15%	3.53%	9.76%	3.33%	26.39%	11.91%	6.40%	8.16%	14.29%	27.62%	14.86%	10.81%	11.57%	7.65%	9.56%	5.88%	1.43%					
19	2.Всероссийская политическая партия «Гражданская Сила»	65	2	0	4	6	9	18	1	0	1	0	0	0	1	1	1	1	2	0	0	0	0	0	1	2	0	0	2	1	0	0	4	1	1	1	0	0	5	0					
		0.72%	0.39%	0.00%	1.28%	0.98%	0.76%	1.40%	0.36%	0.00%	0.60%	0.00%	0.00%	0.00%	0.63%	0.32%	0.89%	0.46%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.81%	0.00%	0.00%	0.72%	0.80%	0.00%	0.00%	1.27%	0.68%	0.68%	0.83%	0.00%	0.00%	1.73%	0.00%					
20	3.Политическая партия «Демократическая партия России»	11	0	1	0	0	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0					
		0.12%	0.00%	0.93%	0.00%	0.00%	0.08%	0.16%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.14%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.19%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.35%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	587	29	3	13	33	71	64	13	16	13	7	11	0	24	30	4	17	22	0	6	12	7	13	34	8	0	3	7	4	12	4	19	10	39	5	18	3	13	0					
		6.47%	5.60%	2.80%	4.15%	5.37%	6.03%	4.99%	4.73%	10.74%	7.78%	7.69%	8.94%	0.00%	15.19%	9.46%	3.57%	7.87%	7.43%	0.00%	5.26%	13.64%	5.15%	13.98%	20.00%	3.25%	0.00%	4.17%	2.53%	3.20%	12.24%	4.76%	6.03%	6.76%	26.35%	4.13%	9.18%	2.21%	4.50%	0.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	52	2	2	1	7	4	24	0	1	2	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0					
		0.57%	0.39%	1.87%	0.32%	1.14%	0.34%	1.87%	0.00%	0.67%	1.20%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	1.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.03%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	18	0	0	0	1	3	3	0	0	0	2	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0					
		0.20%	0.00%	0.00%	0.00%	0.16%	0.25%	0.23%	0.00%	0.00%	0.00%	2.20%	0.00%	0.00%	0.63%	0.63%	0.89%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1233	79	14	63	106	183	219	22	27	18	7	13	11	4	44	14	23	27	1	9	16	4	10	13	25	11	7	32	18	16	8	39	35	11	8	22	23	38	13					
		13.60%	15.25%	13.08%	20.13%	17.24%	15.55%	17.07%	8.00%	18.12%	10.78%	7.69%	10.57%	14.47%	2.53%	13.88%	12.50%	10.65%	9.12%	1.67%	7.89%	18.18%	2.94%	10.75%	7.65%	10.16%	12.22%	9.72%	11.55%	14.40%	16.33%	9.52%	12.38%	23.65%	7.43%	6.61%	11.22%	16.91%	13.15%	18.57%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	365	25	4	22	28	72	84	3	6	4	4	3	1	1	7	1	5	6	1	0	2	1	8	2	10	5	1	16	1	6	0	6	9	2	3	5	2	8	1					
		4.02%	4.83%	3.74%	7.03%	4.55%	6.12%	6.55%	1.09%	4.03%	2.40%	4.40%	2.44%	1.32%	0.63%	2.21%	0.89%	2.31%	2.03%	1.67%	0.00%	2.27%	0.74%	8.60%	1.18%	4.07%	5.56%	1.39%	5.78%	0.80%	6.12%	0.00%	1.90%	6.08%	1.35%	2.48%	2.55%	1.47%	2.77%	1.43%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	132	16	0	2	12	20	21	5	1	0	1	0	2	1	4	2	2	3	0	3	1	2	0	3	3	0	0	7	1	0	2	5	2	0	1	3	3	4	0					
		1.46%	3.09%	0.00%	0.64%	1.95%	1.70%	1.64%	1.82%	0.67%	0.00%	1.10%	0.00%	2.63%	0.63%	1.26%	1.79%	0.93%	1.01%	0.00%	2.63%	1.14%	1.47%	0.00%	1.76%	1.22%	0.00%	0.00%	2.53%	0.80%	0.00%	2.38%	1.59%	1.35%	0.00%	0.83%	1.53%	2.21%	1.38%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5739	330	77	188	386	739	748	223	86	115	62	83	58	97	182	81	125	180	55	89	44	109	59	110	174	70	41	174	90	56	57	150	63	76	88	130	89	202	53					
		63.28%	63.71%	71.96%	60.06%	62.76%	62.79%	58.30%	81.09%	57.72%	68.86%	68.13%	67.48%	76.32%	61.39%	57.41%	72.32%	57.87%	60.81%	91.67%	78.07%	50.00%	80.15%	63.44%	64.71%	70.73%	77.78%	56.94%	62.82%	72.00%	57.14%	67.86%	47.62%	42.57%	51.35%	72.73%	66.33%	65.44%	69.90%	75.71%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	38	0	0	1	1	0	15	0	0	0	0	1	0	0	6	0	1	1	0	1	0	0	1	0	0	0	1	2	0	0	0	1	3	0	1	1	1	0	0					
		0.42%	0.00%	0.00%	0.32%	0.16%	0.00%	1.17%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	1.89%	0.00%	0.46%	0.34%	0.00%	0.88%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	1.39%	0.72%	0.00%	0.00%	0.00%	0.32%	2.03%	0.00%	0.83%	0.51%	0.74%	0.00%	0.00%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
