Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Александрово-Заводская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	990	211	15	60	36	23	16	26	19	60	17	26	46	25	66	38	19	25	60	32	16	13	19	51	54	7	10									
		32.56%	36.57%	44.12%	31.58%	25.71%	21.30%	23.88%	32.91%	52.78%	61.86%	33.33%	40.63%	49.46%	40.98%	33.00%	30.40%	28.79%	30.49%	26.67%	24.43%	19.05%	18.84%	30.65%	34.00%	34.62%	28.00%	14.49%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0									
		0.13%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.61%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	1	0	0									
		0.23%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.33%	0.76%	0.00%	1.45%	0.00%	0.00%	0.64%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	17	1	0	1	0	0	0	1	2	0	1	1	0	2	2	1	0	0	1	2	1	0	0	0	0	0	1									
		0.56%	0.17%	0.00%	0.53%	0.00%	0.00%	0.00%	1.27%	5.56%	0.00%	1.96%	1.56%	0.00%	3.28%	1.00%	0.80%	0.00%	0.00%	0.44%	1.53%	1.19%	0.00%	0.00%	0.00%	0.00%	0.00%	1.45%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	424	102	3	21	17	12	2	3	5	1	7	10	9	2	25	8	1	23	52	24	14	14	17	15	18	2	17									
		13.94%	17.68%	8.82%	11.05%	12.14%	11.11%	2.99%	3.80%	13.89%	1.03%	13.73%	15.63%	9.68%	3.28%	12.50%	6.40%	1.52%	28.05%	23.11%	18.32%	16.67%	20.29%	27.42%	10.00%	11.54%	8.00%	24.64%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	17	5	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	4	1	0	0	0	3	0	0	0									
		0.56%	0.87%	0.00%	0.00%	1.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	1.52%	0.00%	1.78%	0.76%	0.00%	0.00%	0.00%	2.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	42	13	0	1	4	1	1	2	0	0	0	0	0	0	2	3	0	0	4	0	0	0	1	4	6	0	0									
		1.38%	2.25%	0.00%	0.53%	2.86%	0.93%	1.49%	2.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.00%	2.40%	0.00%	0.00%	1.78%	0.00%	0.00%	0.00%	1.61%	2.67%	3.85%	0.00%	0.00%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
